statement_order	statement_id	record_unit_id	page	physical_loci	line_crossing	event_count	visible_surface_sequence	master_card_sequence	semantic_atom_program	card_near_workshop_reading_de	concrete_source_expansion_de	record_program_de	sentence_boundary_rule
85	B3-S023	B3	f83r	f83r.15	NO	1	lchedy	MC155	L+CHD+CLOSE	Führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
86	B3-S024	B3	f83r	f83r.16	NO	1	tchedy	MC025	CHD+CLOSE	Setze um und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
87	B3-S025	B3	f83r	f83r.16	NO	1	qokchdy	MC088	OK+CHD+CLOSE	Setze um und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
88	B3-S026	B3	f83r	f83r.16|f83r.20	YES__CONTINUE_ACROSS_PHYSICAL_LINE	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	MC042 MC144 MC074 MC017 MC161 MC146 MC045	CHD+AR | SHED+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+OR | SOLK+EE+CLOSE	Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
89	B3-S027	B3	f83r	f83r.20	NO	1	qoteedy	MC173	OT+EE+CLOSE	Nimm die lange Folge und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
90	B3-S028	B3	f83r	f83r.20	NO	2	qokeey qokedy	MC002 MC083	OK+EE+Y | OK+E+CLOSE	Setze länger, dann kurz an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
91	B3-S029	B3	f83r	f83r.20	NO	3	sol cheeety qokedy	MC153 MC094 MC083	OL | EEE+TY | OK+E+CLOSE	Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
92	B3-S030	B3	f83r	f83r.20|f83r.22	YES__CONTINUE_ACROSS_PHYSICAL_LINE	4	qoky saiin schedair otchedy	MC026 MC039 MC116 MC057	OK+Y | AIIN | AIR | OT+CHD+CLOSE	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
93	B3-S031	B3	f83r	f83r.22	NO	1	qokeedy	MC082	OK+EE+CLOSE	Setze länger an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
94	B3-S032	B3	f83r	f83r.22	NO	5	chedain chedy qotedaiin otaiin otedy	MC145 MC074 MC018 MC060 MC135	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+CLOSE	Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
95	B3-S033	B3	f83r	f83r.22	NO	1	ldy	MC004	L+CLOSE	Ziehe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
96	B3-S034	B3	f83r	f83r.24	NO	6	soiiin checthy chety otaiin olsaly shedy	MC033 MC161 MC086 MC060 MC078 MC128	IIN | CTH+Y | PARTITION+TY | OT+AIIN | AL+Y | SHED+E+CLOSE	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
97	B4-S001	B4	f83r	f83r.25	NO	1	qokeedy	MC082	OK+EE+CLOSE	Setze länger an und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
98	B4-S002	B4	f83r	f83r.25	NO	3	qolchey qokeey qokedy	MC162 MC002 MC083	OL+Y | OK+EE+Y | OK+E+CLOSE	Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
99	B4-S003	B4	f83r	f83r.25|f83r.26	YES__CONTINUE_ACROSS_PHYSICAL_LINE	7	chedy otal otchey qokeey qoky tol shedy	MC074 MC093 MC171 MC002 MC026 MC153 MC128	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+E+CLOSE	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
100	B4-S004	B4	f83r	f83r.26	NO	1	qokylddy	MC164	OK+Y+LDDY	Befestige den Posten und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
101	B4-S005	B4	f83r	f83r.27	NO	3	dain chedy qokeedy	MC059 MC074 MC082	DAIN | CHD+Y | OK+EE+CLOSE	Lege das Tuch ein, setze um, setze länger an und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
102	B4-S006	B4	f83r	f83r.27	NO	1	shckhedy	MC143	CKHE+CLOSE	Seih und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
103	B4-S007	B4	f83r	f83r.27	NO	1	shckhedy	MC143	CKHE+CLOSE	Seih und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
104	B4-S008	B4	f83r	f83r.28	NO	4	saiin cheeky sheey qokedy	MC039 MC032 MC095 MC083	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+CLOSE	Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
105	B4-S009	B4	f83r	f83r.28	NO	1	shedy	MC128	SHED+E+CLOSE	Lass absetzen und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
106	B4-S010	B4	f83r	f83r.28	NO	1	oldy	MC019	OL+CLOSE	Führe weiter und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
107	B4-S011	B4	f83r	f83r.35|f83r.37	YES__CONTINUE_ACROSS_PHYSICAL_LINE	7	saiin cheky okeeol okain chdy sol lkedy	MC039 MC147 MC150 MC017 MC074 MC153 MC124	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+E+CLOSE	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
108	B4-S012	B4	f83r	f83r.37	NO	1	lchedy	MC155	L+CHD+CLOSE	Führe ab und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
109	B4-S013	B4	f83r	f83r.37	NO	2	qokol shedy	MC024 MC128	OK+OL | SHED+E+CLOSE	Setze die Fortsetzung ein, lass absetzen und schließe	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
110	B4-S014	B4	f83r	f83r.38	NO	4	or chey qockhey dairydy	MC080 MC123 MC165 MC091	OR | Y | OK+CKH+E+Y | AIR+Y+CLOSE	Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
111	B4-S015	B4	f83r	f83r.39|f83r.41	YES__CONTINUE_ACROSS_PHYSICAL_LINE	6	qokain shey kain chckhal solkey lchedy	MC017 MC119 MC105 MC022 MC050 MC155	OK+AIN | CHEEY | AIN | CKH+AL | SOLK+E+Y | L+CHD+CLOSE	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
112	B4-S016	B4	f83r	f83r.41|f83r.44	YES__CONTINUE_ACROSS_PHYSICAL_LINE	4	qolkain dal skar shedy	MC097 MC154 MC089 MC128	OL+AIN | AL | SK+AR | SHED+E+CLOSE	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	Am gekoppelten Hauptpaar ein Tuch in warmes Badwasser tauchen und als Umschlag an der bezeichneten Körperstelle halten. Danach linke und rechte Dienststation getrennt mit Einlass, Wasserlauf, Seihgang, Auffangbecken und Ablauf bedienen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
113	B5-S001	B5	f83r	f83r.47	NO	1	otchdy	MC067	OT+CHD+CLOSE	Führe die Folgeumsetzung aus und schließe	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	An der linken Dienststation Badwasser oder Arbeitswasser auf Wärme bringen, für die örtliche Dauer halten und am Ablauf abführen. Das Ziel bleibt eine Arbeitsstelle, weil keine Figur sie besitzt.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
114	B5-S002	B5	f83r	f83r.47	NO	1	qokchdy	MC088	OK+CHD+CLOSE	Setze um und schließe	An der linken figurenlosen Dienststation: Setze um und schließe	An der linken Dienststation Badwasser oder Arbeitswasser auf Wärme bringen, für die örtliche Dauer halten und am Ablauf abführen. Das Ziel bleibt eine Arbeitsstelle, weil keine Figur sie besitzt.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
115	B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	YES__CONTINUE_ACROSS_PHYSICAL_LINE	9	shedal dal cheol lol chdal aiin sol daiiin chedy	MC113 MC154 MC153 MC092 MC001 MC039 MC153 MC172 MC074	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | IIN | CHD+Y	Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	An der linken Dienststation Badwasser oder Arbeitswasser auf Wärme bringen, für die örtliche Dauer halten und am Ablauf abführen. Das Ziel bleibt eine Arbeitsstelle, weil keine Figur sie besitzt.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
116	B6-S001	B6	f83r	f83r.52|f83r.54	YES__CONTINUE_ACROSS_PHYSICAL_LINE	9	solkeey qekey raly ol daiin ol dain chey ldalor	MC020 MC052 MC046 MC153 MC039 MC153 MC059 MC123 MC101	SOLK+EE+Y | KCH+E+Y | AL+Y | OL | AIIN | OL | DAIN | Y | AL	Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	An der rechten Dienststation Wasser am Einlass in den örtlichen Lauf geben, durch Tuch und Seihgang führen und an der Arbeitsstelle verwenden. Auch hier bleibt der Zweck technisch, solange keine Figur hinzutritt.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
