edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
2699	G407-E2699	G407-S392	24	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2700	G407-E2700	G407-S392	25	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dag	DA+LOCAL_CHAR_G	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang entnimm denselben Stationsposten; auf der zweiten Stufe; mit der g-Variante.	Im laufenden Gang entnimm denselben Stationsposten; auf der zweiten Stufe; mit der g-Variante.	Im laufenden Gang entnimm denselben Stationsposten; auf der zweiten Stufe; mit der g-Variante.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2701	G407-E2701	G407-S392	26	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	as	A_ADDR+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Stationsposten; an der A-Stelle.	Wähle denselben Stationsposten; an der A-Stelle.	Wähle denselben Stationsposten; an der A-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2702	G407-E2702	G407-S392	27	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	otey	OT+E+Y	STATE_CARD	OT	Danach im laufenden Gang: wähle den Stationsposten; auf Grad I.	Danach im laufenden Gang: wähle den Stationsposten; auf Grad I.	Danach im laufenden Gang: wähle den Stationsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2703	G407-E2703	G407-S392	28	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2704	G407-E2704	G407-S392	29	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ysheey	Y+SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den äußeren Stationsposten und den inneren Stationsposten; auf Grad II.	Halte den äußeren Stationsposten und den inneren Stationsposten; auf Grad II.	Halte den äußeren Stationsposten und den inneren Stationsposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2705	G407-E2705	G407-S392	30	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dal	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2706	G407-E2706	G407-S392	31	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiisol	S+A_ADDR+IIN+S+OL	STATE_CARD	OL	Weiter: wähle denselben Stationsposten und wähle ihn; an der A-Stelle; auf der bezeichneten Stufe.	Weiter: wähle denselben Stationsposten und wähle ihn; an der A-Stelle; auf der bezeichneten Stufe.	Weiter: wähle denselben Stationsposten und wähle ihn; an der A-Stelle; auf der bezeichneten Stufe.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2707	G407-E2707	G407-S392	32	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sal	S+AL	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Stationsposten; zur Zielstation.	Wähle denselben Stationsposten; zur Zielstation.	Wähle denselben Stationsposten; zur Zielstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2708	G407-E2708	G407-S392	33	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dalo	D_ADDR+AL+O	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	Im laufenden Gang wähle denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2709	G407-E2709	G407-S392	34	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tain	T+AIN	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2710	G407-E2710	G407-S392	35	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dary	DA+R+Y	NONSTATE_CARD	NOT_APPLICABLE	Markiere den Stationsposten; auf der zweiten Stufe.	Markiere den Stationsposten; auf der zweiten Stufe.	Markiere den Stationsposten; auf der zweiten Stufe.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2711	G407-E2711	G407-S392	36	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dalo	D_ADDR+AL+O	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	Im laufenden Gang markiere denselben Stationsposten; zur Zielstation; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2712	G407-E2712	G407-S392	37	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sodar	S+O+DA+R	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Stationsposten und markiere ihn; als Ausführung und auf der zweiten Stufe.	Wähle denselben Stationsposten und markiere ihn; als Ausführung und auf der zweiten Stufe.	Wähle denselben Stationsposten und markiere ihn; als Ausführung und auf der zweiten Stufe.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2713	G407-E2713	G407-S392	38	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	oloky	OL+OK+Y	STATE_CARD	OL	Weiter: setze den Stationsposten im Stationsgang an.	Weiter: setze den Stationsposten im Stationsgang an.	Weiter: setze den Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2714	G407-E2714	G407-S393	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	polchoy	P+OL+CH+O+Y	STATE_CARD	OL	Weiter: setze den Stationsposten ein und entnimm ihn; als Ausführung.	Weiter: setze den Stationsposten ein und entnimm ihn; als Ausführung.	Weiter: setze den Stationsposten ein und entnimm ihn; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2715	G407-E2715	G407-S393	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokedy	OK+E+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2716	G407-E2716	G407-S394	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	shol	SH+OL	STATE_CARD	OL	Weiter: halte denselben Stationsposten.	Weiter: halte denselben Stationsposten.	Weiter: halte denselben Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2717	G407-E2717	G407-S394	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	opchedy	O+P+CHD+DY	STATE_CARD	DY	Setze denselben Stationsposten ein und bearbeite ihn; als Ausführung; schließe den Schritt.	Setze denselben Stationsposten ein und bearbeite ihn; als Ausführung; schließe den Schritt.	Setze denselben Stationsposten ein und bearbeite ihn; als Ausführung; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2718	G407-E2718	G407-S395	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	olpchedy	OL+P+CHD+DY	STATE_CARD	OL+DY	Weiter: setze denselben Stationsposten ein und bearbeite ihn; schließe den Schritt.	Weiter: setze denselben Stationsposten ein und bearbeite ihn; schließe den Schritt.	Weiter: setze denselben Stationsposten ein und bearbeite ihn; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2719	G407-E2719	G407-S396	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	ofshdy	O+LOCAL_CHAR_F+SH+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; als Ausführung; bei der f-Kennmarke und an der D-Stelle.	Halte den Stationsposten; als Ausführung; bei der f-Kennmarke und an der D-Stelle.	Halte den Stationsposten; als Ausführung; bei der f-Kennmarke und an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2720	G407-E2720	G407-S396	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	oly	OL+Y	STATE_CARD	OL	Weiter im laufenden Gang: halte den Stationsposten.	Weiter im laufenden Gang: halte den Stationsposten.	Weiter im laufenden Gang: halte den Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2721	G407-E2721	G407-S396	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	dchey	CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten; auf Grad I.	Entnimm den Stationsposten; auf Grad I.	Entnimm den Stationsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2722	G407-E2722	G407-S396	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	lshl	L+SH+L	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Stationsposten; über die sichtbare Verbindung im äußeren Zweig und über die sichtbare Verbindung im inneren Zweig.	Halte denselben Stationsposten; beim Halten: über die sichtbare Verbindung im äußeren Zweig; beim Halten: über die sichtbare Verbindung im inneren Zweig.	Halte denselben Stationsposten; über die sichtbare Verbindung im äußeren Zweig und über die sichtbare Verbindung im inneren Zweig.	CHANGED_EVENT_KEYED_SCOPE_CARD	GDT579-P05	INTERRUPTED_SLOT_EXPLICIT	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2723	G407-E2723	G407-S396	5	f81r	BIOLOGICAL	F81R_UPPER_POOL	alched	AL+CHD	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite denselben Stationsposten; zur Zielstation.	Bearbeite denselben Stationsposten; zur Zielstation.	Bearbeite denselben Stationsposten; zur Zielstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2724	G407-E2724	G407-S396	6	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Stationsposten im Stationsgang an.	Weiter: setze denselben Stationsposten im Stationsgang an.	Weiter: setze denselben Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2725	G407-E2725	G407-S396	7	f81r	BIOLOGICAL	F81R_UPPER_POOL	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2726	G407-E2726	G407-S396	8	f81r	BIOLOGICAL	F81R_UPPER_POOL	otar	OT+AR	STATE_CARD	OT	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2727	G407-E2727	G407-S396	9	f81r	BIOLOGICAL	F81R_UPPER_POOL	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2728	G407-E2728	G407-S396	10	f81r	BIOLOGICAL	F81R_UPPER_POOL	oky	OK+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2729	G407-E2729	G407-S396	11	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotey	OT+E+Y	STATE_CARD	OT	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2730	G407-E2730	G407-S396	12	f81r	BIOLOGICAL	F81R_UPPER_POOL	l	L	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2731	G407-E2731	G407-S396	13	f81r	BIOLOGICAL	F81R_UPPER_POOL	chees	SH+EE+S_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Stationsposten; auf Grad II; an der S-Stelle.	Halte denselben Stationsposten; auf Grad II; an der S-Stelle.	Halte denselben Stationsposten; auf Grad II; an der S-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2732	G407-E2732	G407-S396	14	f81r	BIOLOGICAL	F81R_UPPER_POOL	olkal	OL+K+AL	STATE_CARD	OL	Weiter: führe denselben Stationsposten zu; zur Zielstation.	Weiter: führe denselben Stationsposten zu; zur Zielstation.	Weiter: führe denselben Stationsposten zu; zur Zielstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2733	G407-E2733	G407-S396	15	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2734	G407-E2734	G407-S396	16	f81r	BIOLOGICAL	F81R_UPPER_POOL	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2735	G407-E2735	G407-S396	17	f81r	BIOLOGICAL	F81R_UPPER_POOL	okar	OK+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2736	G407-E2736	G407-S396	18	f81r	BIOLOGICAL	F81R_UPPER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2737	G407-E2737	G407-S397	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	dchedy	D_ADDR+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	Bearbeite den Stationsposten; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2738	G407-E2738	G407-S397	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2739	G407-E2739	G407-S397	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2740	G407-E2740	G407-S397	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2741	G407-E2741	G407-S397	5	f81r	BIOLOGICAL	F81R_UPPER_POOL	chcthy	CH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten zweimal und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2742	G407-E2742	G407-S397	6	f81r	BIOLOGICAL	F81R_UPPER_POOL	ykeedy	Y+K+EE+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der D-Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der D-Stelle.	Führe den äußeren Stationsposten und den inneren Stationsposten zu; auf Grad II; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2743	G407-E2743	G407-S397	7	f81r	BIOLOGICAL	F81R_UPPER_POOL	al	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe denselben Stationsposten zu; zur Zielstation.	Im laufenden Gang führe denselben Stationsposten zu; zur Zielstation.	Im laufenden Gang führe denselben Stationsposten zu; zur Zielstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2744	G407-E2744	G407-S397	8	f81r	BIOLOGICAL	F81R_UPPER_POOL	qol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2745	G407-E2745	G407-S397	9	f81r	BIOLOGICAL	F81R_UPPER_POOL	cheol	CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Entnimm denselben Stationsposten; über die sichtbare Verbindung; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2746	G407-E2746	G407-S397	10	f81r	BIOLOGICAL	F81R_UPPER_POOL	okeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2747	G407-E2747	G407-S397	11	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2748	G407-E2748	G407-S397	12	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2749	G407-E2749	G407-S397	13	f81r	BIOLOGICAL	F81R_UPPER_POOL	olaiin	OL+AIIN	STATE_CARD	OL	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2750	G407-E2750	G407-S397	14	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2751	G407-E2751	G407-S397	15	f81r	BIOLOGICAL	F81R_UPPER_POOL	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze die Stationseinheit im Stationsgang an.	Im laufenden Gang setze die Stationseinheit im Stationsgang an.	Im laufenden Gang setze die Stationseinheit im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2752	G407-E2752	G407-S397	16	f81r	BIOLOGICAL	F81R_UPPER_POOL	ain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2753	G407-E2753	G407-S397	17	f81r	BIOLOGICAL	F81R_UPPER_POOL	sar	S+AR	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Stationsanteil; von der Ausgangsstation.	Wähle denselben Stationsanteil; von der Ausgangsstation.	Wähle denselben Stationsanteil; von der Ausgangsstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
