assignment_id	source_event_id	record_id	bundle_id	physical_page	register	active_model	surface	working_recipe	strict_template_id	strict_occurrence_count	role_shape_id	role_occurrence_count	event_support_tier	event_support_detail	source_event_reading_de	current_event_reading_de	reading_refined_by_gdt483	provenance_assigned	source_meaning_preserved
G484-E143	P1003-E0555	G475-R104	G474-B111	f88v	PHARMA	CATALOGUE	otydary	OT+D_ADDR+AR	G481-ET117	1	G481-ES092	1	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} · HIER ×1] + [AUSGANG · {N1} ×6]	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	NO	YES	YES
G484-E144	P1003-E0556	G475-R105	G474-B112	f88v	PHARMA	CATALOGUE	otdordy	OT	G481-ET001	5	G481-ES001	5	RECURRENT_STRICT_EVENT	G481-ET001 ×5	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	NO	YES	YES
G484-E145	P1003-E0557	G475-R106	G474-B113	f88v	PHARMA	CATALOGUE	dararda	AR+AR	G481-ET118	1	G481-ES093	1	LOCAL_COMPONENT_RECURRENT	[{N1} · AUSGANG ×9] + [AUSGANG · {N2} ×6]	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	NO	YES	YES
G484-E146	P1008-E1038	G475-R107	G474-B114	f89r	PHARMA	INSTRUCTION	okchshy	OK+CH+Y	G481-ET119	1	G481-ES094	1	SAME_MODEL_COMPONENT_TILE	[SETZEN ×29] + [NEHMEN ×9] + [POSTEN ×18]	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	NO	YES	YES
G484-E147	P1008-E1039	G475-R107	G474-B115	f89r	PHARMA	INSTRUCTION	qkol	OL	G481-ET120	1	G481-ES095	1	SAME_MODEL_COMPONENT_TILE	[{N1} · FORTSETZEN ×1]	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen.	NO	YES	YES
G484-E148	P1008-E1040	G475-R107	G474-B116	f89r	PHARMA	INSTRUCTION	oldam	OL+AM_ADDR	G481-ET121	1	G481-ES096	1	SAME_MODEL_COMPONENT_TILE	[FORTSETZEN · {N1} ×3] + [HIER ×10]	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	NO	YES	YES
G484-E149	P1008-E1041	G475-R108	G474-B117	f89r	PHARMA	CATALOGUE	otoldy	OT+OL	G481-ET122	2	G481-ES097	2	RECURRENT_STRICT_EVENT	G481-ET122 ×2	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	NO	YES	YES
G484-E150	P1008-E1042	G475-R109	G474-B118	f89r	PHARMA	CATALOGUE	ararchodaiin	AR+AR+AIIN	G481-ET123	1	G481-ES098	1	LOCAL_COMPONENT_RECURRENT	[AUSGANG · AUSGANG ×2] + [{N1} · WERT ×3]	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	NO	YES	YES
G484-E151	P1008-E1090	G475-R110	G474-B119	f89r	PHARMA	INSTRUCTION	ykyd	Y+K+Y+D_ADDR	G481-ET124	1	G481-ES099	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	NO	YES	YES
G484-E152	P1008-E1091	G475-R110	G474-B120	f89r	PHARMA	INSTRUCTION	chol	OL	G481-ET125	1	G481-ES100	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	NO	YES	YES
G484-E153	P1008-E1092	G475-R110	G474-B120	f89r	PHARMA	INSTRUCTION	ches	CH+E+S	G481-ET074	2	G481-ES057	2	RECURRENT_STRICT_EVENT	G481-ET074 ×2	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	NO	YES	YES
G484-E154	P1008-E1093	G475-R111	G474-B121	f89r	PHARMA	CATALOGUE	otorain	OT+AIN	G481-ET126	1	G481-ES033	2	RECURRENT_ROLE_EVENT	G481-ES033 ×2	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	NO	YES	YES
G484-E155	P1008-E1094	G475-R112	G474-B122	f89r	PHARMA	INSTRUCTION	okaiin	OK+AIIN	G481-ET080	3	G481-ES063	4	RECURRENT_STRICT_EVENT	G481-ET080 ×3	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	NO	YES	YES
G484-E156	P1008-E1095	G475-R112	G474-B122	f89r	PHARMA	INSTRUCTION	dan	AIN	G481-ET127	1	G481-ES101	2	RECURRENT_ROLE_EVENT	G481-ES101 ×2	Im selben Gang setze den Drogenanteil als Ansatz an.	Im selben Gang setze den Drogenanteil als Ansatz an.	NO	YES	YES
G484-E157	P1008-E1175	G475-R113	G474-B123	f89r	PHARMA	INSTRUCTION	ykocfhy	CH+LOCAL_CHAR_F+Y	G481-ET128	1	G481-ES102	1	LOCAL_COMPONENT_RECURRENT	[{N1} · NEHMEN ×2] + [HIER · POSTEN ×1]	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	NO	YES	YES
G484-E158	P1008-E1176	G475-R114	G474-B124	f89r	PHARMA	CATALOGUE	saldam	AL+AM_ADDR	G481-ET129	1	G481-ES103	1	LOCAL_COMPONENT_RECURRENT	[{N1} · ZIELORT · {N2} ×1] + [HIER ×26]	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	NO	YES	YES
G484-E159	P1008-E1177	G475-R115	G474-B125	f89r	PHARMA	CATALOGUE	sydarary	D_ADDR+AR+AR	G481-ET130	1	G481-ES104	1	LOCAL_COMPONENT_RECURRENT	[{N1} · HIER · AUSGANG ×1] + [AUSGANG · {N2} ×6]	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	NO	YES	YES
G484-E160	P1008-E1178	G475-R116	G474-B126	f89r	PHARMA	COORDINATE	yddy	Y+D_ADDR+Y	G481-ET131	1	G481-ES105	1	LOCAL_COMPONENT_RECURRENT	[POSTEN · HIER ×1] + [POSTEN ×39]	Adressspur: Drogenposten → hier → Drogenposten.	Adressspur: Drogenposten → hier → Drogenposten.	NO	YES	YES
G484-E161	P1008-E1179	G475-R117	G474-B127	f89r	PHARMA	CATALOGUE	odory	OR+Y	G481-ET132	1	G481-ES023	2	RECURRENT_ROLE_EVENT	G481-ES023 ×2	Droge »od« — Einheitsangabe, Postenangabe.	Droge »od« — Einheitsangabe, Postenangabe.	NO	YES	YES
G484-E162	P1008-E1180	G475-R117	G474-B128	f89r	PHARMA	CATALOGUE	doly	OL+Y	G481-ET133	1	G481-ES106	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	NO	YES	YES
G484-E163	P1008-E1181	G475-R118	G474-B129	f89r	PHARMA	CATALOGUE	opchosam	AM_ADDR	G481-ET134	1	G481-ES107	1	LOCAL_COMPONENT_RECURRENT	[{N1} · HIER ×8]	Droge »opchos« — Hier-Vermerk.	Droge »opchos« — Hier-Vermerk.	NO	YES	YES
G484-E164	P1008-E1182	G475-R119	G474-B130	f89r	PHARMA	INSTRUCTION	saloiinsheol	AL+SH+OL	G481-ET135	1	G481-ES108	1	LEARNED_LEXICAL_SLOT_ONLY	{N3}	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	NO	YES	YES
G484-E165	P1008-E1183	G475-R120	G474-B131	f89r	PHARMA	INSTRUCTION	opcheor	O+P+CH+E+OR	G481-ET136	1	G481-ES109	1	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG ×16] + [EINSETZEN ×1] + [NEHMEN · GRAD I ×4] + [EINHEIT ×10]	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	NO	YES	YES
G484-E166	P1008-E1228	G475-R121	G474-B132	f89r	PHARMA	CATALOGUE	otold	OT+OL	G481-ET122	2	G481-ES097	2	RECURRENT_STRICT_EVENT	G481-ET122 ×2	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	Droge »d« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	NO	YES	YES
G484-E167	P1008-E1229	G475-R121	G474-B132	f89r	PHARMA	CATALOGUE	y	Y	G481-ET137	1	G481-ES110	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »y« — Postenangabe.	Eintrag »y« — Postenangabe.	NO	YES	YES
G484-E168	P1008-E1230	G475-R122	G474-B133	f89r	PHARMA	INSTRUCTION	okol	OK+OL	G481-ET138	1	G481-ES111	2	RECURRENT_ROLE_EVENT	G481-ES111 ×2	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	Weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OL — Setzen weiterführen.	NO	YES	YES
G484-E169	P1008-E1231	G475-R122	G474-B133	f89r	PHARMA	INSTRUCTION	shol	SH+OL	G481-ET139	1	G481-ES111	2	RECURRENT_ROLE_EVENT	G481-ES111 ×2	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	Weiter halte den Eintrag. Reihenfolge konkret: OL — Halten weiterführen.	NO	YES	YES
G484-E170	P1008-E1232	G475-R122	G474-B133	f89r	PHARMA	INSTRUCTION	dy	Y	G481-ET140	1	G481-ES101	2	RECURRENT_ROLE_EVENT	G481-ES101 ×2	Im selben Gang halte den Drogenposten.	Im selben Gang halte den Drogenposten.	NO	YES	YES
G484-E171	P1008-E1233	G475-R123	G474-B134	f89r	PHARMA	CATALOGUE	opchoroiin	O+IIN	G481-ET141	1	G481-ES112	1	LOCAL_COMPONENT_RECURRENT	[{N1} · AUSFÜHRUNG · STUFE ×1]	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	NO	YES	YES
G484-E172	P1008-E1296	G475-R124	G474-B135	f89r	PHARMA	INSTRUCTION	korainy	K+OR+AIN+Y	G481-ET142	1	G481-ES113	1	LOCAL_COMPONENT_RECURRENT	[GEBEN ×1] + [EINHEIT ×10] + [ANTEIL · POSTEN ×2]	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	NO	YES	YES
G484-E173	P1008-E1297	G475-R125	G474-B136	f89r	PHARMA	INSTRUCTION	sodar	S+O+DA+R	G481-ET143	1	G481-ES114	1	EXACT_RUNNING_SURFACE_RECIPE_CARRIER	G407-E0930|G407-E2712	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Wähle den Eintrag und markiere ihn – als Ausführung auf der zweiten Stufe.	YES	YES	YES
G484-E174	P1008-E1298	G475-R126	G474-B137	f89r	PHARMA	INSTRUCTION	cheys	Y+S	G481-ET033	2	G481-ES029	2	RECURRENT_STRICT_EVENT	G481-ET033 ×2	Wähle den Drogenposten.	Wähle den Drogenposten.	NO	YES	YES
G484-E175	P1008-E1299	G475-R127	G474-B138	f89r	PHARMA	INSTRUCTION	cheody	CH+E+O+Y	G481-ET144	1	G481-ES115	1	LOCAL_COMPONENT_RECURRENT	[NEHMEN · GRAD I ×4] + [AUSFÜHRUNG ×16] + [POSTEN ×39]	Nimm den Drogenposten, auf Grad I und als Ausführung.	Nimm den Drogenposten, auf Grad I und als Ausführung.	NO	YES	YES
G484-E176	P1008-E1300	G475-R128	G474-B139	f89r	PHARMA	CATALOGUE	oporain	AIN	G481-ET145	2	G481-ES058	6	RECURRENT_STRICT_EVENT	G481-ET145 ×2	Droge »opor« — Anteilsangabe.	Droge »opor« — Anteilsangabe.	NO	YES	YES
G484-E177	P1008-E1301	G475-R129	G474-B140	f89r	PHARMA	INSTRUCTION	okshdchos	OK+SH	G481-ET146	1	G481-ES116	1	LOCAL_COMPONENT_RECURRENT	[SETZEN ×29] + [HALTEN · {N1} ×1]	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	NO	YES	YES
G484-E178	P1008-E1408	G475-R130	G474-B141	f89r	PHARMA	INSTRUCTION	okain	OK+AIN	G481-ET147	1	G481-ES063	4	RECURRENT_ROLE_EVENT	G481-ES063 ×4	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	NO	YES	YES
G484-E179	P1008-E1409	G475-R131	G474-B142	f89r	PHARMA	CATALOGUE	yorain	AIN	G481-ET145	2	G481-ES058	6	RECURRENT_STRICT_EVENT	G481-ET145 ×2	Droge »yor« — Anteilsangabe.	Droge »yor« — Anteilsangabe.	NO	YES	YES
G484-E180	P1008-E1410	G475-R132	G474-B143	f89r	PHARMA	CATALOGUE	ofakal	O+LOCAL_CHAR_F+AL	G481-ET148	1	G481-ES117	1	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG · HIER ×5] + [{N1} · ZIELORT ×17]	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	NO	YES	YES
G484-E181	P1008-E1411	G475-R133	G474-B144	f89r	PHARMA	COORDINATE	otalsy	OT+AL+Y	G481-ET061	2	G481-ES018	3	RECURRENT_STRICT_EVENT	G481-ET061 ×2	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	NO	YES	YES
G484-E182	P1008-E1412	G475-R134	G474-B145	f89r	PHARMA	CATALOGUE	ytarem	AR	G481-ET094	2	G481-ES075	2	RECURRENT_STRICT_EVENT	G481-ET094 ×2	Droge »yt« / Droge »em« — Ausgangszuordnung.	Droge »yt« / Droge »em« — Ausgangszuordnung.	NO	YES	YES
G484-E183	P1008-E1413	G475-R135	G474-B146	f89r	PHARMA	COORDINATE	otolarol	OT+OL+AR+OL	G481-ET149	1	G481-ES118	1	LOCAL_COMPONENT_RECURRENT	[DANACH · FORTSETZEN ×5] + [AUSGANG ×44] + [FORTSETZEN ×25]	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	NO	YES	YES
