selection_id	source_recipe	mutation_family	neutral_selection_class	neighbor_id	target_recipe	target_is_exact_catalog_key	neutral_execution_decision	neutral_blocked_factor_rules	selection_rule
G454-V02008	L+DA+R	ATOM_DELETION	NEUTRAL_READABLE	G447-N11742	DA+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02009	L+DA+R	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11745	AIR+DA+R	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02010	L+DY	ADJACENT_SWAP	NEUTRAL_STOP	G447-N11756	DY+L	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02011	L+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N11758	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02012	L+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N11757	DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02013	L+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N11759	AIR+DY	YES	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02014	L+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11762	EE+L+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02015	L+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N11764	EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02016	L+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11767	AIR+EE+Y	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02017	L+K+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11775	K+L+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02018	L+K+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N11777	K+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02019	L+K+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11780	AIR+K+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02020	L+K+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11794	K+L+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02021	L+K+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N11796	K+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02022	L+K+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11799	AIR+K+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02023	L+K+AM_ADDR+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11813	K+L+AM_ADDR+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02024	L+K+AM_ADDR+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N11816	K+AM_ADDR+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02025	L+K+AM_ADDR+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11820	AIR+K+AM_ADDR+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02026	L+K+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11831	K+L+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02027	L+K+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N11833	K+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02028	L+K+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11836	AIR+K+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02029	L+K+CHD+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11850	K+L+CHD+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02030	L+K+CHD+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N11851	L+CHD+K+Y	NO	STOP	PAIR:CHD>K	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02031	L+K+CHD+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N11853	K+CHD+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02032	L+K+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11857	AIR+K+CHD+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02033	L+K+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N11860	L+CH+CHD+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02034	L+K+E+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11879	K+L+E+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02035	L+K+E+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N11882	K+E+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02036	L+K+E+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N11883	L+E+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02037	L+K+E+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11886	AIR+K+E+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02038	L+K+E+D_ADDR+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11899	K+L+E+D_ADDR+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02039	L+K+E+D_ADDR+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N11904	K+E+D_ADDR+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02040	L+K+E+D_ADDR+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11910	AIR+K+E+D_ADDR+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02041	L+K+E+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11928	K+L+E+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02042	L+K+E+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N11931	K+E+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02043	L+K+E+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11935	AIR+K+E+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02044	L+K+E+O+P+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11948	K+L+E+O+P+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02045	L+K+E+O+P+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N11953	K+E+O+P+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02046	L+K+E+O+P+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11959	AIR+K+E+O+P+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02047	L+K+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N11981	K+L+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02048	L+K+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N11984	K+E+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02049	L+K+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N11988	AIR+K+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02050	L+K+EE+D_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12004	K+L+EE+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02051	L+K+EE+D_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12007	K+EE+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02052	L+K+EE+D_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12011	AIR+K+EE+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02053	L+K+EE+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12024	K+L+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02054	L+K+EE+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12028	K+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02055	L+K+EE+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12033	AIR+K+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02056	L+K+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12049	K+L+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02057	L+K+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12052	K+EE+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02058	L+K+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12056	AIR+K+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02059	L+K+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12072	K+L+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02060	L+K+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12074	K+OR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02061	L+K+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12077	AIR+K+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02062	L+K+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12091	K+L+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02063	L+K+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12093	K+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02064	L+K+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12096	AIR+K+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02065	L+L	ATOM_DELETION	NEUTRAL_READABLE	G447-N12110	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02066	L+L	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12111	AIR+L	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02067	L+LOCAL_CHAR_F+CH+E+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12117	L+CH+LOCAL_CHAR_F+E+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02068	L+LOCAL_CHAR_F+CH+E+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N12121	L+CH+E+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02069	L+LOCAL_CHAR_F+CH+E+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12126	AIR+LOCAL_CHAR_F+CH+E+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02070	L+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12142	O+L	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02071	L+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N12143	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02072	L+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12145	AIR+O	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02073	L+O+CHD+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12148	L+CHD+O+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02074	L+O+CHD+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N12151	L+CHD+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02075	L+O+CHD+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N12153	L+O+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02076	L+O+CHD+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12155	AIR+O+CHD+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02077	L+O+D_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12166	L+D_ADDR+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02078	L+O+D_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12168	L+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02079	L+O+D_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12171	AIR+O+D_ADDR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02080	L+O+IIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12174	L+IIN+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02081	L+O+IIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N12176	L+IIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02082	L+O+IIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12179	AIR+O+IIN	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02083	L+O+M_LOCAL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12182	L+M_LOCAL+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02084	L+O+M_LOCAL	ATOM_DELETION	NEUTRAL_READABLE	G447-N12184	L+M_LOCAL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02085	L+O+M_LOCAL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12187	AIR+O+M_LOCAL	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02086	L+OK+CHD+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12191	L+OK+Y+CHD	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02087	L+OK+CHD+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N12190	L+CHD+OK+Y	NO	STOP	PAIR:CHD>OK	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02088	L+OK+CHD+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12193	L+CHD+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02089	L+OK+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12197	AIR+OK+CHD+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02090	L+OK+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N12200	L+CH+CHD+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02091	L+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12219	OL+L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02092	L+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N12220	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02093	L+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12222	AIR+OL	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02094	L+OL+CHD+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12226	L+CHD+OL+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02095	L+OL+CHD+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N12229	L+CHD+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02096	L+OL+CHD+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N12231	L+OL+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02097	L+OL+CHD+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12233	AIR+OL+CHD+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02098	L+OL+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12245	OL+L+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02099	L+OL+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N12246	L+OL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02100	L+OL+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12248	AIR+OL+OL	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02101	L+OL+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12253	L+Y+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02102	L+OL+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12255	L+OL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02103	L+OL+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12258	AIR+OL+Y	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02104	L+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12265	OR+L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02105	L+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12266	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02106	L+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12268	AIR+OR	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02107	L+P+CHD+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12275	L+P+Y+CHD	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02108	L+P+CHD+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N12274	L+CHD+P+Y	NO	STOP	PAIR:CHD>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02109	L+P+CHD+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12277	L+CHD+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02110	L+P+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12281	AIR+P+CHD+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02111	L+P+CHD+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N12284	L+CH+CHD+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02112	L+R	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12303	R+L	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02113	L+R	ATOM_DELETION	NEUTRAL_READABLE	G447-N12304	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02114	L+R	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12306	AIR+R	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
