event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision	pre_617_standard_command_de	noun_address_components	noun_address_revision
E164	f81v	B1	B1-S020	B_BAD_ANWENDUNG	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz warm halten	WAERMEN · KURZ · DIES	NONE	NO	WAERMEN · KURZ · DIES	Y	YES
E165	f81v	B1	B1-S020	B_BAD_ANWENDUNG	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASSKANAL · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	HALTEN · DURCHLASS · KURZ; SCHLUSS	NONE	NO	HALTEN · DURCHLASS · KURZ; SCHLUSS	CKH	YES
E166	f81v	B1	B1-S021	B_BAD_ANWENDUNG	chal	PROC055	AL	CMD004	ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	an der bezeichneten Stelle weiterarbeiten	ZIEL	NONE	NO	ZIEL	AL	YES
E167	f82r	B2	B2-S001	B_BAD_ANWENDUNG	dchedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	oberes Beckenpaar mit Zylinder	den laufenden Posten überführen und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO	UMSETZEN; SCHLUSS	NONE	NO
E168	f82r	B2	B2-S002	B_BAD_ANWENDUNG	qolchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter überführen und den Schritt schließen	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E169	f82r	B2	B2-S003	B_BAD_ANWENDUNG	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	oberes Beckenpaar mit Zylinder	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E170	f82r	B2	B2-S003	B_BAD_ANWENDUNG	dy	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten länger einwirken lassen und den Schritt schließen	DIES	NONE	NO	DIES	Y	YES
E171	f82r	B2	B2-S003	B_BAD_ANWENDUNG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E172	f82r	B2	B2-S004	B_BAD_ANWENDUNG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIELSTELLE	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO	ANSETZEN · ZIEL	AL	YES
E173	f82r	B2	B2-S004	B_BAD_ANWENDUNG	lcheckhy	PROC101	L+CKH+Y	CMD061	WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass durchleiten	FUEHREN · DURCHLASS · DIES	L	YES	WEITERLEITEN · DURCHLASS · DIES	CKH|Y	YES
E174	f82r	B2	B2-S004	B_BAD_ANWENDUNG	lched	PROC102	L+CHD	CMD056	WEITERLEITEN · UMSETZEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten führen und umsetzen	FUEHREN · UMSETZEN	L	YES	WEITERLEITEN · UMSETZEN	NONE	NO
E175	f82r	B2	B2-S004	B_BAD_ANWENDUNG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E176	f82r	B2	B2-S004	B_BAD_ANWENDUNG	lcheckhedy	PROC103	L+CKH+E+DY	CMD060	WEITERLEITEN · DURCHLASSKANAL · KURZ; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass kurz durchleiten und den Schritt schließen	FUEHREN · DURCHLASS · KURZ; SCHLUSS	L	YES	WEITERLEITEN · DURCHLASS · KURZ; SCHLUSS	CKH	YES
E177	f82r	B2	B2-S005	B_BAD_ANWENDUNG	qokaly	PROC104	OK+AL+Y	CMD081	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL · DIES	NONE	NO	ANSETZEN · ZIEL · DIES	AL|Y	YES
E178	f82r	B2	B2-S005	B_BAD_ANWENDUNG	solkaiin	PROC105	SOLK+AIIN	CMD148	AUFFANGEN · SOLLMASS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß bis zum Maß auffangen	AUFFANGEN · MASS	NONE	NO	AUFFANGEN · MASS	AIIN	YES
E179	f82r	B2	B2-S005	B_BAD_ANWENDUNG	chckhy	PROC075	CKH+Y	CMD026	DURCHLASSKANAL · ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	DURCHLASS · DIES	NONE	NO	DURCHLASS · DIES	CKH|Y	YES
E180	f82r	B2	B2-S005	B_BAD_ANWENDUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E181	f82r	B2	B2-S005	B_BAD_ANWENDUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E182	f82r	B2	B2-S005	B_BAD_ANWENDUNG	octheol	PROC106	O+CTH+E+OL	CMD072	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten	GANG · BEREIT · KURZ · FORTSETZEN	O	YES	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	NONE	NO
E183	f82r	B2	B2-S005	B_BAD_ANWENDUNG	chkeey	PROC107	CHK+EE+Y	CMD025	WAERMEN · LANG · ARBEITSPOSTEN	YES	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten	WAERMEN · LANG · DIES	NONE	NO	WAERMEN · LANG · DIES	Y	YES
E184	f82r	B2	B2-S005	B_BAD_ANWENDUNG	ldy	PROC108	L+DY	CMD062	WEITERLEITEN; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten abführen und den Schritt schließen	FUEHREN; SCHLUSS	L	YES	WEITERLEITEN; SCHLUSS	NONE	NO
E185	f82r	B2	B2-S006	B_BAD_ANWENDUNG	oteey	PROC109	OT+EE+Y	CMD118	DANACH · LANG · ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	DANACH · LANG · DIES	NONE	NO	DANACH · LANG · DIES	Y	YES
E186	f82r	B2	B2-S006	B_BAD_ANWENDUNG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIELSTELLE	NO	oberes Beckenpaar mit Zylinder	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	ANSETZEN · ZIEL	NONE	NO	ANSETZEN · ZIEL	AL	YES
E187	f82r	B2	B2-S006	B_BAD_ANWENDUNG	sheckhy	PROC110	SH+E+CKH+Y	CMD134	HALTEN · KURZ · DURCHLASSKANAL · ARBEITSPOSTEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass kurz zurückhalten	HALTEN · KURZ · DURCHLASS · DIES	NONE	NO	HALTEN · KURZ · DURCHLASS · DIES	CKH|Y	YES
E188	f82r	B2	B2-S006	B_BAD_ANWENDUNG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	oberes Beckenpaar mit Zylinder	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E189	f82r	B2	B2-S007	B_BAD_ANWENDUNG	dshedy	PROC111	SH+E+DY	CMD137	HALTEN · KURZ; SCHLUSS	NO	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten kurz ruhen lassen und den Schritt schließen	HALTEN · KURZ; SCHLUSS	NONE	NO	HALTEN · KURZ; SCHLUSS	NONE	NO
E190	f82r	B2	B2-S008	B_BAD_ANWENDUNG	sotaiin	PROC112	OT+AIIN	CMD109	DANACH · SOLLMASS	NO	mittleres linkes Handgerät mit Inline-Knoten	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	DANACH · MASS	NONE	NO	DANACH · MASS	AIIN	YES
E191	f82r	B2	B2-S008	B_BAD_ANWENDUNG	qokar	PROC113	OK+AR	CMD082	ANSETZEN · VORRAT	NO	mittleres linkes Handgerät mit Inline-Knoten	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	ANSETZEN · QUELLE	NONE	NO	ANSETZEN · QUELLE	AR	YES
E192	f82r	B2	B2-S008	B_BAD_ANWENDUNG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E193	f82r	B2	B2-S009	B_BAD_ANWENDUNG	solshedy	PROC114	OL+SH+E+DY	CMD103	FORTSETZEN · HALTEN · KURZ; SCHLUSS	NO	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten weiter kurz ruhen lassen und den Schritt schließen	FORTSETZEN · HALTEN · KURZ; SCHLUSS	NONE	NO	FORTSETZEN · HALTEN · KURZ; SCHLUSS	NONE	NO
E194	f82r	B2	B2-S010	B_BAD_ANWENDUNG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E195	f82r	B2	B2-S010	B_BAD_ANWENDUNG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E196	f82r	B2	B2-S010	B_BAD_ANWENDUNG	ls	PROC115	OL	CMD097	FORTSETZEN	YES	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten weiter länger halten	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E197	f82r	B2	B2-S010	B_BAD_ANWENDUNG	cheey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · ARBEITSPOSTEN	YES	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten weiter länger halten	HALTEN · LANG · DIES	NONE	NO	HALTEN · LANG · DIES	Y	YES
E198	f82r	B2	B2-S011	B_BAD_ANWENDUNG	okain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	mittlere rechte unklare Station	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E199	f82r	B2	B2-S011	B_BAD_ANWENDUNG	char	PROC003	AR	CMD008	VORRAT	NO	mittlere rechte unklare Station	eine Portion von dort einsetzen	QUELLE	NONE	NO	QUELLE	AR	YES
E200	f82r	B2	B2-S011	B_BAD_ANWENDUNG	okain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	mittlere rechte unklare Station	eine Portion von dort einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E201	f82r	B2	B2-S011	B_BAD_ANWENDUNG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	mittlere rechte unklare Station	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E202	f82r	B2	B2-S012	B_BAD_ANWENDUNG	lchy	PROC116	L+CH+Y	CMD055	WEITERLEITEN · ABNEHMEN · ARBEITSPOSTEN	NO	mittlere rechte unklare Station	den laufenden Posten führen und abnehmen	FUEHREN · ABZIEHEN · DIES	CH|L	YES	WEITERLEITEN · ABNEHMEN · DIES	Y	YES
E203	f82r	B2	B2-S012	B_BAD_ANWENDUNG	cheey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · ARBEITSPOSTEN	YES	unteres grünes Mehrfigurenbecken	den laufenden Posten länger halten	HALTEN · LANG · DIES	NONE	NO	HALTEN · LANG · DIES	Y	YES
E204	f82r	B2	B2-S012	B_BAD_ANWENDUNG	qcthey	PROC117	CTH+E+Y	CMD028	BEREIT · KURZ · ARBEITSPOSTEN	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten zunächst kurz, dann länger bis bereit wirken lassen	BEREIT · KURZ · DIES	NONE	NO	BEREIT · KURZ · DIES	Y	YES
E205	f82r	B2	B2-S012	B_BAD_ANWENDUNG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten zunächst kurz, dann länger bis bereit wirken lassen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E206	f82r	B2	B2-S012	B_BAD_ANWENDUNG	lcheey	PROC118	L+EE+Y	CMD063	WEITERLEITEN · LANG · ARBEITSPOSTEN	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten länger führen	FUEHREN · LANG · DIES	L	YES	WEITERLEITEN · LANG · DIES	Y	YES
E207	f82r	B2	B2-S012	B_BAD_ANWENDUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	MASS	NONE	NO	MASS	AIIN	YES
E208	f82r	B2	B2-S012	B_BAD_ANWENDUNG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	DIES	NONE	NO	DIES	Y	YES
E209	f82r	B2	B2-S012	B_BAD_ANWENDUNG	qokeeedy	PROC119	OK+EEE+DY	CMD091	ANSETZEN · VOLL; SCHLUSS	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	ANSETZEN · VOLL; SCHLUSS	NONE	NO	ANSETZEN · VOLL; SCHLUSS	NONE	NO
E210	f82r	B2	B2-S013	B_BAD_ANWENDUNG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten abführen und überführen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E211	f82r	B2	B2-S014	B_BAD_ANWENDUNG	lar	PROC121	L+AR	CMD054	WEITERLEITEN · VORRAT	NO	unteres grünes Mehrfigurenbecken	den laufenden Posten von dort ableiten	FUEHREN · QUELLE	L	YES	WEITERLEITEN · QUELLE	AR	YES
E212	f82r	B2	B2-S015	B_BAD_ANWENDUNG	tshey	PROC122	SH+E+Y	CMD139	HALTEN · KURZ · ARBEITSPOSTEN	NO	kleine Randstationen des unteren Beckens	den laufenden Posten kurz halten	HALTEN · KURZ · DIES	NONE	NO	HALTEN · KURZ · DIES	Y	YES
E213	f82r	B2	B2-S015	B_BAD_ANWENDUNG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E214	f82r	B2	B2-S016	B_BAD_ANWENDUNG	cheal	PROC055	AL	CMD004	ZIELSTELLE	NO	kleine Randstationen des unteren Beckens	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen	ZIEL	NONE	NO	ZIEL	AL	YES
E215	f82r	B2	B2-S016	B_BAD_ANWENDUNG	lchedar	PROC123	L+CHD+AR	CMD058	WEITERLEITEN · UMSETZEN · VORRAT	NO	kleine Randstationen des unteren Beckens	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen	FUEHREN · UMSETZEN · QUELLE	L	YES	WEITERLEITEN · UMSETZEN · QUELLE	AR	YES
E216	f82r	B2	B2-S016	B_BAD_ANWENDUNG	ches	PROC124	CH+E+S	CMD014	ABNEHMEN · KURZ · TEILEN	NO	kleine Randstationen des unteren Beckens	den laufenden Posten kurz abnehmen und abteilen	ABZIEHEN · KURZ · TEILEN	CH	YES	ABNEHMEN · KURZ · TEILEN	NONE	NO
E217	f82r	B2	B2-S016	B_BAD_ANWENDUNG	aiin	PROC009	AIIN	CMD001	SOLLMASS	NO	kleine Randstationen des unteren Beckens	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	MASS	NONE	NO	MASS	AIIN	YES
E218	f82r	B2	B2-S016	B_BAD_ANWENDUNG	oteey	PROC109	OT+EE+Y	CMD118	DANACH · LANG · ARBEITSPOSTEN	NO	kleine Randstationen des unteren Beckens	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	DANACH · LANG · DIES	NONE	NO	DANACH · LANG · DIES	Y	YES
E219	f82r	B2	B2-S016	B_BAD_ANWENDUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	kleine Randstationen des unteren Beckens	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E220	f82r	B2	B2-S016	B_BAD_ANWENDUNG	okey	PROC085	OK+E+Y	CMD086	ANSETZEN · KURZ · ARBEITSPOSTEN	NO	kleine Randstationen des unteren Beckens	den laufenden Posten kurz wirken lassen	ANSETZEN · KURZ · DIES	NONE	NO	ANSETZEN · KURZ · DIES	Y	YES
E221	f82r	B2	B2-S016	B_BAD_ANWENDUNG	pchedy	PROC125	P+CHD+DY	CMD124	EINFUELLEN · UMSETZEN; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten einfüllen und überführen und den Schritt schließen	HINEIN · UMSETZEN; SCHLUSS	P	YES	EINFUELLEN · UMSETZEN; SCHLUSS	NONE	NO
E222	f82r	B2	B2-S017	B_BAD_ANWENDUNG	rsheal	PROC126	R+SH+E+AL	CMD129	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	NO	kleine Randstationen des unteren Beckens	den laufenden Posten an der bezeichneten Stelle kurz abkühlen lassen und ruhen lassen und den Schritt schließen	KUEHLEN · HALTEN · KURZ · ZIEL	NONE	NO	KUEHLEN · HALTEN · KURZ · ZIEL	AL	YES
E223	f82r	B2	B2-S017	B_BAD_ANWENDUNG	daldy	PROC127	AL+DY	CMD006	ZIELSTELLE; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten an der bezeichneten Stelle kurz abkühlen lassen und ruhen lassen und den Schritt schließen	ZIEL; SCHLUSS	NONE	NO	ZIEL; SCHLUSS	AL	YES
E224	f82r	B2	B2-S018	B_BAD_ANWENDUNG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E225	f82r	B2	B2-S019	B_BAD_ANWENDUNG	rshedy	PROC128	R+SHED+DY	CMD130	KUEHLEN · ABSETZEN; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten auskühlen lassen und absetzen lassen und den Schritt schließen	KUEHLEN · ABSETZEN; SCHLUSS	NONE	NO	KUEHLEN · ABSETZEN; SCHLUSS	NONE	NO
E226	f82r	B2	B2-S020	B_BAD_ANWENDUNG	qoteedy	PROC129	OT+EE+DY	CMD117	DANACH · LANG; SCHLUSS	NO	kleine Randstationen des unteren Beckens	danach länger einwirken lassen und den Schritt schließen	DANACH · LANG; SCHLUSS	NONE	NO	DANACH · LANG; SCHLUSS	NONE	NO
E227	f82r	B2	B2-S021	B_BAD_ANWENDUNG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E228	f82r	B2	B2-S022	B_BAD_ANWENDUNG	lochedy	PROC130	L+O+CHD+DY	CMD066	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	NO	kleine Randstationen des unteren Beckens	den laufenden Posten im Arbeitsgang abführen und überführen und den Schritt schließen	FUEHREN · GANG · UMSETZEN; SCHLUSS	L|O	YES	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	NONE	NO
E229	f83r	B3	B3-S001	S_STATION_NACHTRAG	olkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	NO	obere offene Fächerstation am Rand	den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen	AUFFANGEN · LANG; SCHLUSS	NONE	NO	AUFFANGEN · LANG; SCHLUSS	NONE	NO
E230	f83r	B3	B3-S002	S_STATION_NACHTRAG	qotal	PROC131	OT+AL	CMD110	DANACH · ZIELSTELLE	NO	obere offene Fächerstation am Rand	danach den laufenden Posten an der bezeichneten Stelle länger anwärmen und den Schritt schließen	DANACH · ZIEL	NONE	NO	DANACH · ZIEL	AL	YES
E231	f83r	B3	B3-S002	S_STATION_NACHTRAG	chkeedy	PROC132	CHK+EE+DY	CMD024	WAERMEN · LANG; SCHLUSS	NO	obere offene Fächerstation am Rand	danach den laufenden Posten an der bezeichneten Stelle länger anwärmen und den Schritt schließen	WAERMEN · LANG; SCHLUSS	NONE	NO	WAERMEN · LANG; SCHLUSS	NONE	NO
E232	f83r	B3	B3-S003	S_STATION_NACHTRAG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	DIES	NONE	NO	DIES	Y	YES
E233	f83r	B3	B3-S003	S_STATION_NACHTRAG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	MASS	NONE	NO	MASS	AIIN	YES
E234	f83r	B3	B3-S003	S_STATION_NACHTRAG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	DIES	NONE	NO	DIES	Y	YES
E235	f83r	B3	B3-S003	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
E236	f83r	B3	B3-S004	S_STATION_NACHTRAG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E237	f83r	B3	B3-S004	S_STATION_NACHTRAG	qotal	PROC131	OT+AL	CMD110	DANACH · ZIELSTELLE	NO	obere offene Fächerstation am Rand	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	DANACH · ZIEL	NONE	NO	DANACH · ZIEL	AL	YES
E238	f83r	B3	B3-S004	S_STATION_NACHTRAG	dar	PROC003	AR	CMD008	VORRAT	NO	obere offene Fächerstation am Rand	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	QUELLE	NONE	NO	QUELLE	AR	YES
E239	f83r	B3	B3-S005	S_STATION_NACHTRAG	schedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	mittlere Randfigur im runden Gefäß	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO	UMSETZEN; SCHLUSS	NONE	NO
E240	f83r	B3	B3-S006	S_STATION_NACHTRAG	chedchy	PROC133	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	mittlere Randfigur im runden Gefäß	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E241	f83r	B3	B3-S006	S_STATION_NACHTRAG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIELSTELLE	NO	mittlere Randfigur im runden Gefäß	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO	ANSETZEN · ZIEL	AL	YES
E242	f83r	B3	B3-S006	S_STATION_NACHTRAG	olchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	NO	mittlere Randfigur im runden Gefäß	den laufenden Posten weiter überführen und den Schritt schließen	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E243	f83r	B3	B3-S007	S_STATION_NACHTRAG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	mittlere Randfigur im runden Gefäß	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E244	f83r	B3	B3-S007	S_STATION_NACHTRAG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	mittlere Randfigur im runden Gefäß	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E245	f83r	B3	B3-S007	S_STATION_NACHTRAG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	mittlere Randfigur im runden Gefäß	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO	ANSETZEN · LANG; SCHLUSS	NONE	NO
E246	f83r	B3	B3-S008	S_STATION_NACHTRAG	lchedy	PROC120	L+CHD+DY	CMD059	WEITERLEITEN · UMSETZEN; SCHLUSS	NO	mittlere Randfigur im runden Gefäß	den laufenden Posten abführen und überführen und den Schritt schließen	FUEHREN · UMSETZEN; SCHLUSS	L	YES	WEITERLEITEN · UMSETZEN; SCHLUSS	NONE	NO
