surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt522_rank	gdt523_rank	candidate_recipe	gdt522_score	null_feature	gdt523_score	null_trace	alignment_trace
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	5	5	5	O+CH+T+E+D_ADDR+Y	9.758146121	0.000000000	9.758146121	NO_DOMINANT_PATH_NULL	qo=>o~O@edit1+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	25	6	6	O+CH+T+E+Y	10.040920271	0.000000000	10.040920271	NO_DOMINANT_PATH_NULL	qo=>o~O@edit1+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	9	7	7	CH+T+E+DY	10.295091364	0.000000000	10.295091364	NO_DOMINANT_PATH_NULL	qoc=>qc~CH@edit1+alias0.500 | th=>th~T@edit0+alias0.251 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	15	8	8	CARRIER_Q+O+LOCAL_C+T+E+DY	10.626395548	0.000000000	10.626395548	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	7	9	9	CARRIER_Q+O+CH+T+SH+E+DY	11.198987897	0.000000000	11.198987897	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | oct=>oct~O+CH+T@edit0+alias0.500 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	19	10	10	O+LOCAL_C+T+E+DY	11.784691766	0.000000000	11.784691766	NO_DOMINANT_PATH_NULL	qo=>o~O@edit1+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	6	11	11	O+CH+T+SH+E+DY	11.802595365	0.000000000	11.802595365	NO_DOMINANT_PATH_NULL	qoct=>oct~O+CH+T@edit1+alias0.500 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	18	12	12	CARRIER_Q+O+CH+T+CHD+Y	12.488020848	0.000000000	12.488020848	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | oct=>oct~O+CH+T@edit0+alias0.500 | hed=>ched~CHD@edit2+alias0.000 | y=>y~Y@edit0+alias0.000
saiis	S+IIN+S	NO	1	1	1	S+A_ADDR+IIN+S	6.744438423	0.000000000	6.744438423	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	3	2	2	S+AIIN+S	6.923874818	0.000000000	6.923874818	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | aii=>aiin~AIIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	YES	4	3	3	S+IIN+S	7.398819307	0.000000000	7.398819307	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	23	4	4	S+LOCAL_CHAR_I+S	9.880087925	0.000000000	9.880087925	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | ai=>i~LOCAL_CHAR_I@edit1+alias0.000 | is=>s~S@edit1+alias0.000
saiis	S+IIN+S	NO	15	5	5	S+A_ADDR+LOCAL_CHAR_I+S	10.193857956	0.000000000	10.193857956	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | is=>s~S@edit1+alias0.000
saiis	S+IIN+S	NO	9	6	6	SH+IIN+S	10.460533393	0.000000000	10.460533393	NO_DOMINANT_PATH_NULL	sa=>sh~SH@edit1+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	8	7	7	S+AIIN+SH	11.046548135	0.000000000	11.046548135	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | aii=>aiin~AIIN@edit2+alias0.000 | s=>h~SH@edit1+alias0.502
saiis	S+IIN+S	NO	6	8	8	SH+A_ADDR+IIN+S	11.191527488	0.000000000	11.191527488	NO_DOMINANT_PATH_NULL	s=>h~SH@edit1+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	14	9	9	S+IIN+SH	11.200425172	0.000000000	11.200425172	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>h~SH@edit1+alias0.502
saiis	S+IIN+S	NO	54	10	10	S+IIN+LOCAL_CHAR_I+S	11.434017146	0.000000000	11.434017146	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | ai=>in~IIN@edit2+alias0.534 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	19	11	11	S+A_ADDR+AIIN+S	11.436464566	0.000000000	11.436464566	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | ∅=>a~A_ADDR@edit2+alias0.000 | aii=>aiin~AIIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000
saiis	S+IIN+S	NO	2	12	12	S+A_ADDR+IIN+S+S	11.461276270	0.000000000	11.461276270	NO_DOMINANT_PATH_NULL	s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | i=>in~IIN@edit2+alias0.534 | i=>s~S@edit1+alias0.000 | s=>s~S@edit0+alias0.000
