surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt522_rank	gdt522_top1	gdt523_rank	gdt523_top1	gdt523_top5	truth_gdt522_score	truth_null_feature	truth_gdt523_score	truth_null_trace	top1_gdt522_score	top1_null_feature	top1_gdt523_score	top1_null_trace	top1_alignment_trace	decision_change_class	working_policy
lodaiin	1	f66r	L+O+D_ADDR+AIIN	100	1	L+O+D_ADDR+AIIN	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	3.303729151	0.000000000	3.303729151	NO_DOMINANT_PATH_NULL	3.303729151	0.000000000	3.303729151	NO_DOMINANT_PATH_NULL	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
lpchees	1	f66r	L+P+CH+EE+S	78	1	L+P+CH+EE+S	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	6.950282624	0.000000000	6.950282624	NO_DOMINANT_PATH_NULL	6.950282624	0.000000000	6.950282624	NO_DOMINANT_PATH_NULL	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	70	1	L+SH+E+O+D_ADDR+Y	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+SH+E+O+D_ADDR+DY | L+E+O+DY	4.144303225	0.000000000	4.144303225	NO_DOMINANT_PATH_NULL	4.144303225	0.000000000	4.144303225	NO_DOMINANT_PATH_NULL	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ltsholy	1	f66r	L+T+SH+OL+Y	48	1	L+T+SH+OL+Y	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | AL+T+SH+OL+Y	4.582489968	0.000000000	4.582489968	NO_DOMINANT_PATH_NULL	4.582489968	0.000000000	4.582489968	NO_DOMINANT_PATH_NULL	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	14	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	3.118715320	0.000000000	3.118715320	NO_DOMINANT_PATH_NULL	3.118715320	0.000000000	3.118715320	NO_DOMINANT_PATH_NULL	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
okalchedy	1	f66r	OK+AL+CHD+Y	100	1	OK+AL+CHD+Y	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	5.480329664	0.000000000	5.480329664	NO_DOMINANT_PATH_NULL	5.480329664	0.000000000	5.480329664	NO_DOMINANT_PATH_NULL	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
okedals	1	f66r	OK+AL+S	100	3	OK+E+D_ADDR+AL+S	3	OK+E+D_ADDR+AL+S	OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+AL+S | OK+E+AL | OK+E+D_ADDR+AL+SH	6.417205445	0.000000000	6.417205445	NO_DOMINANT_PATH_NULL	5.521873190	0.000000000	5.521873190	NO_DOMINANT_PATH_NULL	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	44	1	OK+E+D_ADDR+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+E+DY | OK+AM_ADDR	4.774480648	0.000000000	4.774480648	NO_DOMINANT_PATH_NULL	4.774480648	0.000000000	4.774480648	NO_DOMINANT_PATH_NULL	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
okoy	1	f20v	OK+O+Y	4	1	OK+O+Y	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	2.268247658	0.000000000	2.268247658	NO_DOMINANT_PATH_NULL	2.268247658	0.000000000	2.268247658	NO_DOMINANT_PATH_NULL	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
olsheor	1	f31r	OL+SH+E+OR	66	1	OL+SH+E+OR	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+K+E+OR | OL+E+OR	3.968831649	0.000000000	3.968831649	NO_DOMINANT_PATH_NULL	3.968831649	0.000000000	3.968831649	NO_DOMINANT_PATH_NULL	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
otalor	1	f66r	OT+AL+OR	55	1	OT+AL+OR	1	OT+AL+OR	OT+AL+OR | OT+L+OR | O+L+AL+OR | OT+AL+O+R | O+T+AL+OR	3.084508197	0.000000000	3.084508197	NO_DOMINANT_PATH_NULL	3.084508197	0.000000000	3.084508197	NO_DOMINANT_PATH_NULL	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
otcheo	1	f66r	OT+CH+E+O	20	1	OT+CH+E+O	1	OT+CH+E+O	OT+CH+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+LOCAL_C+E+O | OT+CH+SH+E+O	2.156905472	0.000000000	2.156905472	NO_DOMINANT_PATH_NULL	2.156905472	0.000000000	2.156905472	NO_DOMINANT_PATH_NULL	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
oteochey	1	f66r	OT+E+O+CH+E+Y	45	1	OT+E+O+CH+E+Y	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+SH+E+Y | OT+E+O+CH+Y	4.595359433	0.000000000	4.595359433	NO_DOMINANT_PATH_NULL	4.595359433	0.000000000	4.595359433	NO_DOMINANT_PATH_NULL	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
p	1	f66r	P	1	1	P	1	P	P	2.429767297	0.000000000	2.429767297	NO_DOMINANT_PATH_NULL	2.429767297	0.000000000	2.429767297	NO_DOMINANT_PATH_NULL	p=>p~P@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	10	1	P+CH+O+LOCAL_CHAR_F	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | O+P+CH+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F	3.724625272	0.000000000	3.724625272	NO_DOMINANT_PATH_NULL	3.724625272	0.000000000	3.724625272	NO_DOMINANT_PATH_NULL	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
pdaiin	1	f66r	P+AIIN	100	1	P+AIIN	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	4.213988083	0.000000000	4.213988083	NO_DOMINANT_PATH_NULL	4.213988083	0.000000000	4.213988083	NO_DOMINANT_PATH_NULL	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	18	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+CH+Y	7.013062121	0.000000000	7.013062121	NO_DOMINANT_PATH_NULL	7.013062121	0.000000000	7.013062121	NO_DOMINANT_PATH_NULL	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	34	1	P+SH+E+O+D_ADDR+Y	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+SH+E+O+D_ADDR+DY	4.633859009	0.000000000	4.633859009	NO_DOMINANT_PATH_NULL	4.633859009	0.000000000	4.633859009	NO_DOMINANT_PATH_NULL	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	100	1	P+Y+D_ADDR+AIIN	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+AIIN	3.404179395	0.000000000	3.404179395	NO_DOMINANT_PATH_NULL	3.404179395	0.000000000	3.404179395	NO_DOMINANT_PATH_NULL	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qef	1	f31r	E+LOCAL_CHAR_F	4	2	CARRIER_Q+E+LOCAL_CHAR_F	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	6.743827256	0.974025974	6.500320762	qe=>e+NULL(q)@LEFT;n=75/84;ctx=E:1/1;odds=2.072841;r=0.974026;combined=2.993027	4.222664372	0.000000000	4.222664372	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	93	3	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+D_ADDR+Y	7.602787574	0.000000000	7.602787574	NO_DOMINANT_PATH_NULL	4.997219659	0.000000000	4.997219659	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	68	1	CARRIER_Q+O+E+K+E+DY	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	4.012847839	0.000000000	4.012847839	NO_DOMINANT_PATH_NULL	4.012847839	0.000000000	4.012847839	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qokaiir	1	f66r	OK+IIN+R	100	1	OK+IIN+R	1	OK+IIN+R	OK+IIN+R | OK+AIIN+R | CARRIER_Q+OK+IIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	6.170661890	0.000000000	6.170661890	NO_DOMINANT_PATH_NULL	6.170661890	0.000000000	6.170661890	NO_DOMINANT_PATH_NULL	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qokchey	1	f66r	OK+CH+E+Y	39	1	OK+CH+E+Y	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+E+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y	5.415081545	0.000000000	5.415081545	NO_DOMINANT_PATH_NULL	5.415081545	0.000000000	5.415081545	NO_DOMINANT_PATH_NULL	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qokee	1	f31r	OK+EE	12	1	OK+EE	1	OK+EE	OK+EE | CARRIER_Q+OK+EE | OK+E+E | O+K+EE | OK+SH+EE	2.134237922	0.000000000	2.134237922	NO_DOMINANT_PATH_NULL	2.134237922	0.000000000	2.134237922	NO_DOMINANT_PATH_NULL	qokee=>qokee~OK+EE@edit0+alias0.250	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qokeedar	1	f66r	OK+EE+D_ADDR+AR	100	1	OK+EE+D_ADDR+AR	1	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR | OK+EE+AR | CARRIER_Q+OK+EE+D_ADDR+AR | OK+EE+DA+R | CARRIER_Q+OK+EE+AR	3.867433011	0.000000000	3.867433011	NO_DOMINANT_PATH_NULL	3.867433011	0.000000000	3.867433011	NO_DOMINANT_PATH_NULL	qokee=>qokee~OK+EE@edit0+alias0.250 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qokees	2	f31r|f66r	OK+EE+S	28	1	OK+EE+S	1	OK+EE+S	OK+EE+S | OK+EE | CARRIER_Q+OK+EE+S | OK+EE+SH | CARRIER_Q+OK+EE	2.404932737	0.000000000	2.404932737	NO_DOMINANT_PATH_NULL	2.404932737	0.000000000	2.404932737	NO_DOMINANT_PATH_NULL	qokee=>qokee~OK+EE@edit0+alias0.250 | s=>s~S@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qokshd	1	f66r	OK+SH+D_ADDR	37	1	OK+SH+D_ADDR	1	OK+SH+D_ADDR	OK+SH+D_ADDR | CARRIER_Q+OK+SH+D_ADDR | OK+D_ADDR | OK+SH+SH+D_ADDR | OK+O+D_ADDR	3.205878466	0.000000000	3.205878466	NO_DOMINANT_PATH_NULL	3.205878466	0.000000000	3.205878466	NO_DOMINANT_PATH_NULL	qok=>qok~OK@edit0+alias0.250 | sh=>sh~SH@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qolsa	1	f66r	OL+S+A_ADDR	26	1	OL+S+A_ADDR	1	OL+S+A_ADDR	OL+S+A_ADDR | OL+S | OL+A_ADDR | CARRIER_Q+OL+S+A_ADDR | CARRIER_Q+OL+S	4.613307089	0.000000000	4.613307089	NO_DOMINANT_PATH_NULL	4.613307089	0.000000000	4.613307089	NO_DOMINANT_PATH_NULL	qol=>qol~OL@edit0+alias0.254 | s=>s~S@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	100	1	CARRIER_Q+O+P+AIIN	1	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN | O+P+AIIN | CARRIER_Q+O+P+A_ADDR+AIIN | CARRIER_Q+O+P+A_ADDR+IIN | O+P+E+AIIN	3.391835090	0.000000000	3.391835090	NO_DOMINANT_PATH_NULL	3.391835090	0.000000000	3.391835090	NO_DOMINANT_PATH_NULL	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qotchoiin	1	f4r	OT+CH+O+IIN	100	1	OT+CH+O+IIN	1	OT+CH+O+IIN	OT+CH+O+IIN | OT+O+IIN | CARRIER_Q+OT+CH+O+IIN | OT+LOCAL_C+O+IIN | OT+CH+O+AIIN	4.347497192	0.000000000	4.347497192	NO_DOMINANT_PATH_NULL	4.347497192	0.000000000	4.347497192	NO_DOMINANT_PATH_NULL	qot=>qot~OT@edit0+alias0.253 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qotedal	1	f66r	OT+E+AL	100	1	OT+E+AL	1	OT+E+AL	OT+E+AL | OT+E+D_ADDR+AL | OT+AL | CARRIER_Q+OT+E+AL | CARRIER_Q+OT+E+D_ADDR+AL	4.462661087	0.000000000	4.462661087	NO_DOMINANT_PATH_NULL	4.462661087	0.000000000	4.462661087	NO_DOMINANT_PATH_NULL	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qoteeod	1	f66r	OT+EE+O+D_ADDR	84	1	OT+EE+O+D_ADDR	1	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR | CARRIER_Q+OT+EE+O+D_ADDR | OT+EE+S+O+D_ADDR | OT+E+E+O+D_ADDR | O+OT+EE+D_ADDR	2.957232895	0.000000000	2.957232895	NO_DOMINANT_PATH_NULL	2.957232895	0.000000000	2.957232895	NO_DOMINANT_PATH_NULL	qot=>qot~OT@edit0+alias0.253 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qoteoly	1	f66r	OT+E+OL+Y	29	1	OT+E+OL+Y	1	OT+E+OL+Y	OT+E+OL+Y | CARRIER_Q+OT+E+OL+Y | OT+E+O+L+Y | OT+E+D_ADDR+OL+Y | O+E+OL+Y	2.743607755	0.000000000	2.743607755	NO_DOMINANT_PATH_NULL	2.743607755	0.000000000	2.743607755	NO_DOMINANT_PATH_NULL	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
qotesy	1	f66r	OT+E+S+Y	21	1	OT+E+S+Y	1	OT+E+S+Y	OT+E+S+Y | OT+E+Y | CARRIER_Q+OT+E+S+Y | OT+E+D_ADDR+Y | CARRIER_Q+OT+E+Y	2.961641148	0.000000000	2.961641148	NO_DOMINANT_PATH_NULL	2.961641148	0.000000000	2.961641148	NO_DOMINANT_PATH_NULL	qot=>qot~OT@edit0+alias0.253 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT522_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__DOMINANT_NULL_EDIT_DISCOUNTS_ONLY_EXPLICIT_RENDERER_PATH_INSERTIONS
