visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
468	G407-E2782	G407-S401	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
469	G407-E2783	G407-S402	f81r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	SH|CH|K	3	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten und nimm den Posten und gib den Posten	halte den Posten und nimm den Posten und gib den Posten	auf Grad I; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
470	G407-E2784	G407-S403	f81r	BIOLOGICAL	oltedy	OL+T+E+DY	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	auf Grad I	CONTINUE_THEN_CLOSE	Weiter: stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
471	G407-E2786	G407-S404	f81r	BIOLOGICAL	tedy	T+E+DY	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
472	G407-E2788	G407-S405	f81r	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
473	G407-E2792	G407-S406	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
474	G407-E2797	G407-S408	f81r	BIOLOGICAL	qokechedy	OK+E+CHD+DY	OK|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten	setze den Posten und bearbeite den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
475	G407-E2798	G407-S409	f81r	BIOLOGICAL	qolsheedy	OL+SH+EE+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: halte den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
476	G407-E2806	G407-S411	f81r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
477	G407-E2808	G407-S413	f81r	BIOLOGICAL	polchdy	P+OL+CHD+DY	P|CHD	2	NONE	NO_ACTIVE_ARGUMENT	setze ein und bearbeite	setze ein und bearbeite	NONE	CONTINUE_THEN_CLOSE	Weiter: setze ein und bearbeite; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
478	G407-E2809	G407-S414	f81r	BIOLOGICAL	qopchol	CARRIER_Q+O+P+CH+OL	P|CH	2	NONE	NO_ACTIVE_ARGUMENT	setze ein und nimm	setze ein und nimm	am Beginn; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: setze ein und nimm; am Beginn; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
479	G407-E2811	G407-S414	f81r	BIOLOGICAL	olpchedy	OL+P+CHD+DY	P|CHD	2	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit ein und bearbeite die Einheit	setze die Einheit ein und bearbeite die Einheit	NONE	CONTINUE_THEN_CLOSE	Weiter: setze die Einheit ein und bearbeite die Einheit; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
480	G407-E2812	G407-S415	f81r	BIOLOGICAL	opol	O+P+OL	P	1	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit ein	setze die Einheit ein	zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: setze die Einheit ein; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
481	G407-E2816	G407-S415	f81r	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
482	G407-E2818	G407-S416	f81r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
483	G407-E2821	G407-S417	f81r	BIOLOGICAL	osheedy	O+SH+EE+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	zur Ausführung; auf Grad II	CLOSE_CURRENT_OPERATION	Halte den Posten; zur Ausführung; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
484	G407-E2822	G407-S418	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
485	G407-E2824	G407-S419	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
486	G407-E2825	G407-S420	f81r	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
487	G407-E2827	G407-S421	f81r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	OR	INHERITED_ARGUMENT_CONTEXT	setze die Einheit	setze die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Setze die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
488	G407-E2828	G407-S422	f81r	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad II	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
489	G407-E2839	G407-S424	f81r	BIOLOGICAL	dshedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
490	G407-E2841	G407-S425	f81r	BIOLOGICAL	olkeey	OL+K+EE+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
491	G407-E2843	G407-S425	f81r	BIOLOGICAL	olshey	OL+SH+E+Y	SH	1	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
492	G407-E2869	G407-S427	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
493	G407-E2876	G407-S428	f81r	BIOLOGICAL	pchedy	P+CHD+DY	P|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein und bearbeite den Posten	setze den Posten ein und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten ein und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
494	G407-E2881	G407-S429	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
495	G407-E2885	G407-S430	f81r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
496	G407-E2886	G407-S431	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
497	G407-E2889	G407-S432	f81r	BIOLOGICAL	qokesdy	OK+E+S+DY	OK|S	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und wähle den Posten	setze den Posten und wähle den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten und wähle den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
498	G407-E2897	G407-S433	f81r	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
499	G407-E2903	G407-S434	f81r	BIOLOGICAL	olkaiin	OL+K+AIIN	K	1	AIIN	VISIBLE_ARGUMENT_IN_CARD	gib den Wert	gib den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
500	G407-E2906	G407-S434	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
501	G407-E2907	G407-S435	f81r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
502	G407-E2909	G407-S436	f81r	BIOLOGICAL	olkar	OL+K+AR	K	1	OR	INHERITED_ARGUMENT_CONTEXT	gib die Einheit	gib die Einheit	vom Ausgang	CONTINUE_CURRENT_OPERATION	Weiter: gib die Einheit; vom Ausgang.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
503	G407-E2912	G407-S436	f81r	BIOLOGICAL	olkshdy	OL+K+SH+D_ADDR+Y	K|SH	2	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten und halte den Posten	gib den Posten und halte den Posten	hier	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten und halte den Posten; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
504	G407-E2914	G407-S436	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
505	G407-E2916	G407-S437	f81r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
506	G407-E2917	G407-S438	f81r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
507	G407-E2919	G407-S439	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
508	G407-E2926	G407-S441	f81v	BIOLOGICAL	keedy	K+EE+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Gib den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
509	G407-E2931	G407-S442	f81v	BIOLOGICAL	pchedy	P+CHD+DY	P|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein und bearbeite den Posten	setze den Posten ein und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten ein und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
510	G407-E2935	G407-S443	f81v	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
511	G407-E2942	G407-S444	f81v	BIOLOGICAL	olkain	OL+K+AIN	K	1	AIN	VISIBLE_ARGUMENT_IN_CARD	gib den Anteil	gib den Anteil	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Anteil.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
512	G407-E2945	G407-S444	f81v	BIOLOGICAL	rol	R+OL	R	1	AIN	INHERITED_ARGUMENT_CONTEXT	markiere den Anteil	markiere den Anteil	NONE	CONTINUE_CURRENT_OPERATION	Weiter: markiere den Anteil.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
513	G407-E2949	G407-S444	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	K	1	AIIN	INHERITED_ARGUMENT_CONTEXT	gib den Wert	gib den Wert	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: gib den Wert; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
514	G407-E2950	G407-S445	f81v	BIOLOGICAL	okedy	OK+E+DY	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
515	G407-E2970	G407-S447	f81v	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
516	G407-E2993	G407-S449	f81v	BIOLOGICAL	schedy	CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
517	G407-E2995	G407-S450	f81v	BIOLOGICAL	ykol	Y+K+OL	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
518	G407-E2997	G407-S450	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
519	G407-E2998	G407-S451	f81v	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad II	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
520	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad II; hier	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad II; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
521	G407-E3002	G407-S452	f81v	BIOLOGICAL	cphedy	CH+P+E+DY	CH|P	2	AIN	INHERITED_ARGUMENT_CONTEXT	nimm den Anteil und setze den Anteil ein	nimm den Anteil und setze den Anteil ein	auf Grad I	CLOSE_CURRENT_OPERATION	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
522	G407-E3012	G407-S455	f81v	BIOLOGICAL	polshy	P+OL+SH+Y	P|SH	2	Y	VISIBLE_ARGUMENT_IN_CARD	setze den Posten ein und halte den Posten	setze den Posten ein und halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten ein und halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
523	G407-E3015	G407-S455	f81v	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
524	G407-E3017	G407-S457	f81v	BIOLOGICAL	okshedy	OK+SH+E+DY	OK|SH	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und halte den Posten	setze den Posten und halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten und halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
525	G407-E3028	G407-S458	f81v	BIOLOGICAL	olchy	OL+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
526	G407-E3030	G407-S458	f81v	BIOLOGICAL	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	SH	1	Y	VISIBLE_ARGUMENT_IN_CARD	halte den Posten	halte den Posten	hier; hier	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; hier; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
527	G407-E3034	G407-S458	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
528	G407-E3035	G407-S459	f81v	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
529	G407-E3036	G407-S460	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
530	G407-E3039	G407-S461	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
531	G407-E3042	G407-S462	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
