actionless_link_ordinal	event_id	statement_id	physical_page	register	surface	recipe	gdt562_completeness_role	effective_action_root	effective_argument_roots	gdt562_microphrase_de	gdt563_microphrase_de	microphrase_byte_identical	source_link_status
239	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad I; abschließen.	Danach: wähle den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
240	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad I; abschließen.	Danach: wähle den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
241	G407-E1830	G407-S192	f75r	BIOLOGICAL	otol	OT+OL	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil; weiterführen.	Danach: halte den Anteil; weiterführen.	YES	EXACT_EVENT_JOIN
242	G407-E1832	G407-S192	f75r	BIOLOGICAL	olor	OL+OR	FULL_INHERITED_OPERATION	CHD	OR	Weiter: bearbeite die Einheit.	Weiter: bearbeite die Einheit.	YES	EXACT_EVENT_JOIN
243	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; hier; hier; vom Ausgang.	Danach: halte den Posten; hier; hier; vom Ausgang.	YES	EXACT_EVENT_JOIN
244	G407-E1853	G407-S195	f76r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	OR	Weiter: halte die Einheit.	Weiter: halte die Einheit.	YES	EXACT_EVENT_JOIN
245	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I; abschließen.	Danach: gib den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
246	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I; abschließen.	Danach: gib den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
247	G407-E1866	G407-S198	f76r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_EVENT_JOIN
248	G407-E1867	G407-S198	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
249	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I.	Danach: gib den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
250	G407-E1908	G407-S208	f76r	BIOLOGICAL	oldy	OL+DY	FULL_INHERITED_OPERATION	K	AIN	Weiter: gib den Anteil; abschließen.	Weiter: gib den Anteil; abschließen.	YES	EXACT_EVENT_JOIN
251	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil; auf Grad II; abschließen.	Danach: halte den Anteil; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
252	G407-E1928	G407-S214	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
253	G407-E1935	G407-S214	f76r	BIOLOGICAL	oty	OT+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten.	Danach: wähle den Posten.	YES	EXACT_EVENT_JOIN
254	G407-E1937	G407-S215	f76r	BIOLOGICAL	qool	CARRIER_Q+O+OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; am Beginn; zur Ausführung.	Weiter: halte den Posten; am Beginn; zur Ausführung.	YES	EXACT_EVENT_JOIN
255	G407-E1941	G407-S215	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
256	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
257	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; hier; entlang der Bahn.	Weiter: halte den Posten; hier; entlang der Bahn.	YES	EXACT_EVENT_JOIN
258	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
259	G407-E1985	G407-S224	f76r	BIOLOGICAL	qotain	OT+AIN	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil.	Danach: setze den Anteil.	YES	EXACT_EVENT_JOIN
260	G407-E1991	G407-S224	f76r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
261	G407-E2000	G407-S228	f76r	BIOLOGICAL	qolchey	OL+Y	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
262	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
263	G407-E2015	G407-S235	f76r	BIOLOGICAL	qolchey	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
264	G407-E2016	G407-S235	f76r	BIOLOGICAL	qotain	OT+AIN	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil.	Danach: setze den Anteil.	YES	EXACT_EVENT_JOIN
265	G407-E2026	G407-S238	f76r	BIOLOGICAL	olain	OL+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Weiter: bearbeite den Anteil.	Weiter: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
266	G407-E2027	G407-S238	f76r	BIOLOGICAL	ot	OT	FULL_INHERITED_OPERATION	CHD	AIN	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
267	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; zum Zielort.	Danach: halte den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
268	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	FULL_INHERITED_OPERATION	SH	AIN	Weiter: halte den Anteil; auf Grad III; hier.	Weiter: halte den Anteil; auf Grad III; hier.	YES	EXACT_EVENT_JOIN
269	G407-E2044	G407-S244	f76r	BIOLOGICAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
270	G407-E2048	G407-S245	f76r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
271	G407-E2053	G407-S246	f76r	BIOLOGICAL	alolor	OL+OR	FULL_INHERITED_OPERATION	P	OR	Weiter: setze die Einheit ein.	Weiter: setze die Einheit ein.	YES	EXACT_EVENT_JOIN
272	G407-E2054	G407-S246	f76r	BIOLOGICAL	olain	OL+AIN	FULL_INHERITED_OPERATION	P	AIN	Weiter: setze den Anteil ein.	Weiter: setze den Anteil ein.	YES	EXACT_EVENT_JOIN
273	G407-E2059	G407-S246	f76r	BIOLOGICAL	qoloin	OL+O+IIN	FULL_INHERITED_OPERATION	OK	OR	Weiter: setze die Einheit; zur Ausführung; auf der Stufe.	Weiter: setze die Einheit; zur Ausführung; auf der Stufe.	YES	EXACT_EVENT_JOIN
274	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
275	G407-E2077	G407-S249	f76r	BIOLOGICAL	qolain	OL+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Weiter: bearbeite den Anteil.	Weiter: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
276	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
277	G407-E2090	G407-S250	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
278	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; über die Verbindung.	Weiter: halte den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
279	G407-E2153	G407-S259	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	R	Y	Weiter: markiere den Posten.	Weiter: markiere den Posten.	YES	EXACT_EVENT_JOIN
280	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; zum Zielort.	Weiter: halte den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
281	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten.	Weiter: wähle den Posten.	YES	EXACT_EVENT_JOIN
282	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; vom Ausgang.	Danach: nimm den Posten; vom Ausgang.	YES	EXACT_EVENT_JOIN
283	G407-E2177	G407-S263	f76r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
284	G407-E2185	G407-S264	f76r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
285	G407-E2188	G407-S264	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	CHD	OR	Weiter: bearbeite die Einheit.	Weiter: bearbeite die Einheit.	YES	EXACT_EVENT_JOIN
286	G407-E2190	G407-S264	f76r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	CHD	OR	Weiter: bearbeite die Einheit.	Weiter: bearbeite die Einheit.	YES	EXACT_EVENT_JOIN
287	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
288	G407-E2195	G407-S265	f76r	BIOLOGICAL	oteey	OT+EE+Y	ARGUMENT_REFERENCE_INITIALIZER	NONE	Y	Danach: Bezug auf den Posten; auf Grad II.	Danach: Bezug auf den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
289	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
290	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
291	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten.	Danach: wähle den Posten.	YES	EXACT_EVENT_JOIN
292	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I; abschließen.	Danach: gib den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
293	G407-E2243	G407-S277	f76r	BIOLOGICAL	qolain	OL+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Weiter: bearbeite den Anteil.	Weiter: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
294	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	CHD	AIN	Danach: bearbeite den Anteil; zum Zielort.	Danach: bearbeite den Anteil; zum Zielort.	YES	EXACT_EVENT_JOIN
295	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; zum Zielort; hier.	Danach: stelle den Posten ein; zum Zielort; hier.	YES	EXACT_EVENT_JOIN
296	G407-E2254	G407-S278	f76r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
297	G407-E2255	G407-S278	f76r	BIOLOGICAL	oly	OL+Y	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten.	Weiter: halte den Posten.	YES	EXACT_EVENT_JOIN
298	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten; über die Verbindung.	Weiter: nimm den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
299	G407-E2261	G407-S279	f76r	BIOLOGICAL	qoty	OT+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten.	Danach: gib den Posten.	YES	EXACT_EVENT_JOIN
300	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
301	G407-E2265	G407-S279	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	K	AIIN	Weiter: gib den Wert.	Weiter: gib den Wert.	YES	EXACT_EVENT_JOIN
302	G407-E2267	G407-S280	f76r	BIOLOGICAL	otain	OT+AIN	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil.	Danach: halte den Anteil.	YES	EXACT_EVENT_JOIN
303	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; auf Grad I; abschließen.	Danach: setze den Anteil; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
304	G407-E2293	G407-S287	f76r	BIOLOGICAL	otarain	OT+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
305	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
306	G407-E2303	G407-S288	f76r	BIOLOGICAL	olain	OL+AIN	FULL_INHERITED_OPERATION	SH	AIN	Weiter: halte den Anteil.	Weiter: halte den Anteil.	YES	EXACT_EVENT_JOIN
307	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	T	AIN	Danach: stelle den Anteil ein; auf Grad II; abschließen.	Danach: stelle den Anteil ein; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
308	G407-E2316	G407-S290	f76r	BIOLOGICAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert.	Weiter: wähle den Wert.	YES	EXACT_EVENT_JOIN
309	G407-E2329	G407-S291	f76r	BIOLOGICAL	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	YES	EXACT_EVENT_JOIN
310	G407-E2333	G407-S292	f76r	BIOLOGICAL	otal	OT+AL	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; zum Zielort.	Danach: setze den Wert; zum Zielort.	YES	EXACT_EVENT_JOIN
311	G407-E2345	G407-S295	f76r	BIOLOGICAL	rorol	L+OL+OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen.	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen.	YES	EXACT_EVENT_JOIN
312	G407-E2354	G407-S301	f76r	BIOLOGICAL	otain	OT+AIN	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil.	Danach: halte den Anteil.	YES	EXACT_EVENT_JOIN
313	G407-E2356	G407-S301	f76r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert.	Weiter: wähle den Wert.	YES	EXACT_EVENT_JOIN
314	G407-E2358	G407-S302	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
315	G407-E2362	G407-S303	f76r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	SH	OR	Danach: halte die Einheit; auf Grad II; abschließen.	Danach: halte die Einheit; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
316	G407-E2369	G407-S305	f76r	BIOLOGICAL	qolaiin	OL+AIIN	FULL_INHERITED_OPERATION	CHD	AIIN	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
317	G407-E2374	G407-S307	f76r	BIOLOGICAL	choly	OL+Y	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
318	G407-E2388	G407-S309	f76r	BIOLOGICAL	ol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
319	G407-E2394	G407-S311	f77r	BIOLOGICAL	ol	OL	OBJECTLESS_INHERITED_OPERATION	S	NONE	Weiter: wähle.	Weiter: wähle.	YES	EXACT_EVENT_JOIN
320	G407-E2401	G407-S312	f77r	BIOLOGICAL	loly	L+OL+Y	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; über die Verbindung.	Weiter: gib den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
321	G407-E2405	G407-S312	f77r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert.	Danach: halte den Wert.	YES	EXACT_EVENT_JOIN
322	G407-E2406	G407-S312	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert; auf Grad I; abschließen.	Danach: halte den Wert; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
323	G407-E2412	G407-S313	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad II; abschließen.	Danach: wähle den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
324	G407-E2415	G407-S315	f77r	BIOLOGICAL	chol	OL	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
325	G407-E2419	G407-S317	f77r	BIOLOGICAL	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II; abschließen.	Danach: setze den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
326	G407-E2422	G407-S319	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; auf Grad II; abschließen.	Danach: stelle den Posten ein; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
327	G407-E2423	G407-S320	f77r	BIOLOGICAL	qodeedy	O+D_ADDR+EE+DY	FULL_INHERITED_OPERATION	T	Y	Stelle den Posten ein; zur Ausführung; hier; auf Grad II; abschließen.	Stelle den Posten ein; zur Ausführung; hier; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
328	G407-E2430	G407-S322	f77r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert.	Weiter: setze den Wert.	YES	EXACT_EVENT_JOIN
329	G407-E2437	G407-S325	f77r	BIOLOGICAL	qolal	OL+AL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; zum Zielort.	Weiter: setze den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
330	G407-E2442	G407-S325	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	SH	AIN	Danach: halte den Anteil; auf Grad II; abschließen.	Danach: halte den Anteil; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
331	G407-E2446	G407-S328	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; auf Grad I; abschließen.	Danach: setze den Wert; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
332	G407-E2449	G407-S331	f77r	BIOLOGICAL	qotol	OT+OL	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert; weiterführen.	Danach: halte den Wert; weiterführen.	YES	EXACT_EVENT_JOIN
333	G407-E2456	G407-S333	f77r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten; über die Verbindung.	Weiter: bearbeite den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
334	G407-E2458	G407-S334	f77r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert.	Danach: halte den Wert.	YES	EXACT_EVENT_JOIN
335	G407-E2464	G407-S337	f77r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert; über die Verbindung.	Weiter: setze den Wert; über die Verbindung.	YES	EXACT_EVENT_JOIN
336	G407-E2465	G407-S337	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; auf Grad II; abschließen.	Danach: setze den Wert; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
337	G407-E2466	G407-S338	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; auf Grad II; abschließen.	Danach: setze den Wert; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
338	G407-E2473	G407-S341	f77r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; über die Verbindung.	Weiter: setze den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
339	G407-E2482	G407-S342	f77r	BIOLOGICAL	qol	OL	FULL_INHERITED_OPERATION	K	OR	Weiter: gib die Einheit.	Weiter: gib die Einheit.	YES	EXACT_EVENT_JOIN
340	G407-E2484	G407-S342	f77r	BIOLOGICAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert.	Danach: nimm den Wert.	YES	EXACT_EVENT_JOIN
341	G407-E2494	G407-S345	f77r	BIOLOGICAL	qotain	OT+AIN	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil.	Danach: setze den Anteil.	YES	EXACT_EVENT_JOIN
342	G407-E2497	G407-S346	f77r	BIOLOGICAL	qoteey	OT+EE+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad II.	Danach: setze den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
343	G407-E2500	G407-S346	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
344	G407-E2509	G407-S351	f77r	BIOLOGICAL	olaiiny	OL+AIIN+Y	FULL_INHERITED_OPERATION	SH	AIIN|Y	Weiter: halte den Wert und den Posten.	Weiter: halte den Wert und den Posten.	YES	EXACT_EVENT_JOIN
345	G407-E2510	G407-S351	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II; abschließen.	Danach: halte den Posten; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
346	G407-E2529	G407-S357	f77r	BIOLOGICAL	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	OK	AIIN	Weiter: setze den Wert; hier.	Weiter: setze den Wert; hier.	YES	EXACT_EVENT_JOIN
347	G407-E2535	G407-S357	f77r	BIOLOGICAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; abschließen.	Danach: nimm den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
348	G407-E2543	G407-S359	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	FULL_INHERITED_OPERATION	CHD	OR	Danach: bearbeite die Einheit; auf Grad II; abschließen.	Danach: bearbeite die Einheit; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
349	G407-E2554	G407-S364	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; auf Grad I; abschließen.	Danach: setze den Wert; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
350	G407-E2555	G407-S365	f77r	BIOLOGICAL	olchey	OL+Y	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
351	G407-E2556	G407-S365	f77r	BIOLOGICAL	qotey	OT+E+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
352	G407-E2565	G407-S368	f77r	BIOLOGICAL	qotal	OT+AL	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; zum Zielort.	Danach: setze den Wert; zum Zielort.	YES	EXACT_EVENT_JOIN
353	G407-E2572	G407-S368	f77r	BIOLOGICAL	lol	L+OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; über die Verbindung.	Weiter: gib den Posten; über die Verbindung.	YES	EXACT_EVENT_JOIN
354	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
355	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
