recipe_profile_ordinal	recipe	event_count	physical_page_count	surface_count	distinct_microphrase_count	distinct_effective_action_signature_count	distinct_effective_argument_signature_count	resolution_mode_count	resolution_modes	context_variability_band	written_recipe_determines_microphrase	written_all_atom_default_de	most_common_microphrase_de	example_microphrases_de	example_event_ids	scope
102	CH+LOCAL_CHAR_F+OL	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	nehmen; hier; weiter	Weiter: nimm den Wert; hier.	Weiter: nimm den Wert; hier. | Weiter: nimm den Posten; hier.	G407-E0067|G515-E0452	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
103	CH+OT+AM_ADDR	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	nehmen; danach; hier	Danach: nimm den Wert; hier.	Danach: nimm den Wert; hier. | Danach: nimm den Posten; hier.	G407-E1168|G407-E4000	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
104	CH+OT+EE+Y	2	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; danach; auf Grad II; den Posten	Danach: nimm den Posten; auf Grad II.	Danach: nimm den Posten; auf Grad II.	G407-E1030|G407-E1343	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
105	CH+P+E+DY	2	2	1	2	1	2	2	VISIBLE_ACTION_FULL_OPERATION|VISIBLE_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	nehmen; einsetzen; auf Grad I; abschließen	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen.	Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen. | Nimm und setze ein; auf Grad I; abschließen.	G407-E3002|G515-E0578	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
106	CH+P+OL	2	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; einsetzen; weiter	Weiter: nimm den Posten und setze den Posten ein.	Weiter: nimm den Posten und setze den Posten ein.	G407-E1031|G407-E3844	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
107	CHD+OL	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	bearbeiten; weiter	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	G407-E2372|G407-E3223	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
108	EEE+DY	2	2	2	2	2	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	auf Grad III; abschließen	Setze den Posten ein; auf Grad III; abschließen.	Setze den Posten ein; auf Grad III; abschließen. | Halte den Wert; auf Grad III; abschließen.	G407-E1391|G407-E2645	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
109	K+E+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	geben; auf Grad I; abschließen	Gib den Wert; auf Grad I; abschließen.	Gib den Wert; auf Grad I; abschließen. | Gib den Posten; auf Grad I; abschließen.	G407-E3282|G515-E0490	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
110	K+OL+DY	2	2	2	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	geben; weiter; abschließen	Weiter: gib den Posten; abschließen.	Weiter: gib den Posten; abschließen. | Weiter: gib den Wert; abschließen.	G407-E1774|G407-E4260	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
111	L+OL+OL	2	2	2	2	2	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	über die Verbindung; weiter; weiter	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen.	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen. | Weiter: gib den Posten; über die Verbindung; nochmals weiterführen.	G407-E2345|G407-E3262	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
112	L+T+E+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	über die Verbindung; einstellen; auf Grad I; abschließen	Stelle den Anteil ein; über die Verbindung; auf Grad I; abschließen.	Stelle den Anteil ein; über die Verbindung; auf Grad I; abschließen. | Stelle den Posten ein; über die Verbindung; auf Grad I; abschließen.	G407-E1729|G407-E3111	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
113	O+OL	2	2	1	2	2	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	zur Ausführung; weiter	Weiter: setze den Wert; zur Ausführung.	Weiter: setze den Wert; zur Ausführung. | Weiter: wähle den Wert; zur Ausführung.	G407-E0196|G407-E0943	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
114	O+P+Y+DY	2	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zur Ausführung; einsetzen; den Posten; abschließen	Setze den Posten ein; zur Ausführung; abschließen.	Setze den Posten ein; zur Ausführung; abschließen.	G407-E0447|G515-E0073	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
115	OK+E+CHD+DY	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad I; bearbeiten; abschließen	Setze den Posten und bearbeite den Posten; auf Grad I; abschließen.	Setze den Posten und bearbeite den Posten; auf Grad I; abschließen.	G407-E1761|G407-E2797	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
116	OK+EEE+DY	2	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	setzen; auf Grad III; abschließen	Setze den Posten; auf Grad III; abschließen.	Setze den Posten; auf Grad III; abschließen.	G407-E1039|G407-E3363	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
117	OK+OL+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	setzen; weiter; abschließen	Weiter: setze den Anteil; abschließen.	Weiter: setze den Anteil; abschließen. | Weiter: setze den Posten; abschließen.	G407-E1807|G407-E3888	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
118	OL+D_ADDR+AIR	2	2	2	2	2	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; hier; entlang der Bahn	Weiter: setze den Posten; hier; entlang der Bahn.	Weiter: setze den Posten; hier; entlang der Bahn. | Weiter: halte den Posten; hier; entlang der Bahn.	G407-E1669|G407-E1974	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
119	OL+K+E+Y	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; geben; auf Grad I; den Posten	Weiter: gib den Posten; auf Grad I.	Weiter: gib den Posten; auf Grad I.	G407-E3752|G407-E4248	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
120	OL+O+AM_ADDR	2	2	1	2	2	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; zur Ausführung; hier	Weiter: nimm den Anteil; zur Ausführung; hier.	Weiter: nimm den Anteil; zur Ausführung; hier. | Weiter: setze den Posten; zur Ausführung; hier.	G407-E0648|G407-E1701	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
121	OL+OL	2	2	1	2	2	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; weiter	Weiter: wähle den Wert; nochmals weiterführen.	Weiter: wähle den Wert; nochmals weiterführen. | Weiter: nimm den Wert; nochmals weiterführen.	G407-E0944|G407-E1404	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
122	OL+P+CHD+DY	2	1	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; einsetzen; bearbeiten; abschließen	Weiter: setze den Posten ein und bearbeite den Posten; abschließen.	Weiter: setze den Posten ein und bearbeite den Posten; abschließen. | Weiter: setze die Einheit ein und bearbeite die Einheit; abschließen.	G407-E2718|G407-E2811	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
123	OL+S	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; wählen	Weiter: wähle den Wert.	Weiter: wähle den Wert. | Weiter: wähle den Posten.	G407-E0074|G407-E3539	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
124	OL+SH+E+Y	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	weiter; halten; auf Grad I; den Posten	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I.	G407-E2382|G407-E2843	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
125	OL+T+E+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; einstellen; auf Grad I; abschließen	Weiter: stelle den Anteil ein; auf Grad I; abschließen.	Weiter: stelle den Anteil ein; auf Grad I; abschließen. | Weiter: stelle den Posten ein; auf Grad I; abschließen.	G407-E1740|G407-E2784	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
126	OL+T+EE+DY	2	2	2	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	weiter; einstellen; auf Grad II; abschließen	Weiter: stelle den Posten ein; auf Grad II; abschließen.	Weiter: stelle den Posten ein; auf Grad II; abschließen. | Weiter: stelle den Anteil ein; auf Grad II; abschließen.	G407-E2421|G407-E4459	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
127	OT	2	2	2	2	2	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach	Danach: wähle den Posten.	Danach: wähle den Posten. | Danach: bearbeite den Anteil.	G407-E0821|G407-E2027	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
128	OT+E+AIIN	2	2	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; den Wert	Danach: bearbeite den Wert; auf Grad I.	Danach: bearbeite den Wert; auf Grad I.	G407-E3655|G407-E4405	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
129	OT+E+O+K+EE+Y	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad I; zur Ausführung; geben; auf Grad II; den Posten	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II.	Danach: gib den Posten; auf Grad I; zur Ausführung; auf Grad II.	G407-E1065|G407-E1229	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
130	OT+EE+O+DY	2	2	2	2	2	1	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; auf Grad II; zur Ausführung; abschließen	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen.	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen. | Danach: stelle den Posten ein; auf Grad II; zur Ausführung; abschließen.	G407-E1280|G407-E4016	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
131	OT+O	2	2	2	2	2	2	1	INHERITED_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	danach; zur Ausführung	Danach: setze den Posten; zur Ausführung.	Danach: setze den Posten; zur Ausführung. | Danach: wähle den Wert; zur Ausführung.	G407-E1105|G407-E1258	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
132	P+OL+SH+Y	2	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; halten; den Posten	Weiter: setze den Posten ein und halte den Posten.	Weiter: setze den Posten ein und halte den Posten.	G407-E1711|G407-E3012	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
133	P+SH+OL	2	2	1	2	1	2	2	VISIBLE_ACTION_FULL_OPERATION|VISIBLE_ACTION_OBJECTLESS_OPERATION	TWO_TO_FIVE	NO	einsetzen; halten; weiter	Weiter: setze den Anteil ein und halte den Anteil.	Weiter: setze den Anteil ein und halte den Anteil. | Weiter: setze ein und halte.	G407-E0132|G407-E4143	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
134	R+SH+E+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	markieren; halten; auf Grad I; abschließen	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen.	Markiere den Anteil und halte den Anteil; auf Grad I; abschließen. | Markiere den Posten und halte den Posten; auf Grad I; abschließen.	G407-E1781|G407-E3399	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
135	S+OT+AIIN	2	2	2	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; danach; den Wert	Danach: wähle den Wert.	Danach: wähle den Wert.	G407-E0586|G407-E3225	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
136	SH+E+CH+K+E+DY	2	2	1	2	1	2	1	VISIBLE_ACTION_FULL_OPERATION	TWO_TO_FIVE	NO	halten; auf Grad I; nehmen; geben; auf Grad I; abschließen	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen.	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen. | Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; auf Grad I; abschließen.	G407-E2481|G407-E2783	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
137	T+SH+OL	2	2	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einstellen; halten; weiter	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	G407-E0307|G515-E0099	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
138	Y+K+E+DY	2	2	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	den Posten; geben; auf Grad I; abschließen	Gib den Posten; auf Grad I; abschließen.	Gib den Posten; auf Grad I; abschließen.	G407-E3047|G515-E0241	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
139	Y+K+EE+O+DY	2	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	den Posten; geben; auf Grad II; zur Ausführung; abschließen	Gib den Posten; auf Grad II; zur Ausführung; abschließen.	Gib den Posten; auf Grad II; zur Ausführung; abschließen.	G515-E0347|G515-E0504	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
140	Y+SH+E+DY	2	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	den Posten; halten; auf Grad I; abschließen	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	G407-E1769|G407-E1795	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
141	AIR+Y+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	entlang der Bahn; den Posten; abschließen	Gib den Posten; entlang der Bahn; abschließen.	Gib den Posten; entlang der Bahn; abschließen.	G407-E3744	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
142	AL+AL+SH+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	zum Zielort; zum Zielort; halten; auf Grad I; abschließen	Halte den Posten; zum Zielort; zum Zielort; auf Grad I; abschließen.	Halte den Posten; zum Zielort; zum Zielort; auf Grad I; abschließen.	G515-E0379	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
143	AR+OL+Y	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	vom Ausgang; weiter; den Posten	Weiter: wähle den Posten; vom Ausgang.	Weiter: wähle den Posten; vom Ausgang.	G407-E1207	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
144	CARRIER_Q+E+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	am Beginn; auf Grad I; abschließen	Setze den Posten; am Beginn; auf Grad I; abschließen.	Setze den Posten; am Beginn; auf Grad I; abschließen.	G407-E3575	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
145	CARRIER_Q+O+E+K+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	am Beginn; zur Ausführung; auf Grad I; geben; auf Grad I; abschließen	Gib die Einheit; am Beginn; zur Ausführung; auf Grad I; auf Grad I; abschließen.	Gib die Einheit; am Beginn; zur Ausführung; auf Grad I; auf Grad I; abschließen.	G515-E0239	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
146	CARRIER_Q+O+E+S+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	am Beginn; zur Ausführung; auf Grad I; wählen; auf Grad I; abschließen	Wähle den Posten; am Beginn; zur Ausführung; auf Grad I; auf Grad I; abschließen.	Wähle den Posten; am Beginn; zur Ausführung; auf Grad I; auf Grad I; abschließen.	G407-E3377	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
147	CARRIER_Q+O+P+CH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	am Beginn; zur Ausführung; einsetzen; nehmen; weiter	Weiter: setze ein und nimm; am Beginn; zur Ausführung.	Weiter: setze ein und nimm; am Beginn; zur Ausführung.	G407-E2809	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
148	CARRIER_Q+O+P+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	am Beginn; zur Ausführung; einsetzen; weiter	Weiter: setze den Posten ein; am Beginn; zur Ausführung.	Weiter: setze den Posten ein; am Beginn; zur Ausführung.	G407-E3251	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
149	CH+A_ADDR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	nehmen; hier; abschließen	Nimm; hier; abschließen.	Nimm; hier; abschließen.	G515-E0319	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
150	CH+CH+K+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; nehmen; geben; auf Grad I; abschließen	Nimm den Posten zweimal und gib den Posten; auf Grad I; abschließen.	Nimm den Posten zweimal und gib den Posten; auf Grad I; abschließen.	G515-E0516	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
151	CH+CH+P+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; nehmen; einsetzen; auf Grad I; abschließen	Nimm den Anteil zweimal und setze den Anteil ein; auf Grad I; abschließen.	Nimm den Anteil zweimal und setze den Anteil ein; auf Grad I; abschließen.	G407-E1914	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
152	CH+CH+T+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; nehmen; einstellen; weiter	Weiter: nimm die Einheit zweimal und stelle die Einheit ein.	Weiter: nimm die Einheit zweimal und stelle die Einheit ein.	G407-E3803	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
153	CH+CH+T+Y+K+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; nehmen; einstellen; den Posten; geben; auf Grad I; abschließen	Nimm den Posten zweimal und stelle den Posten ein und gib den Posten; auf Grad I; abschließen.	Nimm den Posten zweimal und stelle den Posten ein und gib den Posten; auf Grad I; abschließen.	G407-E4486	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
154	CH+E+CH+P+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; auf Grad I; nehmen; einsetzen; auf Grad I; abschließen	Nimm die Einheit und nimm die Einheit und setze die Einheit ein; auf Grad I; auf Grad I; abschließen.	Nimm die Einheit und nimm die Einheit und setze die Einheit ein; auf Grad I; auf Grad I; abschließen.	G407-E3528	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
155	CH+E+O+R+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; auf Grad I; zur Ausführung; markieren; weiter	Weiter: nimm den Posten und markiere den Posten; auf Grad I; zur Ausführung.	Weiter: nimm den Posten und markiere den Posten; auf Grad I; zur Ausführung.	G407-E3966	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
156	CH+E+OL+CH+E+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; auf Grad I; weiter; nehmen; auf Grad I; den Posten	Weiter: nimm den Posten und nimm den Posten; auf Grad I; auf Grad I.	Weiter: nimm den Posten und nimm den Posten; auf Grad I; auf Grad I.	G407-E2115	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
157	CH+E+OL+T+AR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; auf Grad I; weiter; einstellen; vom Ausgang	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I; vom Ausgang.	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I; vom Ausgang.	G407-E3162	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
158	CH+E+P+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; auf Grad I; einsetzen; weiter	Weiter: nimm den Posten und setze den Posten ein; auf Grad I.	Weiter: nimm den Posten und setze den Posten ein; auf Grad I.	G407-E3458	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
159	CH+EE+CH+K+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; auf Grad II; nehmen; geben; zur Ausführung; abschließen	Nimm den Posten und nimm den Posten und gib den Posten; auf Grad II; zur Ausführung; abschließen.	Nimm den Posten und nimm den Posten und gib den Posten; auf Grad II; zur Ausführung; abschließen.	G407-E0847	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
160	CH+K+CH+Y+K+OL+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; geben; nehmen; den Posten; geben; weiter; den Posten	Weiter: nimm die beiden Posten und gib die beiden Posten und nimm die beiden Posten und gib die beiden Posten.	Weiter: nimm die beiden Posten und gib die beiden Posten und nimm die beiden Posten und gib die beiden Posten.	G407-E1058	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
161	CH+K+E+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; geben; auf Grad I; zur Ausführung; abschließen	Nimm den Posten und gib den Posten; auf Grad I; zur Ausführung; abschließen.	Nimm den Posten und gib den Posten; auf Grad I; zur Ausführung; abschließen.	G515-E0350	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
162	CH+K+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; geben; auf Grad I; weiter	Weiter: nimm den Wert und gib den Wert; auf Grad I.	Weiter: nimm den Wert und gib den Wert; auf Grad I.	G407-E1161	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
163	CH+K+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; geben; zur Ausführung; abschließen	Nimm den Posten und gib den Posten; zur Ausführung; abschließen.	Nimm den Posten und gib den Posten; zur Ausführung; abschließen.	G407-E0457	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
164	CH+LOCAL_CHAR_F+OL+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; hier; weiter; abschließen	Weiter: nimm den Posten; hier; abschließen.	Weiter: nimm den Posten; hier; abschließen.	G407-E0407	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
165	CH+OL+D_ADDR+SH+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; weiter; hier; halten; den Posten	Weiter: nimm den Posten und halte den Posten; hier.	Weiter: nimm den Posten und halte den Posten; hier.	G407-E0494	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
166	CH+OR+OL+S+AL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; die Einheit; weiter; wählen; zum Zielort	Weiter: nimm die Einheit und wähle die Einheit; zum Zielort.	Weiter: nimm die Einheit und wähle die Einheit; zum Zielort.	G407-E3881	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
167	CH+OR+SH+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; die Einheit; halten; auf Grad I; abschließen	Nimm die Einheit und halte die Einheit; auf Grad I; abschließen.	Nimm die Einheit und halte die Einheit; auf Grad I; abschließen.	G407-E1963	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
168	CH+OT+CH+E+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	nehmen; danach; nehmen; auf Grad I; den Posten	Danach: nimm den Posten und nimm den Posten; auf Grad I.	Danach: nimm den Posten und nimm den Posten; auf Grad I.	G407-E0851	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
