unified_serial	dossier_id	case_phase	register	page	locus	semantic_or_operational_input_de	encoder_mode	encoder_rule_id	component_or_nomenclator_formula	selected_surface	renderer_or_address_choice	source_status
U467	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.35	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chol	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U468	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.35	Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	giin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U469	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.35	Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okol	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U470	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.36	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ytor	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U471	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.36	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	daiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U472	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.36	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	or	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U473	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.37	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ytoaiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U474	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.38	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otoldos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U475	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.38	Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	octhole	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U476	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.39	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	sor	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U477	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.39	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chedaiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U478	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.39	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U479	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	yteos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U480	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.40	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U481	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40: Grundgrad.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	og	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U482	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ytoeopchey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U483	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	chekody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U484	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.42	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	sosho	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U485	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.42	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U486	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.42	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ockhy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U487	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.43	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	daiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U488	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.43	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	aiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U489	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.43	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	os	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U490	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	qsg	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U491	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ofydy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U492	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.44	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	sheody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U493	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.44	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	aiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U494	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ycheody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U495	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	es	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U496	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.45	Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	odaiiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U497	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.46	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	yekees	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U498	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.46	Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oraly	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U499	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.47	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	yfain	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U500	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.48	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	todaiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U501	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.48	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dain	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U502	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.48	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U503	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.49	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	os	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U504	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.49	Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	choer	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U505	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.49	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	aiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U506	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.50	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	choeea	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U507	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.50	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	sal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U508	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.51	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dadaiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U509	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.52	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	qotoear	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U510	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.53	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dchdar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U511	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.54	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	y	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U512	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.54	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	saldal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U513	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.55	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ytodal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U514	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.56	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	tol	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U515	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.56	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	daiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U516	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.57	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U517	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.57	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U518	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.58	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	cho	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U519	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.58	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U520	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	g	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U521	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.59	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ytchodly	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U522	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	octhys	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U523	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.61	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ytokar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U524	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.62	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otolor	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U525	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.63	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okodar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U526	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01: Nebenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	s	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U527	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.64	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	air	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U528	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.65	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	soear	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U529	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.66	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	cpheey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U530	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.67	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okodar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
