control_edge_id	control_cohort	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	predecessor_line_position	head_id	body	registry_source	record_role	body_role_de	medial_predecessor	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-C0116	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.35	S	B	3	S|B|3	5	6	lkar	shedy	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	0	0
G776-C0117	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.36	S	B	3	S|B|3	3	4	lcheor	sheol	1	1	MIDDLE	H4	cheor	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trockener Teil-/Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain	0	0
G776-C0118	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.40	S	B	3	S|B|3	4	5	lor	aiin	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	chokeey qokey qokaiii lor aiin aiily	0	0
G776-C0119	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.43	S	B	3	S|B|3	7	8	lkeey	opchey	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pol keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly	0	0
G776-C0120	H3_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.43	S	B	3	S|B|3	9	10	rar	aiin	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pol keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly	0	0
G776-C0121	H4_MEDIAL_EXACT_OUTGOING	f107v	f107	f107v.45	S	B	3	S|B|3	8	9	lkar	aiin	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al	0	0
G776-C0122	H3_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.13	S	B	3	S|B|3	2	3	raiin	ar	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ykeey raiin ar ail odaiin	0	0
G776-C0123	H4_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.18	S	B	3	S|B|3	2	3	lkal	daiin	1	1	MIDDLE	H4	kal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitztes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalo l chedl y	0	0
G776-C0124	H4_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.22	S	B	3	S|B|3	10	11	lor	aiin	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	0	0
G776-C0125	H4_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.37	S	B	3	S|B|3	4	5	lkeey	chedy	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tchedy qokey okeey lkeey chedy cheokeey qokeey chedl al lkair alkeedy ram	0	0
G776-C0126	H4_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.45	S	B	3	S|B|3	5	6	lchedy	okeey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	0	0
G776-C0127	H4_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.49	S	B	3	S|B|3	2	3	lchedy	qokeedy	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oteedy lchedy qokeedy qokeedy qokeo lchedy qokey qokeey lkedy lkedy	0	0
G776-C0128	H4_MEDIAL_EXACT_OUTGOING	f108r	f108	f108r.50	S	B	3	S|B|3	3	4	lkaiin	chdy	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam	0	0
G776-C0129	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.1	S	B	3	S|B|3	5	6	lky	ltal	1	1	MIDDLE	H4	ky	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar am ol	0	0
G776-C0130	H3_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.13	S	B	3	S|B|3	6	7	raiin	chckhy	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor	0	0
G776-C0131	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.16	S	B	3	S|B|3	4	5	lkeey	okeol	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu	0	0
G776-C0132	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.26	S	B	3	S|B|3	9	10	lkar	char	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	0	0
G776-C0133	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.33	S	B	3	S|B|3	4	5	lchs	shed	1	1	MIDDLE	H4	chs	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trockene Grundform oder Trockenposten	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy	0	0
G776-C0134	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.34	S	B	3	S|B|3	9	10	lchedy	qokeey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	tolshey ochey qokeey qotedy choteey qokey cholkeedy lkedy lchedy qokeey	0	0
G776-C0135	H3_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.39	S	B	3	S|B|3	5	6	rar	ain	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl	0	0
G776-C0136	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.44	S	B	3	S|B|3	9	10	lsheey	oteey	1	1	MIDDLE	H4	sheey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	0	0
G776-C0137	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.49	S	B	3	S|B|3	4	5	lkaiin	cheal	1	1	MIDDLE	H4	kaiin	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	0	0
G776-C0138	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.53	S	B	3	S|B|3	4	5	lshy	otedy	1	1	MIDDLE	H4	shy	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olchar ol chedy lshy otedy	0	0
G776-C0139	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.6	S	B	3	S|B|3	3	4	lokeey	lchedy	1	1	MIDDLE	H4	okeey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Zubereitung, Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy	0	0
G776-C0140	H4_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.6	S	B	3	S|B|3	4	5	lchedy	loety	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy	0	0
G776-C0141	H3_MEDIAL_EXACT_OUTGOING	f108v	f108	f108v.7	S	B	3	S|B|3	10	11	raiin	am	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchedaiin okedy otedal lkedeed okedar okeey qoteol lkedy otey raiin am	0	0
G776-C0142	H3_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.1	S	B	3	S|B|3	9	10	ror	am	1	1	MIDDLE	H3	or	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	0	0
G776-C0143	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.13	S	B	3	S|B|3	2	3	lchdy	lshedy	1	1	MIDDLE	H4	chdy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin	0	0
G776-C0144	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.13	S	B	3	S|B|3	5	6	lr	al	1	1	MIDDLE	H4	r	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	verschachtelter H3-Kopf oder Bezugsslot	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin	0	0
G776-C0145	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.14	S	B	3	S|B|3	3	4	lchey	ykeeeos	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dchedar oteey lchey ykeeeos aiin shear oteedy tedam oteey pchedey chedy lchedy	0	0
G776-C0146	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.17	S	B	3	S|B|3	2	3	lchey	lshedy	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	otes lchey lshedy qoteedy olcheody qokeey chey kal chekeedy oteed keedy otam	0	0
G776-C0147	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.17	S	B	3	S|B|3	3	4	lshedy	qoteedy	1	1	MIDDLE	H4	shedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	angefeuchtetes oder eingeweichtes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	otes lchey lshedy qoteedy olcheody qokeey chey kal chekeedy oteed keedy otam	0	0
G776-C0148	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.19	S	B	3	S|B|3	4	5	lchey	lcheoekam	1	1	MIDDLE	H4	chey	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty	0	0
G776-C0149	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.24	S	B	3	S|B|3	4	5	lchal	lkechey	1	1	MIDDLE	H4	chal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trockenes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	0	0
G776-C0150	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.27	S	B	3	S|B|3	8	9	lkeey	daiin	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	0	0
G776-C0151	H3_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.29	S	B	3	S|B|3	4	5	rky	chey	1	1	MIDDLE	H3	ky	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	erhitzte Grundform	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	0	0
G776-C0152	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.3	S	B	3	S|B|3	4	5	lchedy	qokeey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam	0	0
G776-C0153	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.30	S	B	3	S|B|3	7	8	lkar	aiin	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	0	0
G776-C0154	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.4	S	B	3	S|B|3	12	13	lor	ar	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	0	0
G776-C0155	H3_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.41	S	B	3	S|B|3	2	3	raiin	cheody	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheey raiin cheody qokechy qokeey okedy lchedy qokeeal daiin otaral	0	0
G776-C0156	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.41	S	B	3	S|B|3	7	8	lchedy	qokeeal	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheey raiin cheody qokechy qokeey okedy lchedy qokeeal daiin otaral	0	0
G776-C0157	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.46	S	B	3	S|B|3	3	4	lkeey	oteed	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	0	0
G776-C0158	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.46	S	B	3	S|B|3	8	9	lkar	al	1	1	MIDDLE	H4	kar	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Teil-/Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	0	0
G776-C0159	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.49	S	B	3	S|B|3	9	10	lkeey	qokaiin	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	0	0
G776-C0160	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.5	S	B	3	S|B|3	6	7	lkey	otain	1	1	MIDDLE	H4	key	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	saiin sheekshy ol shedy chokchey lkey otain	0	0
G776-C0161	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.7	S	B	3	S|B|3	5	6	lchedy	chol	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om	0	0
G776-C0162	H3_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.7	S	B	3	S|B|3	9	10	raiin	otedy	1	1	MIDDLE	H3	aiin	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om	0	0
G776-C0163	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.8	S	B	3	S|B|3	11	12	lkeey	qotchdy	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	0	0
G776-C0164	H4_MEDIAL_EXACT_OUTGOING	f111r	f111	f111r.9	S	B	3	S|B|3	4	5	lchedy	qokeey	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheeodain okeeo olchedy lchedy qokeey okeeedy okain chedy chedyteey dal lam	0	0
G776-C0165	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.10	S	B	3	S|B|3	4	5	lor	cheo	1	1	MIDDLE	H4	or	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Portionsträger	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	0	0
G776-C0166	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.16	S	B	3	S|B|3	5	6	lchedy	okar	1	1	MIDDLE	H4	chedy	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Form I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	0	0
G776-C0167	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.17	S	B	3	S|B|3	10	11	lchal	she	1	1	MIDDLE	H4	chal	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	trockenes Material, Stufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	0	0
G776-C0168	H3_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.21	S	B	3	S|B|3	5	6	rar	ain	1	1	MIDDLE	H3	ar	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	0	0
G776-C0169	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.21	S	B	3	S|B|3	8	9	lkeey	lkain	1	1	MIDDLE	H4	keey	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	0	0
G776-C0170	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.21	S	B	3	S|B|3	9	10	lkain	cheokain	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	0	0
G776-C0171	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.23	S	B	3	S|B|3	6	7	lcheol	okaiin	1	1	MIDDLE	H4	cheol	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	0	0
G776-C0172	H4_MEDIAL_EXACT_OUTGOING	f111v	f111	f111v.24	S	B	3	S|B|3	5	6	lkain	chey	1	1	MIDDLE	H4	kain	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	erhitzte Form: Index II	1	REGISTERED_H3_OR_H4_AND_BOTH_TOKENS_EXACT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	0	0
