paragraph	locus	index	raw	D	H	status	U	R	C	row_status
f22v|f22v.6-f22v.16	f22v.8	4	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.8	5	dam	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f22v|f22v.6-f22v.16	f22v.9	1	okshor	[ungelesen: okshor]	[ungelesen: okshor]	UNREAD	[ungelesen: okshor]	[ungelesen: okshor]	[ungelesen: okshor]	recorded
f22v|f22v.6-f22v.16	f22v.9	2	shody	benetztes Material	benetztes Material	ASSUMED	benetztes Material	benetztes Material	benetztes Material	recorded
f22v|f22v.6-f22v.16	f22v.9	3	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f22v|f22v.6-f22v.16	f22v.9	4	tchol	getrockneter Anteil	getrockneter Anteil	ASSUMED	getrockneter Anteil	getrockneter Anteil	getrockneter Anteil	recorded
f22v|f22v.6-f22v.16	f22v.9	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f22v|f22v.6-f22v.16	f22v.9	6	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.10	1	qokchy	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	recorded
f22v|f22v.6-f22v.16	f22v.10	2	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.10	3	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f22v|f22v.6-f22v.16	f22v.10	4	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f22v|f22v.6-f22v.16	f22v.10	5	ytal	[ungelesen: ytal]	[ungelesen: ytal]	UNREAD	[ungelesen: ytal]	[ungelesen: ytal]	[ungelesen: ytal]	recorded
f22v|f22v.6-f22v.16	f22v.11	1	sokaiin	[ungelesen: sokaiin]	[ungelesen: sokaiin]	UNREAD	[ungelesen: sokaiin]	[ungelesen: sokaiin]	[ungelesen: sokaiin]	recorded
f22v|f22v.6-f22v.16	f22v.11	2	oty	kühl	kühl	ASSUMED	kühl	kühl	kühl	recorded
f22v|f22v.6-f22v.16	f22v.11	3	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f22v|f22v.6-f22v.16	f22v.12	1	ychky	[ungelesen: ychky]	[ungelesen: ychky]	UNREAD	[ungelesen: ychky]	[ungelesen: ychky]	[ungelesen: ychky]	recorded
f22v|f22v.6-f22v.16	f22v.12	2	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.12	3	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f22v|f22v.6-f22v.16	f22v.13	1	okchain	[ungelesen: okchain]	[ungelesen: okchain]	UNREAD	[ungelesen: okchain]	[ungelesen: okchain]	[ungelesen: okchain]	recorded
f22v|f22v.6-f22v.16	f22v.13	2	chkoldy	[ungelesen: chkoldy]	[ungelesen: chkoldy]	UNREAD	[ungelesen: chkoldy]	[ungelesen: chkoldy]	[ungelesen: chkoldy]	recorded
f22v|f22v.6-f22v.16	f22v.13	3	shotoly	[ungelesen: shotoly]	[ungelesen: shotoly]	UNREAD	[ungelesen: shotoly]	[ungelesen: shotoly]	[ungelesen: shotoly]	recorded
f22v|f22v.6-f22v.16	f22v.14	1	qotch[y:?]	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	UNREAD	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	recorded
f22v|f22v.6-f22v.16	f22v.14	2	olshly	[ungelesen: olshly]	[ungelesen: olshly]	UNREAD	[ungelesen: olshly]	[ungelesen: olshly]	[ungelesen: olshly]	recorded
f22v|f22v.6-f22v.16	f22v.14	3	shol	feucht	feucht	ASSUMED	feucht	feucht	feucht	recorded
f22v|f22v.6-f22v.16	f22v.14	4	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.15	1	sho	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f22v|f22v.6-f22v.16	f22v.15	2	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f22v|f22v.6-f22v.16	f22v.15	3	chocthy	[ungelesen: chocthy]	[ungelesen: chocthy]	UNREAD	[ungelesen: chocthy]	[ungelesen: chocthy]	[ungelesen: chocthy]	recorded
f22v|f22v.6-f22v.16	f22v.15	4	qokchy	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	recorded
f22v|f22v.6-f22v.16	f22v.15	5	dory	[ungelesen: dory]	[ungelesen: dory]	UNREAD	[ungelesen: dory]	[ungelesen: dory]	[ungelesen: dory]	recorded
f22v|f22v.6-f22v.16	f22v.16	1	saiinchy	[ungelesen: saiinchy]	[ungelesen: saiinchy]	UNREAD	[ungelesen: saiinchy]	[ungelesen: saiinchy]	[ungelesen: saiinchy]	recorded
f22v|f22v.6-f22v.16	f22v.16	2	daldalol	[ungelesen: daldalol]	[ungelesen: daldalol]	UNREAD	[ungelesen: daldalol]	[ungelesen: daldalol]	[ungelesen: daldalol]	recorded
f23r|f23r.4-f23r.5	f23r.4	1	qokoldy	[ungelesen: qokoldy]	[ungelesen: qokoldy]	UNREAD	[ungelesen: qokoldy]	[ungelesen: qokoldy]	[ungelesen: qokoldy]	recorded
f23r|f23r.4-f23r.5	f23r.4	2	okaiir	[ungelesen: okaiir]	[ungelesen: okaiir]	UNREAD	[ungelesen: okaiir]	[ungelesen: okaiir]	[ungelesen: okaiir]	recorded
f23r|f23r.4-f23r.5	f23r.4	3	ykaiil	[ungelesen: ykaiil]	[ungelesen: ykaiil]	UNREAD	[ungelesen: ykaiil]	[ungelesen: ykaiil]	[ungelesen: ykaiil]	recorded
f23r|f23r.4-f23r.5	f23r.4	4	g	[ungelesen: g]	[ungelesen: g]	UNREAD	[ungelesen: g]	[ungelesen: g]	[ungelesen: g]	recorded
f23r|f23r.4-f23r.5	f23r.4	5	qokeey	erhitze anhaltend	erhitze anhaltend	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f23r|f23r.4-f23r.5	f23r.4	6	ofchol	[ungelesen: ofchol]	[ungelesen: ofchol]	UNREAD	[ungelesen: ofchol]	[ungelesen: ofchol]	[ungelesen: ofchol]	recorded
f23r|f23r.4-f23r.5	f23r.4	7	dain	Dosis P	Dosis P	ASSUMED	Dosis P	Dosis P	Dosis P	recorded
f23r|f23r.4-f23r.5	f23r.4	8	yfchor	[ungelesen: yfchor]	[ungelesen: yfchor]	UNREAD	[ungelesen: yfchor]	[ungelesen: yfchor]	[ungelesen: yfchor]	recorded
f23r|f23r.4-f23r.5	f23r.4	9	olfchor	[ungelesen: olfchor]	[ungelesen: olfchor]	UNREAD	[ungelesen: olfchor]	[ungelesen: olfchor]	[ungelesen: olfchor]	recorded
f23r|f23r.4-f23r.5	f23r.4	10	otchald	[ungelesen: otchald]	[ungelesen: otchald]	UNREAD	[ungelesen: otchald]	[ungelesen: otchald]	[ungelesen: otchald]	recorded
f23r|f23r.4-f23r.5	f23r.5	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f23r|f23r.4-f23r.5	f23r.5	2	qokchol	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f23r|f23r.4-f23r.5	f23r.5	3	ytym	[ungelesen: ytym]	[ungelesen: ytym]	UNREAD	[ungelesen: ytym]	[ungelesen: ytym]	[ungelesen: ytym]	recorded
f23r|f23r.4-f23r.5	f23r.5	4	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f23r|f23r.4-f23r.5	f23r.5	5	da[ir:in]	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	UNREAD	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	recorded
f23r|f23r.4-f23r.5	f23r.5	6	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f23r|f23r.4-f23r.5	f23r.5	7	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f23r|f23r.4-f23r.5	f23r.5	8	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f23r|f23r.4-f23r.5	f23r.5	9	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f23r|f23r.4-f23r.5	f23r.5	10	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f23r|f23r.4-f23r.5	f23r.5	11	dain	Dosis P	Dosis P	ASSUMED	Dosis P	Dosis P	Dosis P	recorded
f24r|f24r.1-f24r.20	f24r.1	1	por	Zubereitungsmenge	Zubereitungsmenge	ASSUMED	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	recorded
f24r|f24r.1-f24r.20	f24r.1	2	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.1	3	y	und	und	ASSUMED	und	und	und	recorded
f24r|f24r.1-f24r.20	f24r.1	4	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f24r|f24r.1-f24r.20	f24r.1	5	opchar	[ungelesen: opchar]	[ungelesen: opchar]	UNREAD	[ungelesen: opchar]	[ungelesen: opchar]	[ungelesen: opchar]	recorded
f24r|f24r.1-f24r.20	f24r.1	6	she	lasse stehen	lasse stehen	ASSUMED	lasse stehen	lasse stehen	lasse stehen	recorded
f24r|f24r.1-f24r.20	f24r.1	7	cheol	flüssige Zubereitung	flüssige Zubereitung	ASSUMED	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	recorded
f24r|f24r.1-f24r.20	f24r.1	8	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.1	9	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.2	1	qotaiin	[ungelesen: qotaiin]	[ungelesen: qotaiin]	UNREAD	[ungelesen: qotaiin]	[ungelesen: qotaiin]	[ungelesen: qotaiin]	recorded
f24r|f24r.1-f24r.20	f24r.2	2	char	Blütenanteil	Blütenanteil	ASSUMED	Blütenanteil	Blütenanteil	Blütenanteil	recorded
f24r|f24r.1-f24r.20	f24r.2	3	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.2	4	okai{ikh}al	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	UNREAD	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	recorded
f24r|f24r.1-f24r.20	f24r.2	5	oky	warm	warm	ASSUMED	warm	warm	warm	recorded
f24r|f24r.1-f24r.20	f24r.3	1	ycthar	[ungelesen: ycthar]	[ungelesen: ycthar]	UNREAD	[ungelesen: ycthar]	[ungelesen: ycthar]	[ungelesen: ycthar]	recorded
f24r|f24r.1-f24r.20	f24r.3	2	cthal	Kräuterstück	Kräuterstück	ASSUMED	Kräuterstück	Kräuterstück	Kräuterstück	recorded
f24r|f24r.1-f24r.20	f24r.3	3	okol	Grundansatz	Grundansatz	ASSUMED	Grundansatz	Grundansatz	Grundansatz	recorded
f24r|f24r.1-f24r.20	f24r.3	4	qotar	abgeteilter Anteil	abgeteilter Anteil	ASSUMED	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	recorded
f24r|f24r.1-f24r.20	f24r.3	5	ckhy	stampfe	stampfe	ASSUMED	stampfe	stampfe	stampfe	recorded
f24r|f24r.1-f24r.20	f24r.4	1	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.4	2	chckhaly	[ungelesen: chckhaly]	[ungelesen: chckhaly]	UNREAD	[ungelesen: chckhaly]	[ungelesen: chckhaly]	[ungelesen: chckhaly]	recorded
f24r|f24r.1-f24r.20	f24r.4	3	cthar	kleine Kräuterportion	kleine Kräuterportion	ASSUMED	kleine Kräuterportion	kleine Kräuterportion	kleine Kräuterportion	recorded
f24r|f24r.1-f24r.20	f24r.4	4	eeor	[ungelesen: eeor]	[ungelesen: eeor]	UNREAD	[ungelesen: eeor]	[ungelesen: eeor]	[ungelesen: eeor]	recorded
f24r|f24r.1-f24r.20	f24r.4	5	chees	[ungelesen: chees]	[ungelesen: chees]	UNREAD	[ungelesen: chees]	[ungelesen: chees]	[ungelesen: chees]	recorded
f24r|f24r.1-f24r.20	f24r.4	6	da	[ungelesen: da]	[ungelesen: da]	UNREAD	[ungelesen: da]	[ungelesen: da]	[ungelesen: da]	recorded
f24r|f24r.1-f24r.20	f24r.5	1	qodar	[ungelesen: qodar]	[ungelesen: qodar]	UNREAD	[ungelesen: qodar]	[ungelesen: qodar]	[ungelesen: qodar]	recorded
f24r|f24r.1-f24r.20	f24r.5	2	cho	Inneres	Inneres	ASSUMED	Inneres	Inneres	Inneres	recorded
f24r|f24r.1-f24r.20	f24r.5	3	r	darauf	darauf	ASSUMED	darauf	darauf	darauf	recorded
f24r|f24r.1-f24r.20	f24r.5	4	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f24r|f24r.1-f24r.20	f24r.5	5	cthy	Kraut	Kraut	ASSUMED	Kraut	Kraut	Kraut	recorded
f24r|f24r.1-f24r.20	f24r.5	6	cthe	[ungelesen: cthe]	[ungelesen: cthe]	UNREAD	[ungelesen: cthe]	[ungelesen: cthe]	[ungelesen: cthe]	recorded
f24r|f24r.1-f24r.20	f24r.5	7	keom	[ungelesen: keom]	[ungelesen: keom]	UNREAD	[ungelesen: keom]	[ungelesen: keom]	[ungelesen: keom]	recorded
f24r|f24r.1-f24r.20	f24r.6	1	oeeeos	[ungelesen: oeeeos]	[ungelesen: oeeeos]	UNREAD	[ungelesen: oeeeos]	[ungelesen: oeeeos]	[ungelesen: oeeeos]	recorded
f24r|f24r.1-f24r.20	f24r.6	2	cthor	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	Krautanteil	recorded
f24r|f24r.1-f24r.20	f24r.6	3	otal	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.6	4	qocthol	[ungelesen: qocthol]	[ungelesen: qocthol]	UNREAD	[ungelesen: qocthol]	[ungelesen: qocthol]	[ungelesen: qocthol]	recorded
f24r|f24r.1-f24r.20	f24r.6	5	qoky	erwärme mäßig	erwärme mäßig	ASSUMED	erwärme mäßig	erwärme mäßig	erwärme mäßig	recorded
f24r|f24r.1-f24r.20	f24r.7	1	q@145;kar	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	UNREAD	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	recorded
f24r|f24r.1-f24r.20	f24r.7	2	chtar	[ungelesen: chtar]	[ungelesen: chtar]	UNREAD	[ungelesen: chtar]	[ungelesen: chtar]	[ungelesen: chtar]	recorded
f24r|f24r.1-f24r.20	f24r.7	3	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.7	4	cheor	Auszug	Auszug	ASSUMED	Auszug	Auszug	Auszug	recorded
f24r|f24r.1-f24r.20	f24r.7	5	cthol	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	Krautpulver	recorded
f24r|f24r.1-f24r.20	f24r.7	6	qodol	[ungelesen: qodol]	[ungelesen: qodol]	UNREAD	[ungelesen: qodol]	[ungelesen: qodol]	[ungelesen: qodol]	recorded
f24r|f24r.1-f24r.20	f24r.8	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f24r|f24r.1-f24r.20	f24r.8	2	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.8	3	om	[ungelesen: om]	[ungelesen: om]	UNREAD	[ungelesen: om]	[ungelesen: om]	[ungelesen: om]	recorded
f24r|f24r.1-f24r.20	f24r.8	4	qoear	[ungelesen: qoear]	[ungelesen: qoear]	UNREAD	[ungelesen: qoear]	[ungelesen: qoear]	[ungelesen: qoear]	recorded
f24r|f24r.1-f24r.20	f24r.8	5	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.8	6	qokeol	erhitzte Flüssigkeit	erhitzte Flüssigkeit	ASSUMED	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	recorded
f24r|f24r.1-f24r.20	f24r.9	1	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.9	2	ckham	[ungelesen: ckham]	[ungelesen: ckham]	UNREAD	[ungelesen: ckham]	[ungelesen: ckham]	[ungelesen: ckham]	recorded
f24r|f24r.1-f24r.20	f24r.9	3	qodai{ikh}y	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	UNREAD	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	recorded
f24r|f24r.1-f24r.20	f24r.9	4	dol	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f24r|f24r.1-f24r.20	f24r.9	5	dal	Maß	Maß	ASSUMED	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.10	1	q[?:e]or	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	UNREAD	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	recorded
f24r|f24r.1-f24r.20	f24r.10	2	cfhar	[ungelesen: cfhar]	[ungelesen: cfhar]	UNREAD	[ungelesen: cfhar]	[ungelesen: cfhar]	[ungelesen: cfhar]	recorded
f24r|f24r.1-f24r.20	f24r.10	3	chor	Blüten	Blüten	ASSUMED	Blüten	Blüten	Blüten	recorded
f24r|f24r.1-f24r.20	f24r.10	4	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.10	5	am	[ungelesen: am]	[ungelesen: am]	UNREAD	[ungelesen: am]	[ungelesen: am]	[ungelesen: am]	recorded
f24r|f24r.1-f24r.20	f24r.10	6	chotaiin	[ungelesen: chotaiin]	[ungelesen: chotaiin]	UNREAD	[ungelesen: chotaiin]	[ungelesen: chotaiin]	[ungelesen: chotaiin]	recorded
f24r|f24r.1-f24r.20	f24r.10	7	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f24r|f24r.1-f24r.20	f24r.11	1	sar	je Teil	je Teil	ASSUMED	je Teil	je Teil	je Teil	recorded
f24r|f24r.1-f24r.20	f24r.11	2	cheoiees	[ungelesen: cheoiees]	[ungelesen: cheoiees]	UNREAD	[ungelesen: cheoiees]	[ungelesen: cheoiees]	[ungelesen: cheoiees]	recorded
f24r|f24r.1-f24r.20	f24r.11	3	okeem	[ungelesen: okeem]	[ungelesen: okeem]	UNREAD	[ungelesen: okeem]	[ungelesen: okeem]	[ungelesen: okeem]	recorded
f24r|f24r.1-f24r.20	f24r.11	4	cheor	Auszug	Auszug	ASSUMED	Auszug	Auszug	Auszug	recorded
f24r|f24r.1-f24r.20	f24r.11	5	qokain	erwärmte Dosis P	erwärmte Dosis P	ASSUMED	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	recorded
f24r|f24r.1-f24r.20	f24r.12	1	qokchy	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	recorded
f24r|f24r.1-f24r.20	f24r.12	2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f24r|f24r.1-f24r.20	f24r.12	3	tol	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.12	4	tod	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	ASSUMED	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.12	5	ckhy	stampfe	stampfe	ASSUMED	stampfe	stampfe	stampfe	recorded
f24r|f24r.1-f24r.20	f24r.13	1	oees	gemischt	gemischt	ASSUMED	gemischt	gemischt	gemischt	recorded
f24r|f24r.1-f24r.20	f24r.13	2	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f24r|f24r.1-f24r.20	f24r.13	3	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.13	4	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f24r|f24r.1-f24r.20	f24r.13	5	chcth	[ungelesen: chcth]	[ungelesen: chcth]	UNREAD	[ungelesen: chcth]	[ungelesen: chcth]	[ungelesen: chcth]	recorded
f24r|f24r.1-f24r.20	f24r.13	6	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.13	7	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f24r|f24r.1-f24r.20	f24r.14	1	qor	[ungelesen: qor]	[ungelesen: qor]	UNREAD	[ungelesen: qor]	[ungelesen: qor]	[ungelesen: qor]	recorded
f24r|f24r.1-f24r.20	f24r.14	2	cheey	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f24r|f24r.1-f24r.20	f24r.14	3	qod	[ungelesen: qod]	[ungelesen: qod]	UNREAD	[ungelesen: qod]	[ungelesen: qod]	[ungelesen: qod]	recorded
f24r|f24r.1-f24r.20	f24r.14	4	char	Blütenanteil	Blütenanteil	ASSUMED	Blütenanteil	Blütenanteil	Blütenanteil	recorded
f24r|f24r.1-f24r.20	f24r.14	5	cthal	Kräuterstück	Kräuterstück	ASSUMED	Kräuterstück	Kräuterstück	Kräuterstück	recorded
f24r|f24r.1-f24r.20	f24r.15	1	ockhoees	[ungelesen: ockhoees]	[ungelesen: ockhoees]	UNREAD	[ungelesen: ockhoees]	[ungelesen: ockhoees]	[ungelesen: ockhoees]	recorded
f24r|f24r.1-f24r.20	f24r.15	2	oeees	[ungelesen: oeees]	[ungelesen: oeees]	UNREAD	[ungelesen: oeees]	[ungelesen: oeees]	[ungelesen: oeees]	recorded
f24r|f24r.1-f24r.20	f24r.15	3	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f24r|f24r.1-f24r.20	f24r.15	4	dal	Maß	Maß	ASSUMED	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.15	5	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.16	1	sham	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.16	2	okeal	[ungelesen: okeal]	[ungelesen: okeal]	UNREAD	[ungelesen: okeal]	[ungelesen: okeal]	[ungelesen: okeal]	recorded
f24r|f24r.1-f24r.20	f24r.16	3	dal	Maß	Maß	ASSUMED	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.16	4	dam	Portion	Portion	ASSUMED	Portion	Portion	Portion	recorded
f24r|f24r.1-f24r.20	f24r.16	5	dal	Maß	Maß	ASSUMED	Maß	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.17	1	sshey	[ungelesen: sshey]	[ungelesen: sshey]	UNREAD	[ungelesen: sshey]	[ungelesen: sshey]	[ungelesen: sshey]	recorded
f24r|f24r.1-f24r.20	f24r.17	2	otam	Ansatzmasse	Ansatzmasse	ASSUMED	Ansatzmasse	Ansatzmasse	Ansatzmasse	recorded
f24r|f24r.1-f24r.20	f24r.17	3	sham	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.17	4	cthoj	[ungelesen: cthoj]	[ungelesen: cthoj]	UNREAD	[ungelesen: cthoj]	[ungelesen: cthoj]	[ungelesen: cthoj]	recorded
f24r|f24r.1-f24r.20	f24r.17	5	oky	warm	warm	ASSUMED	warm	warm	warm	recorded
f24r|f24r.1-f24r.20	f24r.18	1	ycheol	danach	danach	ASSUMED	danach	danach	danach	recorded
f24r|f24r.1-f24r.20	f24r.18	2	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f24r|f24r.1-f24r.20	f24r.18	3	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.18	4	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f24r|f24r.1-f24r.20	f24r.18	5	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
