edition	model	variant	paragraph	mention	form	role	meaning	interpretation	row_status
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.48:2	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.49:7	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.49:8	s	DISTRIBUTIVE	jeweils	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.49:9	aiin	NUMBER	Maßzahl Q	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.50:6	sar	DISTRIBUTIVE	je Teil	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.50:8	or	AMOUNT	Anteil	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.51:4	dy	STATE	fertig	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	B	f99r|f99r.47-f99r.52	f99r.52:2	ols	MATERIAL	Endzubereitung	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.47:2	ctheey	MATERIAL	Krautzubereitung	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.48:2	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.49:7	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.49:8	s	DISTRIBUTIVE	jeweils	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.49:9	aiin	NUMBER	Maßzahl Q	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.50:6	sar	DISTRIBUTIVE	je Teil	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.50:8	or	AMOUNT	Anteil	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.51:4	dy	STATE	fertig	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	J	f99r|f99r.47-f99r.52	f99r.52:2	ols	MATERIAL	Endzubereitung	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.47:2	ctheey	MATERIAL	Krautzubereitung	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.48:2	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.49:7	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.49:8	s	DISTRIBUTIVE	jeweils	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.49:9	aiin	NUMBER	Maßzahl Q	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.50:6	sar	DISTRIBUTIVE	je Teil	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.50:8	or	AMOUNT	Anteil	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.51:4	dy	STATE	fertig	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
RF1b	C	M	f99r|f99r.47-f99r.52	f99r.52:2	ols	MATERIAL	Endzubereitung	UNCHANGED_NO_NEW_STIR_DURATION_OR_CONTINUATION_BINDING	recorded
