surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt523_rank	gdt523_top1	gdt524_rank	gdt524_top1	gdt524_top5	truth_gdt523_score	truth_consensus_feature	truth_gdt524_score	truth_consensus_trace	top1_gdt523_score	top1_consensus_feature	top1_gdt524_score	top1_consensus_trace	top1_alignment_trace	decision_change_class	working_policy
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	46	2	K+E+CH+O+DY	2	K+E+CH+O+DY	K+E+CH+O+DY | K+E+CH+O+D_ADDR+Y | K+E+LOCAL_C+O+DY | K+E+O+DY | K+E+CH+O+Y	6.982641538	0.000000000	6.982641538	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.528580714	0.000000000	5.528580714	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
keedey	1	f31r	K+EE+D_ADDR+E+Y	14	1	K+EE+D_ADDR+E+Y	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	4.597111734	0.000000000	4.597111734	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.597111734	0.000000000	4.597111734	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
keeol	1	f31r	K+EE+O+L	14	2	K+EE+OL	2	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	7.713413406	0.000000000	7.713413406	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.519453544	0.000000000	3.519453544	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	11	2	K+E+O+DY	2	K+E+O+DY	K+E+O+DY | K+E+O+D_ADDR+Y | K+E+O+Y | OK+E+DY | O+D_ADDR+Y	5.389772097	0.000000000	5.389772097	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.829828431	0.000000000	3.829828431	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	100	1	K+O+D_ADDR+AL+CH+Y	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	5.487663305	0.000000000	5.487663305	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.487663305	0.000000000	5.487663305	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kodary	1	f66r	K+O+D_ADDR+AR+Y	33	1	K+O+D_ADDR+AR+Y	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+R+Y	3.323445735	0.000000000	3.323445735	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.323445735	0.000000000	3.323445735	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
kody	1	f66r	K+O+DY	10	1	K+O+DY	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	3.122656721	0.000000000	3.122656721	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.122656721	0.000000000	3.122656721	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
ld	1	f66r	L+D_ADDR	6	2	L	1	L+D_ADDR	L+D_ADDR | L | AL | AL+D_ADDR | L+CHD	4.528318850	1.694621774	2.833697076	BASE1[d+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384] | BASE2[l+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238]	4.528318850	1.694621774	2.833697076	BASE1[d+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384] | BASE2[l+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238]	l=>l~L@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT523_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
lkeol	1	f66r	L+K+E+OL	16	1	L+K+E+OL	1	L+K+E+OL	L+K+E+OL | L+K+E+O+L | OL+K+E+L | K+E+OL+L | AL+K+E+OL	2.573603644	0.000000000	2.573603644	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.573603644	0.000000000	2.573603644	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
lodaiin	1	f66r	L+O+D_ADDR+AIIN	100	1	L+O+D_ADDR+AIIN	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	3.303729151	0.000000000	3.303729151	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.303729151	0.000000000	3.303729151	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
lpchees	1	f66r	L+P+CH+EE+S	78	1	L+P+CH+EE+S	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	6.950282624	0.000000000	6.950282624	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.950282624	0.000000000	6.950282624	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	70	1	L+SH+E+O+D_ADDR+Y	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+SH+E+O+D_ADDR+DY | L+E+O+DY	4.144303225	0.000000000	4.144303225	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.144303225	0.000000000	4.144303225	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
ltsholy	1	f66r	L+T+SH+OL+Y	48	1	L+T+SH+OL+Y	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | AL+T+SH+OL+Y	4.582489968	0.000000000	4.582489968	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.582489968	0.000000000	4.582489968	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	14	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	3.118715320	0.000000000	3.118715320	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.118715320	0.000000000	3.118715320	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
okalchedy	1	f66r	OK+AL+CHD+Y	100	1	OK+AL+CHD+Y	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	5.480329664	0.000000000	5.480329664	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.480329664	0.000000000	5.480329664	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
okedals	1	f66r	OK+AL+S	100	3	OK+E+D_ADDR+AL+S	3	OK+E+D_ADDR+AL+S	OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+AL+S | OK+E+AL | OK+E+D_ADDR+AL+SH	6.417205445	0.000000000	6.417205445	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	5.521873190	0.000000000	5.521873190	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	44	1	OK+E+D_ADDR+AM_ADDR	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+E+DY | OK+AM_ADDR	4.774480648	0.000000000	4.774480648	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.774480648	0.000000000	4.774480648	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
okoy	1	f20v	OK+O+Y	4	1	OK+O+Y	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	2.268247658	0.000000000	2.268247658	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.268247658	0.000000000	2.268247658	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
olsheor	1	f31r	OL+SH+E+OR	66	1	OL+SH+E+OR	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+K+E+OR | OL+E+OR	3.968831649	0.000000000	3.968831649	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.968831649	0.000000000	3.968831649	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
otalor	1	f66r	OT+AL+OR	55	1	OT+AL+OR	1	OT+AL+OR	OT+AL+OR | OT+L+OR | O+L+AL+OR | OT+AL+O+R | O+T+AL+OR	3.084508197	0.000000000	3.084508197	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.084508197	0.000000000	3.084508197	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
otcheo	1	f66r	OT+CH+E+O	20	1	OT+CH+E+O	1	OT+CH+E+O	OT+CH+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+LOCAL_C+E+O | OT+CH+SH+E+O	2.156905472	1.396046422	0.760859050	BASE1[cheo+ot=>OT@LEFT/LEFT;n=23/25;p=0.903846;r=0.920000;b=0.918992] | BASE2[oteo+ch=>CH@INNER/INNER;n=38/67;p=0.550000;r=0.950000;b=0.477055]	2.156905472	1.396046422	0.760859050	BASE1[cheo+ot=>OT@LEFT/LEFT;n=23/25;p=0.903846;r=0.920000;b=0.918992] | BASE2[oteo+ch=>CH@INNER/INNER;n=38/67;p=0.550000;r=0.950000;b=0.477055]	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
oteochey	1	f66r	OT+E+O+CH+E+Y	45	1	OT+E+O+CH+E+Y	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+SH+E+Y | OT+E+O+CH+Y	4.595359433	0.000000000	4.595359433	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.595359433	0.000000000	4.595359433	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
p	1	f66r	P	1	1	P	1	P	P	2.429767297	0.000000000	2.429767297	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	2.429767297	0.000000000	2.429767297	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	p=>p~P@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	10	1	P+CH+O+LOCAL_CHAR_F	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | O+P+CH+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F	3.724625272	0.000000000	3.724625272	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.724625272	0.000000000	3.724625272	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
pdaiin	1	f66r	P+AIIN	100	1	P+AIIN	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	4.213988083	0.000000000	4.213988083	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.213988083	0.000000000	4.213988083	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	18	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+CH+Y	7.013062121	0.000000000	7.013062121	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	7.013062121	0.000000000	7.013062121	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	34	1	P+SH+E+O+D_ADDR+Y	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+SH+E+O+D_ADDR+DY	4.633859009	0.000000000	4.633859009	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.633859009	0.000000000	4.633859009	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	100	1	P+Y+D_ADDR+AIIN	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+AIIN	3.404179395	0.000000000	3.404179395	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	3.404179395	0.000000000	3.404179395	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qef	1	f31r	E+LOCAL_CHAR_F	4	2	CARRIER_Q+E+LOCAL_CHAR_F	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	6.500320762	0.000000000	6.500320762	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.222664372	0.000000000	4.222664372	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	93	3	CARRIER_Q+O+CH+T+E+DY	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+D_ADDR+Y	7.602787574	0.000000000	7.602787574	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.997219659	0.000000000	4.997219659	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	68	1	CARRIER_Q+O+E+K+E+DY	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	4.012847839	0.000000000	4.012847839	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	4.012847839	0.000000000	4.012847839	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
qokaiir	1	f66r	OK+IIN+R	100	1	OK+IIN+R	1	OK+IIN+R	OK+IIN+R | OK+AIIN+R | CARRIER_Q+OK+IIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	6.170661890	0.000000000	6.170661890	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	6.170661890	0.000000000	6.170661890	NO_TWO_DISTINCT_BASE_AND_EDIT_CHANNELS	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT523_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__TWO_DISTINCT_OLD_BASES_MUST_POSITIVELY_SUPPORT_THE_SAME_CANDIDATE
