statement_id	page	record	owner_noun_de	clean_instruction_de	recoded_family_sequence	packed_recipe_sequence	packed_canonical_card_ids	predicted_cards	attested_packed_cards	unpacked_components	observed_recipe_sequence_after_reveal	observed_card_ids_after_reveal	observed_cards	card_count_delta	exact_recipe_sequence	exact_recipe_multiset	generation_contract
B4-S010	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	Am zweiten durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; den Schritt schliessen.	OL+DY	OL+DY	PROC047	1	1	NONE	OL+DY	PROC047	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S011	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	AIIN+Y+E+CHK+EE+OL+OK+AIN+OK+Y+CHD+OL+E+L+K+DY	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	PROC009 | PROC083 | PROC158 | PROC080 | PROC042 | PROC013 | PROC159	7	7	NONE	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	PROC009 | PROC083 | PROC158 | PROC080 | PROC042 | PROC013 | PROC159	7	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S012	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Leiten und umsetzen; den Schritt schliessen.	L+CHD+DY	L+CHD+DY	PROC120	1	1	NONE	L+CHD+DY	PROC120	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S013	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Weiter ansetzen; dann absetzen lassen; den Schritt schliessen.	OL+OK+SHED+DY	OK+OL | SHED+DY	PROC037 | PROC078	2	2	NONE	OK+OL | SHED+DY	PROC160 | PROC078	2	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S014	f83r	B4	die linke offene Randstation	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.	OR+Y+E+O+CKH+SH+AIR+Y+DY	OR | O+CKH+E+Y | SH | AIR+Y+DY	PROC016 | PROC161 | PROC058 | PROC162	4	4	NONE	OR | Y | O+CKH+E+Y | AIR+Y+DY	PROC016 | PROC019 | PROC161 | PROC162	4	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S015	f83r	B4	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz an der Sammelstelle halten, leiten, umsetzen und schliessen.	AIN+OK+Y+EE+SH+AIN+K+CKH+AL+CH+E+SOLK+SH+L+CHD+DY	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | UNPACKED(E) | UNPACKED(SOLK) | SH | L+CHD+DY	PROC080 | PROC031 | PROC069 | PROC163 | NONE | NONE | PROC058 | PROC120	8	6	E+SOLK	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	PROC080 | PROC031 | PROC069 | PROC163 | PROC164 | PROC120	6	2	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B4-S016	f83r	B4	die rechte S-Lauf-Mehrfachstation	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, absetzen lassen und schliessen.	AIN+OL+K+AL+AR+SHED+DY	OL+K+AIN | AL | AR | SHED+DY	PROC070 | PROC055 | PROC003 | PROC078	4	4	NONE	OL+K+AIN | AL | K+AR | SHED+DY	PROC070 | PROC055 | PROC165 | PROC078	4	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B5-S001	f83r	B5	die linke offene Nebenstation	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	OT+CHD+DY	OT+CHD+DY	PROC145	1	1	NONE	OT+CHD+DY	PROC166	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B5-S002	f83r	B5	die linke offene Nebenstation	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	OK+CHD+DY	OK+CHD+DY	PROC082	1	1	NONE	OK+CHD+DY	PROC082	1	0	YES	YES	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B5-S003	f83r	B5	die linke offene Nebenstation	An der linken offenen Nebenstation: An der Zielstelle absetzen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, fuer den zweiten Durchgang bis zur Arbeitsstufe fuehren und den Posten umsetzen.	AL+SHED+OL+L+OL+AL+CHD+AIIN+OL+DA+IIN+Y+CHD	SHED+AL | L+OL | OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	PROC142 | PROC167 | PROC013 | PROC168 | PROC009 | PROC013 | PROC169 | PROC042	8	8	NONE	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	PROC142 | PROC055 | PROC013 | PROC167 | PROC168 | PROC009 | PROC013 | PROC169 | PROC042	9	-1	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
B6-S001	f83r	B6	die rechte S-Lauf-Nebenstation	An der rechten S-Lauf-Nebenstation: Den Posten laenger an der Sammelstelle halten, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	Y+EE+SOLK+SH+E+K+AL+R+AIIN+OL+AIN+OR+AL+L	SOLK+EE+Y | SH | UNPACKED(E) | K+AL | UNPACKED(R) | AIIN | OL | AIN | L+AL+OR	PROC170 | PROC058 | NONE | PROC062 | NONE | PROC009 | PROC013 | PROC156 | PROC173	9	7	E+R	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	PROC170 | PROC171 | PROC172 | PROC013 | PROC009 | PROC013 | PROC156 | PROC019 | PROC173	9	0	NO	NO	RECODED_COMPONENTS_PLUS_ATTESTED_173_CARD_DECK_ONLY
