complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
858	3767	G407-S489	8	f81v	ACTION:G407-E3159@1:T	G407-E3159	RUNNING:G407-E3159@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
859	3768	G407-S489	9	f81v	ACTION:G407-E3159@2:CHD	G407-E3159	RUNNING:G407-E3159@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3158@1:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
860	3769	G407-S489	10	f81v	ACTION:G407-E3160@1:OK	G407-E3160	RUNNING:G407-E3160@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3160@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
861	3771	G407-S489	12	f81v	ACTION:G407-E3162@1:CH	G407-E3162	RUNNING:G407-E3162@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3160@1:OK	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
862	3774	G407-S489	15	f81v	ACTION:G407-E3162@4:T	G407-E3162	RUNNING:G407-E3162@4	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken	Stelle die Stationsbedingung nach dem Zustand der Ausgangsstation oder des Ausgangsbeckens ein	NO
863	3776	G407-S489	17	f81v	ACTION:G407-E3164@1:OK	G407-E3164	RUNNING:G407-E3164@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3162@1:CH	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
864	3779	G407-S490	2	f81v	ACTION:G407-E3166@1:SH	G407-E3166	RUNNING:G407-E3166@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3166:RUNNING:G407-E3166@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
865	3781	G407-S490	4	f81v	ACTION:G407-E3167@2:K	G407-E3167	RUNNING:G407-E3167@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3166@1:SH	Führe zu	Bringe denselben Körper ein	YES
866	3785	G407-S490	8	f81v	ACTION:G407-E3168@2:K	G407-E3168	RUNNING:G407-E3168@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3167@2:K	Führe zu	Bringe denselben Körper ein	YES
867	3788	G407-S491	1	f81v	ACTION:G407-E3169@1:OK	G407-E3169	RUNNING:G407-E3169@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite vor	Beschicke oder bereite den Stationsansatz vor	YES
868	3791	G407-S491	4	f81v	ACTION:G407-E3170@1:SH	G407-E3170	RUNNING:G407-E3170@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3169@1:OK	Halte den Zustand	Halte denselben Stationsansatz	YES
869	3796	G407-S491	9	f81v	ACTION:G407-E3172@2:K	G407-E3172	RUNNING:G407-E3172@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3170@1:SH	Führe zu	Führe denselben Stationsansatz zu	YES
870	3799	G407-S492	1	f81v	ACTION:G407-E3173@1:T	G407-E3173	RUNNING:G407-E3173@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I	Temperiere den Stationsansatz auf Grad I	NO
871	3801	G407-S493	1	f81v	ACTION:G407-E3174@1:CH	G407-E3174	RUNNING:G407-E3174@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3174@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
872	3802	G407-S493	2	f81v	ACTION:G407-E3174@2:K	G407-E3174	RUNNING:G407-E3174@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3174@2:K	Führe den Stationsansatz auf Grad I zu	Führe den Stationsansatz auf Grad I zu	YES
873	3803	G407-S493	3	f81v	ACTION:G407-E3175@1:SH	G407-E3175	RUNNING:G407-E3175@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3174@2:K	Halte den Zustand	Halte denselben Stationsansatz	YES
874	3804	G407-S493	4	f81v	ACTION:G407-E3175@2:CH	G407-E3175	RUNNING:G407-E3175@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3175@1:SH	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
875	3805	G407-S493	5	f81v	ACTION:G407-E3175@3:K	G407-E3175	RUNNING:G407-E3175@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3175@2:CH	Führe auf Grad I zu	Führe denselben Stationsansatz auf Grad I zu	YES
876	3807	G407-S495	1	f82r	ACTION:G407-E3177@3:SH	G407-E3177	RUNNING:G407-E3177@3	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3177:RUNNING:G407-E3177@6	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II und an der Stations-Arbeitsstelle; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	NO
877	3808	G407-S495	2	f82r	ACTION:G407-E3178@1:OK	G407-E3178	RUNNING:G407-E3178@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3178@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES
878	3811	G407-S495	5	f82r	ACTION:G407-E3180@1:SH	G407-E3180	RUNNING:G407-E3180@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3180@3:K	Halte den Zustand	Halte den Stationsansatz	YES
879	3812	G407-S495	6	f82r	ACTION:G407-E3180@2:CH	G407-E3180	RUNNING:G407-E3180@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3180@3:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
880	3813	G407-S495	7	f82r	ACTION:G407-E3180@3:K	G407-E3180	RUNNING:G407-E3180@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3180@3:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
881	3814	G407-S495	8	f82r	ACTION:G407-E3181@1:OK	G407-E3181	RUNNING:G407-E3181@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	UNIT	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3181@1:OK	Beschicke oder bereite die Becken- oder Körpereinheit auf Grad II vor	Beschicke oder bereite die Becken- oder Körpereinheit auf Grad II vor	YES
882	3815	G407-S495	9	f82r	ACTION:G407-E3182@1:SH	G407-E3182	RUNNING:G407-E3182@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	Y+AIIN	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3182:RUNNING:G407-E3182@3|RUNNING:G407-E3183@1	Halte den Stationsansatz und das Stations- oder Badmaß im Bad auf Grad II	Halte den Körper im Bad bei der angegebenen Füllung auf Grad II	NO
883	3816	G407-S495	10	f82r	ACTION:G407-E3184@1:SH	G407-E3184	RUNNING:G407-E3184@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3184:RUNNING:G407-E3184@3	Halte den Stationsansatz im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
884	3817	G407-S495	11	f82r	ACTION:G407-E3185@2:CHD	G407-E3185	RUNNING:G407-E3185@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3185@2:CHD	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	NO
885	3819	G407-S495	13	f82r	ACTION:G407-E3186@2:CHD	G407-E3186	RUNNING:G407-E3186@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3185@2:CHD	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
886	3821	G407-S497	1	f82r	ACTION:G407-E3190@1:OK	G407-E3190	RUNNING:G407-E3190@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
887	3822	G407-S497	2	f82r	ACTION:G407-E3191@2:CH	G407-E3191	RUNNING:G407-E3191@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3191@3:K	Entnimm oder lass über den Stationskontakt oder die Leitung ab	Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab	YES
888	3823	G407-S497	3	f82r	ACTION:G407-E3191@3:K	G407-E3191	RUNNING:G407-E3191@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3191@3:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
889	3824	G407-S497	4	f82r	ACTION:G407-E3192@2:CHD	G407-E3192	RUNNING:G407-E3192@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E3191@3:K	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	NO
890	3825	G407-S497	5	f82r	ACTION:G407-E3193@1:OK	G407-E3193	RUNNING:G407-E3193@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3193@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	YES
891	3826	G407-S497	6	f82r	ACTION:G407-E3194@2:CH	G407-E3194	RUNNING:G407-E3194@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3193@1:OK	Entnimm oder lass über den Stationskontakt oder die Leitung ab	Entnimm oder lass denselben Stationsansatz über den Stationskontakt oder die Leitung ab	YES
892	3827	G407-S497	7	f82r	ACTION:G407-E3194@3:K	G407-E3194	RUNNING:G407-E3194@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3194@2:CH	Führe auf Grad I zu	Führe denselben Stationsansatz auf Grad I zu	YES
893	3829	G407-S498	1	f82r	ACTION:G407-E3195@1:OK	G407-E3195	RUNNING:G407-E3195@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3195@1:OK	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
894	3831	G407-S498	3	f82r	ACTION:G407-E3196@2:K	G407-E3196	RUNNING:G407-E3196@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3196@2:K	Führe das Stations- oder Badmaß zu	Führe eine abgemessene Menge desselben Stationsansatzes zu	YES
895	3832	G407-S498	4	f82r	ACTION:G407-E3197@1:CH	G407-E3197	RUNNING:G407-E3197@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3197@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
896	3833	G407-S498	5	f82r	ACTION:G407-E3197@2:K	G407-E3197	RUNNING:G407-E3197@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3197@2:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
897	3834	G407-S498	6	f82r	ACTION:G407-E3198@1:OK	G407-E3198	RUNNING:G407-E3198@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3198@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES
898	3835	G407-S498	7	f82r	ACTION:G407-E3199@1:OK	G407-E3199	RUNNING:G407-E3199@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3199@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine weitere abgemessene Menge desselben Stationsansatzes vor	YES
899	3836	G407-S498	8	f82r	ACTION:G407-E3200@2:CH	G407-E3200	RUNNING:G407-E3200@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3197@2:K	Entnimm oder lass in Anwendungsform ab	Entnimm oder lass denselben Stationsansatz in Anwendungsform ab	YES
900	3837	G407-S498	9	f82r	ACTION:G407-E3200@3:T	G407-E3200	RUNNING:G407-E3200@3	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere	Temperiere den Stationsansatz	NO
901	3840	G407-S498	12	f82r	ACTION:G407-E3201@1:CH	G407-E3201	RUNNING:G407-E3201@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3201@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
902	3841	G407-S498	13	f82r	ACTION:G407-E3201@2:K	G407-E3201	RUNNING:G407-E3201@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3201@2:K	Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu	Führe den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung zu	YES
903	3845	G407-S499	3	f82r	ACTION:G407-E3204@1:OK	G407-E3204	RUNNING:G407-E3204@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3204@1:OK	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
904	3846	G407-S499	4	f82r	ACTION:G407-E3205@1:SH	G407-E3205	RUNNING:G407-E3205@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E3205:RUNNING:G407-E3203@3	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
905	3847	G407-S499	5	f82r	ACTION:G407-E3205@3:CH	G407-E3205	RUNNING:G407-E3205@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3205@4:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
906	3848	G407-S499	6	f82r	ACTION:G407-E3205@4:K	G407-E3205	RUNNING:G407-E3205@4	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3205@4:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
907	3849	G407-S499	7	f82r	ACTION:G407-E3206@1:OK	G407-E3206	RUNNING:G407-E3206@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3206@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
908	3851	G407-S499	9	f82r	ACTION:G407-E3208@2:K	G407-E3208	RUNNING:G407-E3208@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3208@3:CHD	Führe über den Stationskontakt oder die Leitung zu	Führe den Stationsansatz über den Stationskontakt oder die Leitung zu	YES
909	3852	G407-S499	10	f82r	ACTION:G407-E3208@3:CHD	G407-E3208	RUNNING:G407-E3208@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3208@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
910	3853	G407-S499	11	f82r	ACTION:G407-E3209@1:OK	G407-E3209	RUNNING:G407-E3209@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3208@3:CHD	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite denselben Stationsansatz auf Grad II vor	YES
911	3855	G407-S500	1	f82r	ACTION:G407-E3210@1:OK	G407-E3210	RUNNING:G407-E3210@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
912	3856	G407-S500	2	f82r	ACTION:G407-E3211@1:CH	G407-E3211	RUNNING:G407-E3211@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3210@1:OK	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
913	3857	G407-S500	3	f82r	ACTION:G407-E3211@2:T	G407-E3211	RUNNING:G407-E3211@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	NO
