statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	object_complete_action_count	remaining_action_gap_count	gdt599_new_completion_count	coverage_state	object_class_profile	gdt584_reader_de	gdt599_complete_reader_de	paragraph_count	paragraph_count_preserved
149	G407-S430	f81r	BIOLOGICAL	F81R_LOWER_POOL	7	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	CONDITION:1|STATION:4	Entnimm oder lass ab. Reguliere die Stationsbedingung an der Stations-Arbeitsstelle. Wähle den Stationsansatz aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Entnimm oder lass den Stationsansatz ab. Reguliere die Stationsbedingung an der Stations-Arbeitsstelle. Wähle den Stationsansatz aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite denselben Stationsansatz auf Grad I vor. Schließe den Arbeitsgang.	1	YES
150	G407-S432	f81r	BIOLOGICAL	F81R_LOWER_POOL	7	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:4	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Beschicke oder bereite vor. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Wähle die Einheit aus. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz. Beschicke oder bereite denselben Stationsansatz auf Grad I vor. Wähle denselben Stationsansatz aus. Schließe den Arbeitsgang.	1	YES
151	G407-S433	f81r	BIOLOGICAL	F81R_LOWER_POOL	8	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:5	"Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Reguliere das Stations- oder Badmaß und den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab. Halte im Bad auf Grad II. Schließe den Arbeitsgang."	"Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Reguliere das Stationsmaß und den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab. Halte denselben Stationsansatz im Bad auf Grad II. Schließe den Arbeitsgang."	2	YES
152	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	10	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:5	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Reguliere den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Führe das Stations- oder Badmaß über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz. Reguliere den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Fahre im selben Arbeitsgang fort. Führe eine abgemessene Menge desselben Stationsansatzes über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
153	G407-S436	f81r	BIOLOGICAL	F81R_LOWER_POOL	11	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|STATION:3|UNIT:2	Wähle die Becken- oder Körpereinheit aus. Fahre im selben Arbeitsgang fort. Führe von der Ausgangsstation oder aus dem Ausgangsbecken zu. Fahre im selben Arbeitsgang fort. Führe das Stations- oder Badmaß zu. Fahre im selben Arbeitsgang fort. Führe zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Wähle die Stationseinheit aus. Fahre im selben Arbeitsgang fort. Bringe dieselbe Stationseinheit von der Ausgangsstation oder aus dem Ausgangsbecken ein. Fahre im selben Arbeitsgang fort. Führe eine abgemessene Menge des Stationsansatzes zu. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
154	G407-S437	f81r	BIOLOGICAL	F81R_LOWER_POOL	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Fahre im selben Arbeitsgang fort. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
155	G407-S438	f81r	BIOLOGICAL	F81R_LOWER_POOL	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1	Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
156	G407-S440	f81r	BIOLOGICAL	F81R_LOWER_POOL	2	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:2	Entnimm oder lass auf Grad I ab. Leite die Becken- oder Körpereinheit und das Stations- oder Badmaß in der Innenform und von der Ausgangsstation oder aus dem Ausgangsbecken um.	Lass den Beckeninhalt auf Grad I ab. Leite die angegebene Menge des Beckeninhalts in der Innenform und von der Ausgangsstation oder aus dem Ausgangsbecken um.	1	YES
157	G407-S441	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	3	3	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|PORTION:1	Wende von der Ausgangsstation oder aus dem Ausgangsbecken an. Halte den Stationsansatz im Bad auf Grad I. Führe auf Grad II zu. Schließe den Arbeitsgang.	Wende die Anwendungsportion von der Ausgangsstation oder aus dem Ausgangsbecken an. Halte den Körper im Bad auf Grad I. Bringe denselben Körper auf Grad II ein. Schließe den Arbeitsgang.	1	YES
158	G407-S442	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY:4	Halte im Bad auf Grad I. Führe an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken zu. Fahre im selben Arbeitsgang fort. Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Bringe denselben Körper an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken ein. Fahre im selben Arbeitsgang fort. Setze denselben Körper ein. Behandle denselben Körper. Schließe den Arbeitsgang.	1	YES
159	G407-S443	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	5	5	0	3	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|PORTION:1|STATION:3	Halte im Bad auf Grad I. Führe die Anwendungsportion zu. Halte im Bad in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung. Führe den Stationsansatz zu. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Halte den Körper im Bad auf Grad I. Führe die Anwendungsportion zu. Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I, in Feinform, an der Stations-Hauptstelle und über den Stationskontakt oder die Leitung. Führe den Stationsansatz zu. Beschicke oder bereite denselben Stationsansatz auf Grad I vor. Schließe den Arbeitsgang.	1	YES
160	G407-S444	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	16	9	9	0	7	ALL_ACTIONS_OBJECT_COMPLETE	FLOW:1|MEASURE:3|PORTION:4|STATION:1	Beschicke oder bereite das Stations- oder Badmaß vor. Führe entlang des Stationswegs oder Kanals zu. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Wähle das Stations- oder Badmaß aus. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	Bereite eine abgemessene Menge des Stationsansatzes vor. Führe dieselbe abgemessene Menge entlang des Stationswegs oder Kanals zu. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe dieselbe Anwendungsportion. Fahre im selben Arbeitsgang fort. Wähle das Stationsmaß aus. Fahre im selben Arbeitsgang fort. Führe dieselbe Anwendungsportion zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	1	YES
161	G407-S446	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:4	Führe den Stationsansatz und die Anwendungsportion an der Stations-Arbeitsstelle zu. Halte im Bad auf Grad I. Führe zu. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	Führe den Stationsansatz und die Anwendungsportion an der Stations-Arbeitsstelle zu. Halte den Stationsansatz im Bad auf Grad I. Führe denselben Stationsansatz zu. Behandle den Stationsansatz zur Zielstation oder ins Zielbecken. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	1	YES
162	G407-S447	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	15	12	12	0	11	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:1|PORTION:2|STATION:9	"Beschicke oder bereite das Stations- oder Badmaß vor. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Fahre im selben Arbeitsgang fort. Führe das Stations- oder Badmaß, die Anwendungsportion und den Stationsansatz zu. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß und die Anwendungsportion vor. Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Bereite eine abgemessene Anwendungsportion vor. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz auf Grad II zu. Fahre im selben Arbeitsgang fort. Führe das Stations- oder Badmaß, die Anwendungsportion und den Stationsansatz zu. Entnimm oder lass den Stationsansatz ab. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß und die Anwendungsportion vor. Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Beschicke oder bereite denselben Stationsansatz auf Grad II vor. Schließe den Arbeitsgang."	2	YES
163	G407-S448	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	12	10	10	0	8	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:3|PORTION:2|STATION:5	Beschicke oder bereite den Stationsansatz vor. Führe das Stations- oder Badmaß von der Ausgangsstation oder aus dem Ausgangsbecken zu. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beschicke oder bereite die Anwendungsportion vor. Beschicke oder bereite das Stations- oder Badmaß vor. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Wähle das Stations- oder Badmaß aus. Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Führe eine abgemessene Menge desselben Stationsansatzes von der Ausgangsstation oder aus dem Ausgangsbecken zu. Beschicke oder bereite denselben Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beschicke oder bereite die Anwendungsportion vor. Bereite eine abgemessene Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Entnimm oder lass denselben Stationsansatz in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Wähle das Stationsmaß aus. Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor. Schließe den Arbeitsgang.	1	YES
164	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	11	7	7	0	5	ALL_ACTIONS_OBJECT_COMPLETE	MEASURE:2|STATION:3|UNIT:2	Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe das Stations- oder Badmaß zur Zielstation oder ins Zielbecken zu. Beschicke oder bereite das Stations- oder Badmaß auf Grad II und zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Behandle den Ansatz. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort. Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I. Nimm dieselbe Becken- oder Körpereinheit heraus. Führe eine abgemessene Menge des Stationsansatzes zur Zielstation oder ins Zielbecken zu. Bereite eine weitere abgemessene Menge des Stationsansatzes auf Grad II und zur Zielstation oder ins Zielbecken vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
165	G407-S450	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1|UNIT:1	Fahre im selben Arbeitsgang fort. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Fahre im selben Arbeitsgang fort. Halte dieselbe Stationseinheit im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
166	G407-S451	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	UNIT:1	Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Halte die Badeinheit im Bad auf Grad II. Schließe den Arbeitsgang.	1	YES
167	G407-S455	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	8	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|STATION:4	Wende an. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad. Halte den Stationsansatz im Bad an der Stations-Hauptstelle. Lass anschließend auf Grad II und an der Stations-Arbeitsstelle abkühlen. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Setze den Körper ein. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad. Halte den Stationsansatz im Bad an der Stations-Hauptstelle. Lass denselben Stationsansatz anschließend auf Grad II und an der Stations-Arbeitsstelle abkühlen. Setze denselben Stationsansatz in Anwendungsform ein; übernimm das Ergebnis als neuen Bad- oder Stationsansatz. Beschicke oder bereite denselben Stationsansatz auf Grad II vor. Schließe den Arbeitsgang.	1	YES
168	G407-S457	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2	Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Bereite den Körper vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
169	G407-S458	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	21	13	13	0	9	ALL_ACTIONS_OBJECT_COMPLETE	STATION:13	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	2	YES
170	G407-S460	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	1	YES
171	G407-S461	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	4	4	0	2	ALL_ACTIONS_OBJECT_COMPLETE	STATION:4	Entnimm oder lass auf Grad I ab. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Führe den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass den Stationsansatz auf Grad I ab. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Führe den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	1	YES
172	G407-S462	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	5	5	0	2	ALL_ACTIONS_OBJECT_COMPLETE	BODY:3|STATION:2	Führe den Stationsansatz auf Grad I zu. Halte den Stationsansatz im Bad auf Grad I. Entnimm oder lass an der Stations-Arbeitsstelle ab. Wähle die Einheit auf Grad I und an der Stations-Arbeitsstelle aus. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Führe den Stationsansatz auf Grad I zu. Halte den Körper im Bad auf Grad I. Nimm denselben Körper an der Stations-Arbeitsstelle heraus. Wähle denselben Körper auf Grad I und an der Stations-Arbeitsstelle aus. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	1	YES
173	G407-S463	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	1	YES
174	G407-S465	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	2	2	0	1	ALL_ACTIONS_OBJECT_COMPLETE	BODY:1|STATION:1	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
175	G407-S466	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	4	4	0	3	ALL_ACTIONS_OBJECT_COMPLETE	STATION:4	Führe den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle zu. Halte im Bad auf Grad II. Führe den Stationsansatz und das Stations- oder Badmaß zu. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Führe den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle zu. Halte denselben Stationsansatz im Bad auf Grad II. Führe den Stationsansatz und das Stations- oder Badmaß zu. Beschicke oder bereite denselben Stationsansatz auf Grad I vor. Schließe den Arbeitsgang.	1	YES
176	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	17	15	15	0	6	ALL_ACTIONS_OBJECT_COMPLETE	BODY:2|STATION:12|UNIT:1	Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wende an. Behandle den Stationsansatz. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Wähle die Einheit an der Stations-Hauptstelle aus. Halte den Zustand über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Behandle den Stationsansatz in Anwendungsform, in Feinform und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe. Behandle den Stationsansatz. Reguliere den Stationsansatz und die Becken- oder Körpereinheit von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab. Setze den Stationsansatz ein. Behandle den Stationsansatz. Beschicke oder bereite denselben Stationsansatz zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Wähle denselben Körper an der Stations-Hauptstelle aus. Halte den Stationsansatz über den Stationskontakt oder die Leitung. Entnimm oder lass den Stationsansatz ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Behandle den Stationsansatz in Anwendungsform, in Feinform; übernimm das Ergebnis als neuen Bad- oder Stationsansatz. Kennzeichne oder prüfe denselben Stationsansatz. Behandle den Stationsansatz. Reguliere den Stationsansatz und die Stationseinheit von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte dieselbe Stationseinheit im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
177	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	3	3	0	1	ALL_ACTIONS_OBJECT_COMPLETE	STATION:3	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz, in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz, in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	1	YES
178	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	8	6	6	0	3	ALL_ACTIONS_OBJECT_COMPLETE	STATION:6	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz. Wende an. Behandle den Stationsansatz. Halte den Zustand. Führe zu. Behandle den Ansatz. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz. Setze den Stationsansatz ein. Behandle den Stationsansatz. Halte denselben Stationsansatz. Führe denselben Stationsansatz zu. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
179	G407-S471	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	2	2	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:2	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	1	YES
180	G407-S472	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	1	1	0	0	ALL_ACTIONS_OBJECT_COMPLETE	STATION:1	Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Schließe den Arbeitsgang.	1	YES
181	G407-S473	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	7	6	6	0	5	ALL_ACTIONS_OBJECT_COMPLETE	PORTION:1|STATION:5	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Kennzeichne oder prüfe zur Zielstation oder ins Zielbecken. Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Kennzeichne oder prüfe denselben Stationsansatz zur Zielstation oder ins Zielbecken. Beschicke oder bereite denselben Stationsansatz vor. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	1	YES
