bio_statement_row	statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_sequence	internal_owner_reset	literal_exact_card_sequence	continuous_local_statement	v72_selected_paraphrase	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	repair_cost_0_4	line_crossing	contradiction	global_flow_claim	semantic_ceiling
51	B3-S008	B3	f83r	F078	1	246	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	E246:de7321bface5628e35d6	An derselben lokalen Station [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Fortschreibe Buchung `B3-S008` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: schließe den lokalen End-/Ablassposten `B3-S008:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	0	NO:f83r.6	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
52	B3-S009	B3	f83r	F079	1	247	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	NO	E247:276a7c2d74d1143446f4	An derselben lokalen Station [B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]: Gebrauche die Waschflotte am bezeichneten Körper- oder Beckenbereich dieser Station.	Fortschreibe Buchung `B3-S009` beim Besitzerposten „mittleren f83r-Randstation im Rundgefäß“: führe die exemplarisch bestimmte örtliche Stationshandlung `B3-S009:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	Einpersonen-Teilbad oder Waschstation im runden Gefäß	kleines rundes Becken für Füllen, Mischen und Ablassen	Teil eines dreifachen Randstapels ohne eigenständige Betriebsfunktion	0	NO:f83r.6	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
53	B3-S010	B3	f83r	F080	2	248|249	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	E248:ba540da978ea132f6da5 > E249:c45ebac60774620561e2	Setze den lokalen Besitzer [B3_LOWER_MARGIN_BASKET_VESSEL_STATION] (untere f83r-Randfigur im korbartigen Gefäß): Fülle danach das örtlich bezeichnete Gefäß. Lasse den örtlichen Posten bis zum bezeichneten Klarzustand ziehen und beende den Schritt.	Fortschreibe Buchung `B3-S010` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S010` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T004`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T004`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß	unterer Gefäßposten für Filtern, Halten und Auslassen	Teil des dreifachen Randstapels oder symbolischer Korb	2	NO:f83r.8	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
54	B3-S011	B3	f83r	F081	4	250|251|252|253	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	E250:348e81ba084c5acdb32b > E251:276a7c2d74d1143446f4 > E252:6f7ff8287eddf4da9fdb > E253:0bdc8b6db811b4e67a63	An derselben lokalen Station [B3_LOWER_MARGIN_BASKET_VESSEL_STATION]: Wende den aktiven Posten an der örtlich markierten Stelle an. Gebrauche die Waschflotte am bezeichneten Körper- oder Beckenbereich dieser Station. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Lasse den örtlichen Posten anschließend abkühlen.	Fortschreibe Buchung `B3-S011` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: führe die exemplarisch bestimmte örtliche Stationshandlung `B3-S011:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T005`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß	unterer Gefäßposten für Filtern, Halten und Auslassen	Teil des dreifachen Randstapels oder symbolischer Korb	1	NO:f83r.8	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
55	B3-S012	B3	f83r	F082	2	254|255	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	E254:7a4bb8136330ee4e6e56 > E255:bc4f1f5c006c74a4d26d	An derselben lokalen Station [B3_LOWER_MARGIN_BASKET_VESSEL_STATION]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B3-S012` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: verknüpfe den laufenden Recordposten `B3:I001` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T005`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß	unterer Gefäßposten für Filtern, Halten und Auslassen	Teil des dreifachen Randstapels oder symbolischer Korb	1	NO:f83r.11	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
56	B3-S013	B3	f83r	F083	4	256|257|258|259	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	E256:b5fcea1eaed06b2f2291 > E257:9da1b6ac2c929daea697 > E258:6b89d6dd70635bc60fe0 > E259:7db18b2f0fb7ed0fcfd3	An derselben lokalen Station [B3_LOWER_MARGIN_BASKET_VESSEL_STATION]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Nimm einen abgemessenen Anteil des lokalen Postens. Behalte für diesen örtlichen Schritt dieselbe Einstellung bei. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	Fortschreibe Buchung `B3-S013` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: trage den Masterwert `B3-S013:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; schließe den lokalen Spül-/Endposten `B3-S013:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T006`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß	unterer Gefäßposten für Filtern, Halten und Auslassen	Teil des dreifachen Randstapels oder symbolischer Korb	1	NO:f83r.11	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
57	B3-S014	B3	f83r	F084	2	260|261	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	E260:7d2404c835b10a2c06af > E261:03626ca94cb17800d767	An derselben lokalen Station [B3_LOWER_MARGIN_BASKET_VESSEL_STATION]: Öffne danach den innerhalb dieser Station bezeichneten oberen Lauf. Wasche den bezeichneten Bereich einmal und beende den örtlichen Schritt.	Fortschreibe Buchung `B3-S014` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S014` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T007`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T007`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß	unterer Gefäßposten für Filtern, Halten und Auslassen	Teil des dreifachen Randstapels oder symbolischer Korb	2	NO:f83r.11	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
58	B3-S015	B3	f83r	F085	1	262	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	NO	E262:de7321bface5628e35d6	An derselben lokalen Station [B3_LOWER_MARGIN_BASKET_VESSEL_STATION]: Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Fortschreibe Buchung `B3-S015` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“: schließe den lokalen End-/Ablassposten `B3-S015:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T007`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß	unterer Gefäßposten für Filtern, Halten und Auslassen	Teil des dreifachen Randstapels oder symbolischer Korb	0	NO:f83r.11	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
59	B3-S016	B3	f83r	F086|F087	2	263|264	B3_LOWER_MARGIN_BASKET_VESSEL_STATION > B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES	E263:2b7fa918d1b2f5c656e3 > E264:07913ef9b1fb773cd325	An derselben lokalen Station [B3_LOWER_MARGIN_BASKET_VESSEL_STATION]: Schließe den bezeichneten unteren Ablauf dieser Station. OHNE BILDVERBINDUNG: Setze jetzt einen neuen lokalen Besitzer. Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Lasse den örtlichen Posten abkühlen und beende den Schritt.	Fortschreibe Buchung `B3-S016` beim Besitzerposten „unteren f83r-Randstation im Korbgefäß“ sowie nach lokalem Reset beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S016` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	örtliche Anwendung oder Teilbad im korbartigen Gefäß / nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	unterer Gefäßposten für Filtern, Halten und Auslassen / nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	Teil des dreifachen Randstapels oder symbolischer Korb / unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	4	YES:f83r.11→f83r.14; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
60	B3-S017	B3	f83r	F088	1	265	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E265:7d25241b0e56c836372a	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	Fortschreibe Buchung `B3-S017` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S017` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	NO:f83r.14	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
61	B3-S018	B3	f83r	F089	1	266	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E266:bc4f1f5c006c74a4d26d	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Fortschreibe Buchung `B3-S018` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S018` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	NO:f83r.14	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
62	B3-S019	B3	f83r	F090	1	267	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E267:db167f8e9b53eefb58f8	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Erwärme den Bade- oder Waschzusatz sanft und beende den örtlichen Arbeitsschritt.	Fortschreibe Buchung `B3-S019` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T008`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T008`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	NO:f83r.14	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
63	B3-S020	B3	f83r	F091	2	268|269	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E268:dd0ecaf5e27d81befffc > E269:de7321bface5628e35d6	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Fortschreibe Buchung `B3-S020` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: setze den lokalen Zielslot `B3:T009` aus `B3-S020:TARGET_ASSIGN_01`; schließe den lokalen End-/Ablassposten `B3-S020:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T009`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	1	NO:f83r.14	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
64	B3-S021	B3	f83r	F092|F093	11	270|271|272|273|274|275|276|277|278|279|280	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E270:b5fcea1eaed06b2f2291 > E271:e0b630cb1b5df5e7105b > E272:dd0ecaf5e27d81befffc > E273:b921a237be883a820352 > E274:2f1c5e56e8f0ff459065 > E275:abb23e5e6936b4147f76 > E276:cb57b696b815fdef9cb7 > E277:b921a237be883a820352 > E278:dd0ecaf5e27d81befffc > E279:e0b630cb1b5df5e7105b > E280:2bc2ed2630dbdaaa6b59	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Verwende nun diese aktive Bade- oder Waschportion. Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt. Verwende warmes Wasser für diesen örtlichen Posten. Verwende nun diese aktive Bade- oder Waschportion. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Behalte den örtlichen Rückstand und beende den Schritt.	Fortschreibe Buchung `B3-S021` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: trage den Masterwert `B3-S021:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; prüfe den im Master bezeichneten Freigabezustand `B3-S021:STATE_GATE_01` und markiere erst danach den Posten bereit; setze den lokalen Zielslot `B3:T010` aus `B3-S021:TARGET_ASSIGN_01`; trage den Masterwert `B3-S021:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein; setze den lokalen Zielslot `B3:T010` aus `B3-S021:TARGET_ASSIGN_02`; prüfe den im Master bezeichneten Freigabezustand `B3-S021:STATE_GATE_02` und markiere erst danach den Posten bereit. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T010`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	YES:f83r.14→f83r.15; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
65	B3-S022	B3	f83r	F094	1	281	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E281:4de12cf322dfb76ded1e	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	Fortschreibe Buchung `B3-S022` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S022` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I001` und gegebenenfalls Ziel `B3:T010`. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T010`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	NO:f83r.15	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
66	B3-S023	B3	f83r	F095	1	282	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E282:de7321bface5628e35d6	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Fortschreibe Buchung `B3-S023` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: schließe den lokalen End-/Ablassposten `B3-S023:TERMINAL_DRAIN_01` ab; vererbe keinen Weiterfluss. Endstand nur in B3: ACTIVE `B3:I001`, TARGET `B3:T010`, PREVIOUS `B3:I002`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	1	NO:f83r.15	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
67	B3-S024	B3	f83r	F096	1	283	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E283:259b2b3b0bf859882e2c	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Fortschreibe Buchung `B3-S024` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S024` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T011`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T011`, PREVIOUS `B3:I001`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	NO:f83r.16	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
68	B3-S025	B3	f83r	F097	1	284	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	NO	E284:87411f84689b4f93a303	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Erwärme den lokalen Posten einmal und beende den Schritt.	Fortschreibe Buchung `B3-S025` beim Besitzerposten „ungelösten f83r-Zwischenposten zwischen Randstapel und Hauptpaar“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B3-S025` aus dem Master; buche ihn recordlokal als ACTIVE `B3:I003` und gegebenenfalls Ziel `B3:T011`. Endstand nur in B3: ACTIVE `B3:I003`, TARGET `B3:T011`, PREVIOUS `B3:I001`.	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	3	NO:f83r.16	Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker. Globaler Fluss bleibt unbehauptet.	NONE	OWNER_BOUNDED_STATEMENT_EXPANSION_NOT_TRANSLATION
