bio_event_row	event_serial	page	locus	record_unit_id	field_id	statement_id	exact_card_id	surface_display_only	literal_exact_card_layer	v71_local_owner	owner_status	owner_transition	visible_contact_basis	concrete_german_default	source_layer	parse_status	working_confidence	confidence_label	confidence_scope	medical_application_reading	bathhouse_operation_rival	iconographic_formal_rival	station_medical_model	station_bathhouse_model	strongest_rival	local_direction_status	global_flow_claim	contradiction	semantic_ceiling
221	321	f83r	f83r.26	B4	F112	B4-S003	faf321940aed922846a9	otchey	EXACT_CARD_ID=faf321940aed922846a9 | SURFACE_DISPLAY_ONLY=otchey | OPAQUE_FORMULA=FRAME_OT(OPAQUE_PAYLOAD) | KNOWN_CARD=ANTEIL? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Wähle einen Anteil ausschließlich innerhalb dieses Records aus.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Wähle einen Anteil ausschließlich innerhalb dieses Records aus.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Teilcharge aus B4:F112.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Teilcharge aus B4:F112.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANTEIL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
222	322	f83r	f83r.26	B4	F112	B4-S003	0275fbf14e07935b0a45	qokeey	EXACT_CARD_ID=0275fbf14e07935b0a45 | SURFACE_DISPLAY_ONLY=qokeey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=TEMPERIEREN? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Temperiere die Charge für den vorgesehenen örtlichen Gebrauch.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: aktive Charge an der Wärmestelle von dieser lokalen Station.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: aktive Charge an der Wärmestelle von dieser lokalen Station.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; TEMPERIEREN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
223	323	f83r	f83r.26	B4	F112	B4-S003	276a7c2d74d1143446f4	qoky	EXACT_CARD_ID=276a7c2d74d1143446f4 | SURFACE_DISPLAY_ONLY=qoky | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=ANWENDEN? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Gebrauche den gefilterten Waschposten an der bezeichneten äußeren Haut- oder Wundstelle.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Gebrauche den gefilterten Waschposten an der bezeichneten äußeren Haut- oder Wundstelle.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: aktive Charge an technischem Stationsziel F112.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: aktive Charge an technischem Stationsziel F112.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANWENDEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
224	324	f83r	f83r.26	B4	F112	B4-S003	dcda95c81a5460feb191	tol	EXACT_CARD_ID=dcda95c81a5460feb191 | SURFACE_DISPLAY_ONLY=tol | OPAQUE_FORMULA=FRAME_O(LINK) | KNOWN_CARD=NONE | KNOWN_FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	UNIQUE_FORMAL_ONLY	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: aktive Charge/Rücklauf des Feldes F112.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: aktive Charge/Rücklauf des Feldes F112.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
225	325	f83r	f83r.26	B4	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	EXACT_CARD_ID=bc4f1f5c006c74a4d26d | SURFACE_DISPLAY_ONLY=shedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Wärmequelle am Becken anlegen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Wärmequelle am Becken anlegen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
226	326	f83r	f83r.26	B4	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	EXACT_CARD_ID=eb2e4bc143f623ee03ac | SURFACE_DISPLAY_ONLY=qokylddy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den örtlichen Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den örtlichen Schritt.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Rücklaufleitung öffnen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Rücklaufleitung öffnen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
227	327	f83r	f83r.27	B4	F114	B4-S005	53cd0637c6820ba5e91f	dain	EXACT_CARD_ID=53cd0637c6820ba5e91f | SURFACE_DISPLAY_ONLY=dain | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Führe den lokalen Posten durch ein Tuch.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Führe den lokalen Posten durch ein Tuch.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Filtertuch oder Sieb einsetzen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Filtertuch oder Sieb einsetzen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
228	328	f83r	f83r.27	B4	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	EXACT_CARD_ID=6f7ff8287eddf4da9fdb | SURFACE_DISPLAY_ONLY=chedy | OPAQUE_FORMULA=VARIANT_D(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Charge durch den Filter führen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Charge durch den Filter führen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
229	329	f83r	f83r.27	B4	F114	B4-S005	7d25241b0e56c836372a	qokeedy	EXACT_CARD_ID=7d25241b0e56c836372a | SURFACE_DISPLAY_ONLY=qokeedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den örtlichen Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den örtlichen Schritt.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Rückstand vom Filter abnehmen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Rückstand vom Filter abnehmen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
230	330	f83r	f83r.27	B4	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	EXACT_CARD_ID=d68bc8de3bcee09db23c | SURFACE_DISPLAY_ONLY=shckhedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Filter lösen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Filter lösen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
231	331	f83r	f83r.27	B4	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	EXACT_CARD_ID=d68bc8de3bcee09db23c | SURFACE_DISPLAY_ONLY=shckhedy | OPAQUE_FORMULA=CLOSE(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=TERMINAL | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Seihe den lokalen Posten einmal durch ein Tuch und beende den Schritt.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Spülwasser zuführen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Spülwasser zuführen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
232	332	f83r	f83r.28	B4	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	EXACT_CARD_ID=2f1c5e56e8f0ff459065 | SURFACE_DISPLAY_ONLY=saiin | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=MASS? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=MNEMONIC_AND_FORMAL_CHANNELS	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	KNOWN_CARD_WITH_EXEMPLAR_FILL	UNIQUE_EXACT	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Mengenbuch=B4:F117:M.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Mengenbuch=B4:F117:M.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
233	333	f83r	f83r.28	B4	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	EXACT_CARD_ID=2c1a5fd92b9e3c762242 | SURFACE_DISPLAY_ONLY=cheeky | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Gebrauche oder halte den örtlichen Posten, solange er noch warm ist.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.42	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Gebrauche oder halte den örtlichen Posten, solange er noch warm ist.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Leitung bis zum klaren Lauf spülen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Leitung bis zum klaren Lauf spülen.	NO_DIRECTION_ASSERTED	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
234	334	f83r	f83r.28	B4	F117	B4-S008	92e43836d82f98bf02d3	sheey	EXACT_CARD_ID=92e43836d82f98bf02d3 | SURFACE_DISPLAY_ONLY=sheey | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SAME_FIELD_OWNER	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station.	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	0.38	LOW_MEDIUM_INTERNAL	INTERNAL_STATION_ATLAS_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Medizinische Anwendung an [B4_MAIN_ARCH_LINKED_PAIR]: Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station.	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Spülrest getrennt auffangen.	Ikonographisch/formal an [B4_MAIN_ARCH_LINKED_PAIR]: zwei getrennte Figuren mit dekorativem Bogen; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	gemeinsame Paarstation für Tuch-, Wasch- und Temperieranwendungen	gekoppeltes Beckenpaar für Filtern, Spülen und Ablassen	Badehausbetrieb an [B4_MAIN_ARCH_LINKED_PAIR]: Spülrest getrennt auffangen.	LOCAL_EXEMPLAR_DIRECTION_ONLY	NONE	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen.	LOCAL_OCCURRENCE_DEFAULT_NOT_CARD_STEM_SOUND_LANGUAGE_OR_GLOBAL_FLOW_MEANING
