page	locus	namespace	local_image_owner	interface_role	exact_surface_line	read_aloud_de	copy_recitation_de	possible_use_de	prose_value_import
f69v	f69v.21	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_18	SELECTABLE_CELESTIAL_SLOT	okolar	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.22	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_19	SELECTABLE_CELESTIAL_SLOT	ykeody	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.23	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_20	SELECTABLE_CELESTIAL_SLOT	sarydy	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.24	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_21	SELECTABLE_CELESTIAL_SLOT	otchy	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.25	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	SELECTABLE_CELESTIAL_SLOT	okeey dy	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.26	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	SELECTABLE_CELESTIAL_SLOT	okey d	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.27	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_24	SELECTABLE_CELESTIAL_SLOT	okeod	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.28	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_25	SELECTABLE_CELESTIAL_SLOT	okodchy	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.29	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_26	SELECTABLE_CELESTIAL_SLOT	okeody	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.30	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_27	SELECTABLE_CELESTIAL_SLOT	okcheys	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
f69v	f69v.31	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	SELECTABLE_CELESTIAL_SLOT	oar alys	lokale Etikette im linkes Rad mit lokalem Achtundzwanziger-Inventar	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen der 28 Bildplaetze lokal waehlen und die Ringrubrik desselben Rades konsultieren; keine Reihenfolge erfinden	NONE
