unified_serial	section	page	unit_id	local_id	surface_display_only	read_aloud_de	copy_rule_de	owner_or_namespace	meaning_or_use_de	meaning_layer
399	ASTRO	f67r2	A1	A1:G018	chkchdar	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
400	ASTRO	f67r2	A1	A1:G019	ykar	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
401	ASTRO	f67r2	A1	A1:G020	ykaly	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
402	ASTRO	f67r2	A1	A1:G021	lkshy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
403	ASTRO	f67r2	A1	A1:G022	kchy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
404	ASTRO	f67r2	A1	A1:G023	okar	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
405	ASTRO	f67r2	A1	A1:G024	chky	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
406	ASTRO	f67r2	A1	A1:G025	chykchs	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
407	ASTRO	f67r2	A1	A1:G026	chy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
408	ASTRO	f67r2	A1	A1:G027	ykees	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
409	ASTRO	f67r2	A1	A1:G028	ykchos	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
410	ASTRO	f67r2	A1	A1:G029	opodchol	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
411	ASTRO	f67r2	A1	A1:G030	s	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
412	ASTRO	f67r2	A1	A1:G031	ain	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
413	ASTRO	f67r2	A1	A1:G032	aldy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
414	ASTRO	f67r2	A1	A1:G033	soeey	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
415	ASTRO	f67r2	A1	A1:G034	doiin	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
416	ASTRO	f67r2	A1	A1:G035	oldy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
417	ASTRO	f67r2	A1	A1:G036	dolchsody	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
418	ASTRO	f67r2	A1	A1:G037	odaeiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
419	ASTRO	f67r2	A1	A1:G038	okoes	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
420	ASTRO	f67r2	A1	A1:G039	oekain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
421	ASTRO	f67r2	A1	A1:G040	y	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
422	ASTRO	f67r2	A1	A1:G041	otchey	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
423	ASTRO	f67r2	A1	A1:G042	soraiir	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
424	ASTRO	f67r2	A1	A1:G043	dy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
425	ASTRO	f67r2	A1	A1:G044	qopchy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
426	ASTRO	f67r2	A1	A1:G045	daiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
427	ASTRO	f67r2	A1	A1:G046	dal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
428	ASTRO	f67r2	A1	A1:G047	ydchos	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
429	ASTRO	f67r2	A1	A1:G048	ain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
430	ASTRO	f67r2	A1	A1:G049	ar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
431	ASTRO	f67r2	A1	A1:G050	amy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
432	ASTRO	f67r2	A1	A1:G051	chocfhy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
433	ASTRO	f67r2	A1	A1:G052	saral	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
434	ASTRO	f67r2	A1	A1:G053	sain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
435	ASTRO	f67r2	A1	A1:G054	am	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
436	ASTRO	f67r2	A1	A1:G055	ar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
437	ASTRO	f67r2	A1	A1:G056	okal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
438	ASTRO	f67r2	A1	A1:G057	oparchy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
439	ASTRO	f67r2	A1	A1:G058	salsain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
440	ASTRO	f67r2	A1	A1:G059	sodar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
441	ASTRO	f67r2	A1	A1:G060	ofar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
442	ASTRO	f67r2	A1	A1:G061	ar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
443	ASTRO	f67r2	A1	A1:G062	ydam	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
444	ASTRO	f67r2	A1	A1:G063	yteoor	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
445	ASTRO	f67r2	A1	A1:G064	yto	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
446	ASTRO	f67r2	A1	A1:G065	ykor	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
447	ASTRO	f67r2	A1	A1:G066	okeo	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
448	ASTRO	f67r2	A1	A1:G067	r	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
449	ASTRO	f67r2	A1	A1:G068	aiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
450	ASTRO	f67r2	A1	A1:G069	am	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
451	ASTRO	f67r2	A1	A1:G070	okain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
452	ASTRO	f67r2	A1	A1:G071	am	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
453	ASTRO	f67r2	A1	A1:G072	ytody	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
454	ASTRO	f67r2	A1	A1:G073	saiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
455	ASTRO	f67r2	A1	A1:G074	ochol	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
456	ASTRO	f67r2	A1	A1:G075	olol	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
457	ASTRO	f67r2	A1	A1:G076	opcholdy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
458	ASTRO	f67r2	A1	A1:G077	dosar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
459	ASTRO	f67r2	A1	A1:G078	odas	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
460	ASTRO	f67r2	A1	A1:G079	air	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
461	ASTRO	f67r2	A1	A1:G080	alaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
462	ASTRO	f67r2	A1	A1:G081	dokan	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
463	ASTRO	f67r2	A1	A1:G082	oear	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
464	ASTRO	f67r2	A1	A1:G083	odal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
465	ASTRO	f67r2	A1	A1:G084	ofar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
466	ASTRO	f67r2	A1	A1:G085	oeoldan	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
467	ASTRO	f67r2	A1	A1:G086	chol	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
468	ASTRO	f67r2	A1	A1:G087	giin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
469	ASTRO	f67r2	A1	A1:G088	okol	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
470	ASTRO	f67r2	A1	A1:G089	ytor	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
471	ASTRO	f67r2	A1	A1:G090	daiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
472	ASTRO	f67r2	A1	A1:G091	or	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
473	ASTRO	f67r2	A1	A1:G092	ytoaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
474	ASTRO	f67r2	A1	A1:G093	otoldos	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
475	ASTRO	f67r2	A1	A1:G094	octhole	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
476	ASTRO	f67r2	A1	A1:G095	sor	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
477	ASTRO	f67r2	A1	A1:G096	chedaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
478	ASTRO	f67r2	A1	A1:G097	dy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
479	ASTRO	f67r2	A1	A1:G098	yteos	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
480	ASTRO	f67r2	A1	A1:G099	oiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
