surface	truth_recipe	candidate_is_truth	baseline_rank	selected_rank	candidate_recipe	structural_cost	base_rank_cost	bigram_nll	trigram_nll	selected_score
keody	K+E+O+D_ADDR+Y	NO	4	3	K+E+O+Y	2.629241034	1.386294361	2.248616956	3.281802969	4.153795893
keody	K+E+O+D_ADDR+Y	NO	5	4	O+D_ADDR+Y	4.209485494	1.609437912	1.975063967	2.983464275	5.942886613
keody	K+E+O+D_ADDR+Y	NO	3	5	OK+E+DY	5.914444649	1.098612289	2.573354787	2.817268641	7.147822523
keody	K+E+O+D_ADDR+Y	NO	11	6	K+E+O+CHD+Y	4.795821078	2.397895273	2.320439274	3.345363794	7.335361427
keody	K+E+O+D_ADDR+Y	NO	8	7	K+CH+E+O+Y	5.536453962	2.079441542	2.388992080	3.026898765	7.751292775
keody	K+E+O+D_ADDR+Y	NO	7	8	OK+E+Y	5.842245532	1.945910149	1.569841853	2.366793279	7.886571560
keody	K+E+O+D_ADDR+Y	NO	6	9	OK+E+D_ADDR+Y	6.322411651	1.791759469	1.994002383	2.732606601	8.232336345
keody	K+E+O+D_ADDR+Y	NO	10	10	K+E+CH+E+O+Y	6.776799952	2.302585093	2.375951889	3.202680538	9.218850856
keody	K+E+O+D_ADDR+Y	NO	9	11	OK+E+CHD+Y	7.881605668	2.197224577	2.119433577	2.819798715	10.202311053
ld	L+D_ADDR	NO	1	1	L	0.433685932	0.000000000	2.782076363	3.514605907	0.591102988
ld	L+D_ADDR	NO	2	2	AL	1.689006963	0.693147181	2.389095118	3.209557638	2.522120463
ld	L+D_ADDR	YES	3	3	L+D_ADDR	1.410199596	1.098612289	3.441734566	3.885012908	2.691980572
ld	L+D_ADDR	NO	4	4	L+CHD	2.382103135	1.386294361	3.209312335	3.496200049	3.936035305
ld	L+D_ADDR	NO	5	5	AL+D_ADDR	2.673441853	1.609437912	3.461935399	3.870701953	4.466195699
ld	L+D_ADDR	NO	6	6	AL+CHD	3.714434593	1.791759469	3.680049436	3.795246027	5.693076448
lpchees	L+P+CH+EE+S	YES	3	1	L+P+CH+EE+S	3.237987239	1.098612289	3.189013281	3.528416402	4.504535270
lpchees	L+P+CH+EE+S	NO	7	2	L+P+LOCAL_C+EE+S	2.785997299	1.945910149	3.472394429	3.537625925	4.907157957
lpchees	L+P+CH+EE+S	NO	14	3	L+P+EE+S	2.785997299	2.639057330	3.401145036	3.489123346	5.597311338
lpchees	L+P+CH+EE+S	NO	1	4	L+P+CHD+E+S	6.123918405	0.000000000	3.336507237	3.485352724	6.294464904
lpchees	L+P+CH+EE+S	NO	8	5	L+P+LOCAL_C+SH+EE	4.039116474	2.079441542	3.665209526	3.694620444	6.302553765
lpchees	L+P+CH+EE+S	NO	13	6	L+P+CH+EE	3.709485685	2.564949357	3.613360982	3.672661977	6.456585617
lpchees	L+P+CH+EE+S	NO	10	7	L+P+CH+SH+EE	4.097761320	2.302585093	3.639755463	3.701590468	6.583880061
lpchees	L+P+CH+EE+S	NO	25	8	L+P+EE	3.257495745	3.218875825	3.984612600	3.635297389	6.666869319
lpchees	L+P+CH+EE+S	NO	15	9	AL+P+CH+EE+S	3.789383090	2.708050201	3.266691216	3.673491061	6.670937848
lpchees	L+P+CH+EE+S	NO	9	10	L+P+CH+EE+SH	4.393496813	2.197224577	3.758571739	3.695867406	6.777082369
lpchees	L+P+CH+EE+S	NO	27	11	AL+P+EE+S	3.337393150	3.295836866	3.494358557	3.658377115	6.812048408
lpchees	L+P+CH+EE+S	NO	29	12	L+P+LOCAL_C+SH+EE+S	3.567618028	3.367295830	3.294075991	3.567569192	7.106454987
lpchees	L+P+CH+EE+S	NO	11	13	L+P+SH+EE+S	4.568002867	2.397895273	3.066163569	3.508208497	7.130257442
lpchees	L+P+CH+EE+S	NO	30	14	L+P+CH+SH+EE+S	3.626262874	3.401197382	3.272258222	3.573667962	7.198608410
lpchees	L+P+CH+EE+S	NO	40	15	AL+P+LOCAL_C+EE+S	3.337393150	3.688879454	3.550072364	3.682700584	7.207091928
okedam	OK+E+D_ADDR+AM_ADDR	YES	2	1	OK+E+D_ADDR+AM_ADDR	2.009398719	0.693147181	2.776846963	3.091989513	2.849266811
okedam	OK+E+D_ADDR+AM_ADDR	NO	1	2	OK+E+DA+AM_ADDR	3.183452699	0.000000000	2.842986159	3.114343092	3.332385930
okedam	OK+E+D_ADDR+AM_ADDR	NO	3	3	OK+AM_ADDR	2.931286533	1.098612289	2.825324356	3.323004860	4.183607052
okedam	OK+E+D_ADDR+AM_ADDR	NO	8	4	OK+E+AM_ADDR	2.104625687	2.079441542	2.710896594	3.055526492	4.328227805
okedam	OK+E+D_ADDR+AM_ADDR	NO	4	5	OK+E+DY	3.171023164	1.386294361	2.573354787	2.817268641	4.692083111
okedam	OK+E+D_ADDR+AM_ADDR	NO	18	6	OK+E+D_ADDR+M_LOCAL	2.873740768	2.890371758	3.075177938	3.170075896	5.920243872
okedam	OK+E+D_ADDR+AM_ADDR	NO	12	7	OK+E+CHD+AM_ADDR	3.891151526	2.484906650	2.965251800	3.140934723	6.528712839
okedam	OK+E+D_ADDR+AM_ADDR	NO	9	8	OK+E+D_ADDR+A_ADDR+AM_ADDR	4.184432148	2.197224577	2.928418914	3.176131287	6.534270481
okedam	OK+E+D_ADDR+AM_ADDR	NO	7	9	OK+CHD+AM_ADDR	4.783281579	1.945910149	3.001665142	3.358771519	6.888202645
okedam	OK+E+D_ADDR+AM_ADDR	NO	15	10	OK+E+DA+M_LOCAL	4.064036549	2.708050201	3.210978473	3.248686530	6.933578375
okedam	OK+E+D_ADDR+AM_ADDR	NO	24	11	OK+E+A_ADDR+AM_ADDR	3.995921319	3.178053830	2.888570734	3.145628311	7.324830125
okedam	OK+E+D_ADDR+AM_ADDR	NO	14	12	OK+A_ADDR+AM_ADDR	4.835377238	2.639057330	3.001561873	3.395464214	7.634360220
okedam	OK+E+D_ADDR+AM_ADDR	NO	5	13	O+K+E+D_ADDR+AM_ADDR	5.892111836	1.609437912	3.234851217	3.734590929	7.675785802
okedam	OK+E+D_ADDR+AM_ADDR	NO	16	14	OK+E+D_ADDR+A_ADDR+M_LOCAL	4.822556813	2.772588722	3.202719841	3.264466904	7.756825204
okedam	OK+E+D_ADDR+AM_ADDR	NO	32	15	OK+E+A_ADDR+M_LOCAL	4.634045983	3.465735903	3.217731845	3.248686530	8.261442345
oteochey	OT+E+O+CH+E+Y	YES	2	1	OT+E+O+CH+E+Y	1.614799336	0.693147181	1.970023987	2.997028589	2.432122831
oteochey	OT+E+O+CH+E+Y	NO	1	2	OT+E+O+Y	2.691372663	0.000000000	2.033522637	2.931738018	2.815504179
oteochey	OT+E+O+CH+E+Y	NO	3	3	OT+E+O+LOCAL_C+E+Y	1.609397185	1.098612289	2.497718182	3.170465181	2.849714058
oteochey	OT+E+O+CH+E+Y	NO	5	4	O+OT+E+Y	2.956850669	1.609437912	2.517879030	3.108480103	4.706947559
oteochey	OT+E+O+CH+E+Y	NO	4	5	OT+E+O+LOCAL_C+SH+E+Y	3.583327391	1.386294361	2.329416605	3.058109892	5.104309915
oteochey	OT+E+O+CH+E+Y	NO	11	6	OT+E+O+CH+Y	2.657713373	2.397895273	2.213783838	3.221770411	5.191497502
oteochey	OT+E+O+CH+E+Y	NO	14	7	OT+E+O+E+Y	2.595777748	2.639057330	2.087330627	3.052324245	5.363326450
oteochey	OT+E+O+CH+E+Y	NO	8	8	OT+E+O+CH+SH+E+Y	3.422598020	2.079441542	2.237697322	3.028703553	5.633699583
oteochey	OT+E+O+CH+E+Y	NO	6	9	OT+E+O+CHD+Y	4.056667886	1.791759469	2.141194008	3.064236472	5.978563117
oteochey	OT+E+O+CH+E+Y	NO	20	10	O+OT+E+LOCAL_C+E+Y	3.055777958	2.995732274	3.057279714	3.456133583	6.214345564
oteochey	OT+E+O+CH+E+Y	NO	12	11	O+OT+E+CH+E+Y	4.000509064	2.484906650	2.568281942	3.352826068	6.633443414
oteochey	OT+E+O+CH+E+Y	NO	13	12	OT+E+HO+E+Y	3.948633624	2.564949357	2.640600750	3.192950417	6.659421761
oteochey	OT+E+O+CH+E+Y	NO	16	13	OT+CH+E+Y	4.253669590	2.772588722	1.996022318	3.071080446	7.152935881
oteochey	OT+E+O+CH+E+Y	NO	19	14	O+E+O+CH+E+Y	4.832767054	2.944438979	2.320588224	3.276441117	7.917131767
oteochey	OT+E+O+CH+E+Y	NO	21	15	O+OT+E+LOCAL_C+SH+E+Y	5.029708165	3.044522438	2.819032946	3.308069744	8.227408170
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	YES	2	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	3.512894593	0.693147181	2.873646419	3.446866046	4.364054585
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	1	2	P+O+LOCAL_CHAR_F+O+Y	4.526079181	0.000000000	3.227769437	3.642316322	4.697831325
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	4	3	O+P+LOCAL_CHAR_F+O+CH+E+Y	3.618810404	1.386294361	2.667486963	3.307910130	5.154489692
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	6	4	P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y	3.391946823	1.791759469	3.335378839	3.544375369	5.355700147
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	3	5	O+P+LOCAL_CHAR_F+O+Y	4.631994992	1.098612289	2.952890163	3.463658716	5.891021002
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	12	6	O+P+LOCAL_CHAR_F+O+LOCAL_C+E+Y	3.497862634	2.484906650	3.129219383	3.405419453	6.146135255
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	9	7	P+O+LOCAL_CHAR_F+HO+E+Y	4.018435078	2.197224577	3.164605169	3.508299816	6.382482280
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	10	8	P+O+LOCAL_CHAR_F+O+E+Y	4.387956943	2.302585093	3.103283886	3.502508441	6.855686844
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	17	9	O+P+LOCAL_CHAR_F+HO+E+Y	4.124350889	2.833213344	2.928994362	3.351974410	7.114588452
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	11	10	P+O+LOCAL_CHAR_F+O+CH+Y	4.656601451	2.397895273	3.211672352	3.671652095	7.226579835
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	7	11	P+O+LOCAL_CHAR_F+O+CH+SH+E+Y	5.212264006	1.945910149	3.011175779	3.427222272	7.319134106
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	5	12	P+O+LOCAL_CHAR_F+O+CHD+Y	5.675544886	1.609437912	3.149452498	3.511442611	7.451505176
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	18	13	O+P+LOCAL_CHAR_F+O+E+Y	4.493872754	2.890371758	2.867673079	3.346183036	7.539590915
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	8	14	P+O+LOCAL_CHAR_F+O+LOCAL_C+SH+E+Y	5.305527593	2.079441542	3.092704031	3.417100119	7.547714238
pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	16	15	O+P+LOCAL_CHAR_F+O+CH+Y	4.762517262	2.772588722	2.976061545	3.515326690	7.697390690
qef	E+LOCAL_CHAR_F	NO	1	1	CARRIER_Q+E+LOCAL_CHAR_F	1.964636143	0.000000000	4.064747558	3.811238407	2.161535792
qef	E+LOCAL_CHAR_F	NO	2	2	CARRIER_Q+D_ADDR	2.084658344	0.693147181	3.670952119	3.808639102	2.964795305
qef	E+LOCAL_CHAR_F	YES	3	3	E+LOCAL_CHAR_F	1.930598048	1.098612289	4.564723828	4.025275546	3.243960321
qef	E+LOCAL_CHAR_F	NO	4	4	CARRIER_Q+CH+E+LOCAL_CHAR_F	3.342793744	1.386294361	3.762115701	3.929178139	4.921370451
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	1	1	CARRIER_Q+O+CH+T+E+DY	2.323529449	0.000000000	2.908250613	3.329657914	2.479477162
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	3	2	O+CH+T+E+DY	2.144369846	1.098612289	2.886404945	3.389091690	3.399869551
qocthedy	CARRIER_Q+O+CH+T+E+Y	YES	4	3	CARRIER_Q+O+CH+T+E+Y	2.728702653	1.386294361	2.334814650	2.645461647	4.239503922
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	2	4	CARRIER_Q+O+CH+T+E+D_ADDR+Y	4.696139778	0.693147181	2.504293382	2.853681514	5.523236331
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	25	5	O+CH+T+E+Y	2.549543051	3.218875825	2.217396322	2.607153099	5.889032611
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	9	6	CH+T+E+DY	3.712200254	2.197224577	2.650800046	3.174436560	6.055055747
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	5	7	O+CH+T+E+D_ADDR+Y	4.516980175	1.609437912	2.427860348	2.846189018	6.258269322
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	11	8	O+CH+T+CHD+DY	4.170674136	2.397895273	3.152036797	3.600772700	6.737389646
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	21	9	CARRIER_Q+O+CH+T+E+CHD+Y	3.633648572	3.044522438	2.582687878	2.899904630	6.815235823
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	12	10	CARRIER_Q+O+CH+T+CHD+DY	4.349833739	2.484906650	3.135935057	3.514878797	7.001010735
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	6	11	O+CH+T+SH+E+DY	5.258411860	1.791759469	2.825665231	3.384093400	7.205415295
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	18	12	CARRIER_Q+O+CH+T+CHD+Y	4.273885510	2.890371758	2.448520226	2.858801334	7.296940307
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	15	13	CARRIER_Q+O+LOCAL_C+T+E+DY	4.555845509	2.708050201	3.388025306	3.636677093	7.439513270
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	19	14	O+LOCAL_C+T+E+DY	4.376685906	2.944438979	3.446142087	3.795365828	7.502162583
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	7	15	CARRIER_Q+O+CH+T+SH+E+DY	5.437571463	1.945910149	2.852372655	3.331818742	7.538086397
qokchey	OK+CH+E+Y	NO	1	1	OK+Y	2.409868091	0.000000000	1.643182903	2.362225160	2.510003293
qokchey	OK+CH+E+Y	YES	4	2	OK+CH+E+Y	1.338958119	1.386294361	1.890317410	2.687599584	2.839700405
qokchey	OK+CH+E+Y	NO	3	3	OK+E+Y	2.041664660	1.098612289	1.491579075	2.072594260	3.229381283
qokchey	OK+CH+E+Y	NO	12	4	OK+LOCAL_C+E+Y	1.153897936	2.484906650	2.530285580	2.955667233	3.775953406
qokchey	OK+CH+E+Y	NO	2	5	OK+CHD+Y	3.836116110	0.693147181	1.866129586	2.592431218	4.640727311
qokchey	OK+CH+E+Y	NO	5	6	CARRIER_Q+OK+Y	3.361009548	1.609437912	2.754879582	2.865844221	5.110965555
qokchey	OK+CH+E+Y	NO	15	7	CARRIER_Q+OK+CH+E+Y	2.290099576	2.708050201	2.590259444	2.866932475	5.134579575
qokchey	OK+CH+E+Y	NO	10	8	OK+CH+SH+E+Y	3.020996595	2.302585093	2.260499619	2.807096150	5.450271582
qokchey	OK+CH+E+Y	NO	17	9	OK+CH+Y	2.666072700	2.833213344	2.236030541	2.925602222	5.628326863
qokchey	OK+CH+E+Y	NO	30	10	CARRIER_Q+OK+LOCAL_C+E+Y	2.105039393	3.401197382	3.123566253	3.046594805	5.660490801
qokchey	OK+CH+E+Y	NO	13	11	OK+LOCAL_C+SH+E+Y	3.010008635	2.564949357	2.300455579	2.841659839	5.703510877
qokchey	OK+CH+E+Y	NO	18	12	CARRIER_Q+OK+E+Y	2.992806117	2.890371758	2.411257184	2.684170049	6.010563556
qokchey	OK+CH+E+Y	NO	8	13	OK+SH+E+Y	3.945783246	2.079441542	1.846430946	2.487694675	6.133577928
qokchey	OK+CH+E+Y	NO	22	14	CARRIER_Q+OK+CH+SH+E+Y	3.972138052	3.091042453	2.807566762	2.943739119	7.206963153
qokchey	OK+CH+E+Y	NO	37	15	CARRIER_Q+OK+CH+Y	3.617214157	3.610917913	3.006818356	3.093201164	7.380632558
qotchoiin	OT+CH+O+IIN	YES	2	1	OT+CH+O+IIN	1.225453305	0.693147181	2.916363790	3.318935232	2.074482961
qotchoiin	OT+CH+O+IIN	NO	1	2	OT+O+IIN	2.295273995	0.000000000	3.048824389	3.354239605	2.455350595
qotchoiin	OT+CH+O+IIN	NO	3	3	CARRIER_Q+OT+CH+O+IIN	2.097024234	1.098612289	3.338444592	3.661026084	3.370623289
qotchoiin	OT+CH+O+IIN	NO	4	4	OT+CH+O+AIIN	3.550639148	1.386294361	2.688661555	3.206588415	5.084314758
qotchoiin	OT+CH+O+IIN	NO	49	5	OT+LOCAL_C+O+IIN	1.295610761	3.891820298	3.353175259	3.507701908	5.358952989
qotchoiin	OT+CH+O+IIN	NO	17	6	O+OT+CH+IIN	2.345629725	2.833213344	3.675243166	3.754438340	5.364585107
qotchoiin	OT+CH+O+IIN	NO	11	7	OT+CH+SH+O+IIN	2.845707607	2.397895273	3.258799541	3.412802761	5.410392937
qotchoiin	OT+CH+O+IIN	NO	10	8	OT+HO+IIN	3.341287098	2.302585093	3.346940320	3.682248820	5.819601920
qotchoiin	OT+CH+O+IIN	NO	31	9	OT+CH+O+IIN+AN	2.216461516	3.433987204	3.206165115	3.573356659	5.819936765
qotchoiin	OT+CH+O+IIN	NO	5	10	OT+SH+O+IIN	4.151937019	1.609437912	3.128873786	3.494283439	5.926953862
qotchoiin	OT+CH+O+IIN	NO	38	11	OT+CH+O+IIN+T	2.129904424	3.637586160	3.360006367	3.608395207	5.941700623
qotchoiin	OT+CH+O+IIN	NO	37	12	OT+CH+O+IIN+AIN	2.230894419	3.610917913	2.870827711	3.451039494	5.999859012
qotchoiin	OT+CH+O+IIN	NO	18	13	CARRIER_Q+OT+O+IIN	3.166844925	2.890371758	3.528829231	3.637228457	6.236368125
qotchoiin	OT+CH+O+IIN	NO	14	14	OT+CH+O+D_ADDR+IIN	3.498562875	2.639057330	2.981293319	3.427739848	6.297846033
qotchoiin	OT+CH+O+IIN	NO	28	15	OT+CH+O+IIN+IIN	2.828188144	3.332204510	3.086259747	3.570716536	6.326817061
rals	R+AL+S	YES	2	1	R+AL+S	1.407615421	0.693147181	0.000000000	0.000000000	2.100762601
rals	R+AL+S	NO	1	2	R+A_ADDR+L	5.008686114	0.000000000	0.000000000	0.000000000	5.008686114
rals	R+AL+S	NO	11	3	AR+AL+S	2.828721534	2.397895273	0.000000000	0.000000000	5.226616807
rals	R+AL+S	NO	5	4	R+AL+SH	3.623022068	1.609437912	0.000000000	0.000000000	5.232459981
rals	R+AL+S	NO	4	5	AR+L	4.837936752	1.386294361	0.000000000	0.000000000	6.224231113
rals	R+AL+S	NO	21	6	R+A_ADDR+AL+S	3.452938715	3.044522438	0.000000000	0.000000000	6.497461153
rals	R+AL+S	NO	3	7	R+AL+CH+E+S	5.462924841	1.098612289	0.000000000	0.000000000	6.561537129
rals	R+AL+S	NO	14	8	AR+L+S	5.040279059	2.639057330	0.000000000	0.000000000	7.679336389
rals	R+AL+S	NO	13	9	R+A_ADDR+L+S	5.211028422	2.564949357	0.000000000	0.000000000	7.775977779
rals	R+AL+S	NO	24	10	D_ADDR+AR+AL+S	4.741348593	3.178053830	0.000000000	0.000000000	7.919402423
rals	R+AL+S	NO	20	11	AR+AL+SH	5.044128182	2.995732274	0.000000000	0.000000000	8.039860456
rals	R+AL+S	NO	28	12	AR+A_ADDR+AL+S	4.784206508	3.332204510	0.000000000	0.000000000	8.116411018
rals	R+AL+S	NO	6	13	AR+A_ADDR+L	6.339953907	1.791759469	0.000000000	0.000000000	8.131713376
rals	R+AL+S	NO	25	14	R+A_ADDR+CH+AL+S	5.163281931	3.218875825	0.000000000	0.000000000	8.382157756
rals	R+AL+S	NO	7	15	R+A_ADDR+L+SH	6.590302341	1.945910149	0.000000000	0.000000000	8.536212490
saiis	S+IIN+S	YES	4	1	S+IIN+S	1.476931219	1.386294361	3.243629252	3.897899434	3.041763798
saiis	S+IIN+S	NO	1	2	S+A_ADDR+IIN+S	2.870522270	0.000000000	3.223452805	3.787606321	3.045798749
saiis	S+IIN+S	NO	3	3	S+AIIN+S	1.828848190	1.098612289	3.157217993	3.736483274	3.099803010
saiis	S+IIN+S	NO	9	4	SH+IIN+S	2.758583589	2.197224577	3.100324882	3.861454128	5.129852641
saiis	S+IIN+S	NO	23	5	S+LOCAL_CHAR_I+S	1.837385425	3.135494216	3.291518285	3.933063632	5.153494189
saiis	S+IIN+S	NO	19	6	S+A_ADDR+AIIN+S	2.090994107	2.944438979	3.439426812	3.862098348	5.217971216
saiis	S+IIN+S	NO	2	7	S+A_ADDR+IIN+S+S	4.431368878	0.693147181	3.409310184	3.819514411	5.305236674
saiis	S+IIN+S	NO	14	8	S+IIN+SH	2.505743925	2.639057330	3.934485323	3.939368648	5.341647604
saiis	S+IIN+S	NO	8	9	S+AIIN+SH	3.110500559	2.079441542	3.782482998	3.742788290	5.378073883
saiis	S+IIN+S	NO	6	10	SH+A_ADDR+IIN+S	3.605766521	1.791759469	3.214934959	3.826681840	5.573566410
saiis	S+IIN+S	NO	12	11	SH+AIIN+S	3.501165894	2.484906650	3.220583266	3.831055491	6.162363513
saiis	S+IIN+S	NO	54	12	S+IIN+LOCAL_CHAR_I+S	1.991637607	3.988984047	3.420362534	3.915659926	6.164022215
saiis	S+IIN+S	NO	5	13	S+S+A_ADDR+IIN+S	4.431368878	1.609437912	3.409310184	3.841535937	6.222077944
saiis	S+IIN+S	NO	11	14	SH+S+A_ADDR+IIN+S	3.713021248	2.397895273	3.313773937	3.815503575	6.289148458
saiis	S+IIN+S	NO	10	15	S+A_ADDR+IIN+SH	3.899334976	2.302585093	3.776137662	3.852550926	6.392637283
shckheody	SH+CH+K+E+O+DY	NO	1	1	SH+CH+K+E+O+D_ADDR+Y	2.652171289	0.000000000	2.491559760	3.014061726	2.789811826
shckheody	SH+CH+K+E+O+DY	YES	2	2	SH+CH+K+E+O+DY	2.048029353	0.693147181	2.198945144	2.962870980	2.870221937
shckheody	SH+CH+K+E+O+DY	NO	3	3	SH+CH+K+E+O+Y	2.754034251	1.098612289	2.699100323	3.127042991	3.998300123
shckheody	SH+CH+K+E+O+DY	NO	5	4	SH+CH+K+E+O+R	3.678738669	1.609437912	2.776721031	3.117565828	5.435533753
shckheody	SH+CH+K+E+O+DY	NO	9	5	S+SH+CH+K+E+O+DY	3.979478470	2.197224577	2.515933767	3.269746126	6.321345045
shckheody	SH+CH+K+E+O+DY	NO	19	6	SH+SH+CH+K+E+O+DY	3.261503635	2.944438979	2.510610113	3.212517546	6.349020806
shckheody	SH+CH+K+E+O+DY	NO	6	7	SH+CH+K+CH+E+O+Y	5.090169572	1.791759469	2.748071245	3.141501742	7.029168366
shckheody	SH+CH+K+E+O+DY	NO	10	8	S+SH+CH+K+E+O+D_ADDR+Y	4.583620406	2.302585093	2.740814689	3.281151773	7.036754661
shckheody	SH+CH+K+E+O+DY	NO	24	9	SH+SH+CH+K+E+O+D_ADDR+Y	3.865645571	3.178053830	2.736082552	3.230281924	7.192858513
shckheody	SH+CH+K+E+O+DY	NO	11	10	S+SH+CH+K+E+O+Y	4.685483368	2.397895273	2.953569548	3.413396635	7.242552796
shckheody	SH+CH+K+E+O+DY	NO	26	11	SH+SH+CH+K+E+O+Y	3.967508533	3.258096538	2.948245894	3.356168056	7.383215420
shckheody	SH+CH+K+E+O+DY	NO	7	12	SH+CH+K+SH+E+O+DY	5.433361251	1.945910149	2.258499955	3.202234699	7.515789766
shckheody	SH+CH+K+E+O+DY	NO	12	13	S+CH+K+E+O+DY	4.923599499	2.484906650	2.423480332	3.341751320	7.552636940
shckheody	SH+CH+K+E+O+DY	NO	4	14	SH+CH+K+SH+E+O+D_ADDR+Y	6.037503187	1.386294361	2.511984635	3.221141616	7.567125704
shckheody	SH+CH+K+E+O+DY	NO	17	15	SH+CH+K+E+CH+E+O+Y	5.043750257	2.833213344	2.698031190	3.091103047	8.021691957
shddy	SH+D_ADDR+DY	NO	3	1	SH+D_ADDR+Y	0.938288299	1.098612289	3.000125862	3.509079290	2.199630717
shddy	SH+D_ADDR+DY	YES	1	2	SH+D_ADDR+DY	2.637169899	0.000000000	2.764759424	3.661195514	2.797818773
shddy	SH+D_ADDR+DY	NO	2	3	SH+D_ADDR+D_ADDR+Y	2.306203475	0.693147181	3.278765928	3.720945810	3.174343449
shddy	SH+D_ADDR+DY	NO	17	4	SH+CHD+D_ADDR+Y	1.598686763	2.833213344	3.441604090	3.814670391	4.613306969
shddy	SH+D_ADDR+DY	NO	6	5	O+D_ADDR+Y	3.164642042	1.791759469	2.855034805	3.309943218	5.110525962
shddy	SH+D_ADDR+DY	NO	19	6	SH+SH+D_ADDR+Y	2.233989875	2.944438979	3.338553668	3.654084733	5.353244814
shddy	SH+D_ADDR+DY	NO	16	7	S+D_ADDR+Y	2.453724150	2.772588722	3.362297417	3.726779938	5.403539806
shddy	SH+D_ADDR+DY	NO	11	8	S+SH+D_ADDR+Y	2.889586165	2.397895273	3.347071515	3.483461475	5.458244762
shddy	SH+D_ADDR+DY	NO	5	9	O+D_ADDR+D_ADDR+Y	4.532557218	1.609437912	3.162693082	3.704567630	6.313676648
shddy	SH+D_ADDR+DY	NO	4	10	O+D_ADDR+DY	4.863523642	1.386294361	2.619668367	3.640722789	6.406327782
shddy	SH+D_ADDR+DY	NO	29	11	SH+SH+CHD+D_ADDR+Y	2.894388339	3.367295830	3.650047557	3.816998892	6.448360330
shddy	SH+D_ADDR+DY	NO	15	12	SH+SH+D_ADDR+D_ADDR+Y	3.601905050	2.708050201	3.514349089	3.806472593	6.492975794
shddy	SH+D_ADDR+DY	NO	8	13	S+SH+D_ADDR+D_ADDR+Y	4.257501340	2.079441542	3.521447294	3.664286545	6.516586228
shddy	SH+D_ADDR+DY	NO	9	14	S+D_ADDR+DY	4.152605750	2.197224577	3.126930979	3.670668882	6.519770324
shddy	SH+D_ADDR+DY	NO	12	15	SH+SH+D_ADDR+DY	3.932871475	2.484906650	3.150260518	3.775777712	6.590929080
shekair	SH+E+K+AIR	YES	2	1	SH+E+K+AIR	1.954863311	0.693147181	2.776163591	3.112291613	2.795221871
shekair	SH+E+K+AIR	NO	1	2	SH+K+AIR	3.767808414	0.000000000	3.331539755	3.592366276	3.940906065
shekair	SH+E+K+AIR	NO	10	3	SH+E+AIR	3.022888847	2.302585093	2.697443876	3.172366908	5.472219209
shekair	SH+E+K+AIR	NO	6	4	S+SH+E+K+AIR	3.942828481	1.791759469	3.102612013	3.473537911	5.898991698
shekair	SH+E+K+AIR	NO	15	5	SH+SH+E+K+AIR	3.094504440	2.708050201	3.095513808	3.662555042	5.971506363
shekair	SH+E+K+AIR	NO	16	6	SH+E+K+A_ADDR+AIR	3.175214447	2.772588722	2.981777577	3.262386545	6.103907272
shekair	SH+E+K+AIR	NO	3	7	S+K+AIR	5.652337472	1.098612289	3.513381796	3.539992724	6.927284124
shekair	SH+E+K+AIR	NO	9	8	SH+SH+K+AIR	4.907449544	2.197224577	3.603684783	3.675472840	7.286653062
shekair	SH+E+K+AIR	NO	4	9	S+SH+K+AIR	5.755773584	1.386294361	3.612202629	3.533286792	7.320705181
shekair	SH+E+K+AIR	NO	27	10	SH+E+CH+AIR	4.174315973	3.295836866	2.813705243	3.085968645	7.617644687
