register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E2276	P1003-E0272	BIOLOGICAL	f77r	P1009-S358	f77r.31	qotedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2277	P1003-E0273	BIOLOGICAL	f77r	P1009-S359	f77r.31	qotedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2278	P1003-E0274	BIOLOGICAL	f77r	P1009-S360	f77r.31	qotary	OT+AR+Y	OT+AR+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2279	P1003-E0275	BIOLOGICAL	f77r	P1009-S360	f77r.32	qor	OR	OR	1	UNCHANGED	YES	HERBAL	f17r	HERBAL|CELESTIAL|PHARMA	f10r|f17r|f18r|f55v|f67r2|f71v|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2280	P1003-E0276	BIOLOGICAL	f77r	P1009-S360	f77r.32	ain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2281	P1003-E0277	BIOLOGICAL	f77r	P1009-S360	f77r.32	cheol	CH+E+O+L	CH+E+O+L	4	UNCHANGED	YES	CELESTIAL|PHARMA	f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2282	P1003-E0278	BIOLOGICAL	f77r	P1009-S360	f77r.32	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2283	P1003-E0279	BIOLOGICAL	f77r	P1009-S360	f77r.32	chealor	AL+OR	AL+OR	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2284	P1003-E0280	BIOLOGICAL	f77r	P1009-S360	f77r.32	cheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2285	P1003-E0281	BIOLOGICAL	f77r	P1009-S360	f77r.32	qeteiiin	CARRIER_Q+E+T+IIN	CARRIER_Q+E+T+IIN	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2286	P1003-E0282	BIOLOGICAL	f77r	P1009-S360	f77r.32	dary	DA+R+Y	DA+R+Y	3	UNCHANGED	YES	HERBAL|CELESTIAL	f18r|f55v|f68r1	HERBAL|CELESTIAL	f18r|f55v|f68r1	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2287	P1003-E0283	BIOLOGICAL	f77r	P1009-S360	f77r.33	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2288	P1003-E0284	BIOLOGICAL	f77r	P1009-S360	f77r.33	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2289	P1003-E0285	BIOLOGICAL	f77r	P1009-S360	f77r.33	qol	OL	OL	1	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2290	P1003-E0286	BIOLOGICAL	f77r	P1009-S360	f77r.33	keedy	K+EE+DY	K+EE+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2291	P1003-E0287	BIOLOGICAL	f77r	P1009-S361	f77r.33	qoteeedy	OT+EEE+DY	OT+EEE+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2292	P1003-E0288	BIOLOGICAL	f77r	P1009-S362	f77r.33	sar	S+AR	S+AR	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f88r	HERBAL|PHARMA	f17r|f55v|f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2293	P1003-E0289	BIOLOGICAL	f77r	P1009-S362	f77r.33	oiiiin	O+IIN	O+IIN	2	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL|PHARMA	f13r|f67r2|f72r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2294	P1003-E0290	BIOLOGICAL	f77r	P1009-S362	f77r.33	cheety	CH+EE+T+Y	CH+EE+T+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2295	P1003-E0291	BIOLOGICAL	f77r	P1009-S362	f77r.33	dy	Y	Y	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f56r|f67r2|f71v|f72r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2296	P1003-E0292	BIOLOGICAL	f77r	P1009-S362	f77r.34	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2297	P1003-E0293	BIOLOGICAL	f77r	P1009-S362	f77r.34	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2298	P1003-E0294	BIOLOGICAL	f77r	P1009-S363	f77r.34	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2299	P1003-E0295	BIOLOGICAL	f77r	P1009-S363	f77r.34	qolchedy	OL+CHD+DY	OL+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2300	P1003-E0296	BIOLOGICAL	f77r	P1009-S364	f77r.34	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2301	P1003-E0297	BIOLOGICAL	f77r	P1009-S364	f77r.34	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2302	P1003-E0298	BIOLOGICAL	f77r	P1009-S364	f77r.34	checkhy	CH+E+CH+K+Y	CH+E+CH+K+Y	5	UNCHANGED	YES	PHARMA	f88v	CELESTIAL|PHARMA	f72r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2303	P1003-E0299	BIOLOGICAL	f77r	P1009-S364	f77r.34	raiin	R+AIIN	R+AIIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2304	P1003-E0300	BIOLOGICAL	f77r	P1009-S364	f77r.35	solkeey	OL+K+EE+Y	OL+K+EE+Y	4	UNCHANGED	YES	NONE	NONE	PHARMA	f88r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2305	P1003-E0301	BIOLOGICAL	f77r	P1009-S364	f77r.35	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2306	P1003-E0302	BIOLOGICAL	f77r	P1009-S364	f77r.35	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2307	P1003-E0303	BIOLOGICAL	f77r	P1009-S364	f77r.35	qokain	OK+AIN	OK+AIN	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|PHARMA	f18r|f55v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2308	P1003-E0304	BIOLOGICAL	f77r	P1009-S364	f77r.35	sheedy	SH+EE+DY	SH+EE+DY	3	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f88v	CELESTIAL|PHARMA	f72r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2309	P1003-E0305	BIOLOGICAL	f77r	P1009-S365	f77r.35	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2310	P1003-E0306	BIOLOGICAL	f77r	P1009-S365	f77r.35	chedaiin	CHD+AIIN	CHD+AIIN	2	UNCHANGED	YES	CELESTIAL	f67r2|f72r	CELESTIAL	f67r2|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2311	P1003-E0307	BIOLOGICAL	f77r	P1009-S365	f77r.35	chealy	AL+Y	AL+Y	2	UNCHANGED	YES	NONE	NONE	CELESTIAL	f71v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2312	P1003-E0308	BIOLOGICAL	f77r	P1009-S365	f77r.36	dshedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	NONE	NONE	PHARMA	f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2313	P1003-E0309	BIOLOGICAL	f77r	P1009-S366	f77r.36	pchedy	P+CHD+DY	P+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2314	P1003-E0310	BIOLOGICAL	f77r	P1009-S367	f77r.36	qotain	OT+AIN	OT+AIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2315	P1003-E0311	BIOLOGICAL	f77r	P1009-S367	f77r.36	chedy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2316	P1003-E0312	BIOLOGICAL	f77r	P1009-S367	f77r.36	dolchl	D_ADDR+OL+CH+L	D_ADDR+OL+CH+L	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2317	P1003-E0313	BIOLOGICAL	f77r	P1009-S367	f77r.36	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2318	P1003-E0314	BIOLOGICAL	f77r	P1009-S368	f77r.36	qokol	OK+OL	OK+OL	2	UNCHANGED	YES	HERBAL|PHARMA	f17r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f17r|f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2319	P1003-E0315	BIOLOGICAL	f77r	P1009-S368	f77r.36	olchey	OL+Y	OL+Y	2	UNCHANGED	YES	HERBAL	f56r	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2320	P1003-E0316	BIOLOGICAL	f77r	P1009-S368	f77r.37	teeolain	T+EE+OL+AIN	T+EE+OL+AIN	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2321	P1003-E0317	BIOLOGICAL	f77r	P1009-S368	f77r.37	chey	Y	Y	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f71v|f72r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2322	P1003-E0318	BIOLOGICAL	f77r	P1009-S368	f77r.37	qoteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2323	P1003-E0319	BIOLOGICAL	f77r	P1009-S369	f77r.37	qokain	OK+AIN	OK+AIN	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|PHARMA	f18r|f55v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2324	P1003-E0320	BIOLOGICAL	f77r	P1009-S369	f77r.37	cheedy	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	4	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f88v|f89r	CELESTIAL|PHARMA	f72r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2325	P1003-E0321	BIOLOGICAL	f77r	P1009-S369	f77r.37	cheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2326	P1003-E0322	BIOLOGICAL	f77r	P1009-S369	f77r.37	lchedy	L+CHD+DY	L+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2327	P1003-E0323	BIOLOGICAL	f77r	P1009-S370	f77r.38	pol	P+OL	P+OL	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2328	P1003-E0324	BIOLOGICAL	f77r	P1009-S370	f77r.38	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2329	P1003-E0325	BIOLOGICAL	f77r	P1009-S371	f77r.38	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	CARRIER_Q+O+EE+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2330	P1003-E0326	BIOLOGICAL	f77r	P1009-S371	f77r.38	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2331	P1003-E0327	BIOLOGICAL	f77r	P1009-S371	f77r.38	chcphey	CH+CH+P+E+Y	CH+CH+P+E+Y	5	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2332	P1003-E0328	BIOLOGICAL	f77r	P1009-S371	f77r.38	qol	OL	OL	1	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2333	P1003-E0329	BIOLOGICAL	f77r	P1009-S371	f77r.38	ltaiin	L+T+AIIN	L+T+AIIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2334	P1003-E0330	BIOLOGICAL	f77r	P1009-S371	f77r.38	shedy	SH+E+DY	SH+E+DY	3	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2335	P1003-E0331	BIOLOGICAL	f77r	P1009-S372	f77r.38	qol	OL	OL	1	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2336	P1003-E0332	BIOLOGICAL	f77r	P1009-S372	f77r.39	olaiin	OL+AIIN	OL+AIIN	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f17r|f72r|f88v	HERBAL|CELESTIAL|PHARMA	f17r|f72r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2337	P1003-E0333	BIOLOGICAL	f77r	P1009-S372	f77r.39	cheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2338	P1003-E0334	BIOLOGICAL	f77r	P1009-S372	f77r.39	sheckhey	SH+E+CH+K+E+Y	SH+E+CH+K+E+Y	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2339	P1003-E0335	BIOLOGICAL	f77r	P1009-S372	f77r.39	lsheey	L+SH+EE+Y	L+SH+EE+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2340	P1003-E0336	BIOLOGICAL	f77r	P1009-S372	f77r.39	qykaiin	Y+K+AIIN	Y+K+AIIN	3	UNCHANGED	YES	NONE	NONE	HERBAL	f55v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2341	P1003-E0337	BIOLOGICAL	f77r	P1009-S372	f77r.39	sheedy	SH+EE+DY	SH+EE+DY	3	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f88v	CELESTIAL|PHARMA	f72r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2342	P1003-E0338	BIOLOGICAL	f77r	P1009-S373	f77r.39	laiin	L+AIIN	L+AIIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2343	P1003-E0339	BIOLOGICAL	f77r	P1009-S373	f77r.40	daiiin	DA+IIN	DA+IIN	2	UNCHANGED	YES	HERBAL|PHARMA	f17r|f89r	HERBAL|PHARMA	f17r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2344	P1003-E0340	BIOLOGICAL	f77r	P1009-S373	f77r.40	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2345	P1003-E0341	BIOLOGICAL	f77r	P1009-S373	f77r.40	eeedy	EEE+DY	EEE+DY	2	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2346	P1003-E0342	BIOLOGICAL	f77r	P1009-S374	f77r.40	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2347	P1003-E0343	BIOLOGICAL	f77r	P1009-S374	f77r.40	sheeol	SH+EE+OL	SH+EE+OL	3	UNCHANGED	YES	PHARMA	f88r	PHARMA	f88r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2348	P1003-E0344	BIOLOGICAL	f77r	P1009-S374	f77r.40	qotaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	NONE	NONE	CELESTIAL	f71v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2349	P1003-E0345	BIOLOGICAL	f77r	P1009-S374	f77r.40	shody	SH+O+DY	SH+O+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2350	P1003-E0346	BIOLOGICAL	f77r	P1009-S375	f77r.40	qoty	OT+Y	OT+Y	2	UNCHANGED	YES	HERBAL	f10r|f11r|f13r	HERBAL|CELESTIAL	f10r|f11r|f13r|f56r|f67r2|f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2351	P1003-E0347	BIOLOGICAL	f77r	P1009-S375	f77r.41	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2352	P1003-E0348	BIOLOGICAL	f77r	P1009-S375	f77r.41	sh	SH	SH	1	UNCHANGED	YES	HERBAL	f56r	HERBAL	f56r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2353	P1003-E0349	BIOLOGICAL	f77r	P1009-S375	f77r.41	qolchey	OL+Y	OL+Y	2	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2354	P1003-E0350	BIOLOGICAL	f77r	P1009-S375	f77r.41	qotedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2355	P1003-E0351	BIOLOGICAL	f77r	P1009-S376	f77r.41	qotal	OT+AL	OT+AL	2	UNCHANGED	YES	NONE	NONE	CELESTIAL	f71v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2356	P1003-E0352	BIOLOGICAL	f77r	P1009-S376	f77r.41	r	R	R	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f56r|f67r2|f72r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2357	P1003-E0353	BIOLOGICAL	f77r	P1009-S376	f77r.41	ain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2358	P1003-E0354	BIOLOGICAL	f77r	P1009-S376	f77r.41	chl	CH+L	CH+L	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2359	P1003-E0355	BIOLOGICAL	f77r	P1009-S376	f77r.41	s	S	S	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2360	P1003-E0356	BIOLOGICAL	f77r	P1009-S376	f77r.41	arol	AR+OL	AR+OL	2	UNCHANGED	YES	CELESTIAL	f71v	CELESTIAL|PHARMA	f71v|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2361	P1003-E0357	BIOLOGICAL	f77r	P1009-S376	f77r.42	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2362	P1003-E0358	BIOLOGICAL	f77r	P1009-S377	f77r.42	qotedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2363	P1003-E0359	BIOLOGICAL	f77r	P1009-S378	f77r.42	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2364	P1003-E0360	BIOLOGICAL	f77r	P1009-S379	f77r.42	qokeedy	OK+EE+DY	OK+EE+DY	3	UNCHANGED	YES	NONE	NONE	HERBAL|CELESTIAL	f55v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2365	P1003-E0361	BIOLOGICAL	f77r	P1009-S380	f77r.42	qokeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	HERBAL|PHARMA	f56r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f56r|f68r1|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2366	P1003-E0362	BIOLOGICAL	f77r	P1009-S380	f77r.42	s	S	S	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2367	P1003-E0363	BIOLOGICAL	f77r	P1009-S380	f77r.42	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
