atom_occurrence_serial	event_serial	atom_position_in_card	atom	atomic_default_de	domain	record_unit_id	page	statement_id	visible_surface	master_card_id
617	308	1	L	abführen	BIOLOGICAL	B3	f83r	B3-S033	ldy	MC004
618	308	2	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S033	ldy	MC004
619	309	1	IIN	Stufe	BIOLOGICAL	B3	f83r	B3-S034	soiiin	MC033
620	310	1	CTH	bereit	BIOLOGICAL	B3	f83r	B3-S034	checthy	MC161
621	310	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S034	checthy	MC161
622	311	1	PARTITION	teilen	BIOLOGICAL	B3	f83r	B3-S034	chety	MC086
623	311	2	TY	Teil	BIOLOGICAL	B3	f83r	B3-S034	chety	MC086
624	312	1	OT	danach	BIOLOGICAL	B3	f83r	B3-S034	otaiin	MC060
625	312	2	AIIN	Sollmaß	BIOLOGICAL	B3	f83r	B3-S034	otaiin	MC060
626	313	1	AL	Ziel	BIOLOGICAL	B3	f83r	B3-S034	olsaly	MC078
627	313	2	Y	Posten	BIOLOGICAL	B3	f83r	B3-S034	olsaly	MC078
628	314	1	SHED	absetzen	BIOLOGICAL	B3	f83r	B3-S034	shedy	MC128
629	314	2	E	kurz	BIOLOGICAL	B3	f83r	B3-S034	shedy	MC128
630	314	3	CLOSE	Schluss	BIOLOGICAL	B3	f83r	B3-S034	shedy	MC128
631	315	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S001	qokeedy	MC082
632	315	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S001	qokeedy	MC082
633	315	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S001	qokeedy	MC082
634	316	1	OL	weiter	BIOLOGICAL	B4	f83r	B4-S002	qolchey	MC162
635	316	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S002	qolchey	MC162
636	317	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S002	qokeey	MC002
637	317	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S002	qokeey	MC002
638	317	3	Y	Posten	BIOLOGICAL	B4	f83r	B4-S002	qokeey	MC002
639	318	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S002	qokedy	MC083
640	318	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S002	qokedy	MC083
641	318	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S002	qokedy	MC083
642	319	1	CHD	umsetzen	BIOLOGICAL	B4	f83r	B4-S003	chedy	MC074
643	319	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S003	chedy	MC074
644	320	1	OT	danach	BIOLOGICAL	B4	f83r	B4-S003	otal	MC093
645	320	2	AL	Ziel	BIOLOGICAL	B4	f83r	B4-S003	otal	MC093
646	321	1	OT	danach	BIOLOGICAL	B4	f83r	B4-S003	otchey	MC171
647	321	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S003	otchey	MC171
648	322	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S003	qokeey	MC002
649	322	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S003	qokeey	MC002
650	322	3	Y	Posten	BIOLOGICAL	B4	f83r	B4-S003	qokeey	MC002
651	323	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S003	qoky	MC026
652	323	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S003	qoky	MC026
653	324	1	OL	weiter	BIOLOGICAL	B4	f83r	B4-S003	tol	MC153
654	325	1	SHED	absetzen	BIOLOGICAL	B4	f83r	B4-S003	shedy	MC128
655	325	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S003	shedy	MC128
656	325	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S003	shedy	MC128
657	326	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S004	qokylddy	MC164
658	326	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S004	qokylddy	MC164
659	326	3	LDDY	festbinden	BIOLOGICAL	B4	f83r	B4-S004	qokylddy	MC164
660	327	1	DAIN	Tuch	BIOLOGICAL	B4	f83r	B4-S005	dain	MC059
661	328	1	CHD	umsetzen	BIOLOGICAL	B4	f83r	B4-S005	chedy	MC074
662	328	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S005	chedy	MC074
663	329	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S005	qokeedy	MC082
664	329	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S005	qokeedy	MC082
665	329	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S005	qokeedy	MC082
666	330	1	CKHE	trennen	BIOLOGICAL	B4	f83r	B4-S006	shckhedy	MC143
667	330	2	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S006	shckhedy	MC143
668	331	1	CKHE	trennen	BIOLOGICAL	B4	f83r	B4-S007	shckhedy	MC143
669	331	2	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S007	shckhedy	MC143
670	332	1	AIIN	Sollmaß	BIOLOGICAL	B4	f83r	B4-S008	saiin	MC039
671	333	1	CHK	wärmen	BIOLOGICAL	B4	f83r	B4-S008	cheeky	MC032
672	333	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S008	cheeky	MC032
673	333	3	Y	Posten	BIOLOGICAL	B4	f83r	B4-S008	cheeky	MC032
674	334	1	SH	halten	BIOLOGICAL	B4	f83r	B4-S008	sheey	MC095
675	334	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S008	sheey	MC095
676	334	3	Y	Posten	BIOLOGICAL	B4	f83r	B4-S008	sheey	MC095
677	335	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S008	qokedy	MC083
678	335	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S008	qokedy	MC083
679	335	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S008	qokedy	MC083
680	336	1	SHED	absetzen	BIOLOGICAL	B4	f83r	B4-S009	shedy	MC128
681	336	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S009	shedy	MC128
682	336	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S009	shedy	MC128
683	337	1	OL	weiter	BIOLOGICAL	B4	f83r	B4-S010	oldy	MC019
684	337	2	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S010	oldy	MC019
685	338	1	AIIN	Sollmaß	BIOLOGICAL	B4	f83r	B4-S011	saiin	MC039
686	339	1	CHK	wärmen	BIOLOGICAL	B4	f83r	B4-S011	cheky	MC147
687	339	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S011	cheky	MC147
688	339	3	Y	Posten	BIOLOGICAL	B4	f83r	B4-S011	cheky	MC147
689	340	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S011	okeeol	MC150
690	340	2	EE	länger	BIOLOGICAL	B4	f83r	B4-S011	okeeol	MC150
691	340	3	OL	weiter	BIOLOGICAL	B4	f83r	B4-S011	okeeol	MC150
692	341	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S011	okain	MC017
693	341	2	AIN	Anteil	BIOLOGICAL	B4	f83r	B4-S011	okain	MC017
694	342	1	CHD	umsetzen	BIOLOGICAL	B4	f83r	B4-S011	chdy	MC074
695	342	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S011	chdy	MC074
696	343	1	OL	weiter	BIOLOGICAL	B4	f83r	B4-S011	sol	MC153
697	344	1	L	abführen	BIOLOGICAL	B4	f83r	B4-S011	lkedy	MC124
698	344	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S011	lkedy	MC124
699	344	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S011	lkedy	MC124
700	345	1	L	abführen	BIOLOGICAL	B4	f83r	B4-S012	lchedy	MC155
701	345	2	CHD	umsetzen	BIOLOGICAL	B4	f83r	B4-S012	lchedy	MC155
702	345	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S012	lchedy	MC155
703	346	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S013	qokol	MC024
704	346	2	OL	weiter	BIOLOGICAL	B4	f83r	B4-S013	qokol	MC024
705	347	1	SHED	absetzen	BIOLOGICAL	B4	f83r	B4-S013	shedy	MC128
706	347	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S013	shedy	MC128
707	347	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S013	shedy	MC128
708	348	1	OR	Ansatz	BIOLOGICAL	B4	f83r	B4-S014	or	MC080
709	349	1	Y	Posten	BIOLOGICAL	B4	f83r	B4-S014	chey	MC123
710	350	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S014	qockhey	MC165
711	350	2	CKH	Durchlass	BIOLOGICAL	B4	f83r	B4-S014	qockhey	MC165
712	350	3	E	kurz	BIOLOGICAL	B4	f83r	B4-S014	qockhey	MC165
713	350	4	Y	Posten	BIOLOGICAL	B4	f83r	B4-S014	qockhey	MC165
714	351	1	AIR	Lauf	BIOLOGICAL	B4	f83r	B4-S014	dairydy	MC091
715	351	2	Y	Posten	BIOLOGICAL	B4	f83r	B4-S014	dairydy	MC091
716	351	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S014	dairydy	MC091
717	352	1	OK	ansetzen	BIOLOGICAL	B4	f83r	B4-S015	qokain	MC017
718	352	2	AIN	Anteil	BIOLOGICAL	B4	f83r	B4-S015	qokain	MC017
719	353	1	CHEEY	Ergebnis	BIOLOGICAL	B4	f83r	B4-S015	shey	MC119
720	354	1	AIN	Anteil	BIOLOGICAL	B4	f83r	B4-S015	kain	MC105
721	355	1	CKH	Durchlass	BIOLOGICAL	B4	f83r	B4-S015	chckhal	MC022
722	355	2	AL	Ziel	BIOLOGICAL	B4	f83r	B4-S015	chckhal	MC022
723	356	1	SOLK	sammeln	BIOLOGICAL	B4	f83r	B4-S015	solkey	MC050
724	356	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S015	solkey	MC050
725	356	3	Y	Posten	BIOLOGICAL	B4	f83r	B4-S015	solkey	MC050
726	357	1	L	abführen	BIOLOGICAL	B4	f83r	B4-S015	lchedy	MC155
727	357	2	CHD	umsetzen	BIOLOGICAL	B4	f83r	B4-S015	lchedy	MC155
728	357	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S015	lchedy	MC155
729	358	1	OL	weiter	BIOLOGICAL	B4	f83r	B4-S016	qolkain	MC097
730	358	2	AIN	Anteil	BIOLOGICAL	B4	f83r	B4-S016	qolkain	MC097
731	359	1	AL	Ziel	BIOLOGICAL	B4	f83r	B4-S016	dal	MC154
732	360	1	SK	ausgießen	BIOLOGICAL	B4	f83r	B4-S016	skar	MC089
733	360	2	AR	Quelle	BIOLOGICAL	B4	f83r	B4-S016	skar	MC089
734	361	1	SHED	absetzen	BIOLOGICAL	B4	f83r	B4-S016	shedy	MC128
735	361	2	E	kurz	BIOLOGICAL	B4	f83r	B4-S016	shedy	MC128
736	361	3	CLOSE	Schluss	BIOLOGICAL	B4	f83r	B4-S016	shedy	MC128
737	362	1	OT	danach	BIOLOGICAL	B5	f83r	B5-S001	otchdy	MC067
738	362	2	CHD	umsetzen	BIOLOGICAL	B5	f83r	B5-S001	otchdy	MC067
739	362	3	CLOSE	Schluss	BIOLOGICAL	B5	f83r	B5-S001	otchdy	MC067
740	363	1	OK	ansetzen	BIOLOGICAL	B5	f83r	B5-S002	qokchdy	MC088
741	363	2	CHD	umsetzen	BIOLOGICAL	B5	f83r	B5-S002	qokchdy	MC088
742	363	3	CLOSE	Schluss	BIOLOGICAL	B5	f83r	B5-S002	qokchdy	MC088
743	364	1	SHED	absetzen	BIOLOGICAL	B5	f83r	B5-S003	shedal	MC113
744	364	2	AL	Ziel	BIOLOGICAL	B5	f83r	B5-S003	shedal	MC113
745	365	1	AL	Ziel	BIOLOGICAL	B5	f83r	B5-S003	dal	MC154
746	366	1	OL	weiter	BIOLOGICAL	B5	f83r	B5-S003	cheol	MC153
747	367	1	L	abführen	BIOLOGICAL	B5	f83r	B5-S003	lol	MC092
748	367	2	OL	weiter	BIOLOGICAL	B5	f83r	B5-S003	lol	MC092
749	368	1	CHD	umsetzen	BIOLOGICAL	B5	f83r	B5-S003	chdal	MC001
750	368	2	AL	Ziel	BIOLOGICAL	B5	f83r	B5-S003	chdal	MC001
751	369	1	AIIN	Sollmaß	BIOLOGICAL	B5	f83r	B5-S003	aiin	MC039
752	370	1	OL	weiter	BIOLOGICAL	B5	f83r	B5-S003	sol	MC153
753	371	1	IIN	Stufe	BIOLOGICAL	B5	f83r	B5-S003	daiiin	MC172
754	372	1	CHD	umsetzen	BIOLOGICAL	B5	f83r	B5-S003	chedy	MC074
755	372	2	Y	Posten	BIOLOGICAL	B5	f83r	B5-S003	chedy	MC074
756	373	1	SOLK	sammeln	BIOLOGICAL	B6	f83r	B6-S001	solkeey	MC020
757	373	2	EE	länger	BIOLOGICAL	B6	f83r	B6-S001	solkeey	MC020
758	373	3	Y	Posten	BIOLOGICAL	B6	f83r	B6-S001	solkeey	MC020
759	374	1	KCH	bearbeiten	BIOLOGICAL	B6	f83r	B6-S001	qekey	MC052
760	374	2	E	kurz	BIOLOGICAL	B6	f83r	B6-S001	qekey	MC052
761	374	3	Y	Posten	BIOLOGICAL	B6	f83r	B6-S001	qekey	MC052
762	375	1	AL	Ziel	BIOLOGICAL	B6	f83r	B6-S001	raly	MC046
763	375	2	Y	Posten	BIOLOGICAL	B6	f83r	B6-S001	raly	MC046
764	376	1	OL	weiter	BIOLOGICAL	B6	f83r	B6-S001	ol	MC153
765	377	1	AIIN	Sollmaß	BIOLOGICAL	B6	f83r	B6-S001	daiin	MC039
766	378	1	OL	weiter	BIOLOGICAL	B6	f83r	B6-S001	ol	MC153
767	379	1	DAIN	Tuch	BIOLOGICAL	B6	f83r	B6-S001	dain	MC059
768	380	1	Y	Posten	BIOLOGICAL	B6	f83r	B6-S001	chey	MC123
769	381	1	AL	Ziel	BIOLOGICAL	B6	f83r	B6-S001	ldalor	MC101
