locus	selected_path_id	source	segmentation	rule
f29r.7	f29r.7|P01	qokchy chol shokchy qokaiin choety choty kaiin	q+o+k+c+h+y c+h+o+l s+h+o+k+c+h+y q+o+k+a+i+i+n c+h+o+e+t+y c+h+o+t+y k+a+i+i+n	source-symbol stream
f29r.8	f29r.8|P01	shor chor shosheky shy qoty kody daiin cthy	s+h+o+r c+h+o+r s+h+o+s+h+e+k+y s+h+y q+o+t+y k+o+d+y d+a+i+i+n c+t+h+y	source-symbol stream
f29r.9	f29r.9|P01	qokshe qor chey kor cheod ychom	q+o+k+s+h+e q+o+r c+h+e+y k+o+r c+h+e+o+d y+c+h+o+m	source-symbol stream
f29v.1	f29v.1|P01	kooiin shor chetchy ol ls shytchy cthy shy cho shy daiin	k+o+o+i+i+n s+h+o+r c+h+e+t+c+h+y o+l l+s s+h+y+t+c+h+y c+t+h+y s+h+y c+h+o s+h+y d+a+i+i+n	source-symbol stream
f29v.10	f29v.10|P02	qokoiin okaiin cho cth chyd chykar	q+o+k+o+i+i+n o+k+a+i+i+n c+h+o c+t+h c+h+y+d c+h+y+k+a+r	source-symbol stream
f29v.11	f29v.11|P02	daiin chteor octhy dar chyt otody	d+a+i+i+n c+h+t+e+o+r o+c+t+h+y d+a+r c+h+y+t o+t+o+d+y	source-symbol stream
f29v.12	f29v.12|P03	qekeochor otchey sy	q+e+k+e+o+c+h+o+r o+t+c+h+e+y s+y	source-symbol stream
f29v.2	f29v.2|P02	qotcheaiin schol chol cthy chey cthold ytchor dary	q+o+t+c+h+e+a+i+i+n s+c+h+o+l c+h+o+l c+t+h+y c+h+e+y c+t+h+o+l+d y+t+c+h+o+r d+a+r+y	source-symbol stream
f29v.3	f29v.3|P01	chol chol kor shey odaiin qotchy taiin s she otey sy	c+h+o+l c+h+o+l k+o+r s+h+e+y o+d+a+i+i+n q+o+t+c+h+y t+a+i+i+n s s+h+e o+t+e+y s+y	source-symbol stream
f29v.4	f29v.4|P02	ysho otshy okaiin cthy oltchy ctos shot sho okaiin	y+s+h+o o+t+s+h+y o+k+a+i+i+n c+t+h+y o+l+t+c+h+y c+t+o+s s+h+o+t s+h+o o+k+a+i+i+n	source-symbol stream
f29v.5	f29v.5|P01	tochon chain shan shoty chshy shy	t+o+c+h+o+n c+h+a+i+n s+h+a+n s+h+o+t+y c+h+s+h+y s+h+y	source-symbol stream
f29v.6	f29v.6|P01	dchor chol chaiin shaiin cthod dar chs shody	d+c+h+o+r c+h+o+l c+h+a+i+i+n s+h+a+i+i+n c+t+h+o+d d+a+r c+h+s s+h+o+d+y	source-symbol stream
f29v.7	f29v.7|P01	qotcho kchor daiin ykaiin dy shdy chocthy sheky	q+o+t+c+h+o k+c+h+o+r d+a+i+i+n y+k+a+i+i+n d+y s+h+d+y c+h+o+c+t+h+y s+h+e+k+y	source-symbol stream
f29v.8	f29v.8|P03	otol shotchor cholody dain chcth chy cthody dol	o+t+o+l s+h+o+t+c+h+o+r c+h+o+l+o+d+y d+a+i+n c+h+c+t+h c+h+y c+t+h+o+d+y d+o+l	source-symbol stream
f29v.9	f29v.9|P01	sho chokor chor chy ydaiin cho ykeeb oaiin	s+h+o c+h+o+k+o+r c+h+o+r c+h+y y+d+a+i+i+n c+h+o y+k+e+e+b o+a+i+i+n	source-symbol stream
f2r.1	f2r.1|P01	kydainy ypchol daiin otchal ypchaiin ckholsy	k+y+d+a+i+n+y y+p+c+h+o+l d+a+i+i+n o+t+c+h+a+l y+p+c+h+a+i+i+n c+k+h+o+l+s+y	source-symbol stream
f2r.10	f2r.10|P02	qoky cholaiin shol sheky daiin cthey keol saiin saiin	q+o+k+y c+h+o+l+a+i+i+n s+h+o+l s+h+e+k+y d+a+i+i+n c+t+h+e+y k+e+o+l s+a+i+i+n s+a+i+i+n	source-symbol stream
f2r.11	f2r.11|P01	ychain dal chy dalor shan dan olsaiin sheey ckhor	y+c+h+a+i+n d+a+l c+h+y d+a+l+o+r s+h+a+n d+a+n o+l+s+a+i+i+n s+h+e+e+y c+k+h+o+r	source-symbol stream
f2r.12	f2r.12|P01	okol chy chor cthor yor an chan saiin chety chyky sal	o+k+o+l c+h+y c+h+o+r c+t+h+o+r y+o+r a+n c+h+a+n s+a+i+i+n c+h+e+t+y c+h+y+k+y s+a+l	source-symbol stream
f2r.13	f2r.13|P01	sho ykeey chey daiin chcthy	s+h+o y+k+e+e+y c+h+e+y d+a+i+i+n c+h+c+t+h+y	source-symbol stream
f2r.14	f2r.14|P01	ytoail	y+t+o+a+i+l	source-symbol stream
f2r.15	f2r.15|P01	ios an on	i+o+s a+n o+n	source-symbol stream
f2r.2	f2r.2|P02	dorchory chkar s shor cthy cth	d+o+r+c+h+o+r+y c+h+k+a+r s s+h+o+r c+t+h+y c+t+h	source-symbol stream
f2r.3	f2r.3|P01	qotaiin cthey y chor chy ydy chaiin	q+o+t+a+i+i+n c+t+h+e+y y c+h+o+r c+h+y y+d+y c+h+a+i+i+n	source-symbol stream
f2r.4	f2r.4|P02	chaindy chtod dy cphy dals chokaiin d	c+h+a+i+n+d+y c+h+t+o+d d+y c+p+h+y d+a+l+s c+h+o+k+a+i+i+n d	source-symbol stream
f2r.5	f2r.5|P01	otochor al shodaiin chol dan ytchaiin dan	o+t+o+c+h+o+r a+l s+h+o+d+a+i+i+n c+h+o+l d+a+n y+t+c+h+a+i+i+n d+a+n	source-symbol stream
f2r.6	f2r.6|P01	saiin dain d dkol sor ytoldy dchol dchy cthy	s+a+i+i+n d+a+i+n d d+k+o+l s+o+r y+t+o+l+d+y d+c+h+o+l d+c+h+y c+t+h+y	source-symbol stream
f2r.7	f2r.7|P01	shor ckhy daiiny chol dan	s+h+o+r c+k+h+y d+a+i+i+n+y c+h+o+l d+a+n	source-symbol stream
f2r.8	f2r.8|P01	kydain shaiin qoy s shol fodan yksh olsheey daiildy	k+y+d+a+i+n s+h+a+i+i+n q+o+y s s+h+o+l f+o+d+a+n y+k+s+h o+l+s+h+e+e+y d+a+i+i+l+d+y	source-symbol stream
f2r.9	f2r.9|P03	dlssho kol sheey qokey ykody so cholyky dain daiirol	d+l+s+s+h+o k+o+l s+h+e+e+y q+o+k+e+y y+k+o+d+y s+o c+h+o+l+y+k+y d+a+i+n d+a+i+i+r+o+l	source-symbol stream
f2v.1	f2v.1|P03	kooiin cheopchor otaiinodain chor dair shty	k+o+o+i+i+n c+h+e+o+p+c+h+o+r o+t+a+i+i+n+o+d+a+i+n c+h+o+r d+a+i+r s+h+t+y	source-symbol stream
f2v.2	f2v.2|P01	kcho kchy sho shol qotcho loeees qoty chor daiin	k+c+h+o k+c+h+y s+h+o s+h+o+l q+o+t+c+h+o l+o+e+e+e+s q+o+t+y c+h+o+r d+a+i+i+n	source-symbol stream
f2v.3	f2v.3|P01	otchy chor lshy chol chody chodain chcthy daiin	o+t+c+h+y c+h+o+r l+s+h+y c+h+o+l c+h+o+d+y c+h+o+d+a+i+n c+h+c+t+h+y d+a+i+i+n	source-symbol stream
f2v.4	f2v.4|P01	sho cholo cheor chodaiin	s+h+o c+h+o+l+o c+h+e+o+r c+h+o+d+a+i+i+n	source-symbol stream
f2v.5	f2v.5|P02	kchor shy daiiin chckhoy s shey dor chol daiin	k+c+h+o+r s+h+y d+a+i+i+i+n c+h+c+k+h+o+y s s+h+e+y d+o+r c+h+o+l d+a+i+i+n	source-symbol stream
f2v.6	f2v.6|P02	dor chol chor chol keol chy chty daiin otchor chan	d+o+r c+h+o+l c+h+o+r c+h+o+l k+e+o+l c+h+y c+h+t+y d+a+i+i+n o+t+c+h+o+r c+h+a+n	source-symbol stream
f2v.7	f2v.7|P01	daiin chotchey qoteeey chokeos chees chr cheaiin	d+a+i+i+n c+h+o+t+c+h+e+y q+o+t+e+e+e+y c+h+o+k+e+o+s c+h+e+e+s c+h+r c+h+e+a+i+i+n	source-symbol stream
f2v.8	f2v.8|P01	chokoishe chor cheol chol dolody	c+h+o+k+o+i+s+h+e c+h+o+r c+h+e+o+l c+h+o+l d+o+l+o+d+y	source-symbol stream
f30r.1	f30r.1|P02	okchesy chey shorchey fcheody shey tchy cher d o shey	o+k+c+h+e+s+y c+h+e+y s+h+o+r+c+h+e+y f+c+h+e+o+d+y s+h+e+y t+c+h+y c+h+e+r d o s+h+e+y	source-symbol stream
f30r.10	f30r.10|P01	chokchaiin dchor chkchean qotchy chctho rchody	c+h+o+k+c+h+a+i+i+n d+c+h+o+r c+h+k+c+h+e+a+n q+o+t+c+h+y c+h+c+t+h+o r+c+h+o+d+y	source-symbol stream
f30r.11	f30r.11|P02	qotchor cheor chey cheor chey soiin ydey sor daiin	q+o+t+c+h+o+r c+h+e+o+r c+h+e+y c+h+e+o+r c+h+e+y s+o+i+i+n y+d+e+y s+o+r d+a+i+i+n	source-symbol stream
f30r.12	f30r.12|P01	dcheey ckhey ckhey daiin chkeaiin dar chor ychdain	d+c+h+e+e+y c+k+h+e+y c+k+h+e+y d+a+i+i+n c+h+k+e+a+i+i+n d+a+r c+h+o+r y+c+h+d+a+i+n	source-symbol stream
f30r.13	f30r.13|P01	chodaiin chtchey chear shy keey	c+h+o+d+a+i+i+n c+h+t+c+h+e+y c+h+e+a+r s+h+y k+e+e+y	source-symbol stream
f30r.2	f30r.2|P01	ychody chey chkeey ksho keeor cheor shey she keeodol sy	y+c+h+o+d+y c+h+e+y c+h+k+e+e+y k+s+h+o k+e+e+o+r c+h+e+o+r s+h+e+y s+h+e k+e+e+o+d+o+l s+y	source-symbol stream
f30r.3	f30r.3|P02	chodaiin chory chey doiin saiin chorain cheey keem	c+h+o+d+a+i+i+n c+h+o+r+y c+h+e+y d+o+i+i+n s+a+i+i+n c+h+o+r+a+i+n c+h+e+e+y k+e+e+m	source-symbol stream
f30r.4	f30r.4|P02	qokechy qoko qopchar soin chan qotchaiin	q+o+k+e+c+h+y q+o+k+o q+o+p+c+h+a+r s+o+i+n c+h+a+n q+o+t+c+h+a+i+i+n	source-symbol stream
f30r.5	f30r.5|P01	choko qokochy deeey dkeeor cheoldain chory	c+h+o+k+o q+o+k+o+c+h+y d+e+e+e+y d+k+e+e+o+r c+h+e+o+l+d+a+i+n c+h+o+r+y	source-symbol stream
f30r.6	f30r.6|P01	dchorol sho chor cho ro raiin dor chseeor dy	d+c+h+o+r+o+l s+h+o c+h+o+r c+h+o r+o r+a+i+i+n d+o+r c+h+s+e+e+o+r d+y	source-symbol stream
f30r.7	f30r.7|P01	qor chain cthorchy	q+o+r c+h+a+i+n c+t+h+o+r+c+h+y	source-symbol stream
f30r.8	f30r.8|P03	opchol ol chesey scheorchey okeal dcheo rchey	o+p+c+h+o+l o+l c+h+e+s+e+y s+c+h+e+o+r+c+h+e+y o+k+e+a+l d+c+h+e+o r+c+h+e+y	source-symbol stream
f30r.9	f30r.9|P01	dchey qochar chol keeaiin chcthey chor cheky	d+c+h+e+y q+o+c+h+a+r c+h+o+l k+e+e+a+i+i+n c+h+c+t+h+e+y c+h+o+r c+h+e+k+y	source-symbol stream
f30v.1	f30v.1|P02	cthscthain shosaiin chocthey sho chepchy shor sheaiin	c+t+h+s+c+t+h+a+i+n s+h+o+s+a+i+i+n c+h+o+c+t+h+e+y s+h+o c+h+e+p+c+h+y s+h+o+r s+h+e+a+i+i+n	source-symbol stream
f30v.10	f30v.10|P01	sho sheoldy otcheor daiin	s+h+o s+h+e+o+l+d+y o+t+c+h+e+o+r d+a+i+i+n	source-symbol stream
f30v.11	f30v.11|P01	sol chokcheey daiin kchydy	s+o+l c+h+o+k+c+h+e+e+y d+a+i+i+n k+c+h+y+d+y	source-symbol stream
f30v.2	f30v.2|P01	qotchor chy she kchor chory keor ol chy daiin ctholdy	q+o+t+c+h+o+r c+h+y s+h+e k+c+h+o+r c+h+o+r+y k+e+o+r o+l c+h+y d+a+i+i+n c+t+h+o+l+d+y	source-symbol stream
f30v.3	f30v.3|P02	chotchol daiin cthol doiin daiin chokeor dal chtoithy	c+h+o+t+c+h+o+l d+a+i+i+n c+t+h+o+l d+o+i+i+n d+a+i+i+n c+h+o+k+e+o+r d+a+l c+h+t+o+i+t+h+y	source-symbol stream
f30v.4	f30v.4|P01	otchey daiin chor checkhy qotchod daiin	o+t+c+h+e+y d+a+i+i+n c+h+o+r c+h+e+c+k+h+y q+o+t+c+h+o+d d+a+i+i+n	source-symbol stream
f30v.5	f30v.5|P01	dain choty chkol ytor cheoldy	d+a+i+n c+h+o+t+y c+h+k+o+l y+t+o+r c+h+e+o+l+d+y	source-symbol stream
f30v.6	f30v.6|P02	qokeeor chokol chokeody dairy	q+o+k+e+e+o+r c+h+o+k+o+l c+h+o+k+e+o+d+y d+a+i+r+y	source-symbol stream
f30v.7	f30v.7|P02	chokchy sho kcho tcho ctho sos	c+h+o+k+c+h+y s+h+o k+c+h+o t+c+h+o c+t+h+o s+o+s	source-symbol stream
f30v.8	f30v.8|P01	oyshy cheotol cphoaiin cphey	o+y+s+h+y c+h+e+o+t+o+l c+p+h+o+a+i+i+n c+p+h+e+y	source-symbol stream
f30v.9	f30v.9|P01	qotchor chor sheey cheolsos	q+o+t+c+h+o+r c+h+o+r s+h+e+e+y c+h+e+o+l+s+o+s	source-symbol stream
f31r.1	f31r.1|P02	keedey qofchedy shees aiin qokeefcy chepakeo	k+e+e+d+e+y q+o+f+c+h+e+d+y s+h+e+e+s a+i+i+n q+o+k+e+e+f+c+y c+h+e+p+a+k+e+o	source-symbol stream
f31r.10	f31r.10|P01	tol shso okedy okedy qokedy qokeedy dar shedshey	t+o+l s+h+s+o o+k+e+d+y o+k+e+d+y q+o+k+e+d+y q+o+k+e+e+d+y d+a+r s+h+e+d+s+h+e+y	source-symbol stream
f31r.11	f31r.11|P02	olsheol qokchy dal chey deey kchy keey okaiin ykeey	o+l+s+h+e+o+l q+o+k+c+h+y d+a+l c+h+e+y d+e+e+y k+c+h+y k+e+e+y o+k+a+i+i+n y+k+e+e+y	source-symbol stream
f31r.12	f31r.12|P01	qoaiin yches okedy sheey chedaiin dar	q+o+a+i+i+n y+c+h+e+s o+k+e+d+y s+h+e+e+y c+h+e+d+a+i+i+n d+a+r	source-symbol stream
f31r.13	f31r.13|P01	olsheor qoekedy otedy ykedy dals	o+l+s+h+e+o+r q+o+e+k+e+d+y o+t+e+d+y y+k+e+d+y d+a+l+s	source-symbol stream
f31r.14	f31r.14|P02	saiir or chedy daiin okeedy	s+a+i+i+r o+r c+h+e+d+y d+a+i+i+n o+k+e+e+d+y	source-symbol stream
f31r.15	f31r.15|P03	yshedair sheolcheky okedam	y+s+h+e+d+a+i+r s+h+e+o+l+c+h+e+k+y o+k+e+d+a+m	source-symbol stream
f31r.16	f31r.16|P01	oteor aiicthy	o+t+e+o+r a+i+i+c+t+h+y	source-symbol stream
f31r.2	f31r.2|P02	dcheey daiin okeedy qokees s aiin shckhey qef	d+c+h+e+e+y d+a+i+i+n o+k+e+e+d+y q+o+k+e+e+s s a+i+i+n s+h+c+k+h+e+y q+e+f	source-symbol stream
f31r.3	f31r.3|P02	qokeey chey daiin qokeey rair chekey saiin da	q+o+k+e+e+y c+h+e+y d+a+i+i+n q+o+k+e+e+y r+a+i+r c+h+e+k+e+y s+a+i+i+n d+a	source-symbol stream
f31r.4	f31r.4|P01	qotar chy dar lo r ar cheey keeol chedy qokey	q+o+t+a+r c+h+y d+a+r l+o r a+r c+h+e+e+y k+e+e+o+l c+h+e+d+y q+o+k+e+y	source-symbol stream
f31r.5	f31r.5|P01	daiin sheeody qokeor	d+a+i+i+n s+h+e+e+o+d+y q+o+k+e+o+r	source-symbol stream
f31r.6	f31r.6|P02	tshokeody qokedy qotedy chepar chedy r aiin dal	t+s+h+o+k+e+o+d+y q+o+k+e+d+y q+o+t+e+d+y c+h+e+p+a+r c+h+e+d+y r a+i+i+n d+a+l	source-symbol stream
f31r.7	f31r.7|P01	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	y+k+e+e+d+a+r s+a+i+i+n c+h+e+c+k+h+e+y s+h+e+o+l q+o+k+e+d+y y+k+e+e+d+y c+h+e+d+y l+d+y	source-symbol stream
f31r.8	f31r.8|P01	shedy qokedy cheol cheod qokeody cheol checthy	s+h+e+d+y q+o+k+e+d+y c+h+e+o+l c+h+e+o+d q+o+k+e+o+d+y c+h+e+o+l c+h+e+c+t+h+y	source-symbol stream
f31r.9	f31r.9|P01	daiir sheeo shcthey okeol	d+a+i+i+r s+h+e+e+o s+h+c+t+h+e+y o+k+e+o+l	source-symbol stream
f31v.1	f31v.1|P02	podair sheedy otedy oteedy qotolcheo s arar oteey dkarar als	p+o+d+a+i+r s+h+e+e+d+y o+t+e+d+y o+t+e+e+d+y q+o+t+o+l+c+h+e+o s a+r+a+r o+t+e+e+y d+k+a+r+a+r a+l+s	source-symbol stream
f31v.10	f31v.10|P01	dar choar al kar oeeeos cheos aiin o ckhey okeo kor okeol ain	d+a+r c+h+o+a+r a+l k+a+r o+e+e+e+o+s c+h+e+o+s a+i+i+n o c+k+h+e+y o+k+e+o k+o+r o+k+e+o+l a+i+n	source-symbol stream
f31v.11	f31v.11|P02	saiin ar ckheos chedy okeey qoear oraiin cheom	s+a+i+i+n a+r c+k+h+e+o+s c+h+e+d+y o+k+e+e+y q+o+e+a+r o+r+a+i+i+n c+h+e+o+m	source-symbol stream
f31v.2	f31v.2|P02	ytchos octhey okeeos cheody okeey kchody daiin cheody keedy	y+t+c+h+o+s o+c+t+h+e+y o+k+e+e+o+s c+h+e+o+d+y o+k+e+e+y k+c+h+o+d+y d+a+i+i+n c+h+e+o+d+y k+e+e+d+y	source-symbol stream
f31v.3	f31v.3|P02	ykeeo daiin shedal okedy okey keody okchey sair okees o lkedy	y+k+e+e+o d+a+i+i+n s+h+e+d+a+l o+k+e+d+y o+k+e+y k+e+o+d+y o+k+c+h+e+y s+a+i+r o+k+e+e+s o l+k+e+d+y	source-symbol stream
f31v.4	f31v.4|P02	dair cthedy qokedy okeody chedar oked al ockhedy okeedy otas	d+a+i+r c+t+h+e+d+y q+o+k+e+d+y o+k+e+o+d+y c+h+e+d+a+r o+k+e+d a+l o+c+k+h+e+d+y o+k+e+e+d+y o+t+a+s	source-symbol stream
f31v.5	f31v.5|P01	ykeos cheeoy or aiin	y+k+e+o+s c+h+e+e+o+y o+r a+i+i+n	source-symbol stream
f31v.6	f31v.6|P01	pcheeody qop chedal checfhy chefchol or cheef alaiin opal sheo otar	p+c+h+e+e+o+d+y q+o+p c+h+e+d+a+l c+h+e+c+f+h+y c+h+e+f+c+h+o+l o+r c+h+e+e+f a+l+a+i+i+n o+p+a+l s+h+e+o o+t+a+r	source-symbol stream
f31v.7	f31v.7|P01	olkeedam ches chol keeol checkhy okeol okal oky cheokar okor ary	o+l+k+e+e+d+a+m c+h+e+s c+h+o+l k+e+e+o+l c+h+e+c+k+h+y o+k+e+o+l o+k+a+l o+k+y c+h+e+o+k+a+r o+k+o+r a+r+y	source-symbol stream
f31v.8	f31v.8|P01	ykaiin chee ksheey ychekeeor cheor o r checthy okechoked lchey okam	y+k+a+i+i+n c+h+e+e k+s+h+e+e+y y+c+h+e+k+e+e+o+r c+h+e+o+r o r c+h+e+c+t+h+y o+k+e+c+h+o+k+e+d l+c+h+e+y o+k+a+m	source-symbol stream
f31v.9	f31v.9|P02	ytecheol sheoeky okeos aiin acthedy chkaiin chetchey ctheey okear	y+t+e+c+h+e+o+l s+h+e+o+e+k+y o+k+e+o+s a+i+i+n a+c+t+h+e+d+y c+h+k+a+i+i+n c+h+e+t+c+h+e+y c+t+h+e+e+y o+k+e+a+r	source-symbol stream
f32r.1	f32r.1|P01	fchaiin shykeody daiiody dain sho tchy oty qopy	f+c+h+a+i+i+n s+h+y+k+e+o+d+y d+a+i+i+o+d+y d+a+i+n s+h+o t+c+h+y o+t+y q+o+p+y	source-symbol stream
f32r.10	f32r.10|P03	dchor cthodaiin	d+c+h+o+r c+t+h+o+d+a+i+i+n	source-symbol stream
f32r.11	f32r.11|P01	shos chckhol n	s+h+o+s c+h+c+k+h+o+l n	source-symbol stream
f32r.12	f32r.12|P02	shodaiin ctol	s+h+o+d+a+i+i+n c+t+o+l	source-symbol stream
f32r.13	f32r.13|P03	otchorol dain daiin cthy	o+t+c+h+o+r+o+l d+a+i+n d+a+i+i+n c+t+h+y	source-symbol stream
f32r.14	f32r.14|P03	schey qotshey daiin cths	s+c+h+e+y q+o+t+s+h+e+y d+a+i+i+n c+t+h+s	source-symbol stream
f32r.15	f32r.15|P01	qokchy qotol doiir ol	q+o+k+c+h+y q+o+t+o+l d+o+i+i+r o+l	source-symbol stream
f32r.16	f32r.16|P01	otchol chey soty	o+t+c+h+o+l c+h+e+y s+o+t+y	source-symbol stream
f32r.17	f32r.17|P01	chokeol dchoty	c+h+o+k+e+o+l d+c+h+o+t+y	source-symbol stream
f32r.18	f32r.18|P03	doiin shoshy	d+o+i+i+n s+h+o+s+h+y	source-symbol stream
f32r.19	f32r.19|P01	dol dchol dan	d+o+l d+c+h+o+l d+a+n	source-symbol stream
f32r.2	f32r.2|P01	okor okchor sheor ckhy dal dshodar qotchol	o+k+o+r o+k+c+h+o+r s+h+e+o+r c+k+h+y d+a+l d+s+h+o+d+a+r q+o+t+c+h+o+l	source-symbol stream
f32r.3	f32r.3|P01	qokchor chor cthol chol dol dcheodain daiin	q+o+k+c+h+o+r c+h+o+r c+t+h+o+l c+h+o+l d+o+l d+c+h+e+o+d+a+i+n d+a+i+i+n	source-symbol stream
f32r.4	f32r.4|P02	schor dshor ytsho dain daiin choddal	s+c+h+o+r d+s+h+o+r y+t+s+h+o d+a+i+n d+a+i+i+n c+h+o+d+d+a+l	source-symbol stream
f32r.5	f32r.5|P01	qotchy qokchy daiin	q+o+t+c+h+y q+o+k+c+h+y d+a+i+i+n	source-symbol stream
f32r.6	f32r.6|P02	fcho tchey chedy	f+c+h+o t+c+h+e+y c+h+e+d+y	source-symbol stream
f32r.7	f32r.7|P01	otol dol ol dair	o+t+o+l d+o+l o+l d+a+i+r	source-symbol stream
f32r.8	f32r.8|P02	qoar daiin dam	q+o+a+r d+a+i+i+n d+a+m	source-symbol stream
f32r.9	f32r.9|P01	dytchor dary	d+y+t+c+h+o+r d+a+r+y	source-symbol stream
f32v.1	f32v.1|P01	kcheodaiin chol kechy qotaiin daiioam o chofchody	k+c+h+e+o+d+a+i+i+n c+h+o+l k+e+c+h+y q+o+t+a+i+i+n d+a+i+i+o+a+m o c+h+o+f+c+h+o+d+y	source-symbol stream
f32v.10	f32v.10|P02	sho keol chor chol daiin cphol cthol da ar	s+h+o k+e+o+l c+h+o+r c+h+o+l d+a+i+i+n c+p+h+o+l c+t+h+o+l d+a a+r	source-symbol stream
f32v.11	f32v.11|P01	ol sho chy	o+l s+h+o c+h+y	source-symbol stream
f32v.2	f32v.2|P02	daiin odar chy daiin chey tcho ldy dain teor	d+a+i+i+n o+d+a+r c+h+y d+a+i+i+n c+h+e+y t+c+h+o l+d+y d+a+i+n t+e+o+r	source-symbol stream
f32v.3	f32v.3|P01	shor daiin chckhy dsho dain daiin s shokey ka	s+h+o+r d+a+i+i+n c+h+c+k+h+y d+s+h+o d+a+i+n d+a+i+i+n s s+h+o+k+e+y k+a	source-symbol stream
f32v.4	f32v.4|P02	or chr chor dor chaiin qotcho r chy dcho daiin	o+r c+h+r c+h+o+r d+o+r c+h+a+i+i+n q+o+t+c+h+o r c+h+y d+c+h+o d+a+i+i+n	source-symbol stream
f32v.5	f32v.5|P02	chokchy daiin shy chor qo kaiin dain dchol dorg	c+h+o+k+c+h+y d+a+i+i+n s+h+y c+h+o+r q+o k+a+i+i+n d+a+i+n d+c+h+o+l d+o+r+g	source-symbol stream
f32v.6	f32v.6|P02	okchan chol shal dchcthy	o+k+c+h+a+n c+h+o+l s+h+a+l d+c+h+c+t+h+y	source-symbol stream
f32v.7	f32v.7|P02	ksho cphor she sheaiin otshchor dain shckhy s odan	k+s+h+o c+p+h+o+r s+h+e s+h+e+a+i+i+n o+t+s+h+c+h+o+r d+a+i+n s+h+c+k+h+y s o+d+a+n	source-symbol stream
f32v.8	f32v.8|P02	otchol daiin daiin ctho daiin qotaiin otchy d shar	o+t+c+h+o+l d+a+i+i+n d+a+i+i+n c+t+h+o d+a+i+i+n q+o+t+a+i+i+n o+t+c+h+y d s+h+a+r	source-symbol stream
f32v.9	f32v.9|P01	qotchy cfhy skey chocthy daiin cthaiin daiin	q+o+t+c+h+y c+f+h+y s+k+e+y c+h+o+c+t+h+y d+a+i+i+n c+t+h+a+i+i+n d+a+i+i+n	source-symbol stream
f33r.1	f33r.1|P02	tshdar shdor shepchdy cphody yfoldy qofockhdy otchedy lfchdy daiin	t+s+h+d+a+r s+h+d+o+r s+h+e+p+c+h+d+y c+p+h+o+d+y y+f+o+l+d+y q+o+f+o+c+k+h+d+y o+t+c+h+e+d+y l+f+c+h+d+y d+a+i+i+n	source-symbol stream
f33r.2	f33r.2|P01	ytchedy qokar cheky okaldy qokaldy otor oldar qotar otar otardam	y+t+c+h+e+d+y q+o+k+a+r c+h+e+k+y o+k+a+l+d+y q+o+k+a+l+d+y o+t+o+r o+l+d+a+r q+o+t+a+r o+t+a+r o+t+a+r+d+a+m	source-symbol stream
f33r.3	f33r.3|P02	loiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	l+o+i+i+n y c+h+e+k+y q+o+k+e+d+y s+h+e+d+y c+h+d+a+l c+h+e+c+h+d+a+i+i+n q+o+k+c+h+y o+d+y c+h+e+k+e+e+d+y y+k+a+m	source-symbol stream
f33r.4	f33r.4|P02	taiin chekey or alaiiin saiin okaiin dar cheedy chkeey far aiin s	t+a+i+i+n c+h+e+k+e+y o+r a+l+a+i+i+i+n s+a+i+i+n o+k+a+i+i+n d+a+r c+h+e+e+d+y c+h+k+e+e+y f+a+r a+i+i+n s	source-symbol stream
f33r.5	f33r.5|P02	pair or aiin otaiin ol kor aiin okal otal chdal shekal qakar otam	p+a+i+r o+r a+i+i+n o+t+a+i+i+n o+l k+o+r a+i+i+n o+k+a+l o+t+a+l c+h+d+a+l s+h+e+k+a+l q+a+k+a+r o+t+a+m	source-symbol stream
f33r.6	f33r.6|P02	yteey shody tchedydy chekar okaiin okaiin daiin okal	y+t+e+e+y s+h+o+d+y t+c+h+e+d+y+d+y c+h+e+k+a+r o+k+a+i+i+n o+k+a+i+i+n d+a+i+i+n o+k+a+l	source-symbol stream
f33r.7	f33r.7|P01	dar chos aiin or aiin cheekaiin okain ar okeeey	d+a+r c+h+o+s a+i+i+n o+r a+i+i+n c+h+e+e+k+a+i+i+n o+k+a+i+n a+r o+k+e+e+e+y	source-symbol stream
f33v.1	f33v.1|P02	tar ar daiin ydain cthey dolr sheky ar aiin cs	t+a+r a+r d+a+i+i+n y+d+a+i+n c+t+h+e+y d+o+l+r s+h+e+k+y a+r a+i+i+n c+s	source-symbol stream
f33v.10	f33v.10|P02	lchoar or chey lodaiin oor okeedy okaly	l+c+h+o+a+r o+r c+h+e+y l+o+d+a+i+i+n o+o+r o+k+e+e+d+y o+k+a+l+y	source-symbol stream
f33v.11	f33v.11|P01	tar al keey oram	t+a+r a+l k+e+e+y o+r+a+m	source-symbol stream
f33v.2	f33v.2|P01	kchdy dam dy oky otal dain chdy ytam otam cham	k+c+h+d+y d+a+m d+y o+k+y o+t+a+l d+a+i+n c+h+d+y y+t+a+m o+t+a+m c+h+a+m	source-symbol stream
f33v.3	f33v.3|P02	dar chckhy dy dyky ckhdy oky dam okardy komdy	d+a+r c+h+c+k+h+y d+y d+y+k+y c+k+h+d+y o+k+y d+a+m o+k+a+r+d+y k+o+m+d+y	source-symbol stream
