profile	all_carriers	paragraph_counts	eligible_families	all_single_column_deficits
1078	qokchedy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
1079	qokchey	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
1080	qokchy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
1081	qoke	[19, 2, 9, 5, 5, 0, 4, 6, 5, 9, 5, 1, 3, 6, 5, 18, 10, 10, 10, 6, 19, 18, 2, 3, 0, 1, 1, 0, 1, 0, 0, 10, 1, 2, 2, 1, 6, 3, 2, 5, 2, 0, 3, 0, 0, 2, 1, 5, 1, 0, 7, 3, 4, 2, 8, 10, 1, 16, 1, 4, 3, 2, 2, 7, 5, 8, 0, 0, 6, 7, 2]		"{""AQUA"":[{""count"":2,""required"":13,""observed"":11},{""count"":4,""required"":6,""observed"":3}],""HEAD"":[{""count"":0,""required"":22,""observed"":11}],""STOMACH"":[{""count"":0,""required"":19,""observed"":11},{""count"":1,""required"":13,""observed"":10}],""OCULUS"":[{""count"":0,""required"":25,""observed"":11}],""LIVER"":[{""count"":0,""required"":23,""observed"":11}],""SPLEEN"":[{""count"":0,""required"":25,""observed"":11}],""SKIN"":[{""count"":0,""required"":26,""observed"":11}],""LUNG"":[{""count"":0,""required"":27,""observed"":11}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":11}],""BLADDER"":[{""count"":0,""required"":29,""observed"":11}],""WOMB"":[{""count"":0,""required"":29,""observed"":11}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":11}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":11}]}"
1082	qokec qokech	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
1083	qoked	[8, 0, 3, 1, 1, 0, 2, 1, 2, 5, 1, 0, 1, 0, 0, 3, 6, 6, 5, 2, 15, 13, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 5, 3, 0, 1, 0, 1, 2, 0, 0, 5, 2, 6, 0, 0, 4, 3, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":8},{""count"":3,""required"":6,""observed"":5},{""count"":4,""required"":6,""observed"":1}]}"
1084	qokeda	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
1085	qokedal	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
1086	qokedar	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
1087	qokedy	[8, 0, 3, 1, 0, 0, 2, 1, 2, 5, 1, 0, 1, 0, 0, 3, 5, 6, 5, 2, 13, 13, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 5, 3, 0, 1, 0, 1, 2, 0, 0, 4, 2, 5, 0, 0, 4, 2, 0]	HEAD,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":9},{""count"":3,""required"":6,""observed"":4},{""count"":4,""required"":6,""observed"":2}],""STOMACH"":[{""count"":1,""required"":13,""observed"":12}]}"
1088	qokee	[7, 1, 5, 2, 1, 0, 2, 5, 3, 4, 4, 1, 1, 6, 4, 15, 3, 4, 4, 3, 4, 3, 0, 2, 0, 0, 1, 0, 1, 0, 0, 6, 1, 2, 1, 1, 6, 2, 2, 4, 1, 0, 1, 0, 0, 1, 0, 3, 1, 0, 5, 1, 0, 1, 2, 7, 1, 15, 1, 3, 1, 1, 2, 1, 3, 2, 0, 0, 1, 4, 2]		"{""AQUA"":[{""count"":2,""required"":13,""observed"":10}],""HEAD"":[{""count"":0,""required"":22,""observed"":15}],""STOMACH"":[{""count"":0,""required"":19,""observed"":15}],""OCULUS"":[{""count"":0,""required"":25,""observed"":15}],""LIVER"":[{""count"":0,""required"":23,""observed"":15}],""SPLEEN"":[{""count"":0,""required"":25,""observed"":15}],""SKIN"":[{""count"":0,""required"":26,""observed"":15}],""LUNG"":[{""count"":0,""required"":27,""observed"":15}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":15}],""BLADDER"":[{""count"":0,""required"":29,""observed"":15}],""WOMB"":[{""count"":0,""required"":29,""observed"":15}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":15}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":15}]}"
1089	qokeed	[6, 0, 2, 1, 1, 0, 1, 5, 2, 3, 3, 1, 1, 5, 3, 13, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 1, 4, 1, 7, 0, 3, 0, 0, 1, 1, 2, 1, 0, 0, 1, 3, 2]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":10},{""count"":4,""required"":6,""observed"":1}],""BLADDER"":[{""count"":0,""required"":29,""observed"":27}],""WOMB"":[{""count"":0,""required"":29,""observed"":27}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":27}]}"
1090	qokeedy	[6, 0, 1, 1, 1, 0, 1, 5, 2, 3, 3, 1, 1, 5, 3, 13, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 4, 1, 7, 0, 3, 0, 0, 1, 1, 2, 1, 0, 0, 1, 3, 1]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":8},{""count"":4,""required"":6,""observed"":1}]}"
1091	qokeee	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
1092	qokeey	[1, 1, 3, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 3, 0, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 1, 2, 0, 6, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":5},{""count"":3,""required"":6,""observed"":4},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
1093	qokey	[3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":2},{""count"":3,""required"":6,""observed"":2},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
1094	qokl	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
1095	qoko	[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 3, 0, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":3},{""count"":3,""required"":6,""observed"":2},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
1096	qokol	[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":2},{""count"":3,""required"":6,""observed"":2},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
1097	qokor	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
1098	qoks qoksh qokshe	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":1}]}"
1099	qokshed qokshedy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":6},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":6}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":6}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":6}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
1100	qoky	[1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 3, 0, 1, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":5},{""count"":3,""required"":6,""observed"":5},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
1101	qol	[1, 5, 5, 5, 2, 0, 2, 1, 2, 1, 1, 0, 1, 3, 4, 6, 3, 2, 7, 2, 0, 13, 4, 4, 3, 3, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 2, 1, 2, 0, 0, 5, 1, 0, 0, 0, 6, 0, 1, 3, 2, 2, 2, 8, 0, 0, 3, 1, 0, 6, 2, 1, 0, 1, 0, 0, 0, 0, 1, 5]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN	"{""AQUA"":[{""count"":2,""required"":13,""observed"":11},{""count"":4,""required"":6,""observed"":3}],""SKIN"":[{""count"":0,""required"":26,""observed"":25}],""LUNG"":[{""count"":0,""required"":27,""observed"":25}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":25}],""BLADDER"":[{""count"":0,""required"":29,""observed"":25}],""WOMB"":[{""count"":0,""required"":29,""observed"":25}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":25}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":25}]}"
