event_id	page	record	observed_surface	recovered_card_no	recovered_component_parse	recovered_spoken_value_de	expected_card_no	expected_spoken_value_de	card_recovery	value_recovery	owner_needed_for_card_or_value	owner_needed_for_complete_local_instruction
E289	f83r	B3	checthy	PROC014	CTH+Y	bereit · dieser Posten	PROC014	bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E290	f83r	B3	chealror	PROC148	AL+R+OR	bezeichnete Stelle · abkühlen · Ansatz	PROC148	bezeichnete Stelle · abkühlen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E291	f83r	B3	solkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	PROC098	auffangen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E292	f83r	B3	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	PROC129	danach · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E293	f83r	B3	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E294	f83r	B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E295	f83r	B3	sol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E296	f83r	B3	cheeety	PROC149	EEE+T+Y	vollständig · eintragen · dieser Posten	PROC149	vollständig · eintragen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E297	f83r	B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E298	f83r	B3	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E299	f83r	B3	saiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E300	f83r	B3	schedair	PROC150	CHD+AIR	umsetzen · laufender Bestand	PROC150	umsetzen · laufender Bestand	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E301	f83r	B3	otchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	PROC145	danach · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E302	f83r	B3	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E303	f83r	B3	chedain	PROC151	CHD+AIN	umsetzen · Portion	PROC151	umsetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E304	f83r	B3	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E305	f83r	B3	qotedaiin	PROC152	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	PROC152	danach · kurz · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E306	f83r	B3	otaiin	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	PROC112	danach · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E307	f83r	B3	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	PROC135	danach · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E308	f83r	B3	ldy	PROC108	L+DY	führen · Schluss	PROC108	führen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E309	f83r	B3	soiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	PROC097	Arbeitsgang · Sollstufe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E310	f83r	B3	checthy	PROC014	CTH+Y	bereit · dieser Posten	PROC014	bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E311	f83r	B3	chety	PROC004	T+Y	eintragen · dieser Posten	PROC004	eintragen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E312	f83r	B3	otaiin	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	PROC112	danach · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E313	f83r	B3	olsaly	PROC153	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	PROC153	fortsetzen · bezeichnete Stelle · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E314	f83r	B3	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E315	f83r	B4	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E316	f83r	B4	qolchey	PROC154	OL+Y	fortsetzen · dieser Posten	PROC154	fortsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E317	f83r	B4	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E318	f83r	B4	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E319	f83r	B4	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E320	f83r	B4	otal	PROC131	OT+AL	danach · bezeichnete Stelle	PROC131	danach · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E321	f83r	B4	otchey	PROC065	OT+Y	danach · dieser Posten	PROC065	danach · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E322	f83r	B4	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	PROC092	ansetzen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E323	f83r	B4	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E324	f83r	B4	tol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E325	f83r	B4	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E326	f83r	B4	qokylddy	PROC155	OK+Y+LD+DY	ansetzen · dieser Posten · befestigen · Schluss	PROC155	ansetzen · dieser Posten · befestigen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E327	f83r	B4	dain	PROC156	AIN	Portion	PROC156	Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E328	f83r	B4	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E329	f83r	B4	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	PROC100	ansetzen · länger · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E330	f83r	B4	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	PROC099	halten · Durchlass · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E331	f83r	B4	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	PROC099	halten · Durchlass · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E332	f83r	B4	saiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E333	f83r	B4	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dieser Posten	PROC046	wärmen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E334	f83r	B4	sheey	PROC157	SH+EE+Y	halten · länger · dieser Posten	PROC157	halten · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E335	f83r	B4	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E336	f83r	B4	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E337	f83r	B4	oldy	PROC047	OL+DY	fortsetzen · Schluss	PROC047	fortsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E338	f83r	B4	saiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E339	f83r	B4	cheky	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten	PROC083	wärmen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E340	f83r	B4	okeeol	PROC158	OK+EE+OL	ansetzen · länger · fortsetzen	PROC158	ansetzen · länger · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E341	f83r	B4	okain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E342	f83r	B4	chdy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E343	f83r	B4	sol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E344	f83r	B4	lkedy	PROC159	L+K+E+DY	führen · zuführen · kurz · Schluss	PROC159	führen · zuführen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E345	f83r	B4	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E346	f83r	B4	qokol	PROC160	OK+OL	ansetzen · fortsetzen	PROC160	ansetzen · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E347	f83r	B4	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E348	f83r	B4	or	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E349	f83r	B4	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E350	f83r	B4	qockhey	PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	PROC161	Arbeitsgang · Durchlass · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E351	f83r	B4	dairydy	PROC162	AIR+Y+DY	laufender Bestand · dieser Posten · Schluss	PROC162	laufender Bestand · dieser Posten · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E352	f83r	B4	qokain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E353	f83r	B4	shey	PROC031	SH+EE+Y	halten · länger · dieser Posten	PROC031	halten · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E354	f83r	B4	kain	PROC069	K+AIN	zuführen · Portion	PROC069	zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E355	f83r	B4	chckhal	PROC163	CH+CKH+AL	abziehen · Durchlass · bezeichnete Stelle	PROC163	abziehen · Durchlass · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E356	f83r	B4	solkey	PROC164	SOLK+E+Y	auffangen · kurz · dieser Posten	PROC164	auffangen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E357	f83r	B4	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	PROC120	führen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E358	f83r	B4	qolkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	PROC070	fortsetzen · zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E359	f83r	B4	dal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E360	f83r	B4	skar	PROC165	K+AR	zuführen · von dort	PROC165	zuführen · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E361	f83r	B4	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E362	f83r	B5	otchdy	PROC166	OT+CHD+DY	danach · umsetzen · Schluss	PROC166	danach · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E363	f83r	B5	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	PROC082	ansetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E364	f83r	B5	shedal	PROC142	SHED+AL	absetzen · bezeichnete Stelle	PROC142	absetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E365	f83r	B5	dal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E366	f83r	B5	cheol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E367	f83r	B5	lol	PROC167	L+OL	führen · fortsetzen	PROC167	führen · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E368	f83r	B5	chdal	PROC168	CHD+AL	umsetzen · bezeichnete Stelle	PROC168	umsetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E369	f83r	B5	aiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E370	f83r	B5	sol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E371	f83r	B5	daiiin	PROC169	DA+IIN	zweite · Sollstufe	PROC169	zweite · Sollstufe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E372	f83r	B5	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E373	f83r	B6	solkeey	PROC170	SOLK+EE+Y	auffangen · länger · dieser Posten	PROC170	auffangen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E374	f83r	B6	qekey	PROC171	E+K+E+Y	kurz · zuführen · kurz · dieser Posten	PROC171	kurz · zuführen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E375	f83r	B6	raly	PROC172	R+AL+Y	abkühlen · bezeichnete Stelle · dieser Posten	PROC172	abkühlen · bezeichnete Stelle · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E376	f83r	B6	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E377	f83r	B6	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E378	f83r	B6	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E379	f83r	B6	dain	PROC156	AIN	Portion	PROC156	Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E380	f83r	B6	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E381	f83r	B6	ldalor	PROC173	L+AL+OR	führen · bezeichnete Stelle · Ansatz	PROC173	führen · bezeichnete Stelle · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
