case_id	phase	statement_id	page	record	source_instruction_de	semantic_component_sequence	invariant_command_sequence_de	selected_card_sequence	reconstructed_surface_sequence	source_surface_sequence	context_card_choices	desk_surface_choices	local_exemplar_surface_choices	exact_roundtrip
C4	OPERATE_OR_APPLY	B4-S013	f83r	B4	Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen.	OK+OL | SHED+DY	ANSETZEN · FORTSETZEN | ABSETZEN; SCHLUSS	PROC160 | PROC078	qokol shedy	qokol shedy	1	0	1	YES
C4	OPERATE_OR_APPLY	B4-S014	f83r	B4	Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	OR | Y | O+CKH+E+Y | AIR+Y+DY	ANSATZ | ARBEITSPOSTEN | ARBEITSGANG · DURCHLASSKANAL · KURZ · ARBEITSPOSTEN | FLUESSIGKEITSLAUF · ARBEITSPOSTEN; SCHLUSS	PROC016 | PROC019 | PROC161 | PROC162	or chey qockhey dairydy	or chey qockhey dairydy	0	0	2	YES
C4	OPERATE_OR_APPLY	B4-S015	f83r	B4	Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	ANSETZEN · PORTION | HALTEN · LANG · ARBEITSPOSTEN | ZUDOSIEREN · PORTION | ABNEHMEN · DURCHLASSKANAL · ZIELSTELLE | AUFFANGEN · KURZ · ARBEITSPOSTEN | WEITERLEITEN · UMSETZEN; SCHLUSS	PROC080 | PROC031 | PROC069 | PROC163 | PROC164 | PROC120	qokain shey kain chckhal solkey lchedy	qokain shey kain chckhal solkey lchedy	1	1	2	YES
C4	OPERATE_OR_APPLY	B4-S016	f83r	B4	Setze mehrfach beschickter konzentrierter Pflanzenauszug an rechte Hauptstation mit S-Lauf und Mehrarmknoten ein. Therapeutische Lesung: Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	OL+K+AIN | AL | K+AR | SHED+DY	FORTSETZEN · ZUDOSIEREN · PORTION | ZIELSTELLE | ZUDOSIEREN · VORRAT | ABSETZEN; SCHLUSS	PROC070 | PROC055 | PROC165 | PROC078	qolkain dal skar shedy	qolkain dal skar shedy	0	0	3	YES
C5	PREPARE_PRODUCT	H5-S001	f56r	H5	Eine erste Pflanzengabe abziehen und zum Gefaess fuehren; eine zweite nach Mass abnehmen und in den Ansatz geben.	HO+CH+OR | HO | HO+AL+Y | AIIN | HO | K+OL | OT+CH+OR | OK+Y | AL	ZUTAT · ABNEHMEN · ANSATZ | ZUTAT | ZUTAT · ZIELSTELLE · ARBEITSPOSTEN | SOLLMASS | ZUTAT | ZUDOSIEREN · FORTSETZEN | DANACH · ABNEHMEN · ANSATZ | ANSETZEN · ARBEITSPOSTEN | ZIELSTELLE	PROC051 | PROC052 | PROC053 | PROC009 | PROC052 | PROC054 | PROC020 | PROC008 | PROC055	chochor cho chodaly daiin sho kchol otchor choky dal	chochor cho chodaly daiin sho kchol otchor choky dal	1	0	6	YES
C5	PREPARE_PRODUCT	H5-S002	f56r	H5	Den vorherigen Arbeitsfaden wieder aufnehmen, die folgende Pflanzengabe ansetzen und den Auszug lange durch den Durchlass laufen lassen; Schritt schliessen.	RESUME_CARD | HO+Y | OK+Y | CH+EE+CKH+O+DY	WIEDERAUFNEHMEN | ZUTAT · ARBEITSPOSTEN | ANSETZEN · ARBEITSPOSTEN | ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS	PROC034 | PROC056 | PROC008 | PROC057	schol choy choky cheeckhody	schol choy choky cheeckhody	1	0	2	YES
C5	PREPARE_PRODUCT	H5-S003	f56r	H5	Die Gabe ziehen lassen, dem Ansatz zufuehren und denselben Einsatz zweimal wiederholen.	SH | HO | K+E+Y | OK+OK+Y	HALTEN | ZUTAT | ZUDOSIEREN · KURZ · ARBEITSPOSTEN | ANSETZEN · ANSETZEN · ARBEITSPOSTEN	PROC058 | PROC052 | PROC059 | PROC060	sh cho kchey qokokchy	sh cho kchey qokokchy	0	0	1	YES
C5	PREPARE_PRODUCT	H5-S004	f56r	H5	Den naechsten Pflanzenteil in den Ansatz geben, ansetzen, wieder abziehen und zum folgenden Gefaess fuehren.	OK+Y | OK+CH+E+O | K+AL	ANSETZEN · ARBEITSPOSTEN | ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG | ZUDOSIEREN · ZIELSTELLE	PROC011 | PROC061 | PROC062	okchy chokcheo kchal	okchy chokcheo kchal	1	0	1	YES
C5	PREPARE_PRODUCT	H5-S005	f56r	H5	Eine weitere Gabe ansetzen, zufuehren und danach die naechste abgeteilte Portion in den Gang ordnen.	HO | OK+Y | K+HO+AR | OT+O+AIN	ZUTAT | ANSETZEN · ARBEITSPOSTEN | ZUDOSIEREN · ZUTAT · VORRAT | DANACH · ARBEITSGANG · PORTION	PROC052 | PROC011 | PROC063 | PROC064	sho chokchy kchoar sotodan	sho chokchy kchoar sotodan	1	0	2	YES
C5	PREPARE_PRODUCT	H5-S006	f56r	H5	Die letzte aktuelle Portion nach Mass zur gemeinsamen Auszugscharge geben.	OT+Y | K+E+OL | AIIN	DANACH · ARBEITSPOSTEN | ZUDOSIEREN · KURZ · FORTSETZEN | SOLLMASS	PROC065 | PROC066 | PROC009	otchey keol daiin	otchey keol daiin	1	0	1	YES
C5	OPERATE_OR_APPLY	B5-S001	f83r	B5	Führe mehrfach beschickter konzentrierter Pflanzenauszug an linke Fransenstation im B5-Nachtrag als Arbeitscharge. Betriebslesung: Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station.	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	PROC166	otchdy	otchdy	1	0	0	YES
C5	OPERATE_OR_APPLY	B5-S002	f83r	B5	Führe mehrfach beschickter konzentrierter Pflanzenauszug an linke Fransenstation im B5-Nachtrag als Arbeitscharge. Betriebslesung: Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen.	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	PROC082	qokchdy	qokchdy	1	0	0	YES
C5	OPERATE_OR_APPLY	B5-S003	f83r	B5	Führe mehrfach beschickter konzentrierter Pflanzenauszug an linke Fransenstation im B5-Nachtrag als Arbeitscharge. Betriebslesung: Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	ABSETZEN · ZIELSTELLE | ZIELSTELLE | FORTSETZEN | WEITERLEITEN · FORTSETZEN | UMSETZEN · ZIELSTELLE | SOLLMASS | FORTSETZEN | ZWEITMARKER · ARBEITSSTUFE | UMSETZEN · ARBEITSPOSTEN	PROC142 | PROC055 | PROC013 | PROC167 | PROC168 | PROC009 | PROC013 | PROC169 | PROC042	shedal dal cheol lol chdal aiin sol daiiin chedy	shedal dal cheol lol chdal aiin sol daiiin chedy	3	0	5	YES
