audit_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	focus_family	focus_atom_ordinal	local_head_configuration	nearest_left_core	nearest_left_value_de	nearest_left_atom_ordinal	left_distance	nearest_right_core	nearest_right_value_de	nearest_right_atom_ordinal	right_distance	existing_trace_token	existing_target_de	active_head_before_de	strict_rule_branch	strict_expected_side	strict_expected_core	strict_expected_value_de	strict_rule_verdict	strict_reason_de	safe_rule_branch	safe_decision	safe_target_core	safe_target_value_de	safe_trace_match	safe_reason_de
EDG02808	SA02808	f81v	BIOLOGICAL	P1009-S415	P912-E1017	f81v.17	dl	L	L	VERBINDUNG	RELATION	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	VERBINDUNG→NEHMEN	NEHMEN	NEHMEN	L_AIR_NO_RIGHT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG02809	SA02809	f81v	BIOLOGICAL	P1009-S415	P912-E1018	f81v.17	ral	R+AL	AL	ZIELORT	RELATION	2	LEFT_ONLY	R	MARKIEREN	1	1	NONE	NONE	NONE	NONE	ZIELORT→MARKIEREN	MARKIEREN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	R	MARKIEREN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	R	MARKIEREN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02810	SA02810	f81v	BIOLOGICAL	P1009-S416	P912-E1020	f81v.18	chey	Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG02811	SA02811	f81v	BIOLOGICAL	P1009-S416	P912-E1022	f81v.18	cheky	CH+K+E+Y	E	GRAD I	GRADE	3	LEFT_ONLY	K	GEBEN	2	1	NONE	NONE	NONE	NONE	GRAD I→GEBEN	GEBEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02812	SA02812	f81v	BIOLOGICAL	P1009-S416	P912-E1022	f81v.18	cheky	CH+K+E+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	K	GEBEN	2	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02813	SA02813	f81v	BIOLOGICAL	P1009-S416	P912-E1024	f81v.18	shedy	SH+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	SH	HALTEN	1	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02814	SA02814	f81v	BIOLOGICAL	P1009-S417	P912-E1025	f81v.18	qokedy	OK+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02815	SA02815	f81v	BIOLOGICAL	P1009-S418	P912-E1026	f81v.18	qokedy	OK+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02816	SA02816	f81v	BIOLOGICAL	P1009-S419	P912-E1027	f81v.18	chckhy	CH+K+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	K	GEBEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02817	SA02817	f81v	BIOLOGICAL	P1009-S419	P912-E1028	f81v.18	qoky	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02818	SA02818	f81v	BIOLOGICAL	P1009-S419	P912-E1029	f81v.19	solkeey	OL+K+EE+Y	EE	GRAD II	GRADE	3	LEFT_ONLY	K	GEBEN	2	1	NONE	NONE	NONE	NONE	GRAD II→GEBEN	GEBEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02819	SA02819	f81v	BIOLOGICAL	P1009-S419	P912-E1029	f81v.19	solkeey	OL+K+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	K	GEBEN	2	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02820	SA02820	f81v	BIOLOGICAL	P1009-S419	P912-E1031	f81v.19	shedy	SH+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	SH	HALTEN	1	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02821	SA02821	f81v	BIOLOGICAL	P1009-S420	P912-E1032	f81v.19	qokar	OK+AR	AR	AUSGANG	RELATION	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	AUSGANG→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	OK	SETZEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02822	SA02822	f81v	BIOLOGICAL	P1009-S420	P912-E1033	f81v.19	shckhy	SH+CH+K+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	K	GEBEN	3	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02823	SA02823	f81v	BIOLOGICAL	P1009-S420	P912-E1034	f81v.19	dedy	D_ADDR+E+DY	E	GRAD I	GRADE	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	HALTEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG02824	SA02824	f81v	BIOLOGICAL	P1009-S421	P912-E1035	f81v.19	qokar	OK+AR	AR	AUSGANG	RELATION	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	AUSGANG→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	OK	SETZEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02825	SA02825	f81v	BIOLOGICAL	P1009-S421	P912-E1036	f81v.19	qokal	OK+AL	AL	ZIELORT	RELATION	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	OK	SETZEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02826	SA02826	f81v	BIOLOGICAL	P1009-S421	P912-E1038	f81v.19	chy	Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG02827	SA02827	f81v	BIOLOGICAL	P1009-S421	P912-E1039	f81v.20	qocthey	CARRIER_Q+O+CH+T+E+Y	E	GRAD I	GRADE	5	LEFT_ONLY	T	EINSTELLEN	4	1	NONE	NONE	NONE	NONE	GRAD I→EINSTELLEN	EINSTELLEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02828	SA02828	f81v	BIOLOGICAL	P1009-S421	P912-E1039	f81v.20	qocthey	CARRIER_Q+O+CH+T+E+Y	Y	AKTIVER POSTEN	ARGUMENT	6	LEFT_ONLY	T	EINSTELLEN	4	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02829	SA02829	f81v	BIOLOGICAL	P1009-S421	P912-E1040	f81v.20	chekal	CH+K+AL	AL	ZIELORT	RELATION	3	LEFT_ONLY	K	GEBEN	2	1	NONE	NONE	NONE	NONE	ZIELORT→GEBEN	GEBEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	K	GEBEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02830	SA02830	f81v	BIOLOGICAL	P1009-S421	P912-E1041	f81v.20	chedy	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	CHD	UMSETZEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→UMSETZEN	UMSETZEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CHD	UMSETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02831	SA02831	f81v	BIOLOGICAL	P1009-S421	P912-E1042	f81v.20	qokedy	OK+E+DY	E	GRAD I	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	UMSETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02832	SA02832	f81v	BIOLOGICAL	P1009-S422	P912-E1043	f81v.20	lshety	L+SH+E+T+Y	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	SH	HALTEN	2	1	VERBINDUNG→HALTEN	HALTEN	NONE	L_AIR_RIGHT_FRAME	RIGHT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	SH	HALTEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG02833	SA02833	f81v	BIOLOGICAL	P1009-S422	P912-E1043	f81v.20	lshety	L+SH+E+T+Y	E	GRAD I	GRADE	3	BOTH	SH	HALTEN	2	1	T	EINSTELLEN	4	1	GRAD I→HALTEN	HALTEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_EQUAL_TIE_LEFT	LEFT	SH	HALTEN	MATCH	Argument/Grad steht gleich weit; nur in diesem Gleichstand schließt der bereits offene linke Kopf.
EDG02834	SA02834	f81v	BIOLOGICAL	P1009-S422	P912-E1043	f81v.20	lshety	L+SH+E+T+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	T	EINSTELLEN	4	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02835	SA02835	f81v	BIOLOGICAL	P1009-S423	P912-E1045	f81v.20	ltedy	L+T+E+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	T	EINSTELLEN	2	1	VERBINDUNG→EINSTELLEN	EINSTELLEN	NONE	L_AIR_RIGHT_FRAME	RIGHT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	T	EINSTELLEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG02836	SA02836	f81v	BIOLOGICAL	P1009-S423	P912-E1045	f81v.20	ltedy	L+T+E+DY	E	GRAD I	GRADE	3	LEFT_ONLY	T	EINSTELLEN	2	1	NONE	NONE	NONE	NONE	GRAD I→EINSTELLEN	EINSTELLEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02837	SA02837	f81v	BIOLOGICAL	P1009-S424	P912-E1046	f81v.20	qotain	OT+AIN	AIN	ANTEIL	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	ANTEIL→HALTEN	HALTEN	NONE	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG02838	SA02838	f81v	BIOLOGICAL	P1009-S424	P912-E1047	f81v.21	lsho	L+SH+O	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	SH	HALTEN	2	1	VERBINDUNG→HALTEN	HALTEN	NONE	L_AIR_RIGHT_FRAME	RIGHT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	SH	HALTEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG02839	SA02839	f81v	BIOLOGICAL	P1009-S424	P912-E1048	f81v.21	qokey	OK+E+Y	E	GRAD I	GRADE	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	GRAD I→SETZEN	SETZEN	HALTEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02840	SA02840	f81v	BIOLOGICAL	P1009-S424	P912-E1048	f81v.21	qokey	OK+E+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	OK	SETZEN	1	2	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	HALTEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02841	SA02841	f81v	BIOLOGICAL	P1009-S424	P912-E1049	f81v.21	lshedy	L+SH+E+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	SH	HALTEN	2	1	VERBINDUNG→HALTEN	HALTEN	SETZEN	L_AIR_RIGHT_FRAME	RIGHT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	SH	HALTEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG02842	SA02842	f81v	BIOLOGICAL	P1009-S424	P912-E1049	f81v.21	lshedy	L+SH+E+DY	E	GRAD I	GRADE	3	LEFT_ONLY	SH	HALTEN	2	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02843	SA02843	f81v	BIOLOGICAL	P1009-S425	P912-E1050	f81v.21	lshedy	L+SH+E+DY	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	SH	HALTEN	2	1	VERBINDUNG→HALTEN	HALTEN	NONE	L_AIR_RIGHT_FRAME	RIGHT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	SH	HALTEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG02844	SA02844	f81v	BIOLOGICAL	P1009-S425	P912-E1050	f81v.21	lshedy	L+SH+E+DY	E	GRAD I	GRADE	3	LEFT_ONLY	SH	HALTEN	2	1	NONE	NONE	NONE	NONE	GRAD I→HALTEN	HALTEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02845	SA02845	f81v	BIOLOGICAL	P1009-S426	P912-E1051	f81v.21	chedy	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	CHD	UMSETZEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→UMSETZEN	UMSETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CHD	UMSETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02846	SA02846	f81v	BIOLOGICAL	P1009-S426	P912-E1052	f81v.21	qolky	OL+K+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	K	GEBEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	UMSETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG02847	SA02847	f81v	BIOLOGICAL	P1009-S426	P912-E1053	f81v.21	lchedal	L+CHD+AL	L	VERBINDUNG	RELATION	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	CHD	UMSETZEN	2	1	VERBINDUNG→UMSETZEN	UMSETZEN	GEBEN	L_AIR_RIGHT_FRAME	RIGHT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	L_AIR_LOCAL_RIGHT	RIGHT	CHD	UMSETZEN	MATCH	VERBINDUNG/LAUF rahmt den nächsten rechten Kopf.
EDG02848	SA02848	f81v	BIOLOGICAL	P1009-S426	P912-E1053	f81v.21	lchedal	L+CHD+AL	AL	ZIELORT	RELATION	3	LEFT_ONLY	CHD	UMSETZEN	2	1	NONE	NONE	NONE	NONE	ZIELORT→UMSETZEN	UMSETZEN	GEBEN	NON_L_AIR_CLOSE_LEFT	LEFT	CHD	UMSETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	CHD	UMSETZEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02849	SA02849	f81v	BIOLOGICAL	P1009-S426	P912-E1055	f81v.21	otar	OT+AR	AR	AUSGANG	RELATION	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AUSGANG→UMSETZEN	UMSETZEN	UMSETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG02850	SA02850	f81v	BIOLOGICAL	P1009-S426	P912-E1056	f81v.22	qokal	OK+AL	AL	ZIELORT	RELATION	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	UMSETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	AL_AR_LOCAL_LEFT	LEFT	OK	SETZEN	MATCH	AUSGANG/ZIELORT schließt an den örtlichen linken Kopf.
EDG02851	SA02851	f81v	BIOLOGICAL	P1009-S426	P912-E1059	f81v.22	cheey	SH+EE+Y	EE	GRAD II	GRADE	2	LEFT_ONLY	SH	HALTEN	1	1	NONE	NONE	NONE	NONE	GRAD II→HALTEN	HALTEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	SH	HALTEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	SH	HALTEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
