attachment_id	focus_core	focus_value_de	focus_family	event_id	book_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface_card	component_recipe	focus_atom_ordinal	left_atom	right_atom	same_card_left_actions	nearest_left_action	same_card_right_actions	nearest_right_action	previous_card_event_id	previous_card_recipe	previous_card_actions	previous_card_last_action	inherited_action_before_card	inherited_from_event_id	inherited_from_card_ordinal	owner_only_attachment	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	bracket_reading_de	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	next_card_event_id	next_card_recipe	next_card_actions	ambiguity_codes	pass1023_resolution_status	pass1023_ambiguity_classes	pass1023_decisions	pass1023_selected_attachment_de	pass1023_scope_de	pass1023_rule_ids	pass1023_changed_from_pass1022	pass1023_note_de
SA02498	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0294	2901	f77r	BIOLOGICAL	P1009-S363	1	f77r.34	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	2	CHD	CARD_END	CHD@1	CHD=UMSETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	CHD	UMSETZEN	P1003-E0294	1	1	CHD=UMSETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0295	OL+CHD+DY	CHD@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN[Y=AKTIVER POSTEN]	CHD=UMSETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02499	AIIN	WERT	ARGUMENT	P1003-E0296	2903	f77r	BIOLOGICAL	P1009-S364	1	f77r.34	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0296	1	1	OK=SETZEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P1003-E0297	OK+AIIN	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIIN=WERT]	OK=SETZEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02500	AIIN	WERT	ARGUMENT	P1003-E0297	2904	f77r	BIOLOGICAL	P1009-S364	2	f77r.34	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1003-E0296	OK+AIIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0296	1	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0297	2	1	OK=SETZEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P1003-E0298	CH+E+CH+K+Y	CH@1|CH@3|K@4	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIIN=WERT]	OK=SETZEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02501	E	GRAD I	GRADE	P1003-E0298	2905	f77r	BIOLOGICAL	P1009-S364	3	f77r.34	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	checkhy	CH+E+CH+K+Y	2	CH	CH	CH@1	CH=NEHMEN	CH@3|K@4	CH=NEHMEN	P1003-E0297	OK+AIIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0297	2	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0298	3	1	CH=NEHMEN[E=GRAD I]	SINGLE	SINGLE	NONE	P1003-E0299	R+AIIN	R@1	EQUAL_DISTANCE_TWO_HEADS	RESOLVED_BY_WORKSHOP_RULE	EQUAL_DISTANCE_TWO_HEADS	EQUAL_LEFT	CH=NEHMEN@CURRENT_CARD_ATOM1	CH@1[E@2; CH@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.
SA02502	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0298	2905	f77r	BIOLOGICAL	P1009-S364	3	f77r.34	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	checkhy	CH+E+CH+K+Y	5	K	CARD_END	CH@1|CH@3|K@4	K=GEBEN	NONE	NONE	P1003-E0297	OK+AIIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0297	2	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1003-E0298	3	4	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0299	R+AIIN	R@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02503	AIIN	WERT	ARGUMENT	P1003-E0299	2906	f77r	BIOLOGICAL	P1009-S364	4	f77r.34	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	raiin	R+AIIN	2	R	CARD_END	R@1	R=MARKIEREN	NONE	NONE	P1003-E0298	CH+E+CH+K+Y	CH@1|CH@3|K@4	K=GEBEN	K=GEBEN	P1003-E0298	3	NO	SAME_CARD_LEFT_ACTION	R	MARKIEREN	P1003-E0299	4	1	R=MARKIEREN[AIIN=WERT]	SINGLE	SINGLE	NONE	P1003-E0300	OL+K+EE+Y	K@2	R_HEAD_OR_TAIL	RESOLVED_BY_WORKSHOP_RULE	R_HEAD_OR_TAIL	R_HEAD	R=MARKIEREN[AIIN=WERT]	R=MARKIEREN[AIIN=WERT]	R1_HEAD_WITH_LOCAL_RIGHT	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SA02504	EE	GRAD II	GRADE	P1003-E0300	2907	f77r	BIOLOGICAL	P1009-S364	5	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solkeey	OL+K+EE+Y	3	K	Y	K@2	K=GEBEN	NONE	NONE	P1003-E0299	R+AIIN	R@1	R=MARKIEREN	R=MARKIEREN	P1003-E0299	4	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1003-E0300	5	2	K=GEBEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1003-E0301	OK+AIIN	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[EE=GRAD II]	K=GEBEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02505	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0300	2907	f77r	BIOLOGICAL	P1009-S364	5	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solkeey	OL+K+EE+Y	4	EE	CARD_END	K@2	K=GEBEN	NONE	NONE	P1003-E0299	R+AIIN	R@1	R=MARKIEREN	R=MARKIEREN	P1003-E0299	4	NO	SAME_CARD_LEFT_ACTION	K	GEBEN	P1003-E0300	5	2	K=GEBEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0301	OK+AIIN	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	K=GEBEN[Y=AKTIVER POSTEN]	K=GEBEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02506	AIIN	WERT	ARGUMENT	P1003-E0301	2908	f77r	BIOLOGICAL	P1009-S364	6	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	okaiin	OK+AIIN	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1003-E0300	OL+K+EE+Y	K@2	K=GEBEN	K=GEBEN	P1003-E0300	5	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0301	6	1	OK=SETZEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P1003-E0302	CHD+Y	CHD@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIIN=WERT]	OK=SETZEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02507	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0302	2909	f77r	BIOLOGICAL	P1009-S364	7	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	2	CHD	CARD_END	CHD@1	CHD=UMSETZEN	NONE	NONE	P1003-E0301	OK+AIIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0301	6	NO	SAME_CARD_LEFT_ACTION	CHD	UMSETZEN	P1003-E0302	7	1	CHD=UMSETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0303	OK+AIN	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN[Y=AKTIVER POSTEN]	CHD=UMSETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02508	AIN	ANTEIL	ARGUMENT	P1003-E0303	2910	f77r	BIOLOGICAL	P1009-S364	8	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P1003-E0302	CHD+Y	CHD@1	CHD=UMSETZEN	CHD=UMSETZEN	P1003-E0302	7	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0303	8	1	OK=SETZEN[AIN=ANTEIL]	SINGLE	SINGLE	NONE	P1003-E0304	SH+EE+DY	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIN=ANTEIL]	OK=SETZEN[AIN=ANTEIL]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02509	EE	GRAD II	GRADE	P1003-E0304	2911	f77r	BIOLOGICAL	P1009-S364	9	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheedy	SH+EE+DY	2	SH	DY	SH@1	SH=HALTEN	NONE	NONE	P1003-E0303	OK+AIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0303	8	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0304	9	1	SH=HALTEN[EE=GRAD II]	SINGLE	SINGLE	NONE	STATEMENT_END	STATEMENT_END	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[EE=GRAD II]	SH=HALTEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02510	AIIN	WERT	ARGUMENT	P1003-E0305	2912	f77r	BIOLOGICAL	P1009-S365	1	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0305	1	1	OK=SETZEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P1003-E0306	CHD+AIIN	CHD@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIIN=WERT]	OK=SETZEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02511	AIIN	WERT	ARGUMENT	P1003-E0306	2913	f77r	BIOLOGICAL	P1009-S365	2	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	CHD+AIIN	2	CHD	CARD_END	CHD@1	CHD=UMSETZEN	NONE	NONE	P1003-E0305	OK+AIIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0305	1	NO	SAME_CARD_LEFT_ACTION	CHD	UMSETZEN	P1003-E0306	2	1	CHD=UMSETZEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P1003-E0307	AL+Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN[AIIN=WERT]	CHD=UMSETZEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02512	AL	ZIELORT	RELATION	P1003-E0307	2914	f77r	BIOLOGICAL	P1009-S365	3	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chealy	AL+Y	1	CARD_START	Y	NONE	NONE	NONE	NONE	P1003-E0306	CHD+AIIN	CHD@1	CHD=UMSETZEN	CHD=UMSETZEN	P1003-E0306	2	NO	PREVIOUS_CARD_ACTION	CHD	UMSETZEN	P1003-E0306	2	1	CHD=UMSETZEN⟨VORIGE KARTE⟩[AL=ZIELORT]	SINGLE	SINGLE	NONE	P1003-E0308	SH+E+DY	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN⟨VORIGE KARTE⟩[AL=ZIELORT]	CHD=UMSETZEN⟨VORIGE KARTE⟩[AL=ZIELORT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02513	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0307	2914	f77r	BIOLOGICAL	P1009-S365	3	f77r.35	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chealy	AL+Y	2	AL	CARD_END	NONE	NONE	NONE	NONE	P1003-E0306	CHD+AIIN	CHD@1	CHD=UMSETZEN	CHD=UMSETZEN	P1003-E0306	2	NO	PREVIOUS_CARD_ACTION	CHD	UMSETZEN	P1003-E0306	2	1	CHD=UMSETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0308	SH+E+DY	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	CHD=UMSETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02514	E	GRAD I	GRADE	P1003-E0308	2915	f77r	BIOLOGICAL	P1009-S365	4	f77r.36	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dshedy	SH+E+DY	2	SH	DY	SH@1	SH=HALTEN	NONE	NONE	P1003-E0307	AL+Y	NONE	NONE	CHD=UMSETZEN	P1003-E0306	2	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0308	4	1	SH=HALTEN[E=GRAD I]	SINGLE	SINGLE	NONE	STATEMENT_END	STATEMENT_END	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[E=GRAD I]	SH=HALTEN[E=GRAD I]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02515	AIN	ANTEIL	ARGUMENT	P1003-E0310	2917	f77r	BIOLOGICAL	P1009-S367	1	f77r.36	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotain	OT+AIN	2	OT	CARD_END	NONE	NONE	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	YES	OWNER_ONLY	OWNER	BESITZER	NONE	NONE	NONE	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[AIN=ANTEIL]	SINGLE	SINGLE	NONE	P1003-E0311	CHD+Y	CHD@1	OWNER_OR_NEXT_CARD_ACTION	RESOLVED_BY_WORKSHOP_RULE	OWNER_OR_NEXT_CARD_ACTION	BOUNDED_FORWARD	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	YES	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
SA02516	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0311	2918	f77r	BIOLOGICAL	P1009-S367	2	f77r.36	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	2	CHD	CARD_END	CHD@1	CHD=UMSETZEN	NONE	NONE	P1003-E0310	OT+AIN	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	CHD	UMSETZEN	P1003-E0311	2	1	CHD=UMSETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0312	D_ADDR+OL+CH+L	CH@3	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CHD=UMSETZEN[Y=AKTIVER POSTEN]	CHD=UMSETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02517	L	VERBINDUNG	RELATION	P1003-E0312	2919	f77r	BIOLOGICAL	P1009-S367	3	f77r.36	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dolchl	D_ADDR+OL+CH+L	4	CH	CARD_END	CH@3	CH=NEHMEN	NONE	NONE	P1003-E0311	CHD+Y	CHD@1	CHD=UMSETZEN	CHD=UMSETZEN	P1003-E0311	2	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0312	3	3	CH=NEHMEN[L=VERBINDUNG]	SINGLE	SINGLE	NONE	P1003-E0313	OK+EE+DY	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[L=VERBINDUNG]	CH=NEHMEN[L=VERBINDUNG]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02518	EE	GRAD II	GRADE	P1003-E0313	2920	f77r	BIOLOGICAL	P1009-S367	4	f77r.36	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	2	OK	DY	OK@1	OK=SETZEN	NONE	NONE	P1003-E0312	D_ADDR+OL+CH+L	CH@3	CH=NEHMEN	CH=NEHMEN	P1003-E0312	3	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0313	4	1	OK=SETZEN[EE=GRAD II]	SINGLE	SINGLE	NONE	STATEMENT_END	STATEMENT_END	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[EE=GRAD II]	OK=SETZEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02519	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0315	2922	f77r	BIOLOGICAL	P1009-S368	2	f77r.36	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olchey	OL+Y	2	OL	CARD_END	NONE	NONE	NONE	NONE	P1003-E0314	OK+OL	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0314	1	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P1003-E0314	1	1	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0316	T+EE+OL+AIN	T@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02520	EE	GRAD II	GRADE	P1003-E0316	2923	f77r	BIOLOGICAL	P1009-S368	3	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	teeolain	T+EE+OL+AIN	2	T	OL	T@1	T=EINSTELLEN	NONE	NONE	P1003-E0315	OL+Y	NONE	NONE	OK=SETZEN	P1003-E0314	1	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P1003-E0316	3	1	T=EINSTELLEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1003-E0317	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[EE=GRAD II]	T=EINSTELLEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02521	AIN	ANTEIL	ARGUMENT	P1003-E0316	2923	f77r	BIOLOGICAL	P1009-S368	3	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	teeolain	T+EE+OL+AIN	4	OL	CARD_END	T@1	T=EINSTELLEN	NONE	NONE	P1003-E0315	OL+Y	NONE	NONE	OK=SETZEN	P1003-E0314	1	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P1003-E0316	3	1	T=EINSTELLEN[AIN=ANTEIL]	SINGLE	SINGLE	NONE	P1003-E0317	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[AIN=ANTEIL]	T=EINSTELLEN[AIN=ANTEIL]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02522	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0317	2924	f77r	BIOLOGICAL	P1009-S368	4	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chey	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P1003-E0316	T+EE+OL+AIN	T@1	T=EINSTELLEN	T=EINSTELLEN	P1003-E0316	3	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P1003-E0316	3	1	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0318	OT+EE+DY	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02523	EE	GRAD II	GRADE	P1003-E0318	2925	f77r	BIOLOGICAL	P1009-S368	5	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	2	OT	DY	NONE	NONE	NONE	NONE	P1003-E0317	Y	NONE	NONE	T=EINSTELLEN	P1003-E0316	3	NO	INHERITED_ACTION	T	EINSTELLEN	P1003-E0316	3	1	T=EINSTELLEN⟨GEERBT⟩[EE=GRAD II]	SINGLE	SINGLE	NONE	STATEMENT_END	STATEMENT_END	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨GEERBT⟩[EE=GRAD II]	T=EINSTELLEN⟨GEERBT⟩[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02524	AIN	ANTEIL	ARGUMENT	P1003-E0319	2926	f77r	BIOLOGICAL	P1009-S369	1	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	STATEMENT_START	STATEMENT_START	NONE	NONE	NONE	NONE	NONE	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0319	1	1	OK=SETZEN[AIN=ANTEIL]	SINGLE	SINGLE	NONE	P1003-E0320	CH+EE+D_ADDR+Y	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[AIN=ANTEIL]	OK=SETZEN[AIN=ANTEIL]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02525	EE	GRAD II	GRADE	P1003-E0320	2927	f77r	BIOLOGICAL	P1009-S369	2	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	2	CH	D_ADDR	CH@1	CH=NEHMEN	NONE	NONE	P1003-E0319	OK+AIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0319	1	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0320	2	1	CH=NEHMEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1003-E0321	SH+EE+Y	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[EE=GRAD II]	CH=NEHMEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02526	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0320	2927	f77r	BIOLOGICAL	P1009-S369	2	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	4	D_ADDR	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P1003-E0319	OK+AIN	OK@1	OK=SETZEN	OK=SETZEN	P1003-E0319	1	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0320	2	1	CH=NEHMEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P1003-E0321	SH+EE+Y	SH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[Y=AKTIVER POSTEN]	CH=NEHMEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA02527	EE	GRAD II	GRADE	P1003-E0321	2928	f77r	BIOLOGICAL	P1009-S369	3	f77r.37	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheey	SH+EE+Y	2	SH	Y	SH@1	SH=HALTEN	NONE	NONE	P1003-E0320	CH+EE+D_ADDR+Y	CH@1	CH=NEHMEN	CH=NEHMEN	P1003-E0320	2	NO	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0321	3	1	SH=HALTEN[EE=GRAD II]	SINGLE	SINGLE	NONE	P1003-E0322	L+CHD+DY	CHD@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	SH=HALTEN[EE=GRAD II]	SH=HALTEN[EE=GRAD II]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
