target_ordinal	surface	final_recipe	observed_requirement_modes	anchor_recipe	anchor_start_atom	anchor_atom_count	old_anchor_event_count	old_anchor_surface_count	old_anchor_surfaces	extension_direction	left_extension_recipe	right_extension_recipe	visible_stem_status	visible_stem_surface	visible_left_extension	visible_right_extension	interface_count	old_supported_interface_count	full_arm_joint_count	repeated_invariant_visible_channel_count	anchor_context_modes	anchor_context_relation	old_supercard_event_count	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_modes	old_supercard_context_relation	structural_support_class	neutral_surface_phrase_de	known_contextual_readings_de	working_default	guard
112	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	SELF_CONTAINED	SH+E+K	1	3	2	1	shek	RIGHT_EXTENSION	NONE	EE+LOCAL_CHAR_F+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	shek	NONE	eefy	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
117	sheod	SH+E+O+D_ADDR	SELF_CONTAINED	SH+E+O	1	3	5	1	sheo	RIGHT_EXTENSION	NONE	D_ADDR	ALIGNED_EXACT_OLD_SURFACE_STEM	sheo	NONE	d	1	1	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	7	3	O+L+SH+E+O+D_ADDR+Y|SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Halten; auf Grad I; zur Ausführung; hier.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
120	shofol	SH+O+LOCAL_CHAR_F+OL	REQUIRES_ACTIVE_ARGUMENT	SH+O	1	2	10	1	sho	RIGHT_EXTENSION	NONE	LOCAL_CHAR_F+OL	ALIGNED_EXACT_OLD_SURFACE_STEM	sho	NONE	fol	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Halten; zur Ausführung; hier; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
121	shokaiir	SH+OK+IIN+R	SELF_CONTAINED	OK+IIN+R	2	3	2	1	okaiir	LEFT_EXTENSION	SH	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	okaiir	sh	NONE	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Halten, setzen und markieren; auf der bezeichneten Stufe.	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
122	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SELF_CONTAINED	SH+OL	1	2	18	1	shol	RIGHT_EXTENSION	NONE	LOCAL_CHAR_F+OR+D_ADDR+AIIN	ALIGNED_EXACT_OLD_SURFACE_STEM	shol	NONE	fordaiin	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Die Einheit und den Wert halten; fortsetzen; hier; hier.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
126	shytchy	SH+Y+T+CH+Y	SELF_CONTAINED	Y+T	2	2	1	1	yt	BOTH_SIDES	SH	CH+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	yt	sh	chy	2	2	1	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Beide Posten halten, einstellen und nehmen.	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
127	soaiin	S+O+AIIN	SELF_CONTAINED	O+AIIN	2	2	2	1	oaiin	LEFT_EXTENSION	S	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	oaiin	s	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Wert wählen; zur Ausführung.	Wähle den Arbeitswert; zur Ausführung.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
128	tcheo	T+CH+E+O	REQUIRES_ACTIVE_ARGUMENT	CH+E+O	2	3	6	1	cheo	LEFT_EXTENSION	T	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	cheo	t	NONE	1	1	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	2	1	T+CH+E+O+L	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Einstellen und nehmen; auf Grad I; zur Ausführung.	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
133	tosheo	T+O+SH+E+O	REQUIRES_ACTIVE_ARGUMENT	O+SH+E+O	2	4	1	1	osheo	LEFT_EXTENSION	T	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	osheo	t	NONE	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
134	tshokeody	T+SH+OK+E+O+D_ADDR+Y	SELF_CONTAINED	OK+E+O+D_ADDR+Y	3	5	12	3	okeody|qokeody|qokeoefy	LEFT_EXTENSION	T+SH	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	okeody	tsh	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
135	tydy	T+Y+DY	SELF_CONTAINED	Y+DY	2	2	1	1	ydy	LEFT_EXTENSION	T	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ydy	t	NONE	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten einstellen; abschließen.	Stelle den Pflanzenposten ein; schließe den Schritt.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
136	yches	Y+CH+E+S	SELF_CONTAINED	CH+E+S	2	3	6	1	ches	LEFT_EXTENSION	Y	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ches	y	NONE	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten nehmen und wählen; auf Grad I.	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
137	ykeedar	Y+K+EE+D_ADDR+AR	SELF_CONTAINED	D_ADDR+AR	4	2	47	1	dar	LEFT_EXTENSION	Y+K+EE	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	dar	ykee	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten geben; auf Grad II; hier; vom Ausgang.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
138	ykesho	Y+K+E+SH+O	SELF_CONTAINED	SH+O	4	2	10	1	sho	LEFT_EXTENSION	Y+K+E	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	sho	yke	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten geben und halten; auf Grad I; zur Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
142	yshedair	Y+SH+E+D_ADDR+AIR	SELF_CONTAINED	SH+E+D_ADDR	2	3	2	1	shed	BOTH_SIDES	Y	AIR	ALIGNED_EXACT_OLD_SURFACE_STEM	shed	y	air	2	2	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten halten; auf Grad I; hier; entlang der Bahn.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
143	ysheeod	Y+SH+EE+O+D_ADDR	SELF_CONTAINED	SH+EE+O	2	3	1	1	sheeo	BOTH_SIDES	Y	D_ADDR	ALIGNED_EXACT_OLD_SURFACE_STEM	sheeo	y	d	2	2	0	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
