alias_ordinal	alias_id	alias_class	event_id	statement_id	physical_page	register	owner_id	inherited_root	lexical_source_kind	lexical_source_event_id	lexical_source_atom_position	lexical_source_key	source_layer	guard
1697	GDT581-I1697	OBJECT_ALIAS	G407-E0228	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0226	3	G407-E0226@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1698	GDT581-I1698	OBJECT_ALIAS	G407-E0234	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OR	SAME_STATEMENT_EVENT	G407-E0233	2	G407-E0233@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1699	GDT581-I1699	OBJECT_ALIAS	G407-E0239	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0238	2	G407-E0238@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1700	GDT581-I1700	OBJECT_ALIAS	G407-E0247	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0246	4	G407-E0246@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1701	GDT581-I1701	OBJECT_ALIAS	G407-E0252	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OR	SAME_STATEMENT_EVENT	G407-E0251	4	G407-E0251@4:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1702	GDT581-I1702	OBJECT_ALIAS	G407-E0253	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OR	SAME_STATEMENT_EVENT	G407-E0251	4	G407-E0251@4:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1703	GDT581-I1703	OBJECT_ALIAS	G407-E0255	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0254	2	G407-E0254@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1704	GDT581-I1704	OBJECT_ALIAS	G407-E0256	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0254	2	G407-E0254@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1705	GDT581-I1705	OBJECT_ALIAS	G407-E0268	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0267	2	G407-E0267@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1706	GDT581-I1706	OBJECT_ALIAS	G407-E0273	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	AIIN	SAME_STATEMENT_EVENT	G407-E0272	1	G407-E0272@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1707	GDT581-I1707	OBJECT_ALIAS	G407-E0275	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	AIN	SAME_STATEMENT_EVENT	G407-E0274	1	G407-E0274@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1708	GDT581-I1708	OBJECT_ALIAS	G407-E0276	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	AIN	SAME_STATEMENT_EVENT	G407-E0274	1	G407-E0274@1:AIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1709	GDT581-I1709	OBJECT_ALIAS	G407-E0279	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OR	SAME_STATEMENT_EVENT	G407-E0278	2	G407-E0278@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1710	GDT581-I1710	OBJECT_ALIAS	G407-E0280	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OR	SAME_STATEMENT_EVENT	G407-E0278	2	G407-E0278@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1711	GDT581-I1711	OBJECT_ALIAS	G407-E0282	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OR	SAME_STATEMENT_EVENT	G407-E0281	2	G407-E0281@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1712	GDT581-I1712	OBJECT_ALIAS	G407-E0284	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	AIIN	SAME_STATEMENT_EVENT	G407-E0283	1	G407-E0283@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1713	GDT581-I1713	OBJECT_ALIAS	G407-E0289	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0288	1	G407-E0288@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1714	GDT581-I1714	OBJECT_ALIAS	G407-E0302	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	Y	SAME_STATEMENT_EVENT	G407-E0301	3	G407-E0301@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1715	GDT581-I1715	OBJECT_ALIAS	G407-E0313	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0312	3	G407-E0312@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1716	GDT581-I1716	OBJECT_ALIAS	G407-E0322	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0321	4	G407-E0321@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1717	GDT581-I1717	OBJECT_ALIAS	G407-E0325	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0324	2	G407-E0324@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1718	GDT581-I1718	OBJECT_ALIAS	G407-E0333	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	AIIN	SAME_STATEMENT_EVENT	G407-E0332	1	G407-E0332@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1719	GDT581-I1719	OBJECT_ALIAS	G407-E0334	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	AIIN	SAME_STATEMENT_EVENT	G407-E0332	1	G407-E0332@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1720	GDT581-I1720	OBJECT_ALIAS	G407-E0339	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	AIIN	SAME_STATEMENT_EVENT	G407-E0338	1	G407-E0338@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1721	GDT581-I1721	OBJECT_ALIAS	G407-E0346	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0345	3	G407-E0345@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1722	GDT581-I1722	OBJECT_ALIAS	G407-E0348	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0347	1	G407-E0347@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1723	GDT581-I1723	OBJECT_ALIAS	G407-E0350	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	AIIN	SAME_STATEMENT_EVENT	G407-E0349	1	G407-E0349@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1724	GDT581-I1724	OBJECT_ALIAS	G407-E0351	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	AIIN	SAME_STATEMENT_EVENT	G407-E0349	1	G407-E0349@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1725	GDT581-I1725	OBJECT_ALIAS	G407-E0352	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	AIIN	SAME_STATEMENT_EVENT	G407-E0349	1	G407-E0349@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1726	GDT581-I1726	OBJECT_ALIAS	G407-E0354	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0353	1	G407-E0353@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1727	GDT581-I1727	OBJECT_ALIAS	G407-E0357	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	OR	SAME_STATEMENT_EVENT	G407-E0356	4	G407-E0356@4:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1728	GDT581-I1728	OBJECT_ALIAS	G407-E0360	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0359	3	G407-E0359@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1729	GDT581-I1729	OBJECT_ALIAS	G407-E0363	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	Y	SAME_STATEMENT_EVENT	G407-E0362	2	G407-E0362@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1730	GDT581-I1730	OBJECT_ALIAS	G407-E0368	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0367	3	G407-E0367@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1731	GDT581-I1731	OBJECT_ALIAS	G407-E0371	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0370	3	G407-E0370@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1732	GDT581-I1732	OBJECT_ALIAS	G407-E0374	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0373	4	G407-E0373@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1733	GDT581-I1733	OBJECT_ALIAS	G407-E0375	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0373	4	G407-E0373@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1734	GDT581-I1734	OBJECT_ALIAS	G407-E0376	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0373	4	G407-E0373@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1735	GDT581-I1735	OBJECT_ALIAS	G407-E0377	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0373	4	G407-E0373@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1736	GDT581-I1736	OBJECT_ALIAS	G407-E0384	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	AIIN	SAME_STATEMENT_EVENT	G407-E0383	1	G407-E0383@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1737	GDT581-I1737	OBJECT_ALIAS	G407-E0386	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0385	1	G407-E0385@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1738	GDT581-I1738	OBJECT_ALIAS	G407-E0390	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	AIIN	SAME_STATEMENT_EVENT	G407-E0389	2	G407-E0389@2:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1739	GDT581-I1739	OBJECT_ALIAS	G407-E0396	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0395	2	G407-E0395@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1740	GDT581-I1740	OBJECT_ALIAS	G407-E0403	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0402	2	G407-E0402@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1741	GDT581-I1741	OBJECT_ALIAS	G407-E0406	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0405	3	G407-E0405@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1742	GDT581-I1742	OBJECT_ALIAS	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0405	3	G407-E0405@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1743	GDT581-I1743	OBJECT_ALIAS	G407-E0411	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	AIIN	SAME_STATEMENT_EVENT	G407-E0410	1	G407-E0410@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1744	GDT581-I1744	OBJECT_ALIAS	G407-E0414	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	OR	SAME_STATEMENT_EVENT	G407-E0413	3	G407-E0413@3:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1745	GDT581-I1745	OBJECT_ALIAS	G407-E0416	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0415	3	G407-E0415@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1746	GDT581-I1746	OBJECT_ALIAS	G407-E0419	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0418	2	G407-E0418@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1747	GDT581-I1747	OBJECT_ALIAS	G407-E0422	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0421	2	G407-E0421@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1748	GDT581-I1748	OBJECT_ALIAS	G407-E0423	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0421	2	G407-E0421@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1749	GDT581-I1749	OBJECT_ALIAS	G407-E0429	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0428	3	G407-E0428@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1750	GDT581-I1750	OBJECT_ALIAS	G407-E0430	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0428	3	G407-E0428@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1751	GDT581-I1751	OBJECT_ALIAS	G407-E0433	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	AIIN	SAME_STATEMENT_EVENT	G407-E0432	1	G407-E0432@1:AIIN	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1752	GDT581-I1752	OBJECT_ALIAS	G407-E0435	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0434	3	G407-E0434@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1753	GDT581-I1753	OBJECT_ALIAS	G407-E0436	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0434	3	G407-E0434@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1754	GDT581-I1754	OBJECT_ALIAS	G407-E0438	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0437	4	G407-E0437@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1755	GDT581-I1755	OBJECT_ALIAS	G407-E0439	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	Y	SAME_STATEMENT_EVENT	G407-E0437	4	G407-E0437@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1756	GDT581-I1756	OBJECT_ALIAS	G407-E0446	G407-S018	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0445	1	G407-E0445@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1757	GDT581-I1757	OBJECT_ALIAS	G407-E0449	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0448	1	G407-E0448@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1758	GDT581-I1758	OBJECT_ALIAS	G407-E0451	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0450	3	G407-E0450@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1759	GDT581-I1759	OBJECT_ALIAS	G407-E0456	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0455	2	G407-E0455@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1760	GDT581-I1760	OBJECT_ALIAS	G407-E0457	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0455	2	G407-E0455@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1761	GDT581-I1761	OBJECT_ALIAS	G407-E0459	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	SAME_STATEMENT_EVENT	G407-E0458	2	G407-E0458@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1762	GDT581-I1762	OBJECT_ALIAS	G407-E0461	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0460	5	G407-E0460@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1763	GDT581-I1763	OBJECT_ALIAS	G407-E0462	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0460	5	G407-E0460@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1764	GDT581-I1764	OBJECT_ALIAS	G407-E0465	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0464	1	G407-E0464@1:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1765	GDT581-I1765	OBJECT_ALIAS	G407-E0468	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	SAME_STATEMENT_EVENT	G407-E0467	2	G407-E0467@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1766	GDT581-I1766	OBJECT_ALIAS	G407-E0469	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	SAME_STATEMENT_EVENT	G407-E0467	2	G407-E0467@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1767	GDT581-I1767	OBJECT_ALIAS	G407-E0470	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	SAME_STATEMENT_EVENT	G407-E0467	2	G407-E0467@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1768	GDT581-I1768	OBJECT_ALIAS	G407-E0471	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	SAME_STATEMENT_EVENT	G407-E0467	2	G407-E0467@2:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1769	GDT581-I1769	OBJECT_ALIAS	G407-E0475	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0474	3	G407-E0474@3:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1770	GDT581-I1770	OBJECT_ALIAS	G407-E0483	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	SAME_STATEMENT_EVENT	G407-E0482	3	G407-E0482@3:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1771	GDT581-I1771	OBJECT_ALIAS	G407-E0484	G407-S022	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OR	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:OR	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1772	GDT581-I1772	OBJECT_ALIAS	G407-E0486	G407-S022	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0485	4	G407-E0485@4:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1773	GDT581-I1773	OBJECT_ALIAS	G407-E0487	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1774	GDT581-I1774	OBJECT_ALIAS	G407-E0488	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1775	GDT581-I1775	OBJECT_ALIAS	G407-E0489	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1776	GDT581-I1776	OBJECT_ALIAS	G407-E0490	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1777	GDT581-I1777	OBJECT_ALIAS	G407-E0491	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1778	GDT581-I1778	OBJECT_ALIAS	G407-E0492	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1779	GDT581-I1779	OBJECT_ALIAS	G407-E0496	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0495	5	G407-E0495@5:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1780	GDT581-I1780	OBJECT_ALIAS	G407-E0500	G407-S024	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y	SAME_STATEMENT_EVENT	G407-E0499	2	G407-E0499@2:Y	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
