voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
65	GDT581-V065	G407-A01880	G407-E1806	G407-S182	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otedy	OT+E+DY	E	GRADE	2	G407-A01880:G407-E1806@2:E#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1806:OT>G<DY	CONTROL:G407-E1806:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV056	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1806:OT>G<DY]: auf Grad I [G407-A01880:G407-E1806@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
66	GDT581-V066	G407-A01881	G407-E1808	G407-S184	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otar	OT+AR	AR	RELATION	2	G407-A01881:G407-E1808@2:AR#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	OWNER_CONTEXT	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	GDT581-EV057	Bezug auf den Besitzerrahmen [OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel]: von der Ausgangsstation [G407-A01881:G407-E1808@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
67	GDT581-V067	G407-A01882	G407-E1810	G407-S184	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olaiin	OL+AIIN	AIIN	ARGUMENT	2	G407-A01882:G407-E1810@2:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E1811@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1811@1:CH	G407-E1811@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	GDT581-EV058	Bezug auf das folgende Entnehmen [G407-E1811@1:CH]: den Stationswert [G407-A01882:G407-E1810@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
68	GDT581-V068	G407-A01893	G407-E1821	G407-S187	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qotedy	OT+E+DY	E	GRADE	2	G407-A01893:G407-E1821@2:E#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1821:OT>G<DY	CONTROL:G407-E1821:OT>G<DY	S	wähle	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-EV059	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1821:OT>G<DY]: auf Grad I [G407-A01893:G407-E1821@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
69	GDT581-V069	G407-A01894	G407-E1822	G407-S188	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otedy	OT+E+DY	E	GRADE	2	G407-A01894:G407-E1822@2:E#1	OWNER_ONLY	OWNER:großes Bad-/Stationsblatt mit dreieckiger Insel	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1822:OT>G<DY	CONTROL:G407-E1822:OT>G<DY	S	wähle	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-EV060	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1822:OT>G<DY]: auf Grad I [G407-A01894:G407-E1822@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
70	GDT581-V070	G407-A01901	G407-E1828	G407-S191	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	AIN	ARGUMENT	1	G407-A01901:G407-E1828@1:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E1829@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E1829@1:SH	G407-E1829@1:SH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	GDT581-EV061	Bezug auf das folgende Halten [G407-E1829@1:SH]: den Stationsanteil [G407-A01901:G407-E1828@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
71	GDT581-V071	G407-A01917	G407-E1846	G407-S194	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	Y	ARGUMENT	4	G407-A01917:G407-E1846@4:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1847@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1847@1:CH	G407-E1847@1:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten; an der D-Stelle; dieselbe Stellenangabe nochmals; von der Ausgangsstation.	GDT581-EV062	Bezug auf das folgende Entnehmen [G407-E1847@1:CH]: den Stationsposten [G407-A01917:G407-E1846@4:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
72	GDT581-V072	G407-A01918	G407-E1846	G407-S194	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	AR	RELATION	5	G407-A01918:G407-E1846@5:AR#1	BOUNDED_NEXT_CARD_ACTION	G407-E1847@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1847@1:CH	G407-E1847@1:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten; an der D-Stelle; dieselbe Stellenangabe nochmals; von der Ausgangsstation.	GDT581-EV062	Bezug auf das folgende Entnehmen [G407-E1847@1:CH]: von der Ausgangsstation [G407-A01918:G407-E1846@5:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
73	GDT581-V073	G407-A01942	G407-E1864	G407-S197	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	otedy	OT+E+DY	E	GRADE	2	G407-A01942:G407-E1864@2:E#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A0	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1864:OT>G<DY	CONTROL:G407-E1864:OT>G<DY	K	führe	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	GDT581-EV063	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1864:OT>G<DY]: auf Grad I [G407-A01942:G407-E1864@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
74	GDT581-V074	G407-A01982	G407-E1902	G407-S208	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	chey	Y	Y	ARGUMENT	1	G407-A01982:G407-E1902@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1903@2:K	K	PRIMARY_ACTION	ACTION:G407-E1903@2:K	G407-E1903@2:K	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV064	Bezug auf das folgende Zuführen [G407-E1903@2:K]: den Stationsposten [G407-A01982:G407-E1902@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
75	GDT581-V075	G407-A01992	G407-E1910	G407-S210	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	al	AL	AL	RELATION	1	G407-A01992:G407-E1910@1:AL#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A2	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A2	OWNER:unbebilderter Textabschnitt A2	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	GDT581-EV065	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A2]: zur Zielstation [G407-A01992:G407-E1910@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
76	GDT581-V076	G407-A01996	G407-E1915	G407-S211	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	ain	AIN	AIN	ARGUMENT	1	G407-A01996:G407-E1915@1:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E1916@2:K	K	PRIMARY_ACTION	ACTION:G407-E1916@2:K	G407-E1916@2:K	P	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsanteil ein.	GDT581-EV066	Bezug auf das folgende Zuführen [G407-E1916@2:K]: den Stationsanteil [G407-A01996:G407-E1915@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
77	GDT581-V077	G407-A02011	G407-E1925	G407-S213	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	qorain	OR+AIN	OR	ARGUMENT	1	G407-A02011:G407-E1925@1:OR#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A3	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A3	OWNER:unbebilderter Textabschnitt A3	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte die Stationseinheit und den Stationsanteil.	GDT581-EV067	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: die Stationseinheit [G407-A02011:G407-E1925@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
78	GDT581-V078	G407-A02012	G407-E1925	G407-S213	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	qorain	OR+AIN	AIN	ARGUMENT	2	G407-A02012:G407-E1925@2:AIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A3	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A3	OWNER:unbebilderter Textabschnitt A3	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte die Stationseinheit und den Stationsanteil.	GDT581-EV067	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: den Stationsanteil [G407-A02012:G407-E1925@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
79	GDT581-V079	G407-A02013	G407-E1926	G407-S213	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	oteedy	OT+EE+DY	EE	GRADE	2	G407-A02013:G407-E1926@2:EE#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A3	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1926:OT>G<DY	CONTROL:G407-E1926:OT>G<DY	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	GDT581-EV068	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1926:OT>G<DY]: auf Grad II [G407-A02013:G407-E1926@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
80	GDT581-V080	G407-A02045	G407-E1957	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	otey	OT+E+Y	E	GRADE	2	G407-A02045:G407-E1957@2:E#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A3	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1957:OT>G<END	CONTROL:G407-E1957:OT>G<END	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT581-EV069	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1957:OT>G<END]: auf Grad I [G407-A02045:G407-E1957@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
81	GDT581-V081	G407-A02046	G407-E1957	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	otey	OT+E+Y	Y	ARGUMENT	3	G407-A02046:G407-E1957@3:Y#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A3	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A3	OWNER:unbebilderter Textabschnitt A3	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT581-EV069	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: den Stationsposten [G407-A02046:G407-E1957@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
82	GDT581-V082	G407-A02047	G407-E1958	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	dal	AL	AL	RELATION	1	G407-A02047:G407-E1958@1:AL#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A3	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A3	OWNER:unbebilderter Textabschnitt A3	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	GDT581-EV070	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: zur Zielstation [G407-A02047:G407-E1958@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
83	GDT581-V083	G407-A02048	G407-E1959	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	y	Y	Y	ARGUMENT	1	G407-A02048:G407-E1959@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E1960@1:K	K	PRIMARY_ACTION	ACTION:G407-E1960@1:K	G407-E1960@1:K	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten im Stationsgang an.	GDT581-EV071	Bezug auf das folgende Zuführen [G407-E1960@1:K]: den Stationsposten [G407-A02048:G407-E1959@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
84	GDT581-V084	G407-A02065	G407-E1974	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qolair	OL+D_ADDR+AIR	AIR	RELATION	3	G407-A02065:G407-E1974@3:AIR#1	BOUNDED_NEXT_CARD_ACTION	G407-E1975@1:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E1975@1:CHD	G407-E1975@1:CHD	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: halte denselben Stationsposten; an der D-Stelle; entlang der Stationsbahn.	GDT581-EV072	Bezug auf das folgende Bearbeiten [G407-E1975@1:CHD]: entlang der Stationsbahn [G407-A02065:G407-E1974@3:AIR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
85	GDT581-V085	G407-A02078	G407-E1984	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotey	OT+E+Y	E	GRADE	2	G407-A02078:G407-E1984@2:E#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A4	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E1984:OT>G<END	CONTROL:G407-E1984:OT>G<END	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT581-EV073	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1984:OT>G<END]: auf Grad I [G407-A02078:G407-E1984@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
86	GDT581-V086	G407-A02079	G407-E1984	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotey	OT+E+Y	Y	ARGUMENT	3	G407-A02079:G407-E1984@3:Y#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A4	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A4	OWNER:unbebilderter Textabschnitt A4	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT581-EV073	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A4]: den Stationsposten [G407-A02079:G407-E1984@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
87	GDT581-V087	G407-A02080	G407-E1985	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotain	OT+AIN	AIN	ARGUMENT	2	G407-A02080:G407-E1985@2:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E1986@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E1986@1:CH	G407-E1986@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	GDT581-EV074	Bezug auf das folgende Entnehmen [G407-E1986@1:CH]: den Stationsanteil [G407-A02080:G407-E1985@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
88	GDT581-V088	G407-A02109	G407-E2009	G407-S232	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	otedyl	OT+E+DY+L	E	GRADE	2	G407-A02109:G407-E2009@2:E#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2009:OT>G<DY	CONTROL:G407-E2009:OT>G<DY	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	GDT581-EV075	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2009:OT>G<DY]: auf Grad I [G407-A02109:G407-E2009@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
89	GDT581-V089	G407-A02110	G407-E2009	G407-S232	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	otedyl	OT+E+DY+L	L	RELATION	4	G407-A02110:G407-E2009@4:L#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	OWNER:unbebilderter Textabschnitt A5	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	GDT581-EV075	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: über die sichtbare Verbindung [G407-A02110:G407-E2009@4:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
90	GDT581-V090	G407-A02123	G407-E2021	G407-S235	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	alchdy	AL+CHD+DY	AL	RELATION	1	G407-A02123:G407-E2021@1:AL#1	PREVIOUS_CARD_ACTION	G407-E2020@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2020@1:OK	G407-E2020@1:OK	CHD	bearbeite	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	GDT581-EV076	Bezug auf das vorangehende Ansetzen [G407-E2020@1:OK]: zur Zielstation [G407-A02123:G407-E2021@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
91	GDT581-V091	G407-A02127	G407-E2026	G407-S238	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	olain	OL+AIN	AIN	ARGUMENT	2	G407-A02127:G407-E2026@2:AIN#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	OWNER:unbebilderter Textabschnitt A5	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: bearbeite den Stationsanteil.	GDT581-EV077	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: den Stationsanteil [G407-A02127:G407-E2026@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
92	GDT581-V092	G407-A02129	G407-E2029	G407-S239	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qotaly	OT+AL+Y	AL	RELATION	2	G407-A02129:G407-E2029@2:AL#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	OWNER:unbebilderter Textabschnitt A5	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten; zur Zielstation.	GDT581-EV078	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: zur Zielstation [G407-A02129:G407-E2029@2:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
93	GDT581-V093	G407-A02130	G407-E2029	G407-S239	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qotaly	OT+AL+Y	Y	ARGUMENT	3	G407-A02130:G407-E2029@3:Y#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	OWNER:unbebilderter Textabschnitt A5	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten; zur Zielstation.	GDT581-EV078	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: den Stationsposten [G407-A02130:G407-E2029@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
94	GDT581-V094	G407-A02131	G407-E2030	G407-S239	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	dar	D_ADDR+AR	AR	RELATION	2	G407-A02131:G407-E2030@2:AR#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	OWNER:unbebilderter Textabschnitt A5	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	GDT581-EV079	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: von der Ausgangsstation [G407-A02131:G407-E2030@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
95	GDT581-V095	G407-A02134	G407-E2033	G407-S240	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	oleeed	OL+EEE+D_ADDR	EEE	GRADE	2	G407-A02134:G407-E2033@2:EEE#1	OWNER_ONLY	OWNER:unbebilderter Textabschnitt A5	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2033:OL>G<END	CONTROL:G407-E2033:OL>G<END	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Weiter im laufenden Gang: halte denselben Stationsanteil; auf Grad III; an der D-Stelle.	GDT581-EV080	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2033:OL>G<END]: auf Grad III [G407-A02134:G407-E2033@2:EEE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
96	GDT581-V096	G407-A02145	G407-E2044	G407-S244	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olaiin	OL+AIIN	AIIN	ARGUMENT	2	G407-A02145:G407-E2044@2:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2045@1:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E2045@1:CHD	G407-E2045@1:CHD	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: halte den Stationswert.	GDT581-EV081	Bezug auf das folgende Bearbeiten [G407-E2045@1:CHD]: den Stationswert [G407-A02145:G407-E2044@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
97	GDT581-V097	G407-A02149	G407-E2047	G407-S244	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	AL	RELATION	1	G407-A02149:G407-E2047@1:AL#1	PREVIOUS_CARD_ACTION	G407-E2046@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2046@1:OK	G407-E2046@1:OK	SH	halte	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	GDT581-EV082	Bezug auf das vorangehende Ansetzen [G407-E2046@1:OK]: zur Zielstation [G407-A02149:G407-E2047@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
