local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
381	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2284	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2284	f70v	CELESTIAL	f70v2.12	Fischrad mit Stern tragenden Figuren	okody	OK+O+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
382	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2285	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2285	f70v	CELESTIAL	f70v2.13	Fischrad mit Stern tragenden Figuren	opysam	O+P+Y+S_ADDR+AM_ADDR	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
383	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2286	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2286	f70v	CELESTIAL	f70v2.14	Fischrad mit Stern tragenden Figuren	chy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
384	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2287	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2287	f70v	CELESTIAL	f70v2.15	Fischrad mit Stern tragenden Figuren	otaly	OT+AL+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
385	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2288	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2288	f70v	CELESTIAL	f70v2.16	Fischrad mit Stern tragenden Figuren	otal	OT+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
386	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2289	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2289	f70v	CELESTIAL	f70v2.16	Fischrad mit Stern tragenden Figuren	arar	AR+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
387	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2290	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2290	f70v	CELESTIAL	f70v2.17	Fischrad mit Stern tragenden Figuren	otaldy	OT+AL+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
388	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2291	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2291	f70v	CELESTIAL	f70v2.18	Fischrad mit Stern tragenden Figuren	okeoly	OK+E+OL+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
389	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2292	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2292	f70v	CELESTIAL	f70v2.19	Fischrad mit Stern tragenden Figuren	okydy	OK+Y+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
390	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2293	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2293	f70v	CELESTIAL	f70v2.20	Fischrad mit Stern tragenden Figuren	okees	OK+EE+S_LABEL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
391	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2294	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	daii	DA+IIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
392	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2295	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	amdy	AM_ADDR+DY	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
393	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2296	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
394	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2297	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
395	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2298	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	aral	AR+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
396	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2299	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	otair	OT+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
397	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2300	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2300	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chedaiin	CHD+AIIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
398	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2301	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
399	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2302	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	dair	D_ADDR+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
400	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2303	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2303	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	shchey	SH+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
401	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2304	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2304	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	daiin	AIIN	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
402	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2305	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2305	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chalaly	CH+AL+AL+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
403	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2306	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteody	OT+E+O+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
404	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2307	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2307	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chotol	CH+OT+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
405	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2308	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2308	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	chedy	CHD+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
406	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2309	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteotey	OT+E+O+T+E+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
407	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2310	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteeeor	OT+EEE+OR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
408	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2311	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2311	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
409	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2312	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	alody	AL+O+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
410	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2313	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2313	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	daiir	DA+IIN+R	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
411	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2314	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteedar	OT+EE+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
412	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2315	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
413	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2316	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2316	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	teey	T+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2317	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2317	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	dalal	AL+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
415	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2318	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2318	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	cheoltey	CH+E+OL+T+E+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
416	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2319	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2319	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	oteedy	OT+EE+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
417	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2320	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2320	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	sheeteey	SH+EE+T+EE+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
418	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2321	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2321	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	okeeol	OK+EE+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
419	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2322	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2322	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	ykeeos	Y+K+EE+O+S_ADDR	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
420	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2323	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2323	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	shey	SH+E+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
421	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2324	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2324	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	ykair	Y+K+AIR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
422	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2325	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2325	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	arar	AR+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
423	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2326	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2326	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	alos	AL+O+S_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
424	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2327	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2327	f70v	CELESTIAL	f70v2.22	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
425	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2328	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2328	f70v	CELESTIAL	f70v2.22	Fischrad mit Stern tragenden Figuren	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
426	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2329	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2329	f70v	CELESTIAL	f70v2.23	Fischrad mit Stern tragenden Figuren	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
427	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2330	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2330	f70v	CELESTIAL	f70v2.23	Fischrad mit Stern tragenden Figuren	al	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
428	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2331	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2331	f70v	CELESTIAL	f70v2.24	Fischrad mit Stern tragenden Figuren	otalar	OT+AL+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
429	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2332	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2332	f70v	CELESTIAL	f70v2.25	Fischrad mit Stern tragenden Figuren	otalam	OT+AL+AM_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
