focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
2154	G407-A02154	GDT407_5051_ATTACHMENT_EDITION	G407-A02154	G407-S246	G407-E2051	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chepy	CH+E+P+Y	CH+E+P+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2051	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2051@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2155	G407-A02155	GDT407_5051_ATTACHMENT_EDITION	G407-A02155	G407-S246	G407-E2051	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chepy	CH+E+P+Y	CH+E+P+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2051	3	P	1	PRIMARY_ACTION	ACTION:G407-E2051@3:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2156	G407-A02156	GDT407_5051_ATTACHMENT_EDITION	G407-A02156	G407-S246	G407-E2052	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dain	AIN	AIN	AIN	ANTEIL	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2051	3	P	1	PRIMARY_ACTION	ACTION:G407-E2051@3:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2157	G407-A02157	GDT407_5051_ATTACHMENT_EDITION	G407-A02157	G407-S246	G407-E2053	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	alolor	OL+OR	OL+OR	OR	EINHEIT	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2051	3	P	1	PRIMARY_ACTION	ACTION:G407-E2051@3:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2158	G407-A02158	GDT407_5051_ATTACHMENT_EDITION	G407-A02158	G407-S246	G407-E2054	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olain	OL+AIN	OL+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2051	3	P	1	PRIMARY_ACTION	ACTION:G407-E2051@3:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2159	G407-A02159	GDT407_5051_ATTACHMENT_EDITION	G407-A02159	G407-S246	G407-E2055	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2055	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E2055@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2160	G407-A02160	GDT407_5051_ATTACHMENT_EDITION	G407-A02160	G407-S246	G407-E2056	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shecthy	SH+E+CH+T+Y	SH+E+CH+T+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2056	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2056@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2161	G407-A02161	GDT407_5051_ATTACHMENT_EDITION	G407-A02161	G407-S246	G407-E2056	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shecthy	SH+E+CH+T+Y	SH+E+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2056	4	T	1	PRIMARY_ACTION	ACTION:G407-E2056@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2162	G407-A02162	GDT407_5051_ATTACHMENT_EDITION	G407-A02162	G407-S246	G407-E2057	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	OK+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2057	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2057@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2163	G407-A02163	GDT407_5051_ATTACHMENT_EDITION	G407-A02163	G407-S246	G407-E2057	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	OK+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2057	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2057@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2164	G407-A02164	GDT407_5051_ATTACHMENT_EDITION	G407-A02164	G407-S246	G407-E2058	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lor	L+OR	L+OR	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2057	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2057@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2165	G407-A02165	GDT407_5051_ATTACHMENT_EDITION	G407-A02165	G407-S246	G407-E2058	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lor	L+OR	L+OR	OR	EINHEIT	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2057	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2057@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2166	G407-A02166	GDT407_5051_ATTACHMENT_EDITION	G407-A02166	G407-S246	G407-E2060	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2057	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2057@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2167	G407-A02167	GDT407_5051_ATTACHMENT_EDITION	G407-A02167	G407-S246	G407-E2061	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokeey	OK+EE+Y	OK+EE+Y	EE	GRAD II	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2061	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2061@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2168	G407-A02168	GDT407_5051_ATTACHMENT_EDITION	G407-A02168	G407-S246	G407-E2061	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokeey	OK+EE+Y	OK+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2061	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2061@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2169	G407-A02169	GDT407_5051_ATTACHMENT_EDITION	G407-A02169	G407-S246	G407-E2062	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	L+CHD+DY	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E2062	2	CHD	1	PRIMARY_ACTION	ACTION:G407-E2062@2:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2170	G407-A02170	GDT407_5051_ATTACHMENT_EDITION	G407-A02170	G407-S247	G407-E2063	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chckhy	CH+K+Y	CH+K+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2063	2	K	1	PRIMARY_ACTION	ACTION:G407-E2063@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2171	G407-A02171	GDT407_5051_ATTACHMENT_EDITION	G407-A02171	G407-S247	G407-E2064	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2063	2	K	1	PRIMARY_ACTION	ACTION:G407-E2063@2:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2172	G407-A02172	GDT407_5051_ATTACHMENT_EDITION	G407-A02172	G407-S247	G407-E2065	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	ky	K+Y	K+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2065	1	K	1	PRIMARY_ACTION	ACTION:G407-E2065@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2173	G407-A02173	GDT407_5051_ATTACHMENT_EDITION	G407-A02173	G407-S247	G407-E2066	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2065	1	K	1	PRIMARY_ACTION	ACTION:G407-E2065@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2174	G407-A02174	GDT407_5051_ATTACHMENT_EDITION	G407-A02174	G407-S247	G407-E2067	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qolal	OL+AL	OL+AL	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2065	1	K	1	PRIMARY_ACTION	ACTION:G407-E2065@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2175	G407-A02175	GDT407_5051_ATTACHMENT_EDITION	G407-A02175	G407-S247	G407-E2068	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lklchey	L+Y	L+Y	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2065	1	K	1	PRIMARY_ACTION	ACTION:G407-E2065@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2176	G407-A02176	GDT407_5051_ATTACHMENT_EDITION	G407-A02176	G407-S247	G407-E2068	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lklchey	L+Y	L+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2065	1	K	1	PRIMARY_ACTION	ACTION:G407-E2065@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2177	G407-A02177	GDT407_5051_ATTACHMENT_EDITION	G407-A02177	G407-S247	G407-E2069	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	L+CHD+DY	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E2069	2	CHD	1	PRIMARY_ACTION	ACTION:G407-E2069@2:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2178	G407-A02178	GDT407_5051_ATTACHMENT_EDITION	G407-A02178	G407-S248	G407-E2070	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S248	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2179	G407-A02179	GDT407_5051_ATTACHMENT_EDITION	G407-A02179	G407-S248	G407-E2071	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	llaiir	L+AIIN	L+AIIN	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S248	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2180	G407-A02180	GDT407_5051_ATTACHMENT_EDITION	G407-A02180	G407-S248	G407-E2071	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	llaiir	L+AIIN	L+AIIN	AIIN	WERT	ARGUMENT	1	2	2	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S248	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2181	G407-A02181	GDT407_5051_ATTACHMENT_EDITION	G407-A02181	G407-S248	G407-E2072	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	ACTION_OCCURRENCE	G407-E2073	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2073@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	1	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2182	G407-A02182	GDT407_5051_ATTACHMENT_EDITION	G407-A02182	G407-S248	G407-E2073	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedal	SH+E+AL	SH+E+AL	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2073	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2073@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2183	G407-A02183	GDT407_5051_ATTACHMENT_EDITION	G407-A02183	G407-S248	G407-E2073	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedal	SH+E+AL	SH+E+AL	AL	ZIELORT	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2073	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2073@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2184	G407-A02184	GDT407_5051_ATTACHMENT_EDITION	G407-A02184	G407-S248	G407-E2074	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shey	SH+E+Y	SH+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2074	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2074@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2185	G407-A02185	GDT407_5051_ATTACHMENT_EDITION	G407-A02185	G407-S248	G407-E2074	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shey	SH+E+Y	SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2074	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2074@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2186	G407-A02186	GDT407_5051_ATTACHMENT_EDITION	G407-A02186	G407-S248	G407-E2075	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	OK+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2075	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2075@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2187	G407-A02187	GDT407_5051_ATTACHMENT_EDITION	G407-A02187	G407-S248	G407-E2075	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	OK+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2075	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2075@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2188	G407-A02188	GDT407_5051_ATTACHMENT_EDITION	G407-A02188	G407-S249	G407-E2077	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qolain	OL+AIN	OL+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S249	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2189	G407-A02189	GDT407_5051_ATTACHMENT_EDITION	G407-A02189	G407-S249	G407-E2078	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	ain	AIN	AIN	AIN	ANTEIL	ARGUMENT	1	1	1	OWNER_CONTEXT	OWNER_ONLY	OWNER_CONTEXT	OWNER::G407-S249	OWNER	OWNER	OWNER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A6	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2190	G407-A02190	GDT407_5051_ATTACHMENT_EDITION	G407-A02190	G407-S249	G407-E2079	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	ACTION_OCCURRENCE	G407-E2080	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2080@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	1	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2191	G407-A02191	GDT407_5051_ATTACHMENT_EDITION	G407-A02191	G407-S249	G407-E2080	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokaiin	OK+AIIN	OK+AIIN	AIIN	WERT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2080	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2080@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2192	G407-A02192	GDT407_5051_ATTACHMENT_EDITION	G407-A02192	G407-S249	G407-E2081	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	okain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2081	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2081@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2193	G407-A02193	GDT407_5051_ATTACHMENT_EDITION	G407-A02193	G407-S249	G407-E2082	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	cheedy	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	EE	GRAD II	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2194	G407-A02194	GDT407_5051_ATTACHMENT_EDITION	G407-A02194	G407-S249	G407-E2082	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	cheedy	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2195	G407-A02195	GDT407_5051_ATTACHMENT_EDITION	G407-A02195	G407-S249	G407-E2083	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchey	L+Y	L+Y	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2196	G407-A02196	GDT407_5051_ATTACHMENT_EDITION	G407-A02196	G407-S249	G407-E2083	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchey	L+Y	L+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2197	G407-A02197	GDT407_5051_ATTACHMENT_EDITION	G407-A02197	G407-S249	G407-E2084	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	l	L	L	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
