event_repair_ordinal	event_repair_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	audible_first_action_root	selected_repair_focus_count	represented_event_focus_count	represented_non_grade_modifier_count	explicit_focus_head_block_count	explicit_modifier_head_block_count	explicit_head_block_count	bare_local_action_block_count	visible_action_count	selector_trigger_classes	voice_repair_classes	repair_focus_ids	represented_focus_ids	visible_action_links	source_gdt580_clause_de	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	guard
63	GDT581-EV063	G407-E1864	G407-S197	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	otedy	OT+E+DY	K	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A01942	G407-A01942	NONE	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1864:OT>G<DY]: auf Grad I [G407-A01942:G407-E1864@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E1864@1:OT; DY@3→CONTROL:G407-E1864@3:DY.	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
64	GDT581-EV064	G407-E1902	G407-S208	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	chey	Y	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01982	G407-A01982	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf das folgende Zuführen [G407-E1903@2:K]: den Stationsposten [G407-A01982:G407-E1902@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
65	GDT581-EV065	G407-E1910	G407-S210	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	al	AL	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01992	G407-A01992	NONE	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A2]: zur Zielstation [G407-A01992:G407-E1910@1:AL#1].	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
66	GDT581-EV066	G407-E1915	G407-S211	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	ain	AIN	P	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A01996	G407-A01996	NONE	Im laufenden Gang setze den Stationsanteil ein.	Bezug auf das folgende Zuführen [G407-E1916@2:K]: den Stationsanteil [G407-A01996:G407-E1915@1:AIN#1].	Im laufenden Gang setze den Stationsanteil ein.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
67	GDT581-EV067	G407-E1925	G407-S213	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	qorain	OR+AIN	SH	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02011|G407-A02012	G407-A02011|G407-A02012	NONE	Im laufenden Gang halte die Stationseinheit und den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: die Stationseinheit [G407-A02011:G407-E1925@1:OR#1]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: den Stationsanteil [G407-A02012:G407-E1925@2:AIN#1].	Im laufenden Gang halte die Stationseinheit und den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
68	GDT581-EV068	G407-E1926	G407-S213	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	oteedy	OT+EE+DY	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02013	G407-A02013	NONE	Danach im laufenden Gang: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1926:OT>G<DY]: auf Grad II [G407-A02013:G407-E1926@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E1926@1:OT; DY@3→CONTROL:G407-E1926@3:DY.	Danach im laufenden Gang: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
69	GDT581-EV069	G407-E1957	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	otey	OT+E+Y	OK	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02045|G407-A02046	G407-A02045|G407-A02046	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1957:OT>G<END]: auf Grad I [G407-A02045:G407-E1957@2:E#1]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: den Stationsposten [G407-A02046:G407-E1957@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E1957@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
70	GDT581-EV070	G407-E1958	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	dal	AL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02047	G407-A02047	NONE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A3]: zur Zielstation [G407-A02047:G407-E1958@1:AL#1].	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
71	GDT581-EV071	G407-E1959	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	y	Y	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02048	G407-A02048	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Bezug auf das folgende Zuführen [G407-E1960@1:K]: den Stationsposten [G407-A02048:G407-E1959@1:Y#1].	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
72	GDT581-EV072	G407-E1974	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qolair	OL+D_ADDR+AIR	SH	1	1	1	1	1	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02065	G407-A02065	NONE	Weiter im laufenden Gang: halte denselben Stationsposten; an der D-Stelle; entlang der Stationsbahn.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1974:STATE_CARD]: an der D-Stelle [RUNNING:G407-E1974@2:D_ADDR]. Bezug auf das folgende Bearbeiten [G407-E1975@1:CHD]: entlang der Stationsbahn [G407-A02065:G407-E1974@3:AIR#1]. Strukturspur: OL@1→CONTROL:G407-E1974@1:OL.	Weiter im laufenden Gang: halte denselben Stationsposten; an der D-Stelle; entlang der Stationsbahn.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
73	GDT581-EV073	G407-E1984	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotey	OT+E+Y	OK	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02078|G407-A02079	G407-A02078|G407-A02079	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E1984:OT>G<END]: auf Grad I [G407-A02078:G407-E1984@2:E#1]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A4]: den Stationsposten [G407-A02079:G407-E1984@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E1984@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
74	GDT581-EV074	G407-E1985	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotain	OT+AIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02080	G407-A02080	NONE	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	Bezug auf das folgende Entnehmen [G407-E1986@1:CH]: den Stationsanteil [G407-A02080:G407-E1985@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E1985@1:OT.	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
75	GDT581-EV075	G407-E2009	G407-S232	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	otedyl	OT+E+DY+L	CHD	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02109|G407-A02110	G407-A02109|G407-A02110	NONE	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2009:OT>G<DY]: auf Grad I [G407-A02109:G407-E2009@2:E#1]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: über die sichtbare Verbindung [G407-A02110:G407-E2009@4:L#1]. Strukturspur: OT@1→CONTROL:G407-E2009@1:OT; DY@3→CONTROL:G407-E2009@3:DY.	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
76	GDT581-EV076	G407-E2021	G407-S235	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	alchdy	AL+CHD+DY	CHD	1	1	0	1	0	1	1	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02123	G407-A02123	G407-E2021@2:CHD	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	Bezug auf das vorangehende Ansetzen [G407-E2020@1:OK]: zur Zielstation [G407-A02123:G407-E2021@1:AL#1]. Lokales Bearbeiten [G407-E2021@2:CHD]. Strukturspur: DY@3→CONTROL:G407-E2021@3:DY.	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
77	GDT581-EV077	G407-E2026	G407-S238	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	olain	OL+AIN	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02127	G407-A02127	NONE	Weiter im laufenden Gang: bearbeite den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: den Stationsanteil [G407-A02127:G407-E2026@2:AIN#1]. Strukturspur: OL@1→CONTROL:G407-E2026@1:OL.	Weiter im laufenden Gang: bearbeite den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
78	GDT581-EV078	G407-E2029	G407-S239	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qotaly	OT+AL+Y	SH	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02129|G407-A02130	G407-A02129|G407-A02130	NONE	Danach im laufenden Gang: halte den Stationsposten; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: zur Zielstation [G407-A02129:G407-E2029@2:AL#1]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: den Stationsposten [G407-A02130:G407-E2029@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E2029@1:OT.	Danach im laufenden Gang: halte den Stationsposten; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
79	GDT581-EV079	G407-E2030	G407-S239	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	dar	D_ADDR+AR	SH	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02131	G407-A02131	NONE	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: an der D-Stelle [RUNNING:G407-E2030@1:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A5]: von der Ausgangsstation [G407-A02131:G407-E2030@2:AR#1].	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
80	GDT581-EV080	G407-E2033	G407-S240	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	oleeed	OL+EEE+D_ADDR	SH	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A02134	G407-A02134	NONE	Weiter im laufenden Gang: halte denselben Stationsanteil; auf Grad III; an der D-Stelle.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2033:OL>G<END]: auf Grad III [G407-A02134:G407-E2033@2:EEE#1]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E2033:STATE_CARD]: an der D-Stelle [RUNNING:G407-E2033@3:D_ADDR]. Strukturspur: OL@1→CONTROL:G407-E2033@1:OL.	Weiter im laufenden Gang: halte denselben Stationsanteil; auf Grad III; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
81	GDT581-EV081	G407-E2044	G407-S244	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olaiin	OL+AIIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02145	G407-A02145	NONE	Weiter im laufenden Gang: halte den Stationswert.	Bezug auf das folgende Bearbeiten [G407-E2045@1:CHD]: den Stationswert [G407-A02145:G407-E2044@2:AIIN#1]. Strukturspur: OL@1→CONTROL:G407-E2044@1:OL.	Weiter im laufenden Gang: halte den Stationswert.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
82	GDT581-EV082	G407-E2047	G407-S244	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	SH	1	2	0	2	0	2	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02149	G407-A02149|G407-A02150	G407-E2047@2:SH	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	Bezug auf das vorangehende Ansetzen [G407-E2046@1:OK]: zur Zielstation [G407-A02149:G407-E2047@1:AL#1]. Lokales Halten [G407-E2047@2:SH]: auf Grad I [G407-A02150:G407-E2047@3:E#1]. Strukturspur: DY@4→CONTROL:G407-E2047@4:DY.	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
83	GDT581-EV083	G407-E2070	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02178	G407-A02178	NONE	Im laufenden Gang bearbeite den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationsposten [G407-A02178:G407-E2070@1:Y#1].	Im laufenden Gang bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
84	GDT581-EV084	G407-E2071	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	llaiir	L+AIIN	CHD	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02179|G407-A02180	G407-A02179|G407-A02180	NONE	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: über die sichtbare Verbindung [G407-A02179:G407-E2071@1:L#1]. Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationswert [G407-A02180:G407-E2071@2:AIIN#1].	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
85	GDT581-EV085	G407-E2072	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	y	Y	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02181	G407-A02181	NONE	Im laufenden Gang bearbeite den Stationsposten.	Bezug auf das folgende Halten [G407-E2073@1:SH]: den Stationsposten [G407-A02181:G407-E2072@1:Y#1].	Im laufenden Gang bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
86	GDT581-EV086	G407-E2077	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qolain	OL+AIN	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02188	G407-A02188	NONE	Weiter im laufenden Gang: bearbeite den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationsanteil [G407-A02188:G407-E2077@2:AIN#1]. Strukturspur: OL@1→CONTROL:G407-E2077@1:OL.	Weiter im laufenden Gang: bearbeite den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
87	GDT581-EV087	G407-E2078	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	ain	AIN	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02189	G407-A02189	NONE	Im laufenden Gang bearbeite den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt A6]: den Stationsanteil [G407-A02189:G407-E2078@1:AIN#1].	Im laufenden Gang bearbeite den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
88	GDT581-EV088	G407-E2079	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chey	Y	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02190	G407-A02190	NONE	Im laufenden Gang bearbeite den Stationsposten.	Bezug auf das folgende Ansetzen [G407-E2080@1:OK]: den Stationsposten [G407-A02190:G407-E2079@1:Y#1].	Im laufenden Gang bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
89	GDT581-EV089	G407-E2114	G407-S253	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	darchey	AR+CH+EE+Y	CH	1	3	0	3	0	3	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02233	G407-A02233|G407-A02234|G407-A02235	G407-E2114@2:CH	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	Bezug auf das fortgeführte Ansetzen [G407-E2110@1:OK]: von der Ausgangsstation [G407-A02233:G407-E2114@1:AR#1]. Lokales Entnehmen [G407-E2114@2:CH]: auf Grad II [G407-A02234:G407-E2114@3:EE#1]. Lokales Entnehmen [G407-E2114@2:CH]: den Stationsposten [G407-A02235:G407-E2114@4:Y#1].	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
90	GDT581-EV090	G407-E2132	G407-S254	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	dalshedy	AL+SH+E+DY	SH	1	2	0	2	0	2	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02256	G407-A02256|G407-A02257	G407-E2132@2:SH	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	Bezug auf das fortgeführte Ansetzen [G407-E2129@1:OK]: zur Zielstation [G407-A02256:G407-E2132@1:AL#1]. Lokales Halten [G407-E2132@2:SH]: auf Grad I [G407-A02257:G407-E2132@3:E#1]. Strukturspur: DY@4→CONTROL:G407-E2132@4:DY.	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
91	GDT581-EV091	G407-E2184	G407-S264	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	alshy	AL+SH+Y	SH	1	2	0	2	0	2	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02319	G407-A02319|G407-A02320	G407-E2184@2:SH	Halte den Stationsposten; zur Zielstation.	Bezug auf das vorangehende Entnehmen [G407-E2183@1:CH]: zur Zielstation [G407-A02319:G407-E2184@1:AL#1]. Lokales Halten [G407-E2184@2:SH]: den Stationsposten [G407-A02320:G407-E2184@3:Y#1].	Halte den Stationsposten; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
92	GDT581-EV092	G407-E2207	G407-S270	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	oty	OT+Y	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02343	G407-A02343	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	Bezug auf das folgende Halten [G407-E2208@2:SH]: den Stationsposten [G407-A02343:G407-E2207@2:Y#1]. Strukturspur: OT@1→CONTROL:G407-E2207@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
93	GDT581-EV093	G407-E2237	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	dain	AIN	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02381	G407-A02381	NONE	Im laufenden Gang bearbeite den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt B]: den Stationsanteil [G407-A02381:G407-E2237@1:AIN#1].	Im laufenden Gang bearbeite den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
94	GDT581-EV094	G407-E2238	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	chey	Y	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02382	G407-A02382	NONE	Im laufenden Gang bearbeite den Stationsposten.	Bezug auf das folgende Halten [G407-E2239@2:SH]: den Stationsposten [G407-A02382:G407-E2238@1:Y#1].	Im laufenden Gang bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
95	GDT581-EV095	G407-E2243	G407-S277	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	qolain	OL+AIN	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02387	G407-A02387	NONE	Weiter im laufenden Gang: bearbeite den Stationsanteil.	Bezug auf den Besitzerrahmen [OWNER:unbebilderter Textabschnitt B]: den Stationsanteil [G407-A02387:G407-E2243@2:AIN#1]. Strukturspur: OL@1→CONTROL:G407-E2243@1:OL.	Weiter im laufenden Gang: bearbeite den Stationsanteil.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
96	GDT581-EV096	G407-E2244	G407-S277	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	qotal	OT+AL	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A02388	G407-A02388	NONE	Danach im laufenden Gang: bearbeite denselben Stationsanteil; zur Zielstation.	Bezug auf das folgende Halten [G407-E2245@1:SH]: zur Zielstation [G407-A02388:G407-E2244@2:AL#1]. Strukturspur: OT@1→CONTROL:G407-E2244@1:OT.	Danach im laufenden Gang: bearbeite denselben Stationsanteil; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
