local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
1118	LOCAL_COMPONENT:P912-E2281@1	P912-E2281	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2281	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.9	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otody	OT+O+DY	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2281@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1119	LOCAL_COMPONENT:P912-E2281@2	P912-E2281	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2281	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.9	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otody	OT+O+DY	2	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2281	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1120	LOCAL_COMPONENT:P912-E2281@3	P912-E2281	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2281	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.9	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otody	OT+O+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2281@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1121	LOCAL_COMPONENT:P912-E2282@1	P912-E2282	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.10	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otald	OT+AL+D_LABEL	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2282@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1122	LOCAL_COMPONENT:P912-E2282@2	P912-E2282	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.10	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otald	OT+AL+D_LABEL	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1123	LOCAL_COMPONENT:P912-E2282@3	P912-E2282	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.10	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otald	OT+AL+D_LABEL	3	D_LABEL	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2282	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1124	LOCAL_COMPONENT:P912-E2283@1	P912-E2283	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.11	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldar	OT+AL+D_ADDR+AR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2283@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1125	LOCAL_COMPONENT:P912-E2283@2	P912-E2283	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.11	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldar	OT+AL+D_ADDR+AR	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1126	LOCAL_COMPONENT:P912-E2283@3	P912-E2283	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.11	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldar	OT+AL+D_ADDR+AR	3	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1127	LOCAL_COMPONENT:P912-E2283@4	P912-E2283	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.11	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldar	OT+AL+D_ADDR+AR	4	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2283	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1128	LOCAL_COMPONENT:P912-E2284@1	P912-E2284	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2284	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.12	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okody	OK+O+Y	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2284@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1129	LOCAL_COMPONENT:P912-E2284@2	P912-E2284	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2284	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.12	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okody	OK+O+Y	2	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2284@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1130	LOCAL_COMPONENT:P912-E2284@3	P912-E2284	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2284	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.12	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okody	OK+O+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2284@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1131	LOCAL_COMPONENT:P912-E2285@1	P912-E2285	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2285	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.13	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	opysam	O+P+Y+S_ADDR+AM_ADDR	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2285@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1132	LOCAL_COMPONENT:P912-E2285@2	P912-E2285	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2285	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.13	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	opysam	O+P+Y+S_ADDR+AM_ADDR	2	P	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2285@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1133	LOCAL_COMPONENT:P912-E2285@3	P912-E2285	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2285	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.13	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	opysam	O+P+Y+S_ADDR+AM_ADDR	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2285@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1134	LOCAL_COMPONENT:P912-E2285@4	P912-E2285	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2285	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.13	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	opysam	O+P+Y+S_ADDR+AM_ADDR	4	S_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2285@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1135	LOCAL_COMPONENT:P912-E2285@5	P912-E2285	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2285	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.13	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	opysam	O+P+Y+S_ADDR+AM_ADDR	5	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2285@2:P	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1136	LOCAL_COMPONENT:P912-E2286@1	P912-E2286	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2286	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.14	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chy	Y	1	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2286	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1137	LOCAL_COMPONENT:P912-E2287@1	P912-E2287	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2287	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.15	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaly	OT+AL+Y	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2287@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1138	LOCAL_COMPONENT:P912-E2287@2	P912-E2287	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2287	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.15	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaly	OT+AL+Y	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2287	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1139	LOCAL_COMPONENT:P912-E2287@3	P912-E2287	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2287	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.15	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaly	OT+AL+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2287	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1140	LOCAL_COMPONENT:P912-E2288@1	P912-E2288	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2288	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.16	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otal	OT+AL	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2288@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1141	LOCAL_COMPONENT:P912-E2288@2	P912-E2288	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2288	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.16	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otal	OT+AL	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2288	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1142	LOCAL_COMPONENT:P912-E2289@1	P912-E2289	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2289	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.16	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	arar	AR+AR	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2289	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1143	LOCAL_COMPONENT:P912-E2289@2	P912-E2289	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2289	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.16	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	arar	AR+AR	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2289	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1144	LOCAL_COMPONENT:P912-E2290@1	P912-E2290	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2290	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.17	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldy	OT+AL+DY	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2290@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1145	LOCAL_COMPONENT:P912-E2290@2	P912-E2290	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2290	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.17	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldy	OT+AL+DY	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2290	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1146	LOCAL_COMPONENT:P912-E2290@3	P912-E2290	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2290	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.17	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otaldy	OT+AL+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2290@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1147	LOCAL_COMPONENT:P912-E2291@1	P912-E2291	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2291	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.18	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okeoly	OK+E+OL+Y	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2291@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1148	LOCAL_COMPONENT:P912-E2291@2	P912-E2291	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2291	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.18	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okeoly	OK+E+OL+Y	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2291@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1149	LOCAL_COMPONENT:P912-E2291@3	P912-E2291	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2291	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.18	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okeoly	OK+E+OL+Y	3	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2291@3:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1150	LOCAL_COMPONENT:P912-E2291@4	P912-E2291	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2291	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.18	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okeoly	OK+E+OL+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2291@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1151	LOCAL_COMPONENT:P912-E2292@1	P912-E2292	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2292	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.19	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okydy	OK+Y+DY	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2292@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1152	LOCAL_COMPONENT:P912-E2292@2	P912-E2292	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2292	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.19	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okydy	OK+Y+DY	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2292@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1153	LOCAL_COMPONENT:P912-E2292@3	P912-E2292	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2292	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.19	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okydy	OK+Y+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2292@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1154	LOCAL_COMPONENT:P912-E2293@1	P912-E2293	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2293	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.20	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okees	OK+EE+S_LABEL	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2293@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1155	LOCAL_COMPONENT:P912-E2293@2	P912-E2293	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2293	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.20	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okees	OK+EE+S_LABEL	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2293@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1156	LOCAL_COMPONENT:P912-E2293@3	P912-E2293	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2293	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.20	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	okees	OK+EE+S_LABEL	3	S_LABEL	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2293@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1157	LOCAL_COMPONENT:P912-E2294@1	P912-E2294	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	daii	DA+IIN	1	DA	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1158	LOCAL_COMPONENT:P912-E2294@2	P912-E2294	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	daii	DA+IIN	2	IIN	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2294	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1159	LOCAL_COMPONENT:P912-E2295@1	P912-E2295	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	amdy	AM_ADDR+DY	1	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1160	LOCAL_COMPONENT:P912-E2295@2	P912-E2295	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2295	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	amdy	AM_ADDR+DY	2	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2295@2:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1161	LOCAL_COMPONENT:P912-E2296@1	P912-E2296	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otar	OT+AR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2296@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1162	LOCAL_COMPONENT:P912-E2296@2	P912-E2296	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otar	OT+AR	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2296	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1163	LOCAL_COMPONENT:P912-E2297@1	P912-E2297	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	am	AM_ADDR	1	AM_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1164	LOCAL_COMPONENT:P912-E2298@1	P912-E2298	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	aral	AR+AL	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1165	LOCAL_COMPONENT:P912-E2298@2	P912-E2298	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	aral	AR+AL	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1166	LOCAL_COMPONENT:P912-E2299@1	P912-E2299	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otair	OT+AIR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2299@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
