complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard
10465	RUNNING:G407-E3955@1	RUNNING_ATOM	G407-E3955	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheokam	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3955@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10466	RUNNING:G407-E3955@2	RUNNING_ATOM	G407-E3955	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheokam	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3955@1:CH	PRIMARY_GOVERNOR	G407-A04341	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10467	RUNNING:G407-E3955@3	RUNNING_ATOM	G407-E3955	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheokam	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3955@4:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10468	RUNNING:G407-E3955@4	RUNNING_ATOM	G407-E3955	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheokam	K	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3955@4:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10469	RUNNING:G407-E3955@5	RUNNING_ATOM	G407-E3955	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheokam	AM_ADDR	5	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3955@4:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10470	RUNNING:G407-E3956@1	RUNNING_ATOM	G407-E3956	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	choeey	HO	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E3955@4:K	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10471	RUNNING:G407-E3956@2	RUNNING_ATOM	G407-E3956	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	choeey	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3955@4:K	PRIMARY_GOVERNOR	G407-A04342	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10472	RUNNING:G407-E3956@3	RUNNING_ATOM	G407-E3956	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	choeey	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3955@4:K	PRIMARY_GOVERNOR	G407-A04343	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10473	RUNNING:G407-E3957@1	RUNNING_ATOM	G407-E3957	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	keeod	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3957@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10474	RUNNING:G407-E3957@2	RUNNING_ATOM	G407-E3957	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	keeod	EE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3957@1:K	PRIMARY_GOVERNOR	G407-A04344	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10475	RUNNING:G407-E3957@3	RUNNING_ATOM	G407-E3957	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	keeod	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3957@1:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10476	RUNNING:G407-E3957@4	RUNNING_ATOM	G407-E3957	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	keeod	D_ADDR	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3957@1:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10477	RUNNING:G407-E3958@1	RUNNING_ATOM	G407-E3958	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3957@1:K	PRIMARY_GOVERNOR	G407-A04345	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10478	RUNNING:G407-E3959@1	RUNNING_ATOM	G407-E3959	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	s	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3959@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10479	RUNNING:G407-E3960@1	RUNNING_ATOM	G407-E3960	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	aiin	AIIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3959@1:S	PRIMARY_GOVERNOR	G407-A04346	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10480	RUNNING:G407-E3961@1	RUNNING_ATOM	G407-E3961	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chody	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3961@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10481	RUNNING:G407-E3961@2	RUNNING_ATOM	G407-E3961	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chody	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3961@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10482	RUNNING:G407-E3961@3	RUNNING_ATOM	G407-E3961	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chody	D_ADDR	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3961@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10483	RUNNING:G407-E3961@4	RUNNING_ATOM	G407-E3961	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chody	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3961@1:CH	PRIMARY_GOVERNOR	G407-A04347	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10484	RUNNING:G407-E3962@1	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	OK	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3962@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10485	RUNNING:G407-E3962@2	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3962@1:OK	PRIMARY_GOVERNOR	G407-A04348	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10486	RUNNING:G407-E3962@3	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3962@1:OK	PRIMARY_GOVERNOR	G407-A04349	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10487	RUNNING:G407-E3962@4	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	CH	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3962@4:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10488	RUNNING:G407-E3962@5	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	E	5	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3962@4:CH	PRIMARY_GOVERNOR	G407-A04350	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10489	RUNNING:G407-E3962@6	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	O	6	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3962@4:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10490	RUNNING:G407-E3962@7	RUNNING_ATOM	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	okearcheol	L	7	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3962@4:CH	PRIMARY_GOVERNOR	G407-A04351	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10491	RUNNING:G407-E3963@1	RUNNING_ATOM	G407-E3963	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	archeey	AR	1	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3962@4:CH	PRIMARY_GOVERNOR	G407-A04352	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10492	RUNNING:G407-E3963@2	RUNNING_ATOM	G407-E3963	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	archeey	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3963@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10493	RUNNING:G407-E3963@3	RUNNING_ATOM	G407-E3963	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	archeey	EE	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3963@2:CH	PRIMARY_GOVERNOR	G407-A04353	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10494	RUNNING:G407-E3963@4	RUNNING_ATOM	G407-E3963	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	archeey	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3963@2:CH	PRIMARY_GOVERNOR	G407-A04354	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10495	RUNNING:G407-E3964@1	RUNNING_ATOM	G407-E3964	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	sairal	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3964@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10496	RUNNING:G407-E3964@2	RUNNING_ATOM	G407-E3964	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	sairal	AIR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3964@1:S	PRIMARY_GOVERNOR	G407-A04355	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10497	RUNNING:G407-E3964@3	RUNNING_ATOM	G407-E3964	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	sairal	AL	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3964@1:S	PRIMARY_GOVERNOR	G407-A04356	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10498	RUNNING:G407-E3965@1	RUNNING_ATOM	G407-E3965	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	dar	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E3964@1:S	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10499	RUNNING:G407-E3965@2	RUNNING_ATOM	G407-E3965	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	dar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3964@1:S	PRIMARY_GOVERNOR	G407-A04357	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10500	RUNNING:G407-E3966@1	RUNNING_ATOM	G407-E3966	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheorol	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3966@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10501	RUNNING:G407-E3966@2	RUNNING_ATOM	G407-E3966	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheorol	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	VISIBLE_ACTION_CHAIN	ACTION_CHAIN:G407-E3966:CH	PRIMARY_GOVERNOR	G407-A04358	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10502	RUNNING:G407-E3966@3	RUNNING_ATOM	G407-E3966	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheorol	O	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3966@4:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10503	RUNNING:G407-E3966@4	RUNNING_ATOM	G407-E3966	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheorol	R	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3966@4:R	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10504	RUNNING:G407-E3966@5	RUNNING_ATOM	G407-E3966	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	cheorol	OL	5	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3966@5:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10505	RUNNING:G407-E3967@1	RUNNING_ATOM	G407-E3967	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chekol	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3967@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10506	RUNNING:G407-E3967@2	RUNNING_ATOM	G407-E3967	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chekol	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3967@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10507	RUNNING:G407-E3967@3	RUNNING_ATOM	G407-E3967	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	chekol	OL	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3967@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10508	RUNNING:G407-E3968@1	RUNNING_ATOM	G407-E3968	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	daraly	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E3967@2:K	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10509	RUNNING:G407-E3968@2	RUNNING_ATOM	G407-E3968	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	daraly	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3967@2:K	PRIMARY_GOVERNOR	G407-A04359	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10510	RUNNING:G407-E3968@3	RUNNING_ATOM	G407-E3968	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	daraly	AL	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3967@2:K	PRIMARY_GOVERNOR	G407-A04360	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10511	RUNNING:G407-E3968@4	RUNNING_ATOM	G407-E3968	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	RUNNING_STATEMENT	daraly	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3967@2:K	PRIMARY_GOVERNOR	G407-A04361	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10512	RUNNING:G407-E3969@1	RUNNING_ATOM	G407-E3969	G407-S655	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	kosholdy	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3969@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10513	RUNNING:G407-E3969@2	RUNNING_ATOM	G407-E3969	G407-S655	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	kosholdy	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3969@1:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10514	RUNNING:G407-E3969@3	RUNNING_ATOM	G407-E3969	G407-S655	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	kosholdy	SH	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3969@3:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10515	RUNNING:G407-E3969@4	RUNNING_ATOM	G407-E3969	G407-S655	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	kosholdy	OL	4	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3969@4:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10516	RUNNING:G407-E3969@5	RUNNING_ATOM	G407-E3969	G407-S655	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	kosholdy	DY	5	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3969@5:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10517	RUNNING:G407-E3970@1	RUNNING_ATOM	G407-E3970	G407-S656	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	qotody	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3970@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10518	RUNNING:G407-E3970@2	RUNNING_ATOM	G407-E3970	G407-S656	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	qotody	O	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E3970:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10519	RUNNING:G407-E3970@3	RUNNING_ATOM	G407-E3970	G407-S656	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	qotody	DY	3	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3970@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10520	RUNNING:G407-E3971@1	RUNNING_ATOM	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	opykey	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E3971@2:P	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10521	RUNNING:G407-E3971@2	RUNNING_ATOM	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	opykey	P	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3971@2:P	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10522	RUNNING:G407-E3971@3	RUNNING_ATOM	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	opykey	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3971@2:P	PRIMARY_GOVERNOR	G407-A04362	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10523	RUNNING:G407-E3971@4	RUNNING_ATOM	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	opykey	K	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E3971@4:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10524	RUNNING:G407-E3971@5	RUNNING_ATOM	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	opykey	E	5	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3971@4:K	PRIMARY_GOVERNOR	G407-A04363	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10525	RUNNING:G407-E3971@6	RUNNING_ATOM	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	opykey	Y	6	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3971@4:K	PRIMARY_GOVERNOR	G407-A04364	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10526	RUNNING:G407-E3972@1	RUNNING_ATOM	G407-E3972	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	oldaiin	OL	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E3972@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10527	RUNNING:G407-E3972@2	RUNNING_ATOM	G407-E3972	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	oldaiin	D_ADDR	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E3972:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
10528	RUNNING:G407-E3972@3	RUNNING_ATOM	G407-E3972	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	RUNNING_STATEMENT	oldaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E3971@4:K	PRIMARY_GOVERNOR	G407-A04365	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
