binding_serial	binding_id	unit_id	section	page	source_artifact	source_row_id	opaque_identity	local_image_owner	inherited_literal_or_formal_layer	inherited_selected_occurrence_context	inherited_source_status	purpose_A_unit_role	purpose_B_unit_role	binding_status	codebook_attestation_status	cross_unit_inference_status	source_semantic_ceiling	v76_semantic_ceiling
492	V76R2:A:G111	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G111	A1:G111	A1_LEFT_LOCAL_FIELD_44	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
493	V76R2:A:G112	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G112	A1:G112	A1_LEFT_LOCAL_FIELD_44	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
494	V76R2:A:G113	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G113	A1:G113	A1_LEFT_LOCAL_FIELD_45	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
495	V76R2:A:G114	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G114	A1:G114	A1_LEFT_LOCAL_FIELD_45	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
496	V76R2:A:G115	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G115	A1:G115	A1_LEFT_LOCAL_FIELD_45	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
497	V76R2:A:G116	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G116	A1:G116	A1_LEFT_LOCAL_FIELD_46	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
498	V76R2:A:G117	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G117	A1:G117	A1_LEFT_LOCAL_FIELD_46	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
499	V76R2:A:G118	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G118	A1:G118	A1_LEFT_LOCAL_FIELD_47	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L47: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
500	V76R2:A:G119	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G119	A1:G119	A1_LEFT_LOCAL_FIELD_48	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
501	V76R2:A:G120	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G120	A1:G120	A1_LEFT_LOCAL_FIELD_48	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
502	V76R2:A:G121	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G121	A1:G121	A1_LEFT_LOCAL_FIELD_48	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
503	V76R2:A:G122	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G122	A1:G122	A1_LEFT_LOCAL_FIELD_49	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
504	V76R2:A:G123	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G123	A1:G123	A1_LEFT_LOCAL_FIELD_49	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
505	V76R2:A:G124	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G124	A1:G124	A1_LEFT_LOCAL_FIELD_49	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
506	V76R2:A:G125	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G125	A1:G125	A1_LEFT_LOCAL_FIELD_50	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
507	V76R2:A:G126	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G126	A1:G126	A1_LEFT_LOCAL_FIELD_50	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
508	V76R2:A:G127	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G127	A1:G127	A1_LEFT_LOCAL_FIELD_51	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L51: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
509	V76R2:A:G128	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G128	A1:G128	A1_LEFT_OUTER_STAR_STATION_01	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_OUTER_STAR_POSITION] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L01: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
510	V76R2:A:G129	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G129	A1:G129	A1_LEFT_OUTER_STAR_STATION_02	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_OUTER_STAR_POSITION] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L02: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
511	V76R2:A:G130	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G130	A1:G130	A1_LEFT_OUTER_STAR_STATION_03	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_OUTER_STAR_POSITION] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L03: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
512	V76R2:A:G131	A1	ASTRO	f67r2	V75_SELECTED_395_GROUP_CELESTIAL_EDITION.tsv	G131	A1:G131	A1_LEFT_OUTER_STAR_STATION_03	[LOCAL_CONTENT_CLASS:LEFT_WHEEL_OUTER_STAR_POSITION] [NAMESPACE:A1_LEFT_WHEEL_ONLY]	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L03: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	Two independent celestial lookup instruments usable within a medical-calendar reference section.	Two independent cosmographic/calendar teaching or exemplar wheels.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
