selector_cell_ordinal	selector_cell_id	recipe	portable_route	selector_fields	selector_key	effective_action_signatures	effective_argument_signatures	owner_free_microphrase_de	event_count	event_ids	physical_page_count	physical_pages	register_count	registers	cohort_count	cohorts	resolution_modes	statement_positions	source_layers	cross_page_status	guard
102	GDT564-C0102	OK+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	OK	OR	Setze die Einheit; auf Grad I; abschließen.	2	G407-E2827 || G407-E3529	2	f81r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
103	GDT564-C0103	OK+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK	Y	Setze den Posten; auf Grad I; abschließen.	56	G407-E1497 || G407-E1536 || G407-E1537 || G407-E1538 || G407-E1539 || G407-E1709 || G407-E1756 || G407-E1759 || G407-E1765 || G407-E1766 || G407-E1790 || G407-E1817 || G407-E1825 || G407-E1827 || G407-E1861 || G407-E1877 || G407-E1889 || G407-E2140 || G407-E2347 || G407-E2349 || G407-E2436 || G407-E2518 || G407-E2715 || G407-E2818 || G407-E2885 || G407-E2935 || G407-E3035 || G407-E3091 || G407-E3092 || G407-E3108 || G407-E3164 || G407-E3235 || G407-E3250 || G407-E3308 || G407-E3330 || G407-E3485 || G407-E3518 || G407-E3554 || G407-E3565 || G407-E3566 || G407-E3574 || G407-E3634 || G407-E3637 || G407-E3641 || G407-E3647 || G407-E3663 || G407-E3677 || G407-E3694 || G407-E4474 || G515-E0189 || G515-E0200 || G515-E0234 || G515-E0313 || G515-E0345 || G515-E0405 || G515-E0546	10	f31r || f66r || f75r || f76r || f77r || f81r || f81v || f82r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
104	GDT564-C0104	OK+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	OK	AIIN	Weiter: setze den Wert; auf Grad I.	2	G407-E4080 || G407-E4332	1	f89r	1	PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
105	GDT564-C0105	OK+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK	Y	Weiter: setze den Posten; auf Grad I.	14	G407-E1148 || G407-E1227 || G407-E2173 || G407-E3169 || G407-E3178 || G407-E3827 || G407-E3871 || G407-E4249 || G407-E4272 || G407-E4314 || G407-E4320 || G407-E4326 || G407-E4376 || G515-E0214	7	f31r || f72r || f76r || f81v || f82r || f88r || f89r	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL || STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
106	GDT564-C0106	OK+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	OK	AIIN	Setze den Wert; auf Grad II; abschließen.	13	G407-E2278 || G407-E2429 || G407-E2445 || G407-E2447 || G407-E2463 || G407-E2485 || G407-E2504 || G407-E2553 || G407-E2563 || G407-E2564 || G407-E3285 || G515-E0160 || G515-E0247	4	f31r || f76r || f77r || f82r	2	BIOLOGICAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
107	GDT564-C0107	OK+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	OK	AIN	Setze den Anteil; auf Grad II; abschließen.	8	G407-E1751 || G407-E1783 || G407-E1994 || G407-E2496 || G407-E2661 || G407-E2663 || G407-E2664 || G407-E3327	4	f75r || f76r || f77r || f82r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
108	GDT564-C0108	OK+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	OK	NONE	Setze; auf Grad II; abschließen.	3	G407-E2206 || G515-E0220 || G515-E0314	3	f31r || f66r || f76r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_OBJECTLESS_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
109	GDT564-C0109	OK+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	OK	OR	Setze die Einheit; auf Grad II; abschließen.	3	G407-E1949 || G407-E1950 || G407-E2544	2	f76r || f77r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
110	GDT564-C0110	OK+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK	Y	Setze den Posten; auf Grad II; abschließen.	56	G407-E0698 || G407-E1151 || G407-E1458 || G407-E1475 || G407-E1493 || G407-E1513 || G407-E1516 || G407-E1640 || G407-E1643 || G407-E1674 || G407-E1685 || G407-E1760 || G407-E1763 || G407-E1764 || G407-E1767 || G407-E1770 || G407-E1771 || G407-E1791 || G407-E1884 || G407-E1956 || G407-E1983 || G407-E2348 || G407-E2383 || G407-E2418 || G407-E2472 || G407-E2488 || G407-E2489 || G407-E2525 || G407-E2617 || G407-E2773 || G407-E2806 || G407-E2816 || G407-E2825 || G407-E2970 || G407-E3015 || G407-E3189 || G407-E3209 || G407-E3267 || G407-E3292 || G407-E3294 || G407-E3310 || G407-E3366 || G407-E3387 || G407-E3398 || G407-E3401 || G407-E3405 || G407-E3415 || G407-E3429 || G407-E3508 || G407-E3579 || G407-E3652 || G407-E3674 || G407-E3688 || G407-E3703 || G407-E3704 || G407-E3709	9	f55v || f72r || f75r || f76r || f77r || f81r || f81v || f82r || f83r	3	BIOLOGICAL || CELESTIAL || HERBAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
111	GDT564-C0111	OK+EE+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	OK	AIIN	Weiter: setze den Wert; auf Grad II.	1	G407-E1306	1	f72r	1	CELESTIAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
112	GDT564-C0112	OK+EE+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK	Y	Weiter: setze den Posten; auf Grad II.	4	G407-E1385 || G407-E3727 || G407-E4131 || G407-E4251	3	f72r || f83r || f89r	3	BIOLOGICAL || CELESTIAL || PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
113	GDT564-C0113	OK+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	OK	AIIN	Weiter: setze den Wert.	5	G407-E0184 || G407-E0954 || G407-E1012 || G407-E2407 || G407-E3856	4	f1r || f67r2 || f77r || f88r	4	BIOLOGICAL || CELESTIAL || PHARMA || SOURCE_SECTION_T	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
114	GDT564-C0114	OK+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	OK	NONE	Weiter: setze.	1	G407-E2395	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_OBJECTLESS_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
115	GDT564-C0115	OK+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	OK	OR	Weiter: setze die Einheit.	3	G407-E0471 || G407-E0531 || G407-E0583	2	f17r || f18r	1	HERBAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
116	GDT564-C0116	OK+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK	Y	Weiter: setze den Posten.	19	G407-E0268 || G407-E0363 || G407-E0543 || G407-E0633 || G407-E0815 || G407-E1124 || G407-E2618 || G407-E2724 || G407-E3739 || G407-E3851 || G407-E3889 || G407-E3891 || G407-E3892 || G407-E3910 || G407-E3913 || G407-E3990 || G407-E4277 || G407-E4369 || G515-E0586	13	f10r || f11r || f18r || f24v || f56r || f66r || f71v || f77r || f81r || f83r || f88r || f88v || f89r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
117	GDT564-C0117	OK+OL+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	OK	AIN	Weiter: setze den Anteil; abschließen.	1	G407-E1807	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
118	GDT564-C0118	OK+OL+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK	Y	Weiter: setze den Posten; abschließen.	1	G407-E3888	1	f88r	1	PHARMA	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
119	GDT564-C0119	OK+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	OK|SH	AIIN	Setze den Wert und halte den Wert; auf Grad I; abschließen.	1	G407-E3483	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
120	GDT564-C0120	OK+SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	OK|SH	Y	Setze den Posten und halte den Posten; auf Grad I; abschließen.	4	G407-E1569 || G407-E1590 || G407-E3017 || G407-E3581	3	f75r || f81v || f83r	1	BIOLOGICAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
121	GDT564-C0121	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIIN	CH	AIIN	Weiter: nimm den Wert.	2	G407-E3789 || G515-E0020	2	f4r || f83r	2	BIOLOGICAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
122	GDT564-C0122	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIN	CH	AIN	Weiter: nimm den Anteil.	1	G407-E2582	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
123	GDT564-C0123	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=OR	CH	OR	Weiter: nimm die Einheit.	4	G407-E0280 || G407-E0282 || G407-E3793 || G407-E3915	3	f10r || f83r || f88r	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
124	GDT564-C0124	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=Y	CH	Y	Weiter: nimm den Posten.	13	G407-E0163 || G407-E0256 || G407-E0376 || G407-E0536 || G407-E0675 || G407-E0808 || G407-E1266 || G407-E2090 || G407-E3432 || G407-E3787 || G407-E3900 || G407-E3926 || G515-E0078	12	f10r || f13r || f18r || f1r || f20v || f24v || f56r || f72r || f76r || f82r || f83r || f88r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
125	GDT564-C0125	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=AIIN	CHD	AIIN	Weiter: bearbeite den Wert.	3	G407-E2851 || G407-E2853 || G407-E3777	2	f81r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
126	GDT564-C0126	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=OR	CHD	OR	Weiter: bearbeite die Einheit.	2	G407-E2188 || G407-E2190	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
127	GDT564-C0127	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Weiter: bearbeite den Posten.	17	G407-E1558 || G407-E1928 || G407-E2177 || G407-E2589 || G407-E2679 || G407-E2833 || G407-E2848 || G407-E2849 || G407-E2994 || G407-E3059 || G407-E3078 || G407-E3087 || G407-E3120 || G407-E3462 || G407-E4123 || G407-E4168 || G407-E4511	8	f75r || f76r || f77r || f81r || f81v || f83r || f89r || f95v	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
128	GDT564-C0128	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=AIIN	K	AIIN	Weiter: gib den Wert.	5	G407-E0767 || G407-E1681 || G407-E2265 || G407-E2904 || G407-E4258	5	f55v || f75r || f76r || f81r || f89r	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
129	GDT564-C0129	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=AIN	K	AIN	Weiter: gib den Anteil.	3	G407-E2944 || G407-E3756 || G407-E3757	2	f81v || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
130	GDT564-C0130	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=OR	K	OR	Weiter: gib die Einheit.	2	G407-E2482 || G407-E2910	2	f77r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
131	GDT564-C0131	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Weiter: gib den Posten.	15	G407-E0114 || G407-E0115 || G407-E0325 || G407-E0777 || G407-E1226 || G407-E2733 || G407-E2744 || G407-E2930 || G407-E2960 || G407-E3089 || G407-E3096 || G407-E3353 || G407-E4256 || G407-E4350 || G515-E0404	9	f11r || f1r || f55v || f66r || f72r || f81r || f81v || f82r || f89r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
132	GDT564-C0132	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=NONE | ARGUMENT=NONE	NONE	NONE	Weiter.	1	G515-E0406	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	PURE_CONTINUATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
133	GDT564-C0133	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Weiter: setze den Wert.	10	G407-E0516 || G407-E0749 || G407-E0952 || G407-E2388 || G407-E2430 || G407-E2750 || G407-E2977 || G407-E3878 || G407-E4081 || G407-E4083	9	f17r || f55v || f67r2 || f76r || f77r || f81r || f81v || f88r || f89r	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
134	GDT564-C0134	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIN	OK	AIN	Weiter: setze den Anteil.	3	G407-E1749 || G407-E2739 || G407-E2740	2	f75r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
135	GDT564-C0135	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=OR	OK	OR	Weiter: setze die Einheit.	4	G407-E0584 || G407-E1211 || G407-E2987 || G407-E4253	4	f18r || f72r || f81v || f89r	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
136	GDT564-C0136	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Weiter: setze den Posten.	26	G407-E0419 || G407-E1147 || G407-E1264 || G407-E1581 || G407-E1668 || G407-E1738 || G407-E2725 || G407-E2747 || G407-E2748 || G407-E2759 || G407-E2819 || G407-E2879 || G407-E3123 || G407-E3143 || G407-E3161 || G407-E3207 || G407-E3231 || G407-E3516 || G407-E3635 || G407-E3643 || G407-E3736 || G407-E3890 || G407-E3893 || G407-E4346 || G515-E0149 || G515-E0475	11	f13r || f20v || f66r || f72r || f75r || f81r || f81v || f82r || f83r || f88r || f89r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
137	GDT564-C0137	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=P | ARGUMENT=Y	P	Y	Weiter: setze den Posten ein.	2	G407-E2632 || G407-E2775	2	f77r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
138	GDT564-C0138	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=R | ARGUMENT=AIIN	R	AIIN	Weiter: markiere den Wert.	2	G407-E3880 || G407-E4393	2	f88r || f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
139	GDT564-C0139	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=R | ARGUMENT=AIN	R	AIN	Weiter: markiere den Anteil.	3	G407-E1465 || G407-E1647 || G407-E4390	2	f75r || f89r	2	BIOLOGICAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
140	GDT564-C0140	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=R | ARGUMENT=OR	R	OR	Weiter: markiere die Einheit.	1	G407-E3298	1	f82r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
141	GDT564-C0141	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=R | ARGUMENT=Y	R	Y	Weiter: markiere den Posten.	6	G407-E0171 || G407-E0577 || G407-E1528 || G407-E2153 || G407-E3783 || G515-E0542	6	f18r || f1r || f66r || f75r || f76r || f83r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
142	GDT564-C0142	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIIN	S	AIIN	Weiter: wähle den Wert.	4	G407-E0710 || G407-E2356 || G407-E2940 || G407-E4265	4	f55v || f76r || f81v || f89r	3	BIOLOGICAL || HERBAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
