recipe_ordinal	recipe	event_count	distinct_microphrase_count	recurrence_status	variability_status	written_action_status	written_argument_status	portable_route	portable_selector_fields	empirical_minimal_equivalence_class	canonical_empirical_selector	selector_cell_count	distinct_effective_action_count	distinct_effective_argument_count	effective_action_signatures	effective_argument_signatures	sample_microphrase_de	guard
165	OL+AIIN+Y	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	AIIN|Y	Weiter: halte den Wert und den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
166	OL+AIN	7	4	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	4	4	1	CHD || P || S || SH	AIN	Weiter: halte den Anteil.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
167	OL+AL	3	3	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ONLY	EFFECTIVE_ACTION	3	3	1	K || OK || SH	Y	Weiter: gib den Posten; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
168	OL+AL+Y	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Weiter: stelle den Posten ein; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
169	OL+AM_ADDR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	Y	Weiter: bearbeite den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
170	OL+AR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	OK	AIIN	Weiter: setze den Wert; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
171	OL+CARRIER_Q+O	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	Y	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
172	OL+CH+E+O+DY	3	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	CH	AIIN || Y	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
173	OL+CH+EE+DY	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	AIN	Weiter: nimm den Anteil; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
174	OL+CH+T+D_ADDR+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH|T	Y	Weiter: nimm den Posten und stelle den Posten ein; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
175	OL+CH+Y	4	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Weiter: nimm den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
176	OL+CHD+DY	13	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	CHD	AIIN || Y	Weiter: bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
177	OL+DA+L	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	AIIN	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
178	OL+DY	18	11	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	11	8	3	CH || CHD || K || OK || P || S || SH || T	AIIN || AIN || Y	Weiter: setze den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
179	OL+D_ADDR+AIIN	3	3	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	3	3	1	CH || K || SH	AIIN	Weiter: gib den Wert; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
180	OL+D_ADDR+AIR	2	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ONLY	EFFECTIVE_ACTION	2	2	1	OK || SH	Y	Weiter: setze den Posten; hier; entlang der Bahn.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
181	OL+D_ADDR+CH+K+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH|K	Y	Weiter: nimm den Posten und gib den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
182	OL+E+OR	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	OR	Weiter: stelle die Einheit ein; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
183	OL+EEE+D_ADDR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	AIN	Weiter: halte den Anteil; auf Grad III; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
184	OL+K+AIIN	3	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	AIIN	Weiter: gib den Wert.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
185	OL+K+AIN	5	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	AIN	Weiter: gib den Anteil.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
186	OL+K+AL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
187	OL+K+AR	3	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	K	AIN || OR	Weiter: gib den Anteil; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
188	OL+K+AR+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
189	OL+K+CHD+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K|CHD	Y	Weiter: gib den Posten und bearbeite den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
190	OL+K+E+DY	6	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	K	AIN || Y	Weiter: gib den Anteil; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
191	OL+K+E+OL	5	1	RECURRENT	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
192	OL+K+E+Y	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
193	OL+K+EE+CH+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K|CH	Y	Weiter: gib den Posten und nimm den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
194	OL+K+EE+DY	6	4	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	4	1	4	K	AIIN || NONE || OR || Y	Weiter: gib den Posten; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
195	OL+K+EE+D_ADDR+Y	3	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; auf Grad II; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
196	OL+K+EE+OL+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; auf Grad II; nochmals weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
197	OL+K+EE+Y	8	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten; auf Grad II.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
198	OL+K+SH+D_ADDR+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K|SH	Y	Weiter: gib den Posten und halte den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
199	OL+K+Y	3	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Weiter: gib den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
200	OL+L+CH+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Weiter: nimm den Posten; über die Verbindung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
201	OL+O+AM_ADDR	2	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	EITHER_ACTION_OR_ARGUMENT	EFFECTIVE_ARGUMENT	2	2	2	CH || OK	AIN || Y	Weiter: nimm den Anteil; zur Ausführung; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
202	OL+O+DY	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	OR	Weiter: gib die Einheit; zur Ausführung; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
203	OL+O+IIN	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	OK	OR	Weiter: setze die Einheit; zur Ausführung; auf der Stufe.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
204	OL+OK+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	OK	Y	Weiter: setze den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
205	OL+OL	2	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ONLY	EFFECTIVE_ACTION	2	2	1	CH || S	AIIN	Weiter: wähle den Wert; nochmals weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
206	OL+OR	6	5	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	5	5	1	CH || CHD || OK || P || T	OR	Weiter: nimm die Einheit.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
207	OL+P	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P	Y	Weiter: setze den Posten ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
208	OL+P+CHD	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	P|CHD	Y	Weiter: setze den Posten ein und bearbeite den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
209	OL+P+CHD+DY	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	P|CHD	OR || Y	Weiter: setze den Posten ein und bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
210	OL+S	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	S	AIIN || Y	Weiter: wähle den Wert.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
211	OL+S+AIN	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	S	AIN	Weiter: wähle den Anteil.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
212	OL+SH+E+DY	6	3	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	3	1	3	SH	AIIN || AIN || Y	Weiter: halte den Posten; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
213	OL+SH+E+OR	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	OR	Weiter: halte die Einheit; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
214	OL+SH+E+Y	2	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Weiter: halte den Posten; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
215	OL+SH+EE+DY	3	3	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	3	1	3	SH	AIIN || AIN || Y	Weiter: halte den Anteil; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
216	OL+SH+EE+D_ADDR	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Weiter: halte den Posten; auf Grad II; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
217	OL+T+E+DY	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	T	AIN || Y	Weiter: stelle den Anteil ein; auf Grad I; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
218	OL+T+EE+DY	2	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	2	1	2	T	AIN || Y	Weiter: stelle den Posten ein; auf Grad II; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
219	OL+T+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Weiter: stelle den Posten ein.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
220	OL+Y	33	8	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	8	8	1	CH || CHD || NONE || OK || P || S || SH || T	Y	Weiter: nimm den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
221	OT	2	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	EITHER_ACTION_OR_ARGUMENT	EFFECTIVE_ARGUMENT	2	2	2	CHD || S	AIN || Y	Danach: wähle den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
222	OT+AIIN	22	7	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	7	7	1	CH || CHD || K || OK || S || SH || T	AIIN	Danach: wähle den Wert.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
223	OT+AIN	17	6	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	6	6	1	CHD || K || OK || S || SH || T	AIN	Danach: halte den Anteil.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
224	OT+AIR+IIN	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; entlang der Bahn; auf der Stufe.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
225	OT+AL	17	8	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	8	5	4	CHD || K || OK || SH || T	AIIN || AIN || OR || Y	Danach: halte den Posten; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
226	OT+AL+AIN	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	AIN	Danach: gib den Anteil; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
227	OT+AL+AM_ADDR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	T	Y	Danach: stelle den Posten ein; zum Zielort; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
228	OT+AL+DY	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	Y	Danach: halte den Posten; zum Zielort; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
229	OT+AL+D_ADDR+AR	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten; zum Zielort; hier; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
230	OT+AL+OR	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	SH	OR	Danach: halte die Einheit; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
231	OT+AL+Y	3	2	RECURRENT	CONTEXT_VARIABLE	ABSENT	PRESENT	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION_ONLY	EFFECTIVE_ACTION	2	2	1	OK || SH	Y	Danach: halte den Posten; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
232	OT+AM_ADDR	7	5	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	5	3	4	CHD || OK || S	AIIN || AIN || OR || Y	Danach: wähle den Wert; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
233	OT+AN	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CHD	Y	Danach: bearbeite den Posten; als Klasse.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
234	OT+AR	24	14	RECURRENT	CONTEXT_VARIABLE	ABSENT	ABSENT	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION_ARGUMENT_REQUIRED	ACTION_ARGUMENT	14	7	4	CH || CHD || K || OK || S || SH || T	AIIN || AIN || OR || Y	Danach: stelle den Posten ein; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
235	OT+AR+DY	1	1	SINGLETON	FIXED	ABSENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	AIN	Danach: gib den Anteil; vom Ausgang; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
236	OT+AR+Y	1	1	SINGLETON	FIXED	ABSENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	OK	Y	Danach: setze den Posten; vom Ausgang.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
237	OT+A_ADDR+K+Y	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	K	Y	Danach: gib den Posten; hier.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
238	OT+CH+E+O+D_ADDR+AL	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten; auf Grad I; zur Ausführung; hier; zum Zielort.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
239	OT+CH+E+S	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH|S	AIIN	Danach: nimm den Wert und wähle den Wert; auf Grad I.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
240	OT+CH+L	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten; über die Verbindung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
241	OT+CH+O+IIN	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	AIIN	Danach: nimm den Wert; zur Ausführung; auf der Stufe.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
242	OT+CH+O+S	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH|S	OR	Danach: nimm die Einheit und wähle die Einheit; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
243	OT+CH+O+SH+OR	1	1	SINGLETON	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH|SH	OR	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
244	OT+CH+OL	11	4	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_ONLY	EFFECTIVE_ARGUMENT	4	1	4	CH	AIIN || AIN || OR || Y	Danach: nimm den Posten; weiterführen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
245	OT+CH+OR	3	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	OR	Danach: nimm die Einheit.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
246	OT+CH+R	1	1	SINGLETON	FIXED	PRESENT	ABSENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH|R	Y	Danach: nimm den Posten und markiere den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
247	OT+CH+Y	5	1	RECURRENT	FIXED	PRESENT	PRESENT	FIXED_RECIPE	NONE	NOT_NEEDED	NONE	1	1	1	CH	Y	Danach: nimm den Posten.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
248	OT+CHD+DY	8	2	RECURRENT	CONTEXT_VARIABLE	PRESENT	ABSENT	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT_OR_RESOLUTION_MODE	EFFECTIVE_ARGUMENT	2	1	2	CHD	NONE || Y	Danach: bearbeite den Posten; abschließen.	VISIBLE_SLOT_ROUTE__NO_OWNER_OR_PAGE_SELECTOR
