event_id	page	record	statement_id	observed_surface	card_no	gloss_free_mechanical_reading_de	context_requirement	complete
E360	f83r	B4	B4-S016	skar	PROC165	zuführen · von dort [Rahmen: zuführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E361	f83r	B4	B4-S016	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E362	f83r	B5	B5-S001	otchdy	PROC166	danach · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E363	f83r	B5	B5-S002	qokchdy	PROC082	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E364	f83r	B5	B5-S003	shedal	PROC142	absetzen · bezeichnete Stelle [Rahmen: ablagern]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E365	f83r	B5	B5-S003	dal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E366	f83r	B5	B5-S003	cheol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E367	f83r	B5	B5-S003	lol	PROC167	führen · fortsetzen [Rahmen: hinleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E368	f83r	B5	B5-S003	chdal	PROC168	umsetzen · bezeichnete Stelle [Rahmen: umfüllen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E369	f83r	B5	B5-S003	aiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E370	f83r	B5	B5-S003	sol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E371	f83r	B5	B5-S003	daiiin	PROC169	zweite · Sollstufe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E372	f83r	B5	B5-S003	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E373	f83r	B6	B6-S001	solkeey	PROC170	auffangen · länger · dieser Posten [Rahmen: auffangen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E374	f83r	B6	B6-S001	qekey	PROC171	kurz · zuführen · kurz · dieser Posten [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E375	f83r	B6	B6-S001	raly	PROC172	abkühlen · bezeichnete Stelle · dieser Posten [Rahmen: abkühlen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E376	f83r	B6	B6-S001	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E377	f83r	B6	B6-S001	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E378	f83r	B6	B6-S001	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E379	f83r	B6	B6-S001	dain	PROC156	Portion	PORTABLE_WORDING_AVAILABLE	COMPLETE
E380	f83r	B6	B6-S001	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E381	f83r	B6	B6-S001	ldalor	PROC173	führen · bezeichnete Stelle · Ansatz [Rahmen: hinleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
