target_surface	prior_role_axes	reference_surface	reference_axes	reference_gloss_de	outside_occurrences_reader_exact	outside_occurrences_all_readings	reference_occurrences_reader_exact	section_similarity	line_position_similarity	left_axis_context_similarity	right_axis_context_similarity	closure_proximity_similarity	left_exact_whole_similarity	right_exact_whole_similarity	hybrid_distribution_similarity	section_removed_local_similarity	all_reading_hybrid_similarity	expected_axis_overlap	contains_all_prior_axes	same_dimension_rival_overlap	literal_identity_credit	confirmed_lexeme	component_export_credit	reference_rank	reference_rank_percentile	section_removed_rank_percentile	top_five_reference	gdt749_score_id
okedy	HOT	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	43	82	6	0.784792	0.976345	0.891952	0.769087	0.775804	0.154396	0.050933	0.692569	0.703170	0.714146	HOT	1	NONE	0	0	0	26	0.445652	0.358696	0	G749-S0393
okedy	HOT	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	43	82	10	0.699750	0.926187	0.842798	0.855604	0.886505	0.082932	0.109107	0.685469	0.721423	0.743410	HOT	1	NONE	0	0	0	27	0.423913	0.489130	0	G749-S0394
okedy	HOT	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	43	82	4	0.663200	0.976345	0.857226	0.821939	0.886505	0.057373	0.150292	0.684669	0.729170	0.681662	NONE	0	COLD	0	0	0	28	0.402174	0.619565	0	G749-S0395
okedy	HOT	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	43	82	2	0.640932	0.976345	0.886505	0.858512	0.886505	0.000000	0.000000	0.669985	0.721573	0.744781	HOT	1	NONE	0	0	0	29	0.380435	0.510870	0	G749-S0396
okedy	HOT	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	43	82	6	0.638083	0.976345	0.878597	0.898146	0.786884	0.050933	0.000000	0.667630	0.713088	0.690887	HOT	1	NONE	0	0	0	30	0.358696	0.445652	0	G749-S0397
okedy	HOT	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	43	82	11	0.669182	0.976345	0.822005	0.882523	0.804270	0.000000	0.000000	0.659289	0.697029	0.674290	NONE	0	NONE	0	0	0	31	0.336957	0.293478	0	G749-S0398
okedy	HOT	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	43	82	5	0.640932	0.976345	0.896101	0.832147	0.739700	0.000000	0.086119	0.658297	0.697470	0.655880	NONE	0	COLD	0	0	0	32	0.315217	0.315217	0	G749-S0399
okedy	HOT	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	43	82	2	0.640932	0.976345	0.743062	0.858512	0.886505	0.068628	0.000000	0.653897	0.699748	0.640416	NONE	0	NONE	0	0	0	33	0.293478	0.336957	0	G749-S0400
okedy	HOT	chtol	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	43	82	4	0.663200	0.935876	0.757630	0.797553	0.886505	0.000000	0.150292	0.652619	0.690542	0.682383	NONE	0	COLD	0	0	0	34	0.271739	0.271739	0	G749-S0401
okedy	HOT	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	43	82	5	0.705081	0.871892	0.642338	0.850150	0.961192	0.000000	0.053812	0.640041	0.670496	0.685303	NONE	0	NONE	0	0	0	35	0.250000	0.250000	0	G749-S0402
okedy	HOT	chckhd	DRY|PREPARATION|CLOSE|END_STAGE	trockenes Arzneikompositum, abgeschlossen	43	82	2	0.758859	0.789597	0.739996	0.719441	0.690159	0.000000	0.114746	0.605911	0.599313	0.732797	NONE	0	NONE	0	0	0	36	0.228261	0.163043	0	G749-S0403
okedy	HOT	cheeal	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	43	82	2	0.758859	0.976345	0.886505	0.258217	0.886505	0.000000	0.000000	0.597523	0.601514	0.716058	NONE	0	NONE	0	0	0	37	0.206522	0.184783	0	G749-S0404
okedy	HOT	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	43	82	2	0.638160	0.674851	0.621531	0.858512	0.886505	0.000000	0.000000	0.578796	0.608280	0.707857	NONE	0	NONE	0	0	0	38	0.184783	0.206522	0	G749-S0405
okedy	HOT	chcth	DRY|MATERIAL	getrocknete Pflanzendroge	43	82	2	0.371678	0.789597	0.737297	0.719441	0.886505	0.000000	0.114746	0.551604	0.638043	0.586470	NONE	0	NONE	0	0	0	39	0.163043	0.228261	0	G749-S0406
okedy	HOT	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	43	82	6	0.640932	0.471145	0.890910	0.443963	0.886505	0.101867	0.131290	0.546846	0.561820	0.526576	NONE	0	NONE	0	0	0	40	0.141304	0.097826	0	G749-S0407
okedy	HOT	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	43	82	5	0.776429	0.383763	0.359459	0.868476	0.961192	0.000000	0.000000	0.528500	0.514578	0.532434	NONE	0	NONE	0	0	0	41	0.119565	0.054348	0	G749-S0408
okedy	HOT	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	43	82	13	0.585215	0.505470	0.446047	0.819482	0.886505	0.078313	0.000000	0.514615	0.539332	0.546570	NONE	0	NONE	0	0	0	42	0.097826	0.076087	0	G749-S0409
okedy	HOT	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	43	82	19	0.846036	0.327656	0.308066	0.774727	0.840399	0.000000	0.112809	0.507008	0.461450	0.520562	NONE	0	NONE	0	0	0	43	0.076087	0.010870	0	G749-S0410
okedy	HOT	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	43	82	1	0.371678	0.976345	0.127946	0.858512	0.886505	0.000000	0.000000	0.494765	0.569861	0.521784	NONE	0	NONE	0	0	0	44	0.054348	0.141304	0	G749-S0411
okedy	HOT	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	43	82	1	0.371678	0.976345	0.095826	0.858512	0.886505	0.000000	0.000000	0.489625	0.563437	0.672423	NONE	0	NONE	0	0	0	45	0.032609	0.119565	0	G749-S0412
okedy	HOT	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	43	82	3	0.535301	0.632866	0.724870	0.260188	0.886505	0.000000	0.124028	0.484711	0.513289	0.633816	NONE	0	COLD	0	0	0	46	0.010870	0.032609	0	G749-S0413
okeey	HOT	cheey	DRY|END_STAGE	trocken am Ende des Grades	113	134	137	0.959808	0.973676	0.917081	0.989233	0.993101	0.206448	0.304719	0.823049	0.825735	0.834879	NONE	0	NONE	0	0	0	1	0.989130	0.989130	1	G749-S0414
okeey	HOT	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	113	134	49	0.933615	0.963229	0.949351	0.961526	0.971916	0.312729	0.237172	0.818200	0.824194	0.841125	HOT	1	NONE	0	0	0	2	0.967391	0.967391	1	G749-S0415
okeey	HOT	ykeey	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	113	134	41	0.871387	0.967297	0.915799	0.919295	0.972741	0.257930	0.278520	0.793034	0.808672	0.802623	HOT	1	NONE	0	0	0	3	0.945652	0.880435	1	G749-S0416
okeey	HOT	sheol	MOIST|MATERIAL	feuchtes Material	113	134	71	0.866646	0.987862	0.943548	0.954997	0.980376	0.166008	0.214971	0.790897	0.811454	0.802041	NONE	0	NONE	0	0	0	4	0.923913	0.902174	1	G749-S0417
okeey	HOT	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	113	134	115	0.821635	0.943542	0.917308	0.974102	0.983292	0.224552	0.311768	0.789546	0.817281	0.799273	NONE	0	NONE	0	0	0	5	0.902174	0.923913	1	G749-S0418
okeey	HOT	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	113	134	39	0.853665	0.949439	0.890313	0.958104	0.948009	0.256589	0.267254	0.784535	0.801557	0.796526	NONE	0	NONE	0	0	0	6	0.880435	0.858696	0	G749-S0419
okeey	HOT	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	113	134	41	0.840919	0.979678	0.917103	0.949869	0.954736	0.171471	0.232644	0.778628	0.800689	0.789732	NONE	0	NONE	0	0	0	7	0.858696	0.836957	0	G749-S0420
okeey	HOT	chl	DRY|PROCESS	trocknen	113	134	24	0.927357	0.948779	0.841482	0.948342	0.958463	0.188374	0.200980	0.777599	0.778349	0.786192	NONE	0	NONE	0	0	0	8	0.836957	0.728261	0	G749-S0421
okeey	HOT	qokchey	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	113	134	24	0.925235	0.985482	0.909044	0.940614	0.954675	0.147863	0.050725	0.773089	0.777822	0.779139	HOT	1	NONE	0	0	0	9	0.815217	0.706522	0	G749-S0422
okeey	HOT	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	113	134	16	0.902590	0.935100	0.905097	0.925026	0.945396	0.249511	0.115766	0.772929	0.778651	0.802646	NONE	0	NONE	0	0	0	10	0.793478	0.750000	0	G749-S0423
okeey	HOT	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	113	134	35	0.945548	0.908143	0.914623	0.884694	0.964650	0.131369	0.207214	0.771920	0.768280	0.784440	NONE	0	NONE	0	0	0	11	0.771739	0.663043	0	G749-S0424
okeey	HOT	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	113	134	19	0.799326	0.977135	0.894575	0.969430	0.934836	0.222014	0.205537	0.769383	0.797950	0.785690	HOT	1	NONE	0	0	0	12	0.750000	0.815217	0	G749-S0425
okeey	HOT	chol	DRY	trocken	113	134	303	0.692510	0.993714	0.929324	0.972041	0.977020	0.236428	0.245196	0.767119	0.822582	0.775883	NONE	0	NONE	0	0	0	13	0.728261	0.945652	0	G749-S0426
okeey	HOT	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	113	134	24	0.844576	0.963278	0.912800	0.906063	0.925258	0.235463	0.110633	0.759698	0.776089	0.761620	NONE	0	COLD	0	0	0	14	0.706522	0.684783	0	G749-S0427
okeey	HOT	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	113	134	10	0.825958	0.986597	0.899565	0.927218	0.944754	0.165071	0.129363	0.758146	0.781070	0.782728	HOT	1	NONE	0	0	0	15	0.684783	0.771739	0	G749-S0428
okeey	HOT	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	113	134	22	0.761668	0.978554	0.939305	0.928680	0.957645	0.148255	0.169839	0.754507	0.792646	0.760558	HOT	1	NONE	0	0	0	16	0.663043	0.793478	0	G749-S0429
okeey	HOT	qotchey	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	113	134	18	0.775536	0.986364	0.902784	0.878156	0.949778	0.170306	0.074463	0.736326	0.767893	0.735593	NONE	0	COLD	0	0	0	17	0.641304	0.641304	0	G749-S0430
okeey	HOT	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	113	134	7	0.918922	0.935100	0.858877	0.902666	0.875197	0.000000	0.088856	0.729156	0.723254	0.737091	HOT	1	NONE	0	0	0	18	0.619565	0.489130	0	G749-S0431
okeey	HOT	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	113	134	11	0.924962	0.799803	0.915447	0.791008	0.936229	0.173327	0.113065	0.726980	0.717137	0.727301	NONE	0	NONE	0	0	0	19	0.597826	0.445652	0	G749-S0432
okeey	HOT	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	113	134	5	0.935544	0.935100	0.877544	0.903112	0.829239	0.000000	0.052853	0.726424	0.714284	0.736543	NONE	0	COLD	0	0	0	20	0.576087	0.402174	0	G749-S0433
okeey	HOT	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	113	134	1	0.835884	0.935100	0.841482	0.905297	0.944754	0.036590	0.111294	0.724436	0.740115	0.719522	NONE	0	NONE	0	0	0	21	0.554348	0.576087	0	G749-S0434
okeey	HOT	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	113	134	12	0.828724	0.935100	0.837996	0.886454	0.918587	0.127932	0.067634	0.721060	0.735184	0.745672	NONE	0	NONE	0	0	0	22	0.532609	0.554348	0	G749-S0435
okeey	HOT	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	113	134	5	0.889745	0.972430	0.768663	0.817257	0.904069	0.135623	0.085468	0.717882	0.714593	0.759228	NONE	0	NONE	0	0	0	23	0.510870	0.423913	0	G749-S0436
okeey	HOT	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	113	134	2	0.835884	0.935100	0.841482	0.905297	0.944754	0.000000	0.000000	0.709648	0.725327	0.737779	HOT	1	NONE	0	0	0	24	0.489130	0.510870	0	G749-S0437
okeey	HOT	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	113	134	5	0.835884	0.935100	0.829903	0.885463	0.814472	0.070701	0.026427	0.698701	0.702700	0.712167	NONE	0	COLD	0	0	0	25	0.467391	0.358696	0	G749-S0438
okeey	HOT	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	113	134	12	0.680020	0.910115	0.888445	0.867509	0.940449	0.046316	0.162687	0.696329	0.742204	0.700749	NONE	0	COLD	0	0	0	26	0.445652	0.597826	0	G749-S0439
okeey	HOT	alol	MATERIAL	Drogenstoff aus Rohdroge I	113	134	7	0.831244	0.919607	0.817323	0.748230	0.944754	0.088423	0.077391	0.693826	0.702564	0.703018	NONE	0	NONE	0	0	0	27	0.423913	0.336957	0	G749-S0440
okeey	HOT	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	113	134	6	0.732595	0.935100	0.824284	0.865043	0.944754	0.050580	0.084105	0.693266	0.727305	0.735085	NONE	0	NONE	0	0	0	28	0.402174	0.532609	0	G749-S0441
okeey	HOT	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	113	134	2	0.835884	0.935100	0.733112	0.905297	0.944754	0.000000	0.000000	0.692309	0.703653	0.695114	NONE	0	NONE	0	0	0	29	0.380435	0.380435	0	G749-S0442
okeey	HOT	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	113	134	8	0.519912	0.985482	0.811212	0.899446	0.935056	0.241518	0.140039	0.685727	0.764395	0.671149	NONE	0	NONE	0	0	0	30	0.358696	0.619565	0	G749-S0443
okeey	HOT	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	113	134	11	0.714023	0.935100	0.742236	0.931779	0.854788	0.021555	0.047387	0.669732	0.699675	0.679544	NONE	0	NONE	0	0	0	31	0.336957	0.315217	0	G749-S0444
okeey	HOT	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	113	134	6	0.710724	0.935100	0.792314	0.909912	0.836618	0.000000	0.025290	0.667040	0.697318	0.701082	HOT	1	NONE	0	0	0	32	0.315217	0.293478	0	G749-S0445
okeey	HOT	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	113	134	6	0.654915	0.935100	0.835145	0.844088	0.810322	0.025290	0.000000	0.649044	0.687460	0.675907	HOT	1	NONE	0	0	0	33	0.293478	0.250000	0	G749-S0446
okeey	HOT	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	113	134	4	0.614663	0.935100	0.788412	0.751182	0.944754	0.063079	0.047016	0.643264	0.694899	0.664723	NONE	0	COLD	0	0	0	34	0.271739	0.271739	0	G749-S0447
okeey	HOT	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	113	134	5	0.828144	0.594956	0.569144	0.905943	0.904069	0.222236	0.052853	0.632833	0.622331	0.618024	NONE	0	NONE	0	0	0	35	0.250000	0.163043	0	G749-S0448
okeey	HOT	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	113	134	2	0.405362	0.842056	0.785953	0.905297	0.944754	0.191554	0.032193	0.622146	0.717987	0.702163	NONE	0	NONE	0	0	0	36	0.228261	0.467391	0	G749-S0449
okeey	HOT	chtol	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	113	134	4	0.614663	0.872601	0.701999	0.762309	0.944754	0.000000	0.063079	0.616516	0.662640	0.622450	NONE	0	COLD	0	0	0	37	0.206522	0.228261	0	G749-S0450
okeey	HOT	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	113	134	13	0.580135	0.701973	0.651644	0.832156	0.944754	0.245588	0.024793	0.606159	0.653143	0.597506	NONE	0	NONE	0	0	0	38	0.184783	0.206522	0	G749-S0451
okeey	HOT	chckhd	DRY|PREPARATION|CLOSE|END_STAGE	trockenes Arzneikompositum, abgeschlossen	113	134	2	0.782558	0.726372	0.720669	0.708642	0.711867	0.000000	0.075870	0.594432	0.581097	0.655748	NONE	0	NONE	0	0	0	39	0.163043	0.119565	0	G749-S0452
okeey	HOT	cheeal	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	113	134	2	0.782558	0.935100	0.841482	0.167416	0.944754	0.000000	0.000000	0.580922	0.577750	0.673583	NONE	0	NONE	0	0	0	40	0.141304	0.097826	0	G749-S0453
okeey	HOT	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	113	134	6	0.835884	0.415964	0.859155	0.409101	0.944754	0.067343	0.085455	0.565302	0.541074	0.544948	NONE	0	NONE	0	0	0	41	0.119565	0.032609	0	G749-S0454
okeey	HOT	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	113	134	19	0.609806	0.544402	0.523563	0.811909	0.894271	0.225639	0.071849	0.559802	0.584578	0.548071	NONE	0	NONE	0	0	0	42	0.097826	0.141304	0	G749-S0455
okeey	HOT	chcth	DRY|MATERIAL	getrocknete Pflanzendroge	113	134	2	0.237108	0.726372	0.733925	0.708642	0.944754	0.032193	0.075870	0.518629	0.633545	0.524435	NONE	0	NONE	0	0	0	43	0.076087	0.184783	0	G749-S0456
okeey	HOT	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	113	134	3	0.474012	0.581997	0.857116	0.175625	0.944754	0.166031	0.081256	0.491260	0.536627	0.623124	NONE	0	COLD	0	0	0	44	0.054348	0.010870	0	G749-S0457
okeey	HOT	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	113	134	1	0.237108	0.935100	0.089625	0.905297	0.944754	0.000000	0.000000	0.469596	0.574955	0.674400	NONE	0	NONE	0	0	0	45	0.032609	0.076087	0	G749-S0458
okeey	HOT	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	113	134	1	0.237108	0.935100	0.065917	0.905297	0.944754	0.000000	0.036590	0.469461	0.573872	0.466488	NONE	0	NONE	0	0	0	46	0.010870	0.054348	0	G749-S0459
olkaiin	HOT	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	23	26	115	0.961936	0.997679	0.960087	0.936900	0.949932	0.082007	0.088245	0.786551	0.785945	0.782250	NONE	0	NONE	0	0	0	1	0.989130	0.967391	1	G749-S0460
olkaiin	HOT	cheey	DRY|END_STAGE	trocken am Ende des Grades	23	26	137	0.937779	0.992470	0.942164	0.943747	0.955780	0.115625	0.090518	0.783405	0.787446	0.791268	NONE	0	NONE	0	0	0	2	0.967391	0.989130	1	G749-S0461
olkaiin	HOT	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	23	26	49	0.938706	0.979823	0.914010	0.901907	0.974097	0.144900	0.064013	0.772842	0.774858	0.797255	HOT	1	NONE	0	0	0	3	0.945652	0.902174	1	G749-S0462
olkaiin	HOT	chl	DRY|PROCESS	trocknen	23	26	24	0.912678	0.999985	0.881719	0.926432	0.891794	0.170234	0.145669	0.770443	0.771576	0.770737	NONE	0	NONE	0	0	0	4	0.923913	0.858696	1	G749-S0463
olkaiin	HOT	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	23	26	22	0.936205	0.955533	0.931050	0.934904	0.977912	0.061024	0.044451	0.766576	0.770427	0.769125	HOT	1	NONE	0	0	0	5	0.902174	0.836957	1	G749-S0464
olkaiin	HOT	sheol	MOIST|MATERIAL	feuchtes Material	23	26	71	0.899789	0.977684	0.953562	0.903568	0.977545	0.057739	0.095517	0.766159	0.777798	0.777893	NONE	0	NONE	0	0	0	6	0.880435	0.923913	0	G749-S0465
olkaiin	HOT	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	23	26	39	0.886351	0.998261	0.909896	0.917450	0.921801	0.168721	0.032880	0.760144	0.769642	0.768066	NONE	0	NONE	0	0	0	7	0.858696	0.815217	0	G749-S0466
olkaiin	HOT	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	23	26	35	0.939938	0.967304	0.883439	0.872526	0.969000	0.034904	0.078068	0.751288	0.749751	0.768817	NONE	0	NONE	0	0	0	8	0.836957	0.793478	0	G749-S0467
olkaiin	HOT	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	23	26	41	0.927143	0.953865	0.938879	0.888813	0.905864	0.077991	0.000000	0.746981	0.745283	0.760032	NONE	0	NONE	0	0	0	9	0.815217	0.750000	0	G749-S0468
olkaiin	HOT	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	23	26	16	0.767443	0.977912	0.911645	0.878017	0.945481	0.224650	0.139403	0.746164	0.779016	0.753104	NONE	0	NONE	0	0	0	10	0.793478	0.945652	0	G749-S0469
olkaiin	HOT	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	23	26	7	0.906574	0.977912	0.865319	0.892704	0.884456	0.000000	0.136442	0.738843	0.737723	0.730942	HOT	1	NONE	0	0	0	11	0.771739	0.641304	0	G749-S0470
olkaiin	HOT	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	23	26	12	0.874505	0.969149	0.921279	0.837110	0.930686	0.058811	0.077282	0.736599	0.745254	0.734100	NONE	0	COLD	0	0	0	12	0.750000	0.728261	0	G749-S0471
olkaiin	HOT	chol	DRY	trocken	23	26	303	0.749899	0.968933	0.912811	0.937567	0.954231	0.082146	0.095124	0.733304	0.772435	0.745347	NONE	0	NONE	0	0	0	13	0.728261	0.880435	0	G749-S0472
olkaiin	HOT	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	23	26	19	0.945056	0.884114	0.788448	0.910303	0.912849	0.095480	0.114458	0.732805	0.720136	0.781628	HOT	1	NONE	0	0	0	14	0.706522	0.532609	0	G749-S0473
olkaiin	HOT	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	23	26	12	0.833542	0.977912	0.898576	0.885663	0.871876	0.176432	0.000000	0.730921	0.744449	0.720857	NONE	0	NONE	0	0	0	15	0.684783	0.706522	0	G749-S0474
olkaiin	HOT	alol	MATERIAL	Drogenstoff aus Rohdroge I	23	26	7	0.827289	0.977890	0.938171	0.755880	0.955096	0.146045	0.073023	0.729487	0.747314	0.732281	NONE	0	NONE	0	0	0	16	0.663043	0.771739	0	G749-S0475
olkaiin	HOT	qokchey	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	23	26	24	0.962673	0.914452	0.832055	0.881189	0.956993	0.000000	0.000000	0.727805	0.716938	0.750674	HOT	1	NONE	0	0	0	17	0.641304	0.489130	0	G749-S0476
olkaiin	HOT	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	23	26	5	0.915647	0.977912	0.870775	0.885699	0.815402	0.000000	0.000000	0.718480	0.709958	0.715946	NONE	0	COLD	0	0	0	18	0.619565	0.467391	0	G749-S0477
olkaiin	HOT	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	23	26	6	0.769075	0.977912	0.843826	0.829699	0.955096	0.154563	0.000000	0.708113	0.736763	0.734568	NONE	0	NONE	0	0	0	19	0.597826	0.619565	0	G749-S0478
olkaiin	HOT	qotchey	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	23	26	18	0.890677	0.921811	0.835229	0.810538	0.949834	0.048984	0.000000	0.707826	0.708381	0.726105	NONE	0	COLD	0	0	0	20	0.576087	0.445652	0	G749-S0479
olkaiin	HOT	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	23	26	24	0.792124	0.903035	0.839436	0.912538	0.935293	0.042559	0.069397	0.706657	0.729256	0.737272	NONE	0	COLD	0	0	0	21	0.554348	0.576087	0	G749-S0480
olkaiin	HOT	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	23	26	11	0.741408	0.977912	0.833220	0.894124	0.863737	0.061024	0.153063	0.706180	0.735207	0.690102	NONE	0	NONE	0	0	0	22	0.532609	0.597826	0	G749-S0481
olkaiin	HOT	ykeey	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	23	26	41	0.895022	0.862059	0.797805	0.886243	0.963821	0.000000	0.000000	0.702040	0.701986	0.739202	HOT	1	NONE	0	0	0	23	0.510870	0.423913	0	G749-S0482
olkaiin	HOT	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	23	26	11	0.822792	0.852792	0.810990	0.822102	0.972088	0.000000	0.099779	0.688928	0.701572	0.719177	NONE	0	NONE	0	0	0	24	0.489130	0.380435	0	G749-S0483
olkaiin	HOT	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	23	26	6	0.807351	0.977912	0.838348	0.787339	0.853221	0.000000	0.000000	0.680433	0.691364	0.679838	HOT	1	NONE	0	0	0	25	0.467391	0.271739	0	G749-S0484
olkaiin	HOT	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	23	26	2	0.596277	0.977912	0.881719	0.907061	0.955096	0.000000	0.000000	0.676538	0.744357	0.744278	HOT	1	NONE	0	0	0	26	0.434783	0.673913	0	G749-S0485
olkaiin	HOT	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	23	26	1	0.596277	0.977912	0.881719	0.907061	0.955096	0.000000	0.000000	0.676538	0.744357	0.708155	NONE	0	NONE	0	0	0	27	0.434783	0.673913	0	G749-S0486
olkaiin	HOT	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	23	26	6	0.641248	0.977912	0.876398	0.919400	0.775939	0.000000	0.077282	0.672884	0.717658	0.677912	HOT	1	NONE	0	0	0	28	0.402174	0.510870	0	G749-S0487
