physical_page	source_page	locus	register	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	current_complete_reading_de
f83r	f83r	f83r.20	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	solkeedy · qoteedy · qokeey · qokedy · sol · cheeety · qokedy · qoky · saiin	SOLK+EE+D_ADDR+Y | OT+EE+DY | OK+EE+Y | OK+E+DY | OL | EEE+T+Y | OK+E+DY | OK+Y | S+AIIN	8	Aus diesem Teil diesen Posten länger auffangen. Danach länger weiterarbeiten; fertig. Diesen Posten länger ansetzen. Kurz ansetzen; fertig. Weiter diesen Posten vollständig einstellen. Kurz ansetzen; fertig. Diesen Posten ansetzen. Nach Sollmaß wählen.
f83r	f83r	f83r.21	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	10	solkeedy · qokedy · otedy · sol · chedy · lkedy · qokchedy · qokedy · chckhdy · sar	SOLK+EE+D_ADDR+Y | OK+E+DY | OT+E+DY | OL | CHD+Y | L+K+E+DY | OK+CHD+Y | OK+E+DY | CH+CKH+D_ADDR+Y | S+AR	9	Aus diesem Teil diesen Posten länger auffangen. Kurz ansetzen; fertig. Danach kurz weiterarbeiten; fertig. Weiter diesen Posten umsetzen. Kurz zugeben in den nächsten Lauf; fertig. Diesen Posten ansetzen und umsetzen. Kurz ansetzen; fertig. Aus diesem Teil diesen Posten entnehmen durch den Durchlass. Von der Entnahmestelle wählen.
f83r	f83r	f83r.22	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	schedair · otchedy · qokeedy · chedain · chedy · qotedaiin · otaiin · otedy · ldy	CHD+AIR | OT+CHD+DY | OK+EE+DY | CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY | L+DY	7	Umsetzen entlang des Laufs. Danach umsetzen; fertig. Länger ansetzen; fertig. Als eine Portion umsetzen. Diesen Posten umsetzen. Danach nach Sollmaß kurz weiterarbeiten; fertig. In den nächsten Lauf weiterarbeiten; fertig.
f83r	f83r	f83r.23	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	9	tchedy · qotedy · qokal · shedy · qokedy · shecthedy · shecthy · otor · chedy	T+CHD+Y | OT+E+DY | OK+AL | SHED+DY | OK+E+DY | SH+E+CTH+E+D_ADDR+Y | SH+E+CTH+Y | OT+OR | CHD+Y	8	Diesen Posten einstellen und umsetzen. Danach kurz weiterarbeiten; fertig. Ansetzen zur Ziel- oder Anschlussstelle. Absetzen; fertig. Kurz ansetzen; fertig. Aus diesem Teil diesen Posten kurz halten und bereitstellen. Diesen Posten kurz halten und bereitstellen. Danach den Ansatz und diesen Posten umsetzen.
f83r	f83r	f83r.24	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	soiiin · checthy · chety · otaiin · olsaly · shedy	S+O+LOCAL_CHAR_I+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	4	Auf der angegebenen Stufe wählen und ausführen mit i-Zeichen. Diesen Posten bereitstellen. Diesen Posten einstellen. Danach weiter nach Sollmaß diesen Posten absetzen zur Ziel- oder Anschlussstelle; fertig.
f83r	f83r	f83r.25	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	qokeedy · qolchey · qokeey · qokedy · chedy · otal	OK+EE+DY | OL+Y | OK+EE+Y | OK+E+DY | CHD+Y | OT+AL	5	Länger ansetzen; fertig. Weiter diesen Posten länger ansetzen. Kurz ansetzen; fertig. Diesen Posten umsetzen. Danach diesen Posten länger ansetzen zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.26	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	otchey · qokeey · qoky · tol · shedy · qokylddy	OT+Y | OK+EE+Y | OK+Y | T+OL | SHED+DY | OK+Y+LD+DY	5	Danach diesen Posten länger ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten ansetzen. Weiter einstellen. Absetzen; fertig. Diesen Posten ansetzen; fertig.
f83r	f83r	f83r.27	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	dain · chedy · qokeedy · shckhedy · shckhedy	AIN | CHD+Y | OK+EE+DY | SH+CKH+E+DY | SH+CKH+E+DY	4	Als eine Portion diesen Posten umsetzen. Länger ansetzen; fertig. Kurz halten durch den Durchlass; fertig. Kurz halten durch den Durchlass; fertig.
f83r	f83r	f83r.28	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	saiin · cheeky · sheey · qokedy · shedy · oldy	S+AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY | SHED+DY | OL+DY	6	Nach Sollmaß wählen. Diesen Posten länger behandeln. Diesen Posten länger halten. Kurz ansetzen; fertig. Absetzen; fertig. Weiter weiterarbeiten; fertig.
f83r	f83r	f83r.29	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	salchedy · cheey · qody · kesd · oldy	S+AL+CHD+Y | SH+EE+Y | CARRIER_Q+O+DY | K+E+S_ADDR+D_ADDR | OL+DY	5	Diesen Posten wählen und umsetzen zur Ziel- oder Anschlussstelle. Diesen Posten länger halten. Ausführen unter q-Träger; fertig. Aus diesem Teil kurz zugeben zur bezeichneten s-Stelle. Weiter weiterarbeiten; fertig.
f83r	f83r	f83r.30	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	s · okeedy · qokeedy · qoky · saii	S | OK+EE+DY | OK+EE+DY | OK+Y | S+AIIN	5	Wählen. Länger ansetzen; fertig. Länger ansetzen; fertig. Diesen Posten ansetzen. Nach Sollmaß wählen.
f83r	f83r	f83r.31	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	techedy · qotchedy · okeedy · ldy	T+E+CHD+Y | OT+CHD+DY | OK+EE+DY | L+DY	4	Diesen Posten kurz einstellen und umsetzen. Danach umsetzen; fertig. Länger ansetzen; fertig. In den nächsten Lauf weiterarbeiten; fertig.
f83r	f83r	f83r.32	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	cheol · qokchedy · lchedy · qokey	CHEO+L | OK+CHD+Y | L+CHD+DY | OK+E+Y	3	Den Auszug und diesen Posten ansetzen und umsetzen in den nächsten Lauf. Umsetzen in den nächsten Lauf; fertig. Diesen Posten kurz ansetzen.
f83r	f83r	f83r.33	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	sy · s · aiin · sheekchy · qokey · sain	Y | S | AIIN | SH+EE+K+CH+Y | OK+E+Y | S+AIN	4	Diesen Posten wählen. Nach Sollmaß diesen Posten länger halten, zugeben und entnehmen. Diesen Posten kurz ansetzen. Als eine Portion wählen.
f83r	f83r	f83r.34	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	shky · lchedy · dolshed · qokchy	SH+K+Y | L+CHD+DY | D_ADDR+OL+SHED | OK+Y	4	Diesen Posten halten und zugeben. Umsetzen in den nächsten Lauf; fertig. Weiter aus diesem Teil absetzen. Diesen Posten ansetzen.
f83r	f83r	f83r.35	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	saiin · cheky · okeeol · okain · chdy	S+AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y	5	Nach Sollmaß wählen. Diesen Posten kurz behandeln. Weiter länger ansetzen. Als eine Portion ansetzen. Diesen Posten umsetzen.
f83r	f83r	f83r.36	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	sor · aiin · shy · shey · lshedy · qoky	S+OR | AIIN | Y | SH+E+Y | LSH+E+DY | OK+Y	4	Den Ansatz wählen. Nach Sollmaß diesen Posten kurz halten. Kurz spülen; fertig. Diesen Posten ansetzen.
f83r	f83r	f83r.37	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	sol · lkedy · lchedy · qokol · shedy	OL | L+K+E+DY | L+CHD+DY | OK+OL | SHED+DY	4	Weiter kurz zugeben in den nächsten Lauf; fertig. Umsetzen in den nächsten Lauf; fertig. Weiter ansetzen. Absetzen; fertig.
f83r	f83r	f83r.38	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	or · chey · qockhey · dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	2	Den Ansatz und diesen Posten kurz ausführen durch den Durchlass. Diesen Posten entlang des Laufs weiterarbeiten; fertig.
f83r	f83r	f83r.39	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	qokain · shey · kain · chckhal	OK+AIN | SH+E+Y | K+AIN | CH+CKH+AL	4	Als eine Portion ansetzen. Diesen Posten kurz halten. Als eine Portion zugeben. Entnehmen durch den Durchlass zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.40	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	solchedy · olchedy · chedaiin	S+OL+CHD+Y | OL+CHD+DY | CHD+AIIN	3	Weiter diesen Posten wählen und umsetzen. Weiter umsetzen; fertig. Nach Sollmaß umsetzen.
f83r	f83r	f83r.41	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	solkey · lchedy · qolkain · dal	SOLK+E+Y | L+CHD+DY | SOLK+AIN | AL	4	Diesen Posten kurz auffangen. Umsetzen in den nächsten Lauf; fertig. Als eine Portion auffangen. Weiter aus diesem Teil diesen Posten entnehmen und bereitstellen zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.42	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	6	sol · ol · chcthdy · l · chedy · lchdy	OL | OL | CH+CTH+D_ADDR+Y | L | CHD+Y | L+CHD+Y	3	Weiter aus diesem Teil diesen Posten entnehmen und bereitstellen zur Ziel- oder Anschlussstelle. Diesen Posten umsetzen in den nächsten Lauf. Diesen Posten umsetzen in den nächsten Lauf.
f83r	f83r	f83r.43	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	daiin · sheol · chedy · qotal · sar	AIIN | SH+E+OL | CHD+Y | OT+AL | S+AR	3	Weiter nach Sollmaß kurz halten. Diesen Posten umsetzen. Danach von der Entnahmestelle wählen zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.44	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	2	skar · shedy	K+AR | SHED+DY	2	Von der Entnahmestelle zugeben. Absetzen; fertig.
f83r	f83r	f83r.45	BIOLOGICAL	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	chtorol	CH+T+OR+OL	1	lokale Becken-, Figuren- und Verbindungsstationen: Klassenkennung, Platz einstellen, Eintragsklasse, gleiche Reihe weiter.
f83r	f83r	f83r.46	BIOLOGICAL	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	olsaiin	OL+S+AIIN	1	lokale Becken-, Figuren- und Verbindungsstationen: gleiche Reihe weiter, Klasse wählen, verzeichneter Sollwert.
f83r	f83r	f83r.47	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	otchdy · qokchdy · shedal	OT+CHD+DY | OK+CHD+DY | SHED+AL	3	Danach umsetzen; fertig. Ansetzen und umsetzen; fertig. Absetzen zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.48	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	dal · cheol · lol · chdal · aiin	AL | CHEO+L | L+OL | CHD+AL | AIIN	2	Weiter den Auszug umsetzen zur Ziel- oder Anschlussstelle in den nächsten Lauf. Weiter nach Sollmaß auf der zweiten Stufe auf der angegebenen Stufe diesen Posten umsetzen.
f83r	f83r	f83r.49	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	sol · daiiin · chedy	OL | DA+IIN | CHD+Y	1	Weiter nach Sollmaß auf der zweiten Stufe auf der angegebenen Stufe diesen Posten umsetzen.
f83r	f83r	f83r.50	BIOLOGICAL	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	sasoldal	S+A_ADDR+S+OL+DA+L	1	lokale Becken-, Figuren- und Verbindungsstationen: Klasse wählen, lokale Adresse, Klasse wählen, gleiche Reihe weiter, zweite Stufe, Verbindung.
f83r	f83r	f83r.51	BIOLOGICAL	LABEL	lokale Becken-, Figuren- und Verbindungsstationen	1	darolsy	DA+R+OL+S+Y	1	lokale Becken-, Figuren- und Verbindungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter, Klasse wählen, dieser Platz.
f83r	f83r	f83r.52	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	solkeey · qekey · raly · ol	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL	4	Diesen Posten länger auffangen. Diesen Posten kurz zugeben. Diesen Posten kennzeichnen zur Ziel- oder Anschlussstelle. Weiter wählen und behandeln zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.53	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	4	solchkal · cheol · qotar · ol	S+OL+CHK+AL | CHEO+L | OT+AR | OL	2	Weiter wählen und behandeln zur Ziel- oder Anschlussstelle. Danach weiter von der Entnahmestelle nach Sollmaß als eine Portion den Auszug, diesen Posten und den Ansatz kennzeichnen und einstellen in den nächsten Lauf zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.54	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	5	daiin · ol · dain · chey · ldalor	AIIN | OL | AIN | Y | L+AL+OR	1	Danach weiter von der Entnahmestelle nach Sollmaß als eine Portion den Auszug, diesen Posten und den Ansatz kennzeichnen und einstellen in den nächsten Lauf zur Ziel- oder Anschlussstelle.
f83r	f83r	f83r.55	BIOLOGICAL	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	sol · rtain · cthal	OL | R+T+AIN | CTH+AL	2	Danach weiter von der Entnahmestelle nach Sollmaß als eine Portion den Auszug, diesen Posten und den Ansatz kennzeichnen und einstellen in den nächsten Lauf zur Ziel- oder Anschlussstelle. Bereitstellen zur Ziel- oder Anschlussstelle.
f67r2	f67r2	f67r2.1	ZODIAC	LABEL	zwei lokale Himmelsraeder	3	ykshy · s · aram	Y+K+Y | S | AR+AM_ADDR	3	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz. zwei lokale Himmelsraeder: Klasse wählen. zwei lokale Himmelsraeder: Quell- oder Bezugsstelle, Innenplatz.
f67r2	f67r2	f67r2.2	ZODIAC	LABEL	zwei lokale Himmelsraeder	3	ykecho · ols · eesydy	Y+K+E+CH+O | OL+S | EE+S+Y+D_ADDR+Y	3	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Klassenkennung, Reihe aufrufen. zwei lokale Himmelsraeder: gleiche Reihe weiter, Klasse wählen. zwei lokale Himmelsraeder: zweiter Grad, Klasse wählen, dieser Platz, Unterplatz, dieser Platz.
f67r2	f67r2	f67r2.3	ZODIAC	LABEL	zwei lokale Himmelsraeder	3	ey · shs · okar	E+Y | SH+S | OK+AR	3	zwei lokale Himmelsraeder: erster Grad, dieser Platz. zwei lokale Himmelsraeder: Bezug halten, Klasse wählen. zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.
f67r2	f67r2	f67r2.4	ZODIAC	LABEL	zwei lokale Himmelsraeder	2	shekchy · sykos	SH+E+K+CH+Y | S+Y+K+O+S_ADDR	2	zwei lokale Himmelsraeder: Bezug halten, erster Grad, Wert zuordnen, Klassenkennung, dieser Platz. zwei lokale Himmelsraeder: Klasse wählen, dieser Platz, Wert zuordnen, Reihe aufrufen, Sternbezug.
f67r2	f67r2	f67r2.5	ZODIAC	LABEL	zwei lokale Himmelsraeder	2	ykeody · okchy	Y+K+E+O+DY | OK+Y	2	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen. zwei lokale Himmelsraeder: Platz aktivieren, dieser Platz.
f67r2	f67r2	f67r2.6	ZODIAC	LABEL	zwei lokale Himmelsraeder	1	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	1	zwei lokale Himmelsraeder: Unterplatz, Klassenkennung, erster Grad, Platz einstellen, lokale Adresse, dieser Platz.
f67r2	f67r2	f67r2.7	ZODIAC	LABEL	zwei lokale Himmelsraeder	3	ykchy · kchey · ykchys	Y+K+Y | K+CH+E+Y | Y+K+CH+Y+S	3	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz. zwei lokale Himmelsraeder: Wert zuordnen, Klassenkennung, erster Grad, dieser Platz. zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, dieser Platz, Klasse wählen.
f67r2	f67r2	f67r2.8	ZODIAC	LABEL	zwei lokale Himmelsraeder	1	chkchdar	CHK+CHD+AR	1	zwei lokale Himmelsraeder: Bedingungsklasse, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.
f67r2	f67r2	f67r2.9	ZODIAC	LABEL	zwei lokale Himmelsraeder	2	ykar · ykaly	Y+K+AR | Y+K+AL+Y	2	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle. zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Zielplatz, dieser Platz.
f67r2	f67r2	f67r2.10	ZODIAC	LABEL	zwei lokale Himmelsraeder	3	lkshy · kchy · okar	L+K+SH+Y | K+Y | OK+AR	3	zwei lokale Himmelsraeder: Verbindung, Wert zuordnen, Bezug halten, dieser Platz. zwei lokale Himmelsraeder: Wert zuordnen, dieser Platz. zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.
f67r2	f67r2	f67r2.11	ZODIAC	LABEL	zwei lokale Himmelsraeder	3	chky · chykchs · chy	CHK+Y | CH+Y+K+CH+S | Y	3	zwei lokale Himmelsraeder: Bedingungsklasse, dieser Platz. zwei lokale Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen. zwei lokale Himmelsraeder: dieser Platz.
f67r2	f67r2	f67r2.12	ZODIAC	LABEL	zwei lokale Himmelsraeder	2	ykees · ykchos	Y+K+EE+S | Y+K+CH+O+S	2	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Klasse wählen. zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, Reihe aufrufen, Klasse wählen.
f67r2	f67r2	f67r2.13	ZODIAC	PROSE	zwei lokale Himmelsraeder	4	opodchol · s · ain · aldy	O+P+O+D_ADDR+OL | S | AIN | AL+D_ADDR+Y	3	Weiter aus diesem Teil ausführen, einsetzen und ausführen. Wählen. Aus diesem Teil als eine Portion diesen Posten länger wählen und ausführen zur Ziel- oder Anschlussstelle.
f67r2	f67r2	f67r2.14	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	soeey · doiin · oldy	S+O+EE+Y | D_ADDR+O+IIN | OL+DY	3	Aus diesem Teil als eine Portion diesen Posten länger wählen und ausführen zur Ziel- oder Anschlussstelle. Aus diesem Teil auf der angegebenen Stufe ausführen. Weiter weiterarbeiten; fertig.
f67r2	f67r2	f67r2.15	ZODIAC	LABEL	zwei lokale Himmelsraeder	1	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	1	zwei lokale Himmelsraeder: Unterplatz, gleiche Reihe weiter, Klassenkennung, Sternbezug, Reihe aufrufen, Eintrag schließen.
f67r2	f67r2	f67r2.16	ZODIAC	PROSE	zwei lokale Himmelsraeder	4	odaeiin · okoes · oekain · y	O+DA+E+IIN | OK+O+E+S | O+E+K+AIN | Y	4	Auf der zweiten Stufe auf der angegebenen Stufe kurz ausführen. Kurz ansetzen, ausführen und wählen. Als eine Portion kurz ausführen und zugeben. Danach nach Sollmaß diesen Posten und den Ansatz wählen und kennzeichnen.
f67r2	f67r2	f67r2.17	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	otchey · soraiir · dy	OT+Y | S+OR+AIIN+R | Y	2	Danach nach Sollmaß diesen Posten und den Ansatz wählen und kennzeichnen. Diesen Posten ausführen und einsetzen.
f67r2	f67r2	f67r2.18	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	qopchy · daiin · dal	O+P+Y | AIIN | AL	2	Diesen Posten ausführen und einsetzen. Aus diesem Teil nach Sollmaß diesen Posten entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle.
f67r2	f67r2	f67r2.19	ZODIAC	PROSE	zwei lokale Himmelsraeder	4	ydchos · ain · ar · amy	Y+D_ADDR+CH+O+S | AIN | AR | AM_ADDR+Y	2	Aus diesem Teil nach Sollmaß diesen Posten entnehmen, ausführen und wählen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle als eine Portion diesen Posten entnehmen, ausführen und trennen zur Innenstelle.
f67r2	f67r2	f67r2.20	ZODIAC	PROSE	zwei lokale Himmelsraeder	2	chocfhy · saral	CH+O+CFH+Y | S+AR+AL	2	Von der Entnahmestelle als eine Portion diesen Posten entnehmen, ausführen und trennen zur Innenstelle. Von der Entnahmestelle wählen zur Ziel- oder Anschlussstelle.
f67r2	f67r2	f67r2.21	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	sain · am · ar	S+AIN | AM_ADDR | AR	2	Als eine Portion wählen. Von der Entnahmestelle zur Innenstelle weiterarbeiten.
f67r2	f67r2	f67r2.22	ZODIAC	LABEL	zwei lokale Himmelsraeder	1	okal	OK+AL	1	zwei lokale Himmelsraeder: Platz aktivieren, Zielplatz.
f67r2	f67r2	f67r2.23	ZODIAC	PROSE	zwei lokale Himmelsraeder	2	oparchy · salsain	O+P+AR+CH+Y | S+AL+S+AIN	2	Von der Entnahmestelle diesen Posten ausführen, einsetzen und entnehmen. Als eine Portion wählen zur Ziel- oder Anschlussstelle.
f67r2	f67r2	f67r2.24	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	sodar · ofar · ar	S+O+DA+R | O+LOCAL_CHAR_F+AR | AR	3	Auf der zweiten Stufe wählen, ausführen und kennzeichnen. Von der Entnahmestelle ausführen mit f-Zeichen. Von der Entnahmestelle auf der zweiten Stufe diesen Posten und den Ansatz kurz einstellen und ausführen zur Innenstelle.
f67r2	f67r2	f67r2.25	ZODIAC	PROSE	zwei lokale Himmelsraeder	1	ydam	Y+DA+AM_ADDR	1	Von der Entnahmestelle auf der zweiten Stufe diesen Posten und den Ansatz kurz einstellen und ausführen zur Innenstelle.
f67r2	f67r2	f67r2.26	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	yteoor · yto · ykor	Y+T+E+O+OR | Y+T+O | Y+K+OR	3	Von der Entnahmestelle auf der zweiten Stufe diesen Posten und den Ansatz kurz einstellen und ausführen zur Innenstelle. Diesen Posten einstellen und ausführen. Diesen Posten und den Ansatz zugeben.
f67r2	f67r2	f67r2.27	ZODIAC	PROSE	zwei lokale Himmelsraeder	4	okeo · r · aiin · am	OK+E+O | R | AIIN | AM_ADDR	3	Kurz ansetzen und ausführen. Kennzeichnen. Nach Sollmaß zur Innenstelle weiterarbeiten.
f67r2	f67r2	f67r2.28	ZODIAC	LABEL	zwei lokale Himmelsraeder	2	okain · am	OK+AIN | AM_ADDR	2	zwei lokale Himmelsraeder: Platz aktivieren, Einheit. zwei lokale Himmelsraeder: Innenplatz.
f67r2	f67r2	f67r2.29	ZODIAC	PROSE	zwei lokale Himmelsraeder	2	ytody · saiin	Y+T+O+DY | S+AIIN	2	Diesen Posten einstellen und ausführen; fertig. Nach Sollmaß wählen.
f67r2	f67r2	f67r2.30	ZODIAC	PROSE	zwei lokale Himmelsraeder	2	ochol · olol	O+OL | OL+OL	2	Weiter ausführen. Weiter weiterarbeiten.
f67r2	f67r2	f67r2.31	ZODIAC	LABEL	zwei lokale Himmelsraeder	1	opcholdy	O+P+OL+D_ADDR+Y	1	zwei lokale Himmelsraeder: Reihe aufrufen, Eintrag beginnen, gleiche Reihe weiter, Unterplatz, dieser Platz.
f67r2	f67r2	f67r2.32	ZODIAC	PROSE	zwei lokale Himmelsraeder	4	dosar · odas · air · alaiin	D_ADDR+O+S+AR | O+DA+S | AIR | AL+AIIN	3	Aus diesem Teil von der Entnahmestelle ausführen und wählen. Auf der zweiten Stufe ausführen und wählen. Aus diesem Teil nach Sollmaß ansetzen entlang des Laufs zur Ziel- oder Anschlussstelle.
f67r2	f67r2	f67r2.33	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	dokan · oear · odal	D_ADDR+OK+AN | O+E+AR | O+DA+L	3	Aus diesem Teil nach Sollmaß ansetzen entlang des Laufs zur Ziel- oder Anschlussstelle. Von der Entnahmestelle kurz ausführen. Auf der zweiten Stufe ausführen in den nächsten Lauf.
f67r2	f67r2	f67r2.34	ZODIAC	LABEL	zwei lokale Himmelsraeder	2	ofar · oeoldan	O+LOCAL_CHAR_F+AR | O+E+OL+D_ADDR+AN	2	zwei lokale Himmelsraeder: Reihe aufrufen, f-Zeichen, Quell- oder Bezugsstelle. zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, gleiche Reihe weiter, Unterplatz, Zusatzklasse.
f67r2	f67r2	f67r2.35	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	chol · giin · okol	OL | LOCAL_CHAR_G+IIN | OK+OL	1	Weiter auf der angegebenen Stufe ansetzen mit g-Zeichen.
f67r2	f67r2	f67r2.36	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	ytor · daiin · or	Y+T+OR | AIIN | OR	2	Diesen Posten und den Ansatz einstellen. Nach Sollmaß den Ansatz weiterarbeiten.
f67r2	f67r2	f67r2.37	ZODIAC	LABEL	zwei lokale Himmelsraeder	1	ytoaiin	Y+T+O+AIIN	1	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.
f67r2	f67r2	f67r2.38	ZODIAC	PROSE	zwei lokale Himmelsraeder	2	otoldos · octhole	OT+OL+D_ADDR+O+S | O+CTH+OL+E	2	Danach weiter aus diesem Teil ausführen und wählen. Weiter kurz ausführen und bereitstellen.
f67r2	f67r2	f67r2.39	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	sor · chedaiin · dy	S+OR | CHD+AIIN | Y	3	Den Ansatz wählen. Nach Sollmaß umsetzen. Diesen Posten kurz einstellen und ausführen zur bezeichneten s-Stelle.
f67r2	f67r2	f67r2.40	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	yteos · oiin · og	Y+T+E+O+S_ADDR | O+IIN | O+G_LABEL	3	Diesen Posten kurz einstellen und ausführen zur bezeichneten s-Stelle. Auf der angegebenen Stufe ausführen. Ausführen.
f67r2	f67r2	f67r2.41	ZODIAC	PROSE	zwei lokale Himmelsraeder	2	ytoeopchey · chekody	Y+T+O+E+O+P+CH+E+Y | CHK+O+D_ADDR+Y	2	Diesen Posten kurz einstellen, ausführen, einsetzen und entnehmen. Aus diesem Teil diesen Posten behandeln und ausführen.
f67r2	f67r2	f67r2.42	ZODIAC	PROSE	zwei lokale Himmelsraeder	3	sosho · chos · ockhy	S+O+SH+O | CH+O+S | O+CKH+Y	3	Wählen, ausführen, halten und ausführen. Entnehmen, ausführen und wählen. Diesen Posten ausführen durch den Durchlass.
f67r2	f67r2	f67r2.43	ZODIAC	PROSE	zwei lokale Himmelsraeder	4	daiin · aiin · os · qsg	AIIN | AIIN | OS | CARRIER_Q+S+G_LABEL	1	Auch nach Sollmaß wählen unter q-Träger.
