dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D0943	qokchedy	OK+CHD+Y	ANSETZEN + UMSETZEN + DIESER POSTEN	3	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1117	shcthy	SH+CTH+Y	HALTEN + BEREITSTELLEN + DIESER POSTEN	2	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1130	shedal	SHED+AL	ABSETZEN + ZIELSTELLE	2	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1236	tal	T+AL	EINSTELLEN + ZIELSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0315	dalchdy	AL+CHD+DY	ZIELSTELLE + UMSETZEN + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1012	qotchedy	OT+CHD+DY	DANACH/NAECHSTER + UMSETZEN + SCHLUSS	2	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0115	cheedar	EE+AR	LAENGER + ENTNAHMESTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0182	chldaiin	L+AIIN	LEITEN + SOLLMASS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0091	chealror	AL+R+OR	ZIELSTELLE + KENNZEICHNEN + ANSATZ	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0340	dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	TEILSTELLE + AUSZUG/EINTRAG + ZUGEBEN + KURZ + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0480	lkeed	L+K+EE+D_ADDR	LEITEN + ZUGEBEN + LAENGER + TEILSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1355	ytaiin	Y+T+AIIN	DIESER POSTEN + EINSTELLEN + SOLLMASS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1121	shechy	SH+E+CH+Y	HALTEN + KURZ + ENTNEHMEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1103	schety	S+CH+E+T+Y	WAEHLEN + ENTNEHMEN + KURZ + EINSTELLEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0890	pdalshdy	P+DA+LSH+D_ADDR+Y	EINSETZEN + ZWEITE STUFE + SPUELEN + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1170	shocphedy	SH+O+CPH+E+DY	HALTEN + AUSFUEHREN + UMLEITEN + KURZ + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0856	otor	OT+OR	DANACH/NAECHSTER + ANSATZ	2	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0733	opshedy	O+P+SHED+Y	AUSFUEHREN + EINSETZEN + ABSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0863	otshdy	OT+SH+D_ADDR+Y	DANACH/NAECHSTER + HALTEN + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0951	qokedol	OK+E+D_ADDR+OL	ANSETZEN + KURZ + TEILSTELLE + FORTSETZEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1118	shdy	SH+D_ADDR+Y	HALTEN + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1204	soldy	S+OL+D_ADDR+Y	WAEHLEN + FORTSETZEN + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0519	ockhey	O+CKH+E+Y	AUSFUEHREN + DURCHLASS + KURZ + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0099	ched	CHD	UMSETZEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0906	qetal	CARRIER_Q+E+T+AL	Q-EINTRITTSTRAEGER + KURZ + EINSTELLEN + ZIELSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1206	solkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN + LAENGER + TEILSTELLE + DIESER POSTEN	2	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0117	cheeety	EEE+T+Y	VOLLSTAENDIG + EINSTELLEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0072	chckhdy	CH+CKH+D_ADDR+Y	ENTNEHMEN + DURCHLASS + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1101	schedair	CHD+AIR	UMSETZEN + LAUF	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0791	otchedy	OT+CHD+DY	DANACH/NAECHSTER + UMSETZEN + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0103	chedain	CHD+AIN	UMSETZEN + PORTION	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1016	qotedaiin	OT+E+AIIN	DANACH/NAECHSTER + KURZ + SOLLMASS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0758	otaiin	OT+AIIN	DANACH/NAECHSTER + SOLLMASS	2	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1127	shecthedy	SH+E+CTH+E+D_ADDR+Y	HALTEN + KURZ + BEREITSTELLEN + KURZ + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1197	soiiin	S+O+LOCAL_CHAR_I+IIN	WAEHLEN + AUSFUEHREN + I-ZEICHEN + STUFE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0165	chety	T+Y	EINSTELLEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0713	olsaly	OL+AL+Y	FORTSETZEN + ZIELSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0986	qolchey	OL+Y	FORTSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0793	otchey	OT+Y	DANACH/NAECHSTER + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1264	tol	T+OL	EINSTELLEN + FORTSETZEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0982	qokylddy	OK+Y+LD+DY	ANSETZEN + DIESER POSTEN + BEFESTIGEN + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1079	salchedy	S+AL+CHD+Y	WAEHLEN + ZIELSTELLE + UMSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0924	qody	CARRIER_Q+O+DY	Q-EINTRITTSTRAEGER + AUSFUEHREN + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0441	kesd	K+E+S_ADDR+D_ADDR	ZUGEBEN + KURZ + STERN-/S-STELLE + TEILSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1064	saii	S+AIIN	WAEHLEN + SOLLMASS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1252	techedy	T+E+CHD+Y	EINSTELLEN + KURZ + UMSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1135	sheekchy	SH+EE+K+CH+Y	HALTEN + LAENGER + ZUGEBEN + ENTNEHMEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1167	shky	SH+K+Y	HALTEN + ZUGEBEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0376	dolshed	D_ADDR+OL+SHED	TEILSTELLE + FORTSETZEN + ABSETZEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0946	qokchy	OK+Y	ANSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0620	okeeol	OK+EE+OL	ANSETZEN + LAENGER + FORTSETZEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0975	qokol	OK+OL	ANSETZEN + FORTSETZEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0305	dairydy	AIR+Y+DY	LAUF + DIESER POSTEN + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0071	chckhal	CH+CKH+AL	ENTNEHMEN + DURCHLASS + ZIELSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1202	solchedy	S+OL+CHD+Y	WAEHLEN + FORTSETZEN + UMSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0100	chedaiin	CHD+AIIN	UMSETZEN + SOLLMASS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1208	solkey	SOLK+E+Y	AUFFANGEN + KURZ + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0988	qolkain	SOLK+AIN	AUFFANGEN + PORTION	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0077	chcthdy	CH+CTH+D_ADDR+Y	ENTNEHMEN + BEREITSTELLEN + TEILSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0457	lchdy	L+CHD+Y	LEITEN + UMSETZEN + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1191	skar	K+AR	ZUGEBEN + ENTNAHMESTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0245	chtorol	CH+T+OR+OL	ENTNEHMEN + EINSTELLEN + ANSATZ + FORTSETZEN	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0712	olsaiin	OL+S+AIIN	FORTSETZEN + WAEHLEN + SOLLMASS	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0789	otchdy	OT+CHD+DY	DANACH/NAECHSTER + UMSETZEN + SCHLUSS	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0085	chdal	CHD+AL	UMSETZEN + ZIELSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0287	daiiin	DA+IIN	ZWEITE STUFE + STUFE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1100	sasoldal	S+A_ADDR+S+OL+DA+L	WAEHLEN + LOKALE ADRESSE + WAEHLEN + FORTSETZEN + ZWEITE STUFE + LEITEN	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0331	darolsy	DA+R+OL+S+Y	ZWEITE STUFE + KENNZEICHNEN + FORTSETZEN + WAEHLEN + DIESER POSTEN	1	f83r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0905	qekey	E+K+E+Y	KURZ + ZUGEBEN + KURZ + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1042	raly	R+AL+Y	KENNZEICHNEN + ZIELSTELLE + DIESER POSTEN	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1203	solchkal	S+OL+CHK+AL	WAEHLEN + FORTSETZEN + BEHANDELN + ZIELSTELLE	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0472	ldalor	L+AL+OR	LEITEN + ZIELSTELLE + ANSATZ	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1056	rtain	R+T+AIN	KENNZEICHNEN + EINSTELLEN + PORTION	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1343	ykshy	Y+K+Y	DIESER POSTEN + ZUGEBEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1061	s	S	WAEHLEN	3	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0049	aram	AR+AM_ADDR	ENTNAHMESTELLE + INNENSTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1317	ykecho	Y+K+E+CH+O	DIESER POSTEN + ZUGEBEN + KURZ + ENTNEHMEN + AUSFUEHREN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0711	ols	OL+S	FORTSETZEN + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0398	eesydy	EE+S+Y+D_ADDR+Y	LAENGER + WAEHLEN + DIESER POSTEN + TEILSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0403	ey	E+Y	KURZ + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1184	shs	SH+S	HALTEN + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0587	okar	OK+AR	ANSETZEN + ENTNAHMESTELLE	2	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1146	shekchy	SH+E+K+CH+Y	HALTEN + KURZ + ZUGEBEN + ENTNEHMEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1232	sykos	S+Y+K+O+S_ADDR	WAEHLEN + DIESER POSTEN + ZUGEBEN + AUSFUEHREN + STERN-/S-STELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1331	ykeody	Y+K+E+O+DY	DIESER POSTEN + ZUGEBEN + KURZ + AUSFUEHREN + SCHLUSS	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0605	okchy	OK+Y	ANSETZEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0341	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	TEILSTELLE + ENTNEHMEN + KURZ + EINSTELLEN + LOKALE ADRESSE + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1315	ykchy	Y+K+Y	DIESER POSTEN + ZUGEBEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0427	kchey	K+CH+E+Y	ZUGEBEN + ENTNEHMEN + KURZ + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1316	ykchys	Y+K+CH+Y+S	DIESER POSTEN + ZUGEBEN + ENTNEHMEN + DIESER POSTEN + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0174	chkchdar	CHK+CHD+AR	BEHANDELN + UMSETZEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1306	ykar	Y+K+AR	DIESER POSTEN + ZUGEBEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1302	ykaly	Y+K+AL+Y	DIESER POSTEN + ZUGEBEN + ZIELSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0483	lkshy	L+K+SH+Y	LEITEN + ZUGEBEN + HALTEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0432	kchy	K+Y	ZUGEBEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0181	chky	CHK+Y	BEHANDELN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0253	chykchs	CH+Y+K+CH+S	ENTNEHMEN + DIESER POSTEN + ZUGEBEN + ENTNEHMEN + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0250	chy	Y	DIESER POSTEN	2	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1325	ykees	Y+K+EE+S	DIESER POSTEN + ZUGEBEN + LAENGER + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1313	ykchos	Y+K+CH+O+S	DIESER POSTEN + ZUGEBEN + ENTNEHMEN + AUSFUEHREN + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0731	opodchol	O+P+O+D_ADDR+OL	AUSFUEHREN + EINSETZEN + AUSFUEHREN + TEILSTELLE + FORTSETZEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1062	s	S	WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0010	ain	AIN	PORTION	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0025	aldy	AL+D_ADDR+Y	ZIELSTELLE + TEILSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1196	soeey	S+O+EE+Y	WAEHLEN + AUSFUEHREN + LAENGER + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0364	doiin	D_ADDR+O+IIN	TEILSTELLE + AUSFUEHREN + STUFE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0693	oldy	OL+DY	FORTSETZEN + SCHLUSS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0373	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	TEILSTELLE + FORTSETZEN + ENTNEHMEN + STERN-/S-STELLE + AUSFUEHREN + SCHLUSS	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0529	odaeiin	O+DA+E+IIN	AUSFUEHREN + ZWEITE STUFE + KURZ + STUFE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0651	okoes	OK+O+E+S	ANSETZEN + AUSFUEHREN + KURZ + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
