page	quire	general_description	illustrations	text_description	tentative_identifications	other_information	source_tags	source_url	tentative_identifications_are_role_evidence
f70r2	q10	This is a so-called cosmological page. For general information about cosmological pages see here . This is a large square page with an additional fold.	A circular diagram with circular text along the outer perimeter. There is a sun with a face in the centre, surrounded by a large 8-point star painted blue. There are 8 rays from the central sun to the outer circle.	This page has 19 text items (loci), as follows: 14 lines of text in paragraphs, far from the left margin; 5 items of circular writing; || The 14 lines of text are in a single paragraph in the upper right corner of the page. || There are four pieces of circular text on the outside perimeter. There is a short piece of circular writing around the inner circle. || There is a small 'b' in the upper left corner of the page, almost certainly written with a pencil. || Currier language: - RZ language: C- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f70r2		>>Link to 2014 scan (Beinecke digital library) , showing pages 69v, 70r1 and 70r2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 69v, 70r1 and 70r2 from left to right. || For the pencilled character see f67r2 .	SOURCE_COSMOLOGICAL_PAGE;TEXT_PARAGRAPHS;TEXT_CIRCULAR	https://www.voynich.nu/q10/index.html#f70r2	0
f70v1	q10	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem. Quire number (10m9) in lower right corner.	A circular diagram with the emblem of Aries consisting of a skinny sheep or goat eating from a bush. The animal is painted roughly, in a dark greenish colour. || There are two circular arrangements of tubs with small human figures (nymphs). There are 15 in total and each one is holding a star.	This page has 17 text items (loci), as follows: 2 items of circular writing; 15 zodiac labels. || There are two lines of circular text. There are 15 labels near the small human figures, some of which are relatively long. || The month name April is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ae- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f70v1	This page as a whole represents the zodiac sign of Aries.	>>Link to 2014 scan (Beinecke digital library) . || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 70v2 and 70v1 from left to right. || This is one of two illustrations of Aries, both containing 15 items. Without a doubt, each case represents half of the sign. This is done only for Aries and Taurus. The reason for this remains unknown.	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	https://www.voynich.nu/q10/index.html#f70v1	0
f70v2	q10	This is a zodiac page. For general information about zodiac pages see here . This is a large, almost square, page with an additional fold. There is extraneous writing near the central zodiac emblem. It has the folio number (70) in the upper right corner.	A large circular diagram with the emblem of Pisces, consisting of two fishes, in the centre. There are two additional stars near the fishes. There is a line connecting their mouths with these stars and with each other. || There are two circular arrangements of tubs with small human figures (nymphs). There are 29 in total and each one is holding a star.	This page has 33 text items (loci), as follows: 3 items of circular writing; 30 zodiac labels. || 29 of the zodiac labels are near the small human figures. The 30th is near one of the central stars. || The month name March is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ce- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f70v2	This page as a whole represents the zodiac sign of Pisces. Each combination of female figure (nymph), star and label (word) almost certainly refers to one of the 30 degrees of this zodiac sign.	>>Link to 2014 scan (Beinecke digital library) . || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 70v2 and 70v1 from left to right. || It is clear from the layout of the folios that this is intended as the first sign in this zodiac sequence. It is very unusual that the sequence starts with Pisces instead of Aries. It is also a little unusual that Pisces is associated with the month of March. These last two points apply to all zodiac signs and will not be repeated each time.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q10/index.html#f70v2	0
f71r	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem. It has the folio nr. (71) in the upper right corner.	A circular diagram with the emblem of Aries consisting of a skinny sheep or goat eating from a bush. The animal has not been painted, but the bush is green. || There are two circular arrangements of tubs with small human figures (nymphs). There are 15 in total and each one is holding a star. They have all been painted in some detail.	This page has 18 text items (loci), as follows: 3 items of circular writing; 15 zodiac labels. || There are three lines of circular text, one short, around the animal figure. There are 15 labels near the small human figures. || The month name April is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ae- (page) / Ae- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f71r	This page as a whole represents the zodiac sign of Aries.	This is one of two illustrations of Aries, both containing 15 items. Without a doubt, each case represents half of the sign. This is done only for Aries and Taurus. The reason for this remains unknown.	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	https://www.voynich.nu/q11/index.html#f71r	0
f71v	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem.	A circular diagram with the emblem of Taurus eating from a manger. The animal is painted in very light red. || There are two circular arrangements of tubs with small human figures (nymphs). There are 15 in total and each one is holding a star. They have mostly been painted lightly.	This page has 18 text items (loci), as follows: 3 items of circular writing; 15 zodiac labels. || There are three lines of circular text. There are 15 labels near the small human figures. || The month name May is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ae- (page) / Ae- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f71v	This page as a whole represents the zodiac sign of Taurus.	>>Link to 2014 scan (Beinecke digital library) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || This is one of two illustrations of Taurus, both containing 15 items. Without a doubt, each case represents half of the sign. This is done only for Aries and Taurus. The reason for this remains unknown.	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	https://www.voynich.nu/q11/index.html#f71v	0
f72r1	q11	This is a zodiac page. For general information about zodiac pages see here . There is a fairly large hole near the middle of the page. There is extraneous writing near the central zodiac emblem.	A circular diagram with the emblem of Taurus eating from a manger. The animal is painted heavily in red. || There are two circular arrangements of small human figures (nymphs). In the inner circle they are standing in tubs. In the other circle the tubs have disappeared. There are 15 in total and each one is holding a star.	This page has 18 text items (loci), as follows: 3 items of circular writing; 15 zodiac labels. || There are three lines of circular text, with the shortest around the zodiac emblem. There are 15 labels near the small human figures. || The month name May is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ce- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f72r1	This page as a whole represents the zodiac sign of Taurus.	>>Link to 2014 scan (Beinecke digital library) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || This is one of two illustrations of Taurus, both containing 15 items. Without a doubt, each case represents half of the sign. This is done only for Aries and Taurus. The reason for this remains unknown.	SOURCE_ZODIAC_PAGE;TEXT_LABELS;TEXT_CIRCULAR	https://www.voynich.nu/q11/index.html#f72r1	0
f72r2	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem.	A large circular diagram with the emblem of Gemini consisting of two clothed figures, one female on the right and one male on the left. They are holding each other's hands. The man wears green clothes and the woman a blue gown with very wide sleeves. || There are two circular arrangements of small, standing human figures (nymphs), and another five drawn at the top. There are 30 in total and with one exception (outer ring, lower right) they are all holding a star.	This page has 32 text items (loci), as follows: 3 items of circular writing; 29 zodiac labels. || The month name June is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: A (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f72r2	This page as a whole represents the zodiac sign of Gemini.	>>Link to 2014 scan (Beinecke digital library) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || Of the usual 30 combinations of nymph, star and label, there are two exceptions: in one case (outer ring, bottom right) the star is missing. In another case (outer ring, left) only the label is missing. It is not clear if this is intentional or a simple mistake.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q11/index.html#f72r2	0
f72r3	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem.	A large circular diagram with the emblem of Cancer, unusually consisting of two obsters with a line connecting their mouths. The top one facing right is painted light green and the bottom one facing left is brick-red. || There are three circular arrangements of tubs with small, standing human figures (nymphs). There are 30 in total and they are all holding a star. || One of the nymphs wears a conspicuous crown. This is one of three cases in the zodiac (Cancer, Leo and Libra).	This page has 34 text items (loci), as follows: 4 items of circular writing; 30 zodiac labels. || Three of the circular texts are longer, the fourth short one is around the zodiac emblem. There are 30 labels near the small human figures. || The month name July is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ce- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f72r3	This page as a whole represents the zodiac sign of Cancer.	>>Link to 2014 scan (Beinecke digital library) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 71v, 72r1, 72r2 and 72r3 from left to right. || The lobster drawings have an unusual mistake: the four pairs of hind legs are attached to the wrong part of the body. This is something that can also be observed in a few other 15th century manuscripts.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q11/index.html#f72r3	0
f72v1	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem. There is a fairly large hole near the middle of the page. Gathering mark (11m9) in lower right corner.	A large circular diagram with the emblem of Libra consisting of a balance in equilibrium, not held by anyone. || There are two circular arrangements of small, standing human figures (nymphs). There are 30 in total and they are all holding a star. || One of the nymphs wears a conspicuous crown. This is one of three cases in the zodiac (Cancer, Leo and Libra).	This page has 33 text items (loci), as follows: 3 items of circular writing; 30 zodiac labels. || The month name October is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: C- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f72v1	This page as a whole represents the zodiac sign of Libra.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q11/index.html#f72v1	0
f72v2	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem. It has the folio nr (72) in upper right corner.	A large circular diagram with the emblem of Virgo consisting a clothed female waering a blue gown with very wide sleeves and a blue headpiece. She holds a star 'on a stick' in her left hand, and there is a small flower on the ground in front of her. || There are two circular arrangements of small human figures (nymphs). There are 30 in total and they are all holding a star.	This page has 33 text items (loci), as follows: 3 items of circular writing; 30 zodiac labels. || The month name September is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ce- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f72v2	This page as a whole represents the zodiac sign of Virgo. || The dress of Virgo (and of Sagittarius) has been identified by Morgan library curator Roger Wieck as belonging to the time frame 1420-1430.	>>Link to 2014 scan (Beinecke digital library) , showing pages 72v3 and 72v2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 72v3 and 72v2 from left to right.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q11/index.html#f72v2	0
f72v3	q11	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem.	A large circular diagram with the emblem of Leo consisting of a maneless lion, with its tail curling up between the hind legs. It is lightly painted in blue. || There are two circular arrangements of small human figures (nymphs). There are 30 in total and they are all holding a star. || One of the nymphs wears a conspicuous crown. This is one of three cases in the zodiac (Cancer, Leo and Libra).	This page has 33 text items (loci), as follows: 3 items of circular writing; 30 zodiac labels. || The month name August is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: Ce- (page) / Ce- (folio) / Ce- (bifolio) LFD hand: 4 || Browse interlinear transliteration of f72v3	This page as a whole represents the zodiac sign of Leo.	>>Link to 2014 scan (Beinecke digital library) , showing pages 72v3 and 72v2 from left to right. || >>Link to 2004 scan (Jason Davies Voyager) , showing pages 72v3 and 72v2 from left to right. || The black and white image is from a the original microfilm of the Beinecke library.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q11/index.html#f72v3	0
f73r	q12	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem. It has the folio nr (73) in the upper right corner.	A large circular diagram with the emblem of Scorpius consisting of a drawing of an animal standing on four legs, with a curly tail, which looks more like a lizard than a scorpion. There is an additional star in the centre, with a line connecting it to the mouth of the animal. || There are two circular arrangements of small, standing human figures (nymphs), and another four drawn at the top. There are 30 in total and they are all holding a star.	This page has 33 text items (loci), as follows: 3 items of circular writing; 30 zodiac labels. || The month name November is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: C- (page) / Bs (folio) / Bs (bifolio) LFD hand: 4 || Browse interlinear transliteration of f73r	This page as a whole represents the zodiac sign of Scorpius.	The animal does not look at all like a scorpion, but this is something that can be observed in many other zodiac cycles produced in the 15th Century, especially from areas where scorpions do not occur.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q12/index.html#f73r	0
f73v	q12	This is a zodiac page. For general information about zodiac pages see here . There is extraneous writing near the central zodiac emblem.	A large circular diagram with the emblem of Sagittarius drawn as a man holding a crossbow. || There are two circular arrangements of small, standing human figures (nymphs), and another four drawn at the top. The first two of these are standing in front of a barrel or a tree trunk (?) There are 30 figures in total and they are all holding a star.	This page has 33 text items (loci), as follows: 3 items of circular writing; 30 zodiac labels. || The month name December is written in the centre in a different hand than the remainder of the MS, and in a version of French ( for which see here ). || Currier language: - RZ language: B (page) / Bs (folio) / Bs (bifolio) LFD hand: 4 || Browse interlinear transliteration of f73v	This page as a whole represents the zodiac sign of Scorpius.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || Sagittarius drawn as a man with a crossbow is found in many German manuscripts produced throughout the 15th Century. It is perhaps the clearest connection of the Voynich MS with German manuscript tradition.	SOURCE_ZODIAC_PAGE;TEXT_LABELS	https://www.voynich.nu/q12/index.html#f73v	0
f75r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . It has the folio nr (75) in the upper right corner.	There are two pools with green water populated by small feminine figures.	This page has 53 text items (loci), as follows: 46 lines of standard text in paragraphs; 7 lines of short text in 'floating' paragraphs; || The main text is in three paragraphs. There is a separate piece of writing in 7 short lines inside a loop near the top of the page. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f75r			SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f75r	0
f75v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	From top to bottom: a tube ending at a canopy painted blue. A pool of green water with feminine figures standing in a row. At the bottom, a pool with blue water densely populated with similar figures.	This page has 70 text items (loci), as follows: 23 lines of standard left-justified text in paragraphs; 11 lines of text in paragraphs that is indented significantly from the left margin; 3 lines of text in 'floating' paragraphs; 20 nymph labels; 7 labels of 'tubs and tubes'; 6 stand-alone characters (labels). || Overall, the text fills the entire page, and is hard to describe. The 'main writing' consists of 34 lines in four paragraphs. The fourth is written to the right of the bottom pool of green water. There are six stand-alone characters at the end of the first six lines. There are 10 pairs of labels near the nymphs between the first and second pararaphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f75v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q13/index.html#f75v	0
f76r	q13	"This is a text-only page. There is a ""key-like"" sequence of characters in the left margin. It has the folio nr (76) in the upper right corner."	There are no illustrations at all.	This page has 56 text items (loci), as follows: 47 lines of standard text in paragraphs; 9 stand-alone characters (labels). || There are 47 lines of text in one long and three short paragraphs. Single characters have been written in the left margin, across the height of the first paragraph. || The first character (initial) of the page has been written as an outline drawing. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f76r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || Based on its form, in particular the ornate first character, this page may well have been the first page of this section.	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_LIST_OR_SEQUENCE	https://www.voynich.nu/q13/index.html#f76r	0
f76v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	There are four feminine figures in the left margin, as part of some indefinite structure of tubes. Some are holding items. Another figure appears in the upper right corner.	This page has 41 text items (loci), as follows: 41 lines of standard text in paragraphs. || There are 41 lines of text in six paragaphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f76v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The figure in the upper right corner appears to interact with the other part of this bifolio ( f83r ). Part of the spraying liquid crosses the binding and is visible on that page.	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f76v	0
f77r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . It has the folio nr (77) in the upper right corner.	There is a tube with openings across the top of the page. Further drawings are on the left side with more tubes. Feminine figures are accompanying all tubes.	This page has 50 text items (loci), as follows: 40 lines of standard text in paragraphs; 3 nymph labels; 7 labels of 'tubs and tubes'. || There text is in three paragraphs. || There are ten labels near the tubes and the nymphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f77r	Four of the openings in the tube at the top of the page are ejecting something, and this has been considered to represent the four elements (left to right) air, water, fire, earth. To my best knowledge this was first noted by R. Santacoloma.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q13/index.html#f77r	0
f77v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	Across the top, and along the left and right margins, are drawings of nymphs in what looks like organs of the human body.	This page has 45 text items (loci), as follows: 37 lines of standard text in paragraphs; 2 nymph labels; 6 labels of 'tubs and tubes'. || The text is in three paragraphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f77v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q13/index.html#f77v	0
f78r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . It has the folio nr (78) in the upper right corner.	There are two 'structures' with tubes coming from the top of the page, and two pools with green water populated by small female figures.	This page has 47 text items (loci), as follows: 41 lines of standard text in paragraphs; 6 labels of 'tubs and tubes'. || The text is in two long paragraphs. || There are seven words near the tubes and pools. Numbers 5 and 6 when seen from the top are considered a single two-word label. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f78r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q13/index.html#f78r	0
f78v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	A single tube of blue water is coming from the top, ending in a green pool that looks like a bathtub. Openings in the side of the tub show blue water. There are two tubes coming out of the tub at the far right margin of the page.	This page has 32 text items (loci), as follows: 32 lines of standard text in paragraphs. || There text is in three paragraphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f78v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The two tubes of water coming out of the tub continue on the other folio that is part of this bifolio ( f81r ), which is invisible since another bifolio has been bound in between. || There is one character in line 26 that intrudes between two words of line 25 above. It is unclear if this is the result of specific planning. This character (  ) usually only appears in top lines of paragraphs.	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f78v	0
f79r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . It has the folio nr (79) in the upper right corner.	There is a vertical structure of tubes in the left margin, populated by female figures. It ends in a green pool with one more such figure, holding on to what looks like a floating device.	This page has 44 text items (loci), as follows: 44 lines of standard text in paragraphs. || The text is in 8 paragraphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f79r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f79r	0
f79v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	There is a vertical structure of tubes in the left margin, populated by female figures. It ends in a green pool filling the entire width of the bottom of the page. In this pool, one female figure is standing in what looks like the mouth of a fish. There are four other animals near or in the water.	This page has 42 text items (loci), as follows: 42 lines of standard text in paragraphs. || The text is in six paragraphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f79v	The woman / fish combination has been discussed a lot, and has been compared (among others) with a mermaid, with a female version of Jonah and the whale, and with the mythical creature Melusine. || One of the four animals in the bottom right has the same general posture as the lamb in the insignia of the golden fleece. This may well be completely coincidental.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f79v	0
f80r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . It has the folio nr (80) in the upper right corner.	There is a row of small figures across the top of the page, mostly, but not all, female. A tube in the right margin ends in a pool of blue water spanning the middle of the page. It has female figures at both ends, who might be arguing or fighting. In the right margin there is another tube going down to another female figure, and a further one is in the lower left corner.	This page has 53 text items (loci), as follows: 43 lines of standard text in paragraphs; 10 nymph labels. || The text is in five paragraphs. || The 10 nymph labels are near the nymphs at the top of the page. || Currier language: B RZ language: Cb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f80r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q13/index.html#f80r	0
f80v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	Both left and right margins have structures involving tubes populated by female figures. In the left margin is also a prostrate, but unidentifiable animal. Both structures end in the same pool with blue water, that has three sub-pools and five more female figures.	This page has 44 text items (loci), as follows: 44 lines of standard text in paragraphs. || The text is in 8 paragraphs. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f80v	The animal on the left has been compared with an armadillo, which is incompatible with the age of the MS. || A more realistic comparison can be made with a drawing of a ram as in one of the more famous copies of a German Hausbuch ( >>see here ). This is not at a definite identification, but just shows that there is no reason to believe that the drawing in the Voynich MS can only be an armadillo.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f80v	0
f81r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . It has the folio nr (81) in the upper right corner.	There are two pools of green water, one at the top of the page and one at the bottom. Both look like bathtubs, and are populated by single rows of female figures. One tube connects the two pools in the left margin. Two futher tubes join this tube from the left margin.	This page has 31 text items (loci), as follows: 31 lines of standard text in paragraphs. || The text is in two paragraphs. The right margin is indented with a variable shape, which is unusual. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f81r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The tubes coming from the left margin are a continuation of tubes that have been drawn on f78v , which is not visible as another bifolio has been bound in between. || The reason for the unusual right margin is not known, but suggestions include that the text may be a poem, that the quality of the parchment did not allow writing, or that space was left for another drawing.	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q13/index.html#f81r	0
f81v	q13	This is a so-called biological (or balneological) page. For general information about these pages see here .	There is a very large pool with green water at the bottom of the page. It looks like a bathtub and has two rows of female figures. One tube of green water is coming in from above, on the left. Water is also flowing out at the right bottom.	This page has 28 text items (loci), as follows: 27 lines of standard text in paragraphs; 1 labels of type 'tubs or tubes'. || There text is in two paragraphs. || There is one label of two words left of the tub at the bottom of the page. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f81v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q13/index.html#f81v	0
f82r	q13	This is a so-called biological (or balneological) page. For general information about these pages see here . The parchment has a tear at the bottom of the page which was stiched, but the thread has been removed. There is a small round hole in the right margin. It has the folio nr (82) in the upper right corner.	There are two nymphs in the left and right margin near the top of the page, connected by two tubes with a joining element. There are two more nymphs just below them, with a different type of connection. There is a green pool at the bottom of the page with a wavy outline, with several female figures. One nymph is standing in a separate blue pool.	This page has 45 text items (loci), as follows: 32 lines of standard text in paragraphs, of which one is right-justified; 10 nymph labels; 3 labels of 'tubs or tubes'. || The text is in three paragraphs. The right-justified line is squeezed between the second and third paragraphs. || One label is in the middle of the page. All others are near items at the bottom of the page. || Currier language: B RZ language: Bb+ (page) / Bb+ (folio) / Bb+ (bifolio) LFD hand: 2 || Browse interlinear transliteration of f82r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The right-justified line on this page is the only example in the entire (long) biological section that is centred, right-justified, or has a 'title'.	SOURCE_BIOLOGICAL_OR_BATH_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q13/index.html#f82r	0
