locus	page	section	currier	hand	code	kind	grammar_scope	symbol_count	family_sequence	zl_sta_codes	it_sta_codes	rf_sta_codes	alternative_sites	strict_zero_alternative	union_boundary_positions	synchronized_boundary_positions	three_reading_boundary_positions	two_reading_boundary_positions	one_reading_boundary_positions	exact_boundary_position_sets	exact_typed_boundary_maps
f66r.56	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	15	BLJABAQAGLJABAG	B1 L1 J1 A1 B2 A1 Q1 A3 G1 L1 J1 A1 B1 A3 G1	B1 L1 J1 A1 B2 A1 Q1 A3 G1 L1 J1 A1 B1 A3 G1	B1 L1 J1 A1 B2 A1 Q1 A3 G1 L1 J1 A1 B1 A3 G1	0	1	5,9	5,9	5,9			1	1
f66r.57	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	43	QATKABABQKABADAQJABADAQLADAPAGBAFAQABACAQAB	Q2 A1 T1 K2 A2 B1 A1 B2 Q1 K1 A1 B1 A2 D1 A1 Q1 J1 A1 B1 A2 D1 A1 Q1 L1 A2 D1 A1 P1 A3 G1 B1 A3 F3 A2 Q1 A1 B1 A3 C2 A1 Q1 A2 B1	Q2 A1 T1 K2 A2 B1 A1 B2 Q1 K1 A1 B1 A2 D1 A1 Q1 J1 A1 B1 A2 D1 A1 Q1 L1 A2 D1 A1 P1 A3 G1 B1 A3 F3 A2 Q1 A1 B1 A3 C2 A1 Q1 A2 B1	Q2 A1 T1 K2 A2 B1 A1 B2 Q1 K1 A1 B1 A2 D1 A1 Q1 J1 A1 B1 A2 D1 A1 Q1 L1 A2 D1 A1 P1 A3 G1 Ba A3 F3 A2 Q1 A1 B1 A3 C1 A1 Q1 A2 B1	0	1	5,8,13,20,25,30,33,39	5,8,13,20,25,30,33,39	5,8,13,20,25,30,39	33		0	0
f66r.6	f66r	T	B	5	+L0	L	DIAGNOSTIC_NONPROSE	4	CABA	C2 A3 B2 A2	C2 A2 B2 A2	C2 A3 B2 A2	0	1						1	1
f66r.61	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	44	DAQKJADAQAGKJQABABABAGBABLJBAKJBABQACABAQJBA	D1 A1 Q1 K1 J1 A2 D1 A1 Q1 A3 G3 K1 J1 Q1 A2 B1 A3 B2 A2 B1 A3 G1 B1 A3 B2 L1 J1 B1 A2 K1 J1 B1 A2 B2 Q1 A3 C1 A1 B2 A1 Q1 J1 B1 A2	D1 A1 Q1 K1 J1 A2 D1 A1 Q1 A3 G3 K1 J1 Q1 A2 B1 A3 B2 A2 B1 A3 G1 B1 A3 B2 L1 J1 B1 A2 K1 J1 B1 A2 B2 Q2 A3 C1 A1 B2 A1 Q1 J1 B1 A2	D1 A1 Q1 K1 J1 A2 D1 A1 Q1 A3 G3 K1 J1 Q1 A2 B1 A3 B2 A2 B1 A3 G1 B1 A3 B2 L1 J1 B1 A2 K1 J1 B1 A2 B2 Q1 A3 C1 A1 B2 A1 Q1 J1 Ba A2	0	1	6,11,15,19,22,25,29,33,37,39	6,11,15,19,22,25,29,33,37,39	6,11,15,19,22,29,33,37,39	25		0	0
f66r.63	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	47	PKAPLABPACBAGDAQACAQABACPKJBACKJBABACABAFAPACAB	P1 K1 A1 P2 L1 A1 B2 P2 A1 C1 B1 A3 G1 D1 A1 Q2 A3 C1 A1 Q2 A3 B2 A1 C1 P2 K1 J1 B1 A2 C1 K1 J1 B1 A2 B1 A3 C1 A1 B1 A3 F3 A1 P2 A3 C1 A3 B3	P1 K1 A1 P2 L1 A1 B2 P2 A1 C2 B1 A3 G1 D1 A1 Q2 A3 C1 A1 Q2 A3 B2 A1 C1 P2 K1 J1 B1 A2 C2 K1 J1 B1 A2 B1 A3 C1 A1 B1 A3 F3 A1 P2 A3 C1 A3 B3	P1 K1 A1 P2 L1 A1 B2 P2 A1 C2 Ba A3 G1 D1 A1 Q2 A3 C1 A1 Q2 A3 B2 A1 C1 P2 K1 J1 B1 A2 C1 K1 J1 B1 A2 B1 A3 C1 A1 B1 A3 F3 A1 P2 A3 C1 A3 B3	1	0	4,13,18,24,30,34,37,41	4,13,18,24,30,34,37,41	4,13,18,24,30,34,37,41			1	1
f66r.68	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	43	CAFABBAGBAGBABBABKJABABAFABABAFABBABACLABAC	C2 A3 F3 A1 B2 B1 A3 G1 B1 A3 G1 B1 A3 B2 B1 A1 B2 K1 J1 A1 B1 A2 B1 A3 F3 A3 B2 A2 B1 A3 F3 A3 B2 B1 A1 B2 A3 C1 L1 A2 B1 A1 C1	C2 A3 F3 A1 B2 B1 A3 G1 B1 A3 G1 B1 A3 B2 B1 A1 B2 K1 J1 A1 B1 A2 B1 A3 F3 A3 B2 A2 B1 A3 F3 A3 B2 B1 A1 B2 A3 C1 L1 A2 B1 A1 C2	C2 A3 F3 A1 B2 B1 A3 G1 B5 A3 G1 Ba A3 B2 B1 A1 B2 K1 J1 A1 B1 A2 B1 A3 F3 A3 B2 A2 B1 A3 F3 A3 B2 B1 A1 B2 A3 C1 L1 A2 B1 A1 C1	0	1	3,5,8,11,14,17,22,25,28,33,38,40	3,5,8,11,14,17,22,25,28,33,40	3,5,8,11,14,17,22,28,33	25,40	38	0	0
f66r.69	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	37	QALJADAQABBAAQAABQKKQADAQABACAAQKCABA	Q2 A1 L1 J1 A1 D1 A1 Q1 A3 B2 B1 A2 A1 Q1 A2 A1 B2 Q1 K1 K2 Q1 A2 D1 A1 Q1 A2 B1 A3 C1 A2 A1 Q1 K2 C2 A1 B2 A2	Q2 A1 L1 J1 A1 D1 A1 Q1 A3 B2 B1 A2 A1 Q1 A2 A1 B2 Q1 K1 K2 Q1 A2 D1 A1 Q1 A2 B1 A3 C1 A2 A1 Q1 K2 C2 A1 B2 A2	Q2 A1 L1 J1 A1 D1 A1 Q1 A3 B2 B1 A2 A1 Q1 A2 A1 B2 Q1 K1 K2 Q1 A2 D1 A1 Q1 A2 B1 A3 C1 A2 A1 Q1 K2 C2 A1 B2 A2	0	1	5,12,15,17,22,26,30,34	5,12,15,17,22,26,30,34	5,12,15,17,22,26,30,34			1	1
f66r.7	f66r	T	B	5	+L0	L	DIAGNOSTIC_NONPROSE	4	CABP	C2 A3 B2 P2	C2 A3 B2 P2	C2 A3 B2 P2	0	1						1	1
f66r.70	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	46	QABMAQJABAKBAQJABALJBALJQKPAKBALJABLABQJBABABA	Q2 A1 B1 M1 A2 Q1 J1 A1 B1 A2 K1 B1 A2 Q1 J1 A1 B1 A2 L1 J1 B1 A2 L1 J1 Q1 K2 P2 A2 K1 B1 A2 L1 J1 A1 B2 L1 A1 B2 Q1 J1 B1 A2 B1 A3 B2 A2	Q2 A1 B1 M1 A2 Q1 J1 A1 B1 A2 K1 B1 A2 Q1 J1 A1 B1 A2 L1 J1 B1 A2 L1 J1 Q1 K2 P2 A2 K1 B1 A2 L1 J1 A1 B2 L1 A1 B2 Q1 J1 B1 A2 B1 A3 B2 A2	Q2 A1 B1 M1 A2 Q1 J1 A1 B1 A2 K1 B1 Ab Q1 J1 A1 B1 A2 L1 J1 B1 A2 L1 J1 Q1 K2 P2 A2 K1 B1 A2 L1 J1 A1 B2 L1 A1 B2 Q1 J1 Ba A2 Ba A3 B2 A2	0	1	5,10,13,18,22,28,31,35,38,42	5,10,13,18,22,28,31,35,38,42	5,10,13,18,22,28,31,35,38,42			1	1
f66r.71	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	43	CAGKJABQABLJABAKUJBABABLABDAQJABAKABAQJKABA	C2 A3 G3 K1 J1 A1 B2 Q1 A3 B2 L1 J1 A1 B1 A2 K1 U2 J1 B1 A2 B1 A3 B2 L1 A1 B2 D1 A1 Q1 J1 A1 B1 A2 K1 A1 B1 A2 Q1 J1 K1 A1 B1 A2	C2 A3 G3 K1 J1 A1 B2 Q1 A3 B2 L1 J1 A1 B1 A2 K1 U2 J1 B1 A2 B1 A3 B2 L1 A1 B2 D1 A1 Q1 J1 A1 B1 A2 K1 A1 B1 A2 Q1 J1 K1 A1 B1 A2	C1 A3 G3 K1 J1 A1 B2 Q1 A3 B2 L1 J1 A1 B1 Ab K1 U2 J1 Ba A2 Ba A3 B2 L1 A1 B2 D1 A1 Q1 J1 A1 B1 A2 K1 A1 B1 A2 Q1 J1 K1 A1 Ba A2	0	1	3,7,10,15,20,23,26,33,37	3,7,10,15,20,23,26,33,37	3,7,10,15,20,23,26,33,37			1	1
f66r.72	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	43	CLJBAAQKBAAQKABALJAUAABBBBLJBAKAQKAKJQJAKJA	C2 L1 J1 B1 A2 A1 Q2 K2 B1 A2 A2 Q1 K2 A1 B1 A2 L1 J1 A1 U2 A2 A1 B2 B2 B1 B2 L1 J1 B1 A2 K1 A1 Q1 K2 A2 K1 J1 Q1 J1 A2 K1 J1 A2	C2 L1 J1 B1 A2 A1 Q2 K2 B1 A2 A2 Q1 K2 A1 B1 A2 L1 J1 A1 U2 A2 A1 B2 B2 B1 B2 L1 J1 B1 A2 K1 A1 Q1 K2 A2 K1 J1 Q1 J1 A2 K1 J1 A2	C2 L1 J1 B1 A2 A1 Q2 K2 B1 A2 A2 Q1 K2 A1 B1 A2 L1 J1 A1 U2 A2 A1 B2 B2 B1 B2 L1 J1 Ba A2 K1 A1 Q1 K2 A2 K1 J1 Q1 J1 A2 K1 J1 A2	0	1	5,10,16,21,23,25,30,35,40	5,10,16,21,23,25,30,35,40	5,10,16,21,25,30,35,40	23		0	0
f66r.73	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	43	ALKABDAQKABDAQABDAQAKUJBALJABKJABKJQAKJABAC	A2 L1 K2 A1 B1 D1 A1 Q2 K2 A1 B1 D1 A1 Q2 A1 B2 D1 A1 Q1 A2 K1 U1 J1 B1 A2 L1 J1 A2 B1 K1 J1 A1 B2 K1 J1 Q1 A2 K1 J1 A1 B1 A1 C1	A2 L1 K2 A1 B1 D1 A1 Q2 K2 A1 B1 D1 A1 Q2 A1 B2 D1 A1 Q1 A2 K1 U1 J1 B1 A2 L1 J1 A2 B1 K1 J1 A1 B2 K1 J1 Q1 A2 K1 J1 A1 B1 A1 C1	A2 L1 K2 A1 B1 D1 A1 Q2 K2 A1 B1 D1 A1 Q2 A1 B2 D1 A1 Q1 A2 K1 U1 J1 Ba A2 L1 J1 A2 B1 K1 J1 A1 B2 K1 J1 Q1 A2 K1 J1 A1 B1 A1 C1	0	1	5,11,16,20,25,28,33,37,40	5,11,16,20,25,28,33,37,40	5,11,16,20,25,28,33,37	40		0	0
f66r.75	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	45	QKJALJACAQJABABPKKCABACABQJAAQJABQLABALJUACAB	Q2 K1 J1 A1 L1 J1 A1 C1 A1 Q2 J1 A1 B1 A2 B2 P1 K1 K2 C2 A1 B2 A3 C1 A3 B2 Q1 J1 A2 A1 Q2 J1 A2 B2 Q2 L1 A1 B2 A2 L1 J1 U2 A2 C1 A1 B2	Q2 K1 J1 A1 L1 J1 A1 C1 A1 Q2 J1 A1 B1 A2 B2 P1 K1 K2 C2 A1 B2 A3 C1 A3 B2 Q1 J1 A2 A1 Q2 J1 A2 B2 Q2 L1 A1 B2 A2 L1 J1 U2 A2 C1 A1 B2	Q2 K1 J1 A1 L1 J1 A1 C1 A1 Q2 J1 A1 B1 A2 B2 P1 K1 K2 C2 A1 B2 A3 C1 A3 B2 Q1 J1 A2 A1 Q2 J1 A2 B2 Q2 L1 A1 B2 A2 L1 J1 U2 A2 C1 A1 B2	0	1	4,8,14,19,21,23,28,32,38,42,43	4,8,14,19,21,23,28,32,38,42,43	4,8,14,19,21,23,28,32,38,42	43		0	0
f66r.76	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	42	BAGLJABDAUJBADAQJBABKJADAQABALUADAQABAQKBA	B1 A3 G1 L1 J1 A1 B2 D1 A1 U2 J1 B1 A2 D1 A1 Q1 J1 B1 A2 B2 K1 J1 A2 D1 A1 Q1 A3 B2 A2 L1 U2 A2 D1 A1 Q2 A3 B2 A1 Q2 K1 B1 A2	B1 A3 G1 L1 J1 A1 B2 D1 A1 U2 J1 B1 A2 D1 A1 Q1 J1 B1 A2 B2 K1 J1 A2 D1 A1 Q1 A3 B2 A2 L1 U2 A2 D1 A1 Q2 A3 B2 A1 Q2 K1 B1 A2	B1 A3 G1 L1 J1 A1 B2 D1 A1 U2 J1 B1 A2 D1 A1 Q1 J1 Ba A2 B2 K1 J1 A2 D1 A1 Q1 A3 B2 A2 L1 U2 A2 D1 A1 Q2 A3 B2 A1 Q2 K1 Ba A2	0	1	3,7,13,19,23,29,32,37	3,7,13,19,23,29,32,37	3,7,13,19,23,29,32,37			1	1
f66r.77	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	44	DAQJAACABQJABDAQABKJAQAAQKBAKABALJABADAQABBA	D1 A1 Q1 J1 A2 A3 C1 A1 B2 Q1 J1 A1 B2 D1 A1 Q1 A3 B2 K1 J1 A1 Q1 A2 A2 Q1 K1 B1 A2 K1 A1 B1 A2 L1 J1 A1 B1 A2 D1 A1 Q1 A2 B2 B1 A2	D1 A1 Q1 J1 A2 A3 C1 A1 B2 Q1 J1 A1 B2 D1 A1 Q1 A3 B2 K1 J1 A1 Q1 A2 A2 Q1 K1 B1 A2 K1 A1 B1 A2 L1 J1 A1 B1 A2 D1 A1 Q1 A2 B2 B1 A2	D1 A1 Q1 J1 A2 A3 C1 A1 B2 Q1 J1 A1 B2 D1 A1 Q1 A3 B2 K1 J1 A1 Q1 A2 A2 Q1 K1 B1 A2 K1 A1 B1 A2 L1 J1 A1 B1 A2 D1 A1 Q1 A2 B2 B1 A2	0	1	5,7,13,18,23,28,32,37,41	5,7,13,18,23,28,32,37,41	5,7,13,18,23,28,32,37,41			1	1
f66r.78	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	38	BACAGLKABBLJBABKJBAKKBALJQABBABABBABAG	B1 A1 C1 A3 G1 L1 K2 A1 B2 B2 L1 J1 B1 A2 B2 K1 J1 B1 A2 K1 K2 B1 A2 L1 J1 Q1 A1 B2 B1 A3 B2 A1 B2 B2 A1 B1 A3 G1	B1 A1 C1 A3 G1 L1 K2 A1 B2 B2 L1 J1 B1 A2 B2 K1 J1 B1 A2 K1 K2 B1 A2 L1 J1 Q1 A1 B2 B1 A3 B2 A1 B2 B2 A1 B1 A3 G1	B1 A1 C1 Aa G1 L1 K2 A1 B2 B2 L1 J1 B1 A2 B2 K1 J1 B1 A2 K1 K2 B1 A2 L1 J1 Q1 A1 B2 B1 A3 B2 A1 B2 B2 A1 Ba A3 G1	0	1	3,5,9,14,19,23,28,33	3,5,9,14,19,23,28,33	3,5,9,14,19,23,28,33			1	1
f66r.79	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	40	LJABAQKABBAGAQABKJBAPKJBAQABADAQKJBATJBA	L1 J1 A1 B2 A1 Q2 K2 A2 B2 B1 A3 G1 A1 Q1 A3 B2 K1 J1 B1 A2 P1 K1 J1 B1 A2 Q1 A1 B1 A2 D1 A1 Q2 K1 J1 B1 A2 T1 J1 B1 A2	L1 J1 A1 B2 A1 Q2 K2 A2 B2 B1 A3 G1 A1 Q1 A3 B2 K1 J1 B1 A2 P1 K1 J1 B1 A2 Q1 A1 B1 A2 D1 A1 Q2 K1 J1 B1 A2 T1 J1 B1 A2	L1 J1 A1 B2 A1 Q2 K2 A2 B2 B1 A3 G1 A1 Q1 A3 B2 K1 J1 Ba A2 P1 K1 J1 Ba A2 Q1 A1 B1 A2 D1 A1 Q2 K1 J1 B1 A2 T2 J1 Ba A2	0	1	4,8,12,20,25,29,36	4,8,12,20,25,29,36	4,8,12,20,25,29,36			1	0
f66r.8	f66r	T	B	5	+L0	L	DIAGNOSTIC_NONPROSE	4	PACA	P2 A3 C1 A2	P2 A3 C1 A2	P2 A3 C1 A2	0	1						1	1
f66r.80	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	37	BAGLJADAQJABACAGLKBALUABQJABDAQABBQAC	B1 A3 G1 L1 J1 A2 D1 A1 Q2 J1 A1 B2 A2 C1 A3 G1 L1 K2 B1 A2 L1 U2 A2 B2 Q1 J1 A1 B2 D1 A1 Q1 A1 B2 B1 Q1 A3 C1	B1 A3 G1 L1 J1 A2 D1 A1 Q2 J1 A1 B2 A2 C1 A3 G1 L1 K2 B1 A2 L1 U2 A2 B2 Q1 J1 A1 B2 D1 A1 Q1 A1 B2 B1 Q1 A3 C1	B1 A3 G1 L1 J1 A2 D1 A1 Q2 J1 A1 B2 A2 C1 A3 G1 L1 K2 B1 A2 L1 U2 A2 B2 Q1 J1 A1 B2 D1 A1 Q1 A1 B2 B1 Q1 A3 C1	0	1	3,6,13,16,20,23,28,33	3,6,13,16,20,23,28,33	3,6,13,16,20,23,28,33			1	1
f66r.81	f66r	T	B	5	+P0	P	CONFIRMED_PROSE	23	BKJABQKBAKJQALJQABALUAC	B2 K1 J1 A2 B2 Q1 K2 B1 A2 K1 J1 Q2 A2 L1 J1 Q1 A3 B2 A2 L1 U1 A3 C1	B2 K1 J1 A2 B2 Q1 K2 B1 A2 K1 J1 Q2 A2 L1 J1 Q1 A3 B2 A2 L1 U1 A3 C1	B2 K1 J1 Ab B2 Q1 K2 Ba A2 K1 J1 Q2 A2 L1 J1 Q1 A3 B2 A2 L1 U1 A3 C1	0	1	4,9,13,19	4,9,13,19	4,9,13,19			1	1
f66r.9	f66r	T	B	5	+L0	L	DIAGNOSTIC_NONPROSE	6	DAQJCA	D1 A1 Q2 J1 C2 A2	D1 A1 Q2 J1 C2 A2	D1 A1 Q2 J1 C2 A2	0	1						1	1
f66v.12	f66v	H	B	5	+P0	P	CONFIRMED_PROSE	40	DJQACAQJBAKJQABABKJQABKUAQABQABBACKQKABA	D1 J1 Q1 A3 C1 A1 Q1 J1 B1 A2 K1 J1 Q1 A2 B1 A3 B2 K1 J1 Q1 A3 B2 K1 U1 A2 Q1 A3 B2 Q1 A3 B2 B1 A3 C1 K1 Q1 K1 A1 B1 A2	D1 J1 Q1 A3 C1 A1 Q1 J1 B1 A2 K1 J1 Q1 A2 B1 A3 B2 K1 J1 Q1 A3 B2 K1 U1 A2 Q1 A3 B2 Q1 A3 B2 B1 A3 C1 K1 Q1 K1 A1 B1 A2	D1 J1 Q1 A3 C1 A1 Q1 J1 Ba A2 K1 J1 Q1 A2 B1 A3 B2 K1 J1 Q1 A3 B2 K1 U1 A2 Q1 A3 B2 Q1 A3 B2 B1 A3 C1 K1 Q1 K2 A1 B1 A2	1	0	5,10,14,17,22,25,28,31,34	5,10,14,17,22,25,28,31,34	5,10,14,17,22,25,28,31,34			1	1
f66v.13	f66v	H	B	5	+P0	P	CONFIRMED_PROSE	35	ABKCLJABAGBABQABAQJBAGLJBACAQKBAAQA	A2 B1 K2 C2 L1 J1 A2 B1 A3 G1 B1 A3 B2 Q1 A3 B2 A2 Q1 J1 B1 A3 G1 L1 J1 B1 A3 C1 A1 Q1 K1 B1 A2 A1 Q2 A2	A2 B1 K2 C2 L1 J1 A2 B1 A3 G1 B1 A3 B2 Q1 A3 B2 A2 Q1 J1 B1 A3 G1 L1 J1 B1 A3 C1 A1 Q1 K1 B1 A2 A1 Q2 A2	A2 B1 K2 C2 L1 J1 A2 B1 A3 G1 B1 A3 B2 Q1 A3 B2 A2 Q1 J1 B1 A3 G1 L1 J1 B1 A3 C1 A1 Q1 K1 B1 A2 A1 Q2 A2	1	0	4,7,10,16,22,27,32	4,7,10,16,22,27,32	4,7,10,16,22,27,32			1	1
f66v.2	f66v	H	B	5	+P0	P	CONFIRMED_PROSE	43	QJABABQKJBABLJAAQLJBAAQKBABKKQABABBADAQABCA	Q2 J1 A1 B1 A3 B2 Q2 K1 J1 B1 A2 B1 L1 J1 A2 A1 Q1 L1 J1 B1 A2 A1 Q1 K2 B1 A2 B1 K1 K2 Q1 A2 B1 A3 B2 B1 A2 D1 A1 Q2 A3 B2 C2 A2	Q2 J1 A1 B1 A3 B2 Q2 K1 J1 B1 A2 B1 L1 J1 A2 A1 Q1 L1 J1 B1 A2 A1 Q1 K2 B1 A2 B1 K1 K2 Q1 A2 B1 A3 B2 B1 A2 D1 A1 Q2 A3 B2 C2 A2	Q2 J1 A1 B1 A3 B2 Q2 K1 J1 B1 A2 B1 L1 J1 A2 A1 Q1 L1 J1 B1 A2 A1 Q1 K2 Ba A2 Ba K1 K2 Q1 A2 Ba A3 B2 B1 A2 D1 A1 Q2 A3 B2 C2 A2	1	0	6,11,15,21,26,31,36,41	6,11,15,21,26,31,36,41	6,11,15,21,26,31,36,41			1	1
f66v.5	f66v	H	B	5	+P0	P	CONFIRMED_PROSE	24	LBALJBJPABDAQJBAKAQABBAB	L1 B1 A2 L1 J1 B1 J1 P2 A3 B3 D1 A1 Q1 J1 B1 A2 K1 A1 Q1 A3 B2 B1 A3 B2	L1 B1 A2 L1 J1 B1 J1 P2 A3 B3 D1 A1 Q1 J1 B1 A2 K1 A1 Q1 A3 B2 B1 A3 B2	L1 B1 Ab L1 J1 Ba J1 P2 A3 B3 D1 A1 Q1 J1 B1 A2 K1 A1 Q1 A3 B2 B1 A3 B2	0	1	3,10,16,21	3,10,16,21	3,10,16,21			1	1
f66v.7	f66v	H	B	5	+P0	P	CONFIRMED_PROSE	41	DAQJACLJABAKJQJACKABAQAQABADAQKBAKUBAQKBA	D1 A1 Q1 J1 A1 C2 L1 J1 A1 B1 A2 K1 J1 Q1 J1 A1 C2 K1 A1 B1 A2 Q1 A1 Q2 A1 B1 A2 D1 A1 Q2 K1 B1 A2 K1 U1 B1 A2 Q2 K1 B1 A2	D1 A1 Q1 J1 A1 C2 L1 J1 A1 B1 A2 K1 J1 Q1 J1 A1 C1 K1 A1 B1 A2 Q1 A1 Q2 A1 B1 A2 D1 A1 Q2 K1 B1 A2 K1 U1 B1 A2 Q2 K1 B1 A2	D1 A1 Q1 J1 A1 C2 L1 J1 A1 B1 A2 K1 J1 Q1 J1 A1 C2 K1 A1 Ba A2 Q1 A1 Q2 A1 B1 A2 D1 A1 Q2 K1 B1 A2 K1 U1 B1 A2 Q2 K1 Ba A2	0	1	6,11,17,21,27,33,36	6,11,17,21,27,33,36	6,11,17,21,27,33,36			1	1
f66v.9	f66v	H	B	5	+P0	P	CONFIRMED_PROSE	40	PABALJABAKPABACLKAPKBBAKJACKCJAQKADAPKAB	P1 A1 B1 A2 L1 J1 A1 B1 A2 K1 P1 A3 B1 A3 C1 L1 K2 A2 P2 K1 B1 B2 A2 K1 J1 A1 C2 K2 C2 J1 A2 Q1 K1 A2 D1 A1 P2 K1 A3 B2	P1 A1 B1 A2 L1 J1 A1 B1 A2 K1 P1 A3 B1 A3 C1 L1 K2 A2 P2 K2 B1 B2 A2 K1 J1 A1 C2 K2 C2 J1 A2 Q1 K1 A2 D1 A1 P2 K1 A3 B2	P1 A1 B1 A2 L1 J1 A1 B1 A2 K1 P1 A3 B5 A3 C1 L1 K2 A2 P2 K1 B1 B2 A2 K1 J1 A1 C2 K2 C2 J1 A2 Q1 K1 A2 D1 A1 P2 K1 A3 B2	0	1	4,9,15,18,23,31,34	4,9,15,18,23,31,34	4,9,15,18,23,31,34			1	1
f67r1.1	f67r1	A		4	@P0	P	DIAGNOSTIC_NONPROSE	36	QKABAGLJAJPAFABAACAGAQKAJALJAJPAGAAG	Q2 K2 A1 B1 A3 G1 L1 J1 A2 J1 P1 A3 F3 A1 B1 A2 A1 C2 A3 G1 A2 Q2 K2 A1 J1 A2 L1 J1 A2 J1 P1 A3 G1 A1 A3 G1	Q2 K2 A1 B1 A3 G1 L1 J1 A2 J1 P1 A3 F3 A1 B1 A2 A1 C2 A3 G1 A2 Q2 K2 A1 J1 A2 L1 J1 A2 J1 P1 A3 G1 A1 A3 G1	Q2 K2 A1 B1 A3 G1 L1 J1 A2 J1 P1 A3 F3 A1 B1 A2 A1 C2 A3 G1 A2 Q2 K2 A1 J1 A2 L1 J1 A2 J1 P1 A3 G1 A1 A3 G1	0	1	6,9,16,20,26,29,33,34	6,9,16,20,26,29,33,34	6,9,16,20,26,29,33	34		0	0
f67r1.12	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	5	CACAG	C2 A1 C2 A3 G3	C2 A1 C2 A3 G3	C2 A1 C2 A3 G3	0	1						1	1
f67r1.13	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	7	AQKABAC	A1 Q2 K2 A2 B1 A3 C1	A1 Q2 K2 A2 B1 A3 C1	A1 Q2 K2 A2 B1 A3 C1	0	1	4	4	4			1	1
f67r1.14	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	6	AQABAG	A2 Q2 A1 B1 A3 G3	A2 Q2 A1 B1 A3 G3	A2 Q2 A1 B1 A3 G3	0	1	3	3		3		0	0
f67r1.15	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	6	LJACAB	L1 J1 A1 C2 A3 B3	L1 J1 A1 C2 A3 B3	L1 J1 A1 C2 A3 B3	0	1						1	1
f67r1.16	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	6	AQKABA	A2 Q1 K2 A1 B1 A2	A2 Q1 K2 A1 B1 A2	A2 Q1 K2 A1 B1 A2	0	1						1	1
f67r1.17	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	8	AQJABCAB	A1 Q1 J1 A1 B2 C2 A3 B2	A1 Q1 J1 A1 B2 C2 A3 B2	A1 Q1 J1 A1 B2 C2 A3 B2	0	1	5	5	5			1	1
f67r1.18	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	7	AQKACAC	A1 Q1 K2 A2 C2 A3 C1	A1 Q1 K2 A2 C2 A3 C1	A1 Q1 K2 A2 C2 A3 C1	0	1	4	4	4			1	1
f67r1.19	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	6	BABACA	B1 A3 B2 A3 C1 A2	B1 A3 B2 A3 C1 A2	B1 A3 B2 A3 C1 A2	0	1						1	1
f67r1.4	f67r1	A		4	+P0	P	DIAGNOSTIC_NONPROSE	29	KJABAGKJQKACACAFCAACKKABAFUJA	K1 J1 A1 B1 A3 G1 K1 J1 Q1 K2 A2 C2 A3 C1 A3 F3 C2 A1 A3 C1 K1 K2 A2 B1 A3 F3 U2 J1 A2	K1 J1 A1 B1 A3 G1 K1 J1 Q1 K2 A2 C2 A3 C1 A3 F3 C2 A1 A3 C1 K1 K2 A2 B1 A3 F3 U2 J1 A2	K1 J1 A1 B1 A3 G1 K1 J1 Q1 K2 A2 C2 A3 C1 A3 F3 C2 A1 A3 C1 K1 K2 A2 Ba A3 F3 U2 J1 A2	1	0	6,11,12,14,16,17,18,20,23,26	6,11,12,14,16,20,23,26	6,11,14,16,20,23,26	12	17,18	0	0
f67r1.8	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	6	AQABBA	A1 Q2 A3 B2 B1 A2	A1 Q2 A3 B2 B1 A2	A1 Q2 A3 B2 B1 A2	0	1						1	1
f67r1.9	f67r1	A		4	@Ri	R	DIAGNOSTIC_NONPROSE	5	AQAQA	A1 Q2 A1 Q1 A2	A1 Q2 A1 Q1 A2	A1 Q2 A1 Q1 A2	0	1						1	1
f67r2.10	f67r2	A		4	&L0	L	DIAGNOSTIC_NONPROSE	11	BQLAQKAAQAC	B2 Q1 L1 A2 Q1 K1 A2 A1 Q1 A3 C1	B2 Q1 L1 A2 Q1 K1 A2 A1 Q1 A3 C1	B2 Q1 L1 A2 Q1 K1 A2 A1 Q1 A3 C1	0	1	4,7	7	7		4	0	0
