record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
2628	f84r.38|S01	f84r.38	f84r	B	B	2	+P1	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	8	35	CAC ABKBA BLJBA DAQKA BAB AQJBA AQKAC ABQA	C2 A1 C1 | A1 B2 K1 B1 A2 | B2 L1 J1 B1 A2 | D1 A1 Q1 K1 A2 | B1 A1 B2 | A1 Q2 J1 B1 A2 | A2 Q2 K1 A1 C1 | A1 B2 Q1 A2	C2 A1 C1 | A1 B2 K1 B1 A2 | B2 L1 J1 B1 A2 | D1 A1 Q1 K1 A2 | B1 A1 B2 | A1 Q2 J1 B1 A2 | A2 Q2 K1 A1 C1 | A1 B2 Q1 A2	C2 A1 C1 | A1 B2 K1 B1 A2 | B2 L1 J1 Ba A2 | D1 A1 Q1 K1 A2 | B1 Aa B2 | A1 Q2 J1 Ba A2 | A2 Q2 K1 A1 C1 | A1 B2 Q1 A2	sor olchdy lshedy qokchy dol otedy ytchor olky	sor olchdy lshedy qokchy dol otedy ytchor olky	sor olchdy lshedy qokchy dal otedy ytchor olky	5	0.625000	7	0.875000	7	7	1.000000	7	0	20	27	0.259259	5	16	0.312500	4	3	4	12	43	0.279070	READING_OR_BOUNDARY_VARIANT	F:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:ABKBA{adj=UUUU;fl=I;ec=I;o=0;c=1;p=-} | C:BLJBA{adj=UFUU;fl=F;ec=U;o=1;c=0;p=LJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | L:ABQA{adj=UUU;fl=I;ec=I;o=0;c=2;p=-}	0	B|B	0	0
2629	f84r.39|S01	f84r.39	f84r	B	B	2	+P1	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	29	BLJBA LKBA DAQJBA KJBA QKBA DAQKBA	B1 L1 J1 B1 A2 | L1 K2 B1 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | Q2 K2 B1 A2 | D1 A1 Q1 K2 B1 A2	B1 L1 J1 B1 A2 | L1 K2 B1 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | Q2 K2 B1 A2 | D1 A1 Q1 K2 B1 A2	B1 L1 J1 B1 A2 | Lb K2 B1 A2 | D1 A1 Q1 J1 Ba A2 | K1 J1 Ba A2 | Q2 K2 B1 A2 | D1 A1 Q1 K2 B1 A2	dshedy sheedy qokedy chedy teedy qokeedy	dshedy sheedy qokedy chedy teedy qokeedy	dshedy sheedy qokedy chedy teedy qokeedy	3	0.500000	6	1.000000	5	5	1.000000	8	0	15	23	0.347826	6	12	0.500000	2	1	5	14	35	0.400000	READING_OR_BOUNDARY_VARIANT	F:BLJBA{adj=UFUU;fl=F;ec=U;o=1;c=0;p=LJ} | C:LKBA{adj=UUU;fl=I;ec=C;o=0;c=0;p=-} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:QKBA{adj=FUU;fl=I;ec=U;o=2;c=0;p=QK} | L:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK}	0	B|B	0	0
2630	f84r.44|S01	f84r.44	f84r	B	B	2	+P1	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	8	27	AQJBA DAQJBA KUA AB KUA BAC AC ACA	A2 Q1 J1 B1 A2 | D1 A1 Q2 J1 B1 A2 | K1 U2 A2 | A1 B2 | K1 U2 A2 | B1 A3 C1 | A3 C1 | A1 C1 A2	A2 Q1 J1 B1 A2 | D1 A1 Q2 J1 B1 A2 | K1 U2 A2 | A1 B2 | K1 U2 A2 | B1 A3 C1 | A3 C1 | A1 C2 A2	A2 Q1 J1 Ba A2 | D1 A1 Q2 J1 B1 A2 | K1 U2 A2 | A1 B2 | K1 U2 A2 | B1 A3 C1 | A3 C1 | A1 C1 A2	ykedy qotedy chcthy ol chcthy dar ar ory	ykedy qotedy chcthy ol chcthy dar ar osy	ykedy qotedy chcthy ol chcthy dar ar ory	6	0.750000	7	0.875000	7	5	0.714286	3	0	16	19	0.157895	7	16	0.437500	2	6	2	10	35	0.285714	READING_OR_BOUNDARY_VARIANT	F:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:ACA{adj=UU;fl=L;ec=E;o=0;c=2;p=-}	0	B|B	0	0
2631	f84r.47|S01	f84r.47	f84r	B	B	2	@Lt	L	DIAGNOSTIC_NONPROSE	1	1	SINGLE	0	0	1	5	AQABA	A1 Q2 A3 B2 A2	A1 Q2 A3 B2 A2	A1 Q2 A3 B2 A2	otaly	otaly	otaly	1	1.000000	1	1.000000	0	0	1.000000	1	0	3	4	0.250000	0	2	0.000000	0	0	1	1	6	0.166667	ALL_MEMBER_AND_BOUNDARY_STABLE	S:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ}	0	B|B	0	0
2632	f84v.1|S01	f84v.1	f84v	B	B	2	@P1	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	17	AQBA BAC KBA BAC ACAB	A1 Q2 B1 A2 | B1 A3 C1 | K1 B1 A2 | B1 A3 C1 | A1 C1 A3 B3	A1 Q2 B1 A2 | B1 A3 C1 | K1 B1 A2 | B1 A3 C1 | A1 C1 A3 B3	A1 Q2 Ba A2 | B1 A3 C1 | K1 B1 A2 | B1 A3 C1 | A1 C1 A3 B3	otdy dar chdy dar oram	otdy dar chdy dar oram	otdy dar chdy dar oram	4	0.800000	5	1.000000	4	4	1.000000	1	1	10	12	0.166667	2	10	0.200000	2	4	1	4	22	0.181818	READING_OR_BOUNDARY_VARIANT	F:AQBA{adj=FDU;fl=I;ec=I;o=0;c=0;p=AQ} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KBA{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	0	B|B	0	0
2633	f84v.2|S01	f84v.2	f84v	B	B	2	+P1	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	15	CAG AQMA CAB AQABA	C2 A1 G1 | A1 Q1 M1 A2 | C2 A1 B2 | A1 Q1 A3 B2 A2	C2 A1 G1 | A1 Q1 M1 A2 | C2 A1 B2 | A1 Q1 A3 B2 A2	C2 A1 G1 | A1 Q1 M1 A2 | C2 A1 B2 | A1 Q1 A3 B2 A2	soiin okeeey sol okaly	soiin okeeey sol okaly	soiin okeeey sol okaly	4	1.000000	4	1.000000	3	3	1.000000	2	0	9	11	0.181818	2	8	0.250000	3	1	2	4	19	0.210526	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | C:AQMA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | L:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ}	0	B|B	0	0
2634	f84v.3|S01	f84v.3	f84v	B	B	2	@P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	30	QAC LJBA AQJBA DAQJBA AQJBAC TBACAB	Q1 A1 C1 | L1 J1 B1 A2 | A1 Q2 J1 B1 A2 | D1 A1 Q2 J1 B1 A2 | A1 Q2 J1 B1 A3 C1 | T2 B1 A3 C1 A1 B2	Q1 A1 C1 | L1 J1 B1 A2 | A1 Q2 J1 B1 A2 | D1 A1 Q2 J1 B1 A2 | A1 Q2 J1 B1 A3 C1 | T2 B1 A1 C1 A1 B2	Q1 A1 C1 | Lb J1 B1 A2 | A1 Q2 J1 Ba A2 | D1 A1 Q2 J1 B1 A2 | A1 Q2 J1 B1 A3 C1 | T2 B1 A1 C1 A1 B2	kor shedy otedy qotedy otedar cfhdarol	kor shedy otedy qotedy otedar cfhdorol	kor shedy otedy qotedy otedar cfhdorol	3	0.500000	5	0.833333	5	5	1.000000	5	0	19	24	0.208333	4	12	0.333333	2	2	4	9	36	0.250000	READING_OR_BOUNDARY_VARIANT	F:QAC{adj=UU;fl=F;ec=U;o=4;c=0;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:AQJBAC{adj=FUUUU;fl=I;ec=I;o=2;c=0;p=AQ} | L:TBACAB{adj=UUUUU;fl=I;ec=I;o=0;c=2;p=-}	0	B|B	0	0
2635	f84v.5|S01	f84v.5	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	7	28	DAQKA AQKBA LJBA DAQKB AC AQKBA CA	D1 A1 Q1 K2 A2 | A1 Q2 K2 B1 A2 | L1 J1 B1 A2 | D1 A1 Q1 K2 B1 | A1 C1 | A1 Q1 K2 B1 A2 | C1 A2	D1 A1 Q1 K2 A2 | A1 Q2 K2 B1 A2 | L1 J1 B1 A2 | D1 A1 Q1 K2 B1 | A1 C1 | A1 Q1 K2 B1 A2 | C1 A2	D1 A1 Q1 K2 Ab | A1 Q2 K2 B1 A2 | L1 J1 Ba A2 | D1 A1 Q1 K2 B1 | A1 C1 | A1 Q1 K2 B1 A2 | C1 A2	qokeey oteedy shedy qokeed or okeedy ry	qokeey oteedy shedy qokeed or okeedy ry	qokeey oteedy shedy qokeed or okeedy ry	5	0.714286	7	1.000000	6	6	1.000000	11	0	10	21	0.523810	4	14	0.285714	3	4	5	15	35	0.428571	READING_OR_BOUNDARY_VARIANT	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKB{adj=FFFU;fl=I;ec=U;o=0;c=1;p=DAQK} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | L:CA{adj=U;fl=L;ec=E;o=2;c=2;p=-}	0	B|B	0	0
2636	f84v.6|S01	f84v.6	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	24	AQKBA DAKBA ABQKA LJQA DAQKA	A2 Q1 K2 B1 A2 | D1 A1 K2 B1 A2 | A1 B2 Q1 K2 A2 | L1 J1 Q1 A2 | D1 A1 Q1 K2 A2	A2 Q1 K2 B1 A2 | D1 A1 K2 B1 A2 | A1 B2 Q1 K2 A2 | L1 J1 Q1 A2 | D1 A1 Q1 K2 A2	A2 Q1 K2 B1 A2 | D1 A1 K2 B1 A2 | A1 B2 Q1 K2 A2 | L1 J1 Q1 A2 | D1 A1 Q1 K2 A2	ykeedy qoeedy olkeey sheky qokeey	ykeedy qoeedy olkeey sheky qokeey	ykeedy qoeedy olkeey sheky qokeey	5	1.000000	5	1.000000	4	4	1.000000	8	1	10	19	0.473684	1	10	0.100000	2	2	5	10	29	0.344828	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAKBA{adj=FDUU;fl=I;ec=I;o=0;c=0;p=DA} | C:ABQKA{adj=UUFU;fl=I;ec=U;o=1;c=1;p=QK} | C:LJQA{adj=FUU;fl=I;ec=U;o=0;c=2;p=LJ} | L:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK}	1	B|B	24	0
2637	f84v.8|S01	f84v.8	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	30	DAQJBA AQJBA DAQKBA AQKBA LJBA DAQA	D1 A1 Q1 J1 B1 A2 | A1 Q1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q1 K2 B1 A2 | L1 J1 B1 A2 | D1 A1 Q1 A2	D1 A1 Q1 J1 B1 A2 | A1 Q1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q1 K2 B1 A2 | L1 J1 B1 A2 | D1 A1 Q1 A2	D1 A1 Q1 J1 B1 A2 | A1 Q1 J1 Ba A2 | D1 A1 Q1 K2 Ba A2 | A1 Q1 K2 B1 A2 | Lb J1 B1 A2 | D1 A1 Q1 A2	qokedy okedy qokeedy okeedy shedy qoky	qokedy okedy qokeedy okeedy shedy qoky	qokedy okedy qokeedy okeedy shedy qoky	3	0.500000	6	1.000000	5	5	1.000000	11	0	13	24	0.458333	5	12	0.416667	0	2	6	16	36	0.444444	READING_OR_BOUNDARY_VARIANT	F:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | L:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ}	0	B|B	0	0
2638	f84v.10|S01	f84v.10	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	7	33	DAQKB AQJBA LKBA DAQKBA DAKBA AQKBA BAB	D1 A1 Q2 K2 B1 | A1 Q2 J1 B1 A2 | L1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 K2 B1 A2 | A1 Q1 K2 B1 A2 | B1 A3 B3	D1 A1 Q2 K2 B1 | A1 Q2 J1 B1 A2 | L1 K2 B1 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 K2 B1 A2 | A1 Q1 K2 B1 A2 | B1 A3 B3	D1 A1 Q2 K2 B1 | A1 Q2 J1 B1 Ab | L1 K2 Ba Ab | D1 A1 Q1 K2 B1 A2 | D1 A1 K2 B1 Ab | A1 Q1 K2 Ba A2 | B1 A3 B3	qoteed otedy sheedy qokeedy qoeedy okeedy dam	qoteed otedy sheedy qokeedy qoeedy okeedy dam	qoteed otedy sheedy qokeedy qoeedy okeedy dam	3	0.428571	7	1.000000	6	6	1.000000	10	1	15	26	0.423077	4	14	0.285714	0	2	5	15	40	0.375000	READING_OR_BOUNDARY_VARIANT	F:DAQKB{adj=FFFU;fl=I;ec=U;o=0;c=1;p=DAQK} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:LKBA{adj=UUU;fl=I;ec=C;o=0;c=0;p=-} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DAKBA{adj=FDUU;fl=I;ec=I;o=0;c=0;p=DA} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	0	B|B	0	0
2639	f84v.12|S01	f84v.12	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	9	43	DAQKC DAQJBA AQJBA LJBA DAQJBA BAB ABQKBA BAB QKBAB	D1 A1 Q1 K2 C2 | D1 A1 Q1 J1 B1 A2 | A1 Q2 J1 B1 A2 | L1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | B1 A1 B2 | A1 B2 Q1 K2 B1 A2 | B1 A1 B2 | Q2 K2 B1 A3 B3	D1 A1 Q1 K2 C2 | D1 A1 Q1 J1 B1 A2 | A1 Q2 J1 B1 A2 | L1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | B1 A1 B2 | A1 B2 Q1 K2 B1 A2 | B1 A1 B2 | Q2 K2 B1 A3 B3	D1 A1 Q1 K2 C2 | D1 A1 Q2 J1 B1 A2 | A1 Q2 J1 B1 A2 | L1 J1 Ba A2 | D1 A1 Q1 J1 B1 A2 | B1 A1 B2 | A1 B2 Q1 K2 Ba A2 | B1 A1 B2 | Q2 K2 B1 A3 B3	qokees qokedy otedy shedy qokedy dol olkeedy dol teedam	qokees qokedy otedy shedy qokedy dol olkeedy dol teedam	qokees qotedy otedy shedy qokedy dol olkeedy dol teedam	6	0.666667	8	0.888889	8	8	1.000000	11	1	22	34	0.352941	6	18	0.333333	2	5	7	18	52	0.346154	READING_OR_BOUNDARY_VARIANT	F:DAQKC{adj=FFFD;fl=I;ec=I;o=2;c=0;p=DAQK} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:ABQKBA{adj=UUFUU;fl=I;ec=U;o=0;c=1;p=QK} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | L:QKBAB{adj=FUUU;fl=I;ec=I;o=2;c=2;p=QK}	0	B|B	0	0
2640	f84v.13|S01	f84v.13	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	10	48	LJBAB KJBA AQJBA AQAB KUJBA DAQJBA BAQJBA BAB BQKA DAQABA	L1 J1 B1 A1 B2 | K1 J1 B1 A2 | A1 Q1 J1 B1 A2 | A1 Q2 A3 B2 | K1 U1 J1 B1 A2 | D1 A1 Q2 J1 B1 A2 | B1 A1 Q1 J1 B1 A2 | B1 A1 B2 | B2 Q1 K2 A2 | D1 A1 Q1 A2 B1 A2	L1 J1 B1 A1 B2 | K1 J1 B1 A2 | A1 Q1 J1 B1 A2 | A1 Q2 A1 B2 | K1 U1 J1 B1 A2 | D1 A1 Q2 J1 B1 A2 | B1 A1 Q1 J1 B1 A2 | B1 A1 B2 | B2 Q1 K2 A2 | D1 A1 Q1 A2 B1 A2	L1 J1 B1 A1 B2 | K1 J1 B1 A2 | A1 Q1 J1 Ba A2 | A1 Q2 A1 B2 | K1 U1 J1 Ba A2 | D1 A1 Q2 J1 B1 A2 | B1 A1 Q1 J1 B1 A2 | B1 A1 B2 | B2 Q1 K2 A2 | D1 A1 Q1 A2 B1 A2	shedol chedy okedy otal chckhedy qotedy dokedy dol lkeey qokydy	shedol chedy okedy otol chckhedy qotedy dokedy dol lkeey qokydy	shedol chedy okedy otol chckhedy qotedy dokedy dol lkeey qokydy	7	0.700000	9	0.900000	9	9	1.000000	10	0	28	38	0.263158	6	20	0.300000	1	7	8	16	58	0.275862	READING_OR_BOUNDARY_VARIANT	F:LJBAB{adj=FUUU;fl=I;ec=I;o=0;c=3;p=LJ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KUJBA{adj=UUUU;fl=I;ec=I;o=0;c=2;p=-} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:BAQJBA{adj=UFUUU;fl=I;ec=I;o=0;c=1;p=AQ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:BQKA{adj=UFU;fl=I;ec=U;o=1;c=1;p=QK} | L:DAQABA{adj=FFUUU;fl=I;ec=U;o=0;c=0;p=DAQ}	0	B|B	0	0
2641	f84v.14|S01	f84v.14	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	13	50	BLJA ABQKA BAB AB AQJBA AQJBA AQJBA DAQJBA BAB BAC AB KJBA CAF	B1 L1 J1 A2 | A1 B2 Q1 K2 A2 | B1 A1 B2 | A1 B2 | A1 Q2 J1 B1 A2 | A1 Q1 J1 B1 A2 | A1 Q1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | B1 A3 B2 | B1 A3 C1 | A1 B2 | K1 J1 B1 A2 | C2 A3 F1	B1 L1 J1 A2 | A1 B2 Q1 K1 A2 | B1 A1 B2 | A1 B2 | A1 Q2 J1 B1 A2 | A1 Q1 J1 B1 A2 | A1 Q1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | B1 A1 B2 | B1 A3 C1 | A1 B2 | K1 J1 B1 A2 | C2 A3 F1	B1 L1 J1 A2 | A1 B2 Q1 K2 A2 | Ba A1 B2 | A1 B2 | A1 Q2 J1 Ba A2 | A1 Q1 J1 Ba A2 | A1 Q1 J1 Ba A2 | D1 A1 Q1 J1 Ba A2 | B1 A1 B2 | B1 A3 C1 | A1 B2 | K1 J1 Ba A2 | C2 A3 F1	dshey olkeey dol ol otedy okedy okedy qokedy dal dar ol chedy sain	dshey olkchy dol ol otedy okedy okedy qokedy dol dar ol chedy sain	dshey olkeey dol ol otedy okedy okedy qokedy dol dar ol chedy sain	5	0.384615	11	0.846154	12	12	1.000000	8	0	29	37	0.216216	12	26	0.461538	4	7	7	20	63	0.317460	READING_OR_BOUNDARY_VARIANT	F:BLJA{adj=UFU;fl=I;ec=I;o=2;c=0;p=LJ} | C:ABQKA{adj=UUFU;fl=I;ec=U;o=1;c=1;p=QK} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:AQJBA{adj=FUUU;fl=I;ec=C;o=0;c=0;p=AQ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | L:CAF{adj=UU;fl=F;ec=E;o=4;c=0;p=-}	0	B|B	0	0
2642	f84v.15|S01	f84v.15	f84v	B	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	11	47	DAQLJBA DAQKB A BAG KJUA AQAB AB QJBA KJBA BABQJBA AQJBAB	D1 A1 Q1 L1 J1 B1 A2 | D1 A1 Q1 K2 B1 | A2 | B1 A3 G1 | K1 J1 U2 A2 | A1 Q1 A3 B2 | A1 B2 | Q1 J1 B1 A2 | K1 J1 B1 A2 | B1 A1 B2 Q1 J1 B1 A2 | A1 Q1 J1 B1 A3 B3	D1 A1 Q1 L1 J1 B1 A2 | D1 A1 Q1 K2 B1 | A2 | B1 A3 G1 | K1 J1 U2 A2 | A1 Q1 A3 B2 | A1 B2 | Q1 J1 B1 A2 | K1 J1 B1 A2 | B1 A1 B2 Q1 J1 B1 A2 | A1 Q1 J1 B1 A3 B3	D1 A1 Q1 Lb J1 B1 A2 | D1 A1 Q1 K2 B1 | A2 | Ba A3 G1 | K1 J1 U2 A2 | A1 Q1 A3 B2 | A1 B2 | Q1 J1 B1 A2 | K1 J1 B1 A2 | B1 A1 B2 Q1 J1 B1 A2 | A1 Q1 J1 Ba A3 B3	qokshedy qokeed y daiin checthy okal ol kedy chedy dolkedy okedam	qokshedy qokeed y daiin checthy okal ol kedy chedy dolkedy okedam	qokshedy qokeed y daiin checthy okal ol kedy chedy dolkedy okedam	8	0.727273	11	1.000000	10	9	0.900000	10	0	26	36	0.277778	6	22	0.272727	2	8	6	16	58	0.275862	READING_OR_BOUNDARY_VARIANT	F:DAQLJBA{adj=FFUFUU;fl=I;ec=I;o=0;c=0;p=DAQ} | C:DAQKB{adj=FFFU;fl=I;ec=U;o=0;c=1;p=DAQK} | C:A{adj=-;fl=U;ec=U;o=2;c=0;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KJUA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:QJBA{adj=UUU;fl=I;ec=C;o=1;c=0;p=-} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:BABQJBA{adj=UUUUUU;fl=I;ec=I;o=0;c=1;p=-} | L:AQJBAB{adj=FUUUU;fl=I;ec=I;o=0;c=2;p=AQ}	0	B|B	0	0
