pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
625	2070	f76r.17|S01	f76r	T	B	2	12	KJA KU LJA DMA KAB BQAF LJBA DAQKBA AQAF KJBA AQKB DAQABACA	K1 J1 A2 | K1 U1 | L1 J1 A2 | D1 M1 A2 | K1 A1 B2 | B2 Q1 A3 F1 | L1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q1 A3 F1 | K1 J1 B1 A2 | A1 Q1 K2 B1 | D1 A1 Q1 A3 B2 A1 C1 A1	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	F:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:KU{adj=U;fl=I;ec=I;o=0;c=3;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:DMA{adj=UU;fl=I;ec=I;o=1;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:BQAF{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQKB{adj=FFU;fl=I;ec=I;o=0;c=1;p=AQK} | L:DAQABACA{adj=FFUUUUU;fl=I;ec=I;o=0;c=1;p=DAQ}	3	29	2032	f75v.45|S01	f75v	B	B	2	0	ALJA DAQAC ABKJBA DAC AG AQKBA DAQKB DAQKA DAQKA AQJA DAQA BA	A2 L1 J1 A2 | D1 A1 Q1 A3 C1 | A1 B2 K1 J1 B1 A2 | D1 A1 C1 | A1 G1 | A1 Q1 K2 B1 A2 | D1 A1 Q1 K2 B1 | D1 A1 Q1 K2 A2 | D1 A1 Q1 K2 A2 | A1 Q2 J1 A2 | D1 A1 Q1 A2 | B1 A2	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	F:ALJA{adj=DFU;fl=I;ec=I;o=2;c=0;p=LJ} | C:DAQAC{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:ABKJBA{adj=UUFUU;fl=I;ec=U;o=0;c=1;p=KJ} | C:DAC{adj=FU;fl=I;ec=I;o=2;c=0;p=DA} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAQKB{adj=FFFU;fl=I;ec=U;o=0;c=1;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | L:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-}	57	22	7	7	10	11	40	42	23	0
652	2127	f76v.41|S01	f76v	B	B	2	9	CAB LJA KJBA DAQJBA KJBA DAB C AG LJBA	C2 A1 B2 | L1 J1 A2 | K1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | D1 A1 B2 | C1 | A3 G1 | L1 J1 B1 A2	sol shey chedy qokedy chedy qol r aiin shedy	F:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ}	1	36	729	f33r.7|S01	f33r	H	B	2	0	BAC KAC AG AC AG KKQAG AQAF AC AQMA	B1 A3 C1 | K1 A1 C2 | A3 G1 | A1 C1 | A3 G1 | K1 K2 Q1 A3 G1 | A1 Q1 A3 F1 | A3 C1 | A1 Q1 M1 A2	dar chos aiin or aiin cheekaiin okain ar okeeey	F:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:KKQAG{adj=UDUU;fl=I;ec=I;o=0;c=2;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:AQMA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ}	35	15	2	5	6	7	30	32	15	0
653	2127	f76v.41|S01	f76v	B	B	2	9	CAB LJA KJBA DAQJBA KJBA DAB C AG LJBA	C2 A1 B2 | L1 J1 A2 | K1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | D1 A1 B2 | C1 | A3 G1 | L1 J1 B1 A2	sol shey chedy qokedy chedy qol r aiin shedy	F:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ}	2	36	3484	f106r.33|S01	f106r	S	B	3	0	AKJAB KAQAG LJABA KABA DAQAG AC AQAF AG AQABA	A2 K1 J1 A1 B2 | K1 A1 Q1 A3 G1 | L1 J1 A1 B1 A2 | K1 A1 B1 A2 | D1 A1 Q1 A3 G1 | A3 C1 | A3 Q1 A3 F3 | A3 G3 | A1 Q1 A3 B2 A2	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	F:AKJAB{adj=DFUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:KAQAG{adj=UFUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ} | C:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ}	36	13	4	6	4	9	25	30	17	0
654	2127	f76v.41|S01	f76v	B	B	2	9	CAB LJA KJBA DAQJBA KJBA DAB C AG LJBA	C2 A1 B2 | L1 J1 A2 | K1 J1 B1 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | D1 A1 B2 | C1 | A3 G1 | L1 J1 B1 A2	sol shey chedy qokedy chedy qol r aiin shedy	F:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ}	3	36	2297	f79r.41|S01	f79r	B	B	2	1	DAQAF LJBA DAQAF AQKBA KQAF AB AB KJBA ABA	D1 A1 Q1 A3 F1 | L1 J1 B1 A2 | D1 A1 Q2 A3 F1 | A1 Q2 K2 B1 A2 | K1 Q1 A3 F1 | A1 B2 | A1 B2 | K1 J1 B1 A2 | A1 B2 A2	qokain shedy qotain oteedy chkain ol ol chedy oly	F:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:KQAF{adj=DUU;fl=I;ec=I;o=2;c=1;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	37	11	5	5	7	9	23	26	16	0
688	2236	f78r.38|S01	f78r	B	B	2	6	CAC AG AQKBA AB AG KJBA	C2 A3 C1 | A3 G1 | A1 Q2 K2 B1 A2 | A1 B2 | A3 G1 | K1 J1 B1 A2	sar aiin oteedy ol aiin chedy	F:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ}	1	39	3868	f113v.41|S01	f113v	S	B	3	0	BAF AG AQAF AC AG KJABA	B1 A3 F3 | A3 G1 | A1 Q1 A3 F1 | A3 C1 | A3 G1 | K1 J1 A1 B1 A2	dair aiin okain ar aiin cheody	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ}	15	2	2	2	6	3	7	9	1	0
689	2236	f78r.38|S01	f78r	B	B	2	6	CAC AG AQKBA AB AG KJBA	C2 A3 C1 | A3 G1 | A1 Q2 K2 B1 A2 | A1 B2 | A3 G1 | K1 J1 B1 A2	sar aiin oteedy ol aiin chedy	F:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ}	2	39	3635	f108r.44|S01	f108r	S	B	3	0	AKJA KJA AQAC KACAB AQAB KJABA	A2 K1 J1 A2 | K1 J1 A2 | A1 Q1 A3 C1 | K1 A3 C1 A3 B3 | A1 Q2 A3 B3 | K1 J1 A1 B1 A2	ychey chey okar charam otam cheody	F:AKJA{adj=DFU;fl=I;ec=I;o=2;c=0;p=KJ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KACAB{adj=UUUU;fl=I;ec=I;o=0;c=4;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | L:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ}	23	10	4	4	5	0	17	20	7	0
690	2236	f78r.38|S01	f78r	B	B	2	6	CAC AG AQKBA AB AG KJBA	C2 A3 C1 | A3 G1 | A1 Q2 K2 B1 A2 | A1 B2 | A3 G1 | K1 J1 B1 A2	sar aiin oteedy ol aiin chedy	F:CAC{adj=UU;fl=U;ec=E;o=4;c=0;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ}	3	39	1957	f75r.26|S01	f75r	B	B	2	1	BAF AB LJAB BAF AB DABA	B1 A3 F1 | A1 B2 | L1 J1 A1 B2 | B1 A3 F1 | A1 B2 | D1 A1 B2 A2	dain ol sheol dain ol qoly	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:DABA{adj=FUU;fl=I;ec=I;o=0;c=0;p=DA}	27	2	3	5	4	13	12	17	5	0
727	2542	f83r.25|S01	f83r	B	B	2	6	DAQKBA DABKJA DAQKA DAQJBA KJBA AQAB	D1 A1 Q1 K2 B1 A2 | D1 A1 B2 K1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | A1 Q2 A3 B2	qokeedy qolchey qokeey qokedy chedy otal	F:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DABKJA{adj=FUUFU;fl=I;ec=I;o=1;c=0;p=DA} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	1	39	2154	f77r.30|S01	f77r	B	B	2	1	DAQAG KUJA CAG DABQAF KKQA BAB	D1 A1 Q1 A3 G1 | K1 U1 J1 A2 | C2 A3 G1 | D1 A1 B2 Q1 A3 F1 | K1 K2 Q1 A2 | B2 A1 B2	qokaiin chckhey saiin qolkain cheeky lol	F:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:KUJA{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | C:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | C:DABQAF{adj=FUUUU;fl=I;ec=I;o=2;c=0;p=DA} | C:KKQA{adj=UDU;fl=I;ec=I;o=0;c=3;p=-} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	23	10	3	3	3	4	19	21	12	0
728	2542	f83r.25|S01	f83r	B	B	2	6	DAQKBA DABKJA DAQKA DAQJBA KJBA AQAB	D1 A1 Q1 K2 B1 A2 | D1 A1 B2 K1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | A1 Q2 A3 B2	qokeedy qolchey qokeey qokedy chedy otal	F:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DABKJA{adj=FUUFU;fl=I;ec=I;o=1;c=0;p=DA} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	2	39	3597	f107v.40|S01	f107v	S	B	3	0	KAQKA DAQJA DAQAG BAC AG AFBA	K1 A1 Q1 K2 A2 | D1 A1 Q1 J1 A2 | D1 A1 Q1 A3 G2 | B2 A1 C1 | A3 G1 | A3 F2 B2 A2	chokeey qokey qokaiii lor aiin aiily	F:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | C:DAQJA{adj=FFUU;fl=I;ec=U;o=1;c=0;p=DAQ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AFBA{adj=UUU;fl=I;ec=I;o=0;c=1;p=-}	25	11	3	3	4	4	18	19	10	0
729	2542	f83r.25|S01	f83r	B	B	2	6	DAQKBA DABKJA DAQKA DAQJBA KJBA AQAB	D1 A1 Q1 K2 B1 A2 | D1 A1 B2 K1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 Q1 J1 B1 A2 | K1 J1 B1 A2 | A1 Q2 A3 B2	qokeedy qolchey qokeey qokedy chedy otal	F:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:DABKJA{adj=FUUFU;fl=I;ec=I;o=1;c=0;p=DA} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQJBA{adj=FFUUU;fl=U;ec=C;o=0;c=0;p=DAQ} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	3	39	3746	f112r.6|S01	f112r	S	B	3	0	KJBAB AQKBA AQKA DAQKBA ABQKBA AQKAACAB	K1 J1 B1 A3 B2 | A1 Q2 K2 B1 A2 | A1 Q1 K2 A2 | D1 A1 Q1 K2 B1 A2 | A1 B2 Q1 K2 B1 A2 | A1 Q2 K2 A2 A1 C1 A3 B3	chedal oteedy okeey qokeedy olkeedy oteeyoram	F:KJBAB{adj=FUUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:ABQKBA{adj=UUFUU;fl=I;ec=U;o=0;c=1;p=QK} | L:AQKAACAB{adj=FFUDUUU;fl=I;ec=I;o=0;c=2;p=AQK}	27	12	5	4	1	5	18	21	12	0
766	2698	f85r2.2|S01	f85r2	C	B	2	5	CAF AC AC AG APKBA	C2 A3 F1 | A1 C1 | A1 C1 | A3 G1 | A1 P1 K1 B1 A2	sain or or aiin opchdy	F:CAF{adj=UU;fl=F;ec=E;o=4;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:APKBA{adj=UFUU;fl=I;ec=U;o=0;c=1;p=PK}	1	37	3805	f113r.3|S01	f113r	S	B	3	0	LKC AAB KC AG AQKACA	L1 K1 C2 | A1 A3 B2 | K1 C2 | A3 G1 | A1 Q2 K2 A1 C2 A2	shchs oal chs aiin oteeosy	F:LKC{adj=UD;fl=I;ec=I;o=2;c=0;p=-} | C:AAB{adj=DU;fl=I;ec=I;o=1;c=2;p=-} | C:KC{adj=D;fl=I;ec=I;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AQKACA{adj=FFUUU;fl=I;ec=I;o=0;c=1;p=AQK}	15	5	3	4	3	0	9	11	2	0
767	2698	f85r2.2|S01	f85r2	C	B	2	5	CAF AC AC AG APKBA	C2 A3 F1 | A1 C1 | A1 C1 | A3 G1 | A1 P1 K1 B1 A2	sain or or aiin opchdy	F:CAF{adj=UU;fl=F;ec=E;o=4;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:APKBA{adj=UFUU;fl=I;ec=U;o=0;c=1;p=PK}	2	37	3501	f106v.8|S01	f106v	S	B	3	0	ACAG KJA CAB AG AQAG	A1 C1 A3 G1 | K1 J1 A1 | C1 A1 B2 | A3 G1 | A1 Q2 A3 G1	oraiin cheo rol aiin otaiin	F:ACAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	17	4	3	3	5	2	11	12	4	0
768	2698	f85r2.2|S01	f85r2	C	B	2	5	CAF AC AC AG APKBA	C2 A3 F1 | A1 C1 | A1 C1 | A3 G1 | A1 P1 K1 B1 A2	sain or or aiin opchdy	F:CAF{adj=UU;fl=F;ec=E;o=4;c=0;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:APKBA{adj=UFUU;fl=I;ec=U;o=0;c=1;p=PK}	3	37	917	f40v.3|S01	f40v	H	B	2	0	C AF AF AQAG AQAB	C2 | A3 F3 | A3 F1 | A1 Q1 A3 G1 | A1 Q1 A3 B3	s air ain okaiin okam	F:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AF{adj=U;fl=I;ec=U;o=2;c=2;p=-} | C:AF{adj=U;fl=I;ec=U;o=2;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	19	5	5	2	2	5	9	12	4	0
803	2712	f85r2.23|S01	f85r2	C	B	2	5	AB BKJAB KAB AB LJABA	A1 B2 | B2 K1 J1 A1 B2 | K1 A1 B2 | A1 B2 | L1 J1 A1 B2 A2	ol lcheol chol ol sheoly	F:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKJAB{adj=UFUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ}	1	37	2561	f83r.48|S01	f83r	B	B	2	0	BAB KJAB BAB KBAB AG	B1 A3 B2 | K1 J1 A1 B2 | B2 A1 B2 | K1 B1 A3 B2 | A3 G1	dal cheol lol chdal aiin	F:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KBAB{adj=UUU;fl=I;ec=U;o=0;c=4;p=-} | L:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-}	19	7	3	3	1	5	9	12	2	0
804	2712	f85r2.23|S01	f85r2	C	B	2	5	AB BKJAB KAB AB LJABA	A1 B2 | B2 K1 J1 A1 B2 | K1 A1 B2 | A1 B2 | L1 J1 A1 B2 A2	ol lcheol chol ol sheoly	F:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKJAB{adj=UFUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ}	2	37	3501	f106v.8|S01	f106v	S	B	3	0	ACAG KJA CAB AG AQAG	A1 C1 A3 G1 | K1 J1 A1 | C1 A1 B2 | A3 G1 | A1 Q2 A3 G1	oraiin cheo rol aiin otaiin	F:ACAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	20	5	2	3	2	8	11	13	2	0
805	2712	f85r2.23|S01	f85r2	C	B	2	5	AB BKJAB KAB AB LJABA	A1 B2 | B2 K1 J1 A1 B2 | K1 A1 B2 | A1 B2 | L1 J1 A1 B2 A2	ol lcheol chol ol sheoly	F:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKJAB{adj=UFUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:LJABA{adj=FUUU;fl=I;ec=U;o=0;c=1;p=LJ}	3	37	3583	f107v.24|S01	f107v	S	B	3	0	BAF ABAG KAB ABQAF BQAG	B1 A3 F1 | A1 B2 A3 G1 | K1 A1 B2 | A1 B2 Q1 A3 F1 | B2 Q1 A3 G1	dain olaiin chol olkain lkaiin	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:ABQAF{adj=UUUU;fl=I;ec=U;o=2;c=1;p=-} | L:BQAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-}	21	6	2	1	5	7	13	16	4	0
