page	locus	source_locus	old_locus	unit	normalized_code	unit_description	local_comment	object_tags	context_class	local_relation_tags	unit_relation_tags	relation_scope	certainty	source_path
f73v	f73v.24	f73v.24	f73v.S2.1	S2	&Lz	Labels in star/nymph band 2 (inner).	Label at 11:30. Grove's #1. Star/nymph at 11:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.25	f73v.25	f73v.S2.2	S2	&Lz	Labels in star/nymph band 2 (inner).	Label at 00:30. Grove's #2. Star/nymph at 01:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.26	f73v.26	f73v.S2.3	S2	&Lz	Labels in star/nymph band 2 (inner).	At 01:30. Grove's #3. Star/nymph at 02:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.27	f73v.27	f73v.S2.4	S2	&Lz	Labels in star/nymph band 2 (inner).	At 02:45. Grove's #4. Star/nymph at 02:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.28	f73v.28	f73v.S2.5	S2	&Lz	Labels in star/nymph band 2 (inner).	At 03:45. Grove's #5. Star/nymph at 03:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.29	f73v.29	f73v.S2.6	S2	&Lz	Labels in star/nymph band 2 (inner).	At 05:00. Grove's #6. Star/nymph at 05:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.30	f73v.30	f73v.S2.7	S2	&Lz	Labels in star/nymph band 2 (inner).	At 06:00. Grove's #7. Star/nymph at 06:00?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.31	f73v.31	f73v.S2.8	S2	&Lz	Labels in star/nymph band 2 (inner).	At 07:15. Grove's #8. Star/nymph at 07:30?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.32	f73v.32	f73v.S2.9	S2	&Lz	Labels in star/nymph band 2 (inner).	At 08:00. Grove's #9 Star held down. Star/nymph at 08:30? The @y is retraced and may have been @o.	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f73v	f73v.23	f73v.23	f73v.S2.10	S2	@Lz	Labels in star/nymph band 2 (inner).	Label at 09:30. Grove's #10. Star/nymph at 09:30? Writing in star @'oiil'?	FIGURE;STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.47	f75r.47	f75r.N1.1	N1	@Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."	"They may be nymph names. ""V"" transcription posted by John Grove to the Voynich list on 1998-may-02"	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.48	f75r.48	f75r.N1.2	N1	+Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."		WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.49	f75r.49	f75r.N1.3	N1	+Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."		WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.50	f75r.50	f75r.N1.4	N1	+Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."		WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.51	f75r.51	f75r.N1.5	N1	+Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."		WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.52	f75r.52	f75r.N1.6	N1	+Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."		WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75r	f75r.53	f75r.53	f75r.N1.7	N1	+Pb	"Labels in the triangular ""island"" between rivulet and ""water slide""."		WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.1	f75v.1	f75v.P1.1	P1	@P0	Text above top pond.	"The ""{.}"" comment marker separates Grove's ""detachable initials"". The vertical letters at the Northeast corner have been transcribed separately (unit <f75v.K1>). The alignment is indicated by line numbering and by markers /<!-@[a-z]>/ on lines 1-5."	WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.3	f75v.3	f75v.P1.2	P1	*P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.5	f75v.5	f75v.P1.3	P1	*P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.7	f75v.7	f75v.P1.4	P1	*P0	Text above top pond.	Here the vertical letter sequence at right has an @o raised above the baseline, and an @r below it.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.10	f75v.10	f75v.P1.5	P1	*P0	Text above top pond.	The final @s below is almost surely part of the vertical letter sequence (unit <f75v.K1>).	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.12	f75v.12	f75v.P1.6	P1	*P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.13	f75v.13	f75v.P1.7	P1	+P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.14	f75v.14	f75v.P1.8	P1	+P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.15	f75v.15	f75v.P1.9	P1	+P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.16	f75v.16	f75v.P1.10	P1	+P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.17	f75v.17	f75v.P1.11	P1	+P0	Text above top pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.18	f75v.18	f75v.N1.1	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label numbers 1-20 below are assigned column by column, top to bottom then left to right. In the EVMT files, each label was entered as a single line (L1-L10). Label L1, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING	REL_PROXIMITY	REL_ARRAY_OR_GROUP;REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.19	f75v.19	f75v.N1.2	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L1, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.20	f75v.20	f75v.N1.3	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L2, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.21	f75v.21	f75v.N1.4	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L2, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.22	f75v.22	f75v.N1.5	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L3, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.23	f75v.23	f75v.N1.6	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L3, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.24	f75v.24	f75v.N1.7	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L4, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.25	f75v.25	f75v.N1.8	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L4, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.26	f75v.26	f75v.N1.9	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L5, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.27	f75v.27	f75v.N1.10	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L5, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.28	f75v.28	f75v.N1.11	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L6, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.29	f75v.29	f75v.N1.12	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L6, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.30	f75v.30	f75v.N1.13	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L7, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.31	f75v.31	f75v.N1.14	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L7, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.32	f75v.32	f75v.N1.15	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L8, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.33	f75v.33	f75v.N1.16	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L8, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.34	f75v.34	f75v.N1.17	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L9, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.35	f75v.35	f75v.N1.18	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L9, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.36	f75v.36	f75v.N1.19	N1	@Ln	Two-line labels near the ten nymphs in the top pond.	Label L10, line 1.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.37	f75v.37	f75v.N1.20	N1	+Ln	Two-line labels near the ten nymphs in the top pond.	Label L10, line 2.	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.38	f75v.38	f75v.P2.12	P2	@P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.39	f75v.39	f75v.P2.13	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.40	f75v.40	f75v.P2.14	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.41	f75v.41	f75v.P2.15	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.42	f75v.42	f75v.P2.16	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.43	f75v.43	f75v.P2.17	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.44	f75v.44	f75v.P2.18	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.45	f75v.45	f75v.P2.19	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.46	f75v.46	f75v.P2.20	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.47	f75v.47	f75v.P2.21	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.48	f75v.48	f75v.P2.22	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.49	f75v.49	f75v.P2.23	P2	+P0	Text between the two ponds.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.50	f75v.50	f75v.N2.1	N2	@Lt	Labels above the lower pond.	"In some transcriptions, including the EVMT files, these labels were entered as part of lines <f75v.P3.24> through <f75v.P3.32>. These labels are delimited by a narrow channel on the left and separated by nymph heads ""<!hd>"" intruding from the pond below. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Line 1, label 1. May be words 1 and 2 of <f75v.P3.24>. May be two separate labels."	FIGURE;WATER_OR_APPARATUS;LABEL	OBJECT_BEARING	REL_ARRAY_OR_GROUP;REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.51	f75v.51	f75v.N2.2	N2	=Lt	Labels above the lower pond.	Line 1, label 2. May be words 3 and 4 of <f75v.P3.24>. May be two labels.	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.52	f75v.52	f75v.N2.3	N2	=Lt	Labels above the lower pond.	Line 1, label 3. May be word 5 of <f75v.P3.24>.	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.53	f75v.53	f75v.N2.4	N2	*Lt	Labels above the lower pond.	Line 2, label 1. May be word 1 of <f75v.P3.25>.	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.60	f75v.60	f75v.P3.24	P3	@P1	Text to the right of the lower pond.	"The following paragraph lies to the right of the ""lower pond"" with 19 women. There is extra text above, to the left of, and below the pond, shown here as <!->-comments, which may or may not be part of this paragraph; that material is transcribed as separate units, <f75v.N2>, <f75v.N3>, and <f75v.P4>. Words at the left of this line, between nymph heads, are entries <f75v.N2.1> through <f75v.N2.3>."	FIGURE;WATER_OR_APPARATUS	OBJECT_BEARING	REL_ARRAY_OR_GROUP;REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.61	f75v.61	f75v.P3.25	P3	+P1	Text to the right of the lower pond.	The word at left of pond, roughly aligned with this line, is entry <f75v.N2.4>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.62	f75v.62	f75v.P3.26	P3	+P1	Text to the right of the lower pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.63	f75v.63	f75v.P3.27	P3	+P1	Text to the right of the lower pond.	The word at left of pond, roughly aligned with line, is entry <f75v.N3.27>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.64	f75v.64	f75v.P3.28	P3	+P1	Text to the right of the lower pond.	The word at left of pond, roughly aligned with this line, is entry <f75v.N3.28>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.65	f75v.65	f75v.P3.29	P3	+P1	Text to the right of the lower pond.	The word at left of pond, roughly aligned with this line, is entry <f75v.N3.29>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.66	f75v.66	f75v.P3.30	P3	+P1	Text to the right of the lower pond.	The text line at left of pond, roughly aligned with this one, is entry <f75v.P4.30>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.67	f75v.67	f75v.P3.31	P3	+P1	Text to the right of the lower pond.	The text line at left of pond, roughly aligned with this one, is entry <f75v.P4.31>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.68	f75v.68	f75v.P3.32	P3	+P1	Text to the right of the lower pond.	The text line at the left of pond, roughly aligned with this one, is entry <f75v.P4.32>.	WATER_OR_APPARATUS	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.69	f75v.69	f75v.P3.33	P3	+P1	Text to the right of the lower pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.70	f75v.70	f75v.P3.34	P3	+P1	Text to the right of the lower pond.		WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.54	f75v.54	f75v.N3.27	N3	+Lt	Labels at left of lower pond, below channel.	These labels may be part of lines <f75v.P3.27> through <f75v.P3.29> on the right side of the pond, and have often been transcribed as such, including in the EVMT files. The label numbers indicate possible alignment between the two units. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Label line 1. May be word 1 of <f75v.P3.27>.	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING	REL_ARRAY_OR_GROUP;REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.55	f75v.55	f75v.N3.28	N3	+Lt	Labels at left of lower pond, below channel.	Label line 2. May be word 1 of <f75v.P3.28>.	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.56	f75v.56	f75v.N3.29	N3	+Lt	Labels at left of lower pond, below channel.	Label line 3. May be word 1 of <f75v.P3.29>.	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.57	f75v.57	f75v.P4.30	P4	+Pb	text below and to the left of pond	"These lines may be part of lines <f75v.P3.30> through <f75v.P3.32> on the right side of the pond, and were often transcribed as such, including in the EVMT files. The line numbers indicate the possible alignment. This ""text"" may actually be a set of about 10 separate labels. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. May be the left half of <f75v.P3.30>."	WATER_OR_APPARATUS;LABEL	OBJECT_BEARING	REL_ARRAY_OR_GROUP	REL_PROXIMITY	EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.58	f75v.58	f75v.P4.31	P4	+Pb	text below and to the left of pond	May be the left half of <f75v.P3.31>.	WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f75v	f75v.59	f75v.59	f75v.P4.32	P4	+Pb	text below and to the left of pond	May be the left half of <f75v.P3.32>.	WATER_OR_APPARATUS	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f76r	f76r.4	f76r.4	f76r.K1.4	K1	*L0	letter labels	"The text on this page is a sequence of paragraphs, some of which have one-letter labels at the left margin. This text unit contains the labels only; the text proper is unit f76r.P1. Entry entry ""f76.L1.n"" is the label for line ""f76.R1.n""."	LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f76r	f76r.7	f76r.7	f76r.K1.6	K1	*L0	letter labels		LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f76r	f76r.10	f76r.10	f76r.K1.8	K1	*L0	letter labels		LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f76r	f76r.14	f76r.14	f76r.K1.11	K1	*L0	letter labels		LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f76r	f76r.18	f76r.18	f76r.K1.14	K1	*L0	letter labels	<f76r.K1.13;F> bogus label deleted -JS	LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f76r	f76r.22	f76r.22	f76r.K1.17	K1	*L0	letter labels	<f76r.K1.15;F> bogus label deleted -JS	LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
