root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
er	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	REL_I	REL_I:1	P:1	teraiin:1	0.0	0.0	2	0	2	2			C:1;L:1	dery:1;ker:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	er:1	0.0	0.0
er+e+ol	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	ereoly:1	0.0	0.0										
es	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	6	3	6	6	BARE	BARE:3	P:4;C:2	es:5;desy:1	0.0	0.3333333333333333	3	1	3	3	REL_I	REL_I:1	P:2;C:1	es:1;ykes:1;tesaiin:1	0.0	0.0	12	7	11	5	BARE	BARE:6;REL_I:1	P:9;C:3	es:7;ses:1;ykesy:1;kes:1;desy:1;tesaiin:1	0.0	0.14285714285714285
es+e	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	3	3	2	BARE+BARE	BARE+BARE:3	P:3	kesey:1;ese:1;desey:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	desey:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	ese:1;desey:1	0.0	0.0
es+e+H	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE+FREE_R	BARE+BARE+FREE_R:1	P:1	esechor:1	0.0	0.0										
es+ed	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	esedy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	esedy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	esedy:1	0.0	0.0
es+es	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	eses:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	eses:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	eses:1	0.0	0.0
es+o	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_R	BARE+FREE_R:1	P:1	kesoar:1	1.0	0.0	1	1	1	1	BARE+FREE_R	BARE+FREE_R:1	P:1	kesoar:1	1.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:1;BARE+FREE_R:1	P:2	seso:1;kesoar:1	0.5	0.0
es+odar	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	ykesodarar:1	0.0	0.0										
esd	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE	BARE:1	P:1	kesd:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	kesd:1	0.0	0.0										
h	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	FREE_L	FREE_L:1	P:1	yhal:1	1.0	0.0	6	6	6	4	BARE	BARE:2;BOUND_E:2;REL_I:1;FREE_L:1	P:6	ykhey:2;haiin:1;hy:1;yhal:1;ykhy:1	0.3333333333333333	0.0	1	1	1	1	FREE_L	FREE_L:1	P:1	yhal:1	1.0	0.0
h+od	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	2	2	2	BOUND_E+BARE	BOUND_E+BARE:1;BARE+BARE:1	P:2	theody:1;ykhody:1	0.0	0.0										
h+oo	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	yphoo:1	0.0	0.0										
h+or	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	ykhor:1	0.0	0.0										
hs	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	hs:1	0.0	0.0										
i	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			C:1	i:1	0.0	0.0	3	1	3	2	BARE	BARE:1	C:2;P:1	in:2;diy:1	0.0	0.0	17	14	12	7	BARE	BARE:14	P:14;L:2;C:1	in:14;i:1;iain:1;iy:1	0.0	0.14285714285714285
i+d	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			L:1	dindy:1	0.0	0.0											1	0	1	1			L:1	dindy:1	0.0	0.0
i+e	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	iney:1	0.0	0.0
i+e+ol	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	ykieol:1	0.0	0.0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	kieol:1	0.0	0.0
i+h	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	2	2	2	BARE+BARE	BARE+BARE:1;BARE+FREE_R:1	P:2	iphy:1;ihar:1	0.0	0.0										
i+kh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BOUND_E	BARE+BOUND_E:1	P:1	ikhey:1	0.0	0.0										
i+kh+os	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	ikheeos:1	0.0	0.0										
i+ok+or	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	iokeeor:1	0.0	0.0											1	0	1	1			C:1	iokeeor:1	0.0	0.0
i+ol	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	inoly:1	0.0	1.0
i+os	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			L:1	ios:1	0.0	0.0											1	0	1	1			L:1	ios:1	0.0	0.0
i+s	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	is:1	0.0	0.0
i+th	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	2	2	2	BARE+BOUND_E	BARE+BOUND_E:1;BARE+BARE:1	P:2	ithey:1;ithy:1	0.0	0.0										
i+th+or	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			R:1	ithor:1	0.0	0.0										
i+thh	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	ithhy:1	0.0	0.0										
ii	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	7	5	6	5	BARE	BARE:5	P:7	iin:2;iim:1;giin:1;pdiin:1;siin:1;kiin:1	0.0	0.0	3	2	3	3	BARE	BARE:2	P:2;C:1	yiin:1;iin:1;kiin:1	0.0	0.0	57	50	50	7	BARE	BARE:49;REL_I:1	P:55;C:2	iin:53;iim:1;siin:1;iiain:1;kiin:1	0.04	0.12
ii+ar	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			L:1	iinarary:1	0.0	0.0
ii+s	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	iis:1	0.0	0.0
iii	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	3	3	3	BARE	BARE:3	P:3	iiin:1;tiiin:1;diiin:1	0.3333333333333333	0.0	3	2	3	3	BARE	BARE:2	P:2;R:1	diiin:1;siiin:1;iiin:1	0.0	0.5	4	4	4	2	BARE	BARE:4	P:4	iiin:2;diiin:1;tiiin:1	0.25	0.5
iii+H+o	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	iiincheom:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	iiincheog:1	0.0	0.0
iii+ol+k	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE+REL_I	BARE+BARE+REL_I:1	P:1	diiinolkaiin:1	0.0	1.0
iiii	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	diiiin:1	0.0	1.0	2	2	2	2	BARE	BARE:2	P:2	iiiin:2	0.0	0.0
iil	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	diil:1	0.0	0.0										
iir	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	1	REL_I	REL_I:1;BARE:1	P:2	iirain:1;iir:1	0.0	0.0	3	3	3	2	BARE	BARE:3	P:3	iir:2;diir:1	0.0	0.0	4	4	4	3	BARE	BARE:3;REL_I:1	P:4	iir:3;diirain:1	0.0	0.0
iir+H	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	iirchal:1	0.0	0.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	iirchal:1	0.0	0.0	1	1	1	1	BARE+FREE_L	BARE+FREE_L:1	P:1	iirchal:1	0.0	0.0
iir+e+k	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			L:1	diireky:1	0.0	0.0
ir	1	NONCORE_PRESENT	UNCOVERED_AT_95	0																					2	2	2	2	BARE	BARE:1;FREE_L:1	P:2	kir:1;iral:1	0.0	0.5
j	1	NONCORE_PRESENT	UNCOVERED_AT_95	0																					4	3	4	4	REL_I	REL_I:2;BARE:1	P:3;C:1	j:2;jaiin:1;jain:1	0.0	0.3333333333333333
j+H	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	jchy:1	0.0	0.0
j+Hok+H	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	jchokchy:1	0.0	0.0
j+j	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	FREE_A+BARE	FREE_A+BARE:1	P:1	jajy:1	0.0	0.0											1	1	1	1	FREE_A+BARE	FREE_A+BARE:1	P:1	jajy:1	0.0	0.0
jair	1	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE	BARE:1	P:1	jair:1	0.0	0.0
jar	1	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	0	1	1			L:1	jarary:1	0.0	0.0
jeiii	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	jeiii:1	0.0	0.0																				
k	1	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	62	49	50	6	BARE	BARE:21;REL_I:10;Q_REL_I:4;BOUND_E:3;BOUND_D:3;FREE_L:2;FREE_R:2;Q_BOUND_E:2;FREE_A:1;Q_FREE_R:1	P:49;C:9;L:4	k:18;yk:9;dyky:5;dykaiin:3;skaiin:3;qkain:2;sky:1;sykaiin:1	0.1836734693877551	0.04081632653061224	57	43	42	6	REL_I	REL_I:12;BARE:12;BOUND_D:5;BOUND_E:3;Q_REL_I:3;FREE_A:2;FREE_L:2;FREE_R:2;Q_BOUND_E:2	P:43;C:10;L:4	k:13;dyky:5;yk:5;dykaiin:3;skaiin:3;ykykaiin:2;dykedy:2;dykeedy:2	0.18604651162790697	0.06976744186046512	72	57	57	6	BARE	BARE:25;REL_I:13;BOUND_E:5;BOUND_D:3;Q_REL_I:3;Q_BARE:2;FREE_L:2;FREE_R:2;Q_BOUND_E:2	P:57;C:9;L:6	k:19;yk:13;dyky:4;dykaiin:3;skaiin:3;skeey:2;qk:2;dykeedy:2	0.17543859649122806	0.07017543859649122
k+H	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	6	7	3	BARE+BARE	BARE+BARE:3;Q_BARE+BOUND_E:2;Q_BARE+FREE_L:1	P:6;L:1	dykchy:2;qykchey:1;qkchol:1;dykshy:1;qkcheey:1;dykchal:1	0.3333333333333333	0.0	5	4	5	3	BARE+BARE	BARE+BARE:3;Q_BARE+BOUND_E:1	P:4;L:1	dykchy:2;qykchey:1;dykshy:1;dykchal:1	0.5	0.0	7	6	7	2	BARE+BARE	BARE+BARE:3;Q_BARE+BOUND_E:2;Q_BARE+FREE_L:1	P:6;L:1	dykchy:2;qykchey:1;qkchol:1;qkcheey:1;skch:1;dykchal:1	0.16666666666666666	0.16666666666666666
k+Hd	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	skchdy:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	skchdy:1	0.0	1.0										
k+kd	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	skeekyd:1	0.0	1.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	skekyd:1	0.0	1.0										
k+o	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	1	2	2	Q_BARE+BARE	Q_BARE+BARE:1	P:2	qko:1;qkoy:1	0.0	0.0	2	1	2	2	Q_BARE+BARE	Q_BARE+BARE:1	P:2	qko:1;qkoy:1	0.0	0.0	7	5	7	3	REL_I+BARE	REL_I+BARE:1;Q_BARE+BARE:1;BARE+BARE:1;BOUND_E+BARE:1;Q_BOUND_E+BARE:1	P:6;C:1	skeeo:2;skaiio:1;qko:1;ykyko:1;qkoy:1;qkeo:1	0.2	0.0
k+o+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BOUND_E+BARE+BARE	BOUND_E+BARE+BARE:1	P:1	sykeeeochy:1	0.0	0.0										
k+od	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	6	5	6	3	Q_BOUND_E+BARE	Q_BOUND_E+BARE:3;REL_I+FREE_R:1;BOUND_E+BARE:1	P:5;C:1	skaiiodar:1;skeeod:1;skeeody:1;qkeody:1;qkeeody:1;qykeod:1	0.0	0.0	7	7	6	3	Q_BOUND_E+BARE	Q_BOUND_E+BARE:5;REL_I+FREE_R:1;BOUND_E+BARE:1	P:7	qkeody:2;skaiiodar:1;qykeeody:1;skeeody:1;qkeeody:1;qkeeod:1	0.14285714285714285	0.0	1	1	1	1	Q_BOUND_E+BARE	Q_BOUND_E+BARE:1	P:1	qkeeody:1	0.0	0.0
k+ol	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	2	3	1	Q_BOUND_E+BARE	Q_BOUND_E+BARE:1;Q_BARE+BARE:1	P:2;L:1	qkol:2;qykeeol:1	0.0	0.0	2	1	2	1	Q_BARE+BARE	Q_BARE+BARE:1	L:1;P:1	qkol:2	0.0	0.0	3	2	3	1	Q_BOUND_E+BARE	Q_BOUND_E+BARE:1;Q_BARE+BARE:1	P:2;L:1	qkol:2;qykeeol:1	0.0	0.0
k+ol+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	Q_BARE+BARE+BARE	Q_BARE+BARE+BARE:1	P:1	qkoldy:1	0.0	0.0	1	1	1	1	Q_BARE+BARE+BARE	Q_BARE+BARE+BARE:1	P:1	qkoldy:1	0.0	0.0	1	1	1	1	Q_BARE+BARE+BARE	Q_BARE+BARE+BARE:1	P:1	qkoldy:1	0.0	0.0
k+or	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	2	Q_BARE+BARE	Q_BARE+BARE:2;BOUND_E+BARE:1	P:3	qkor:1;qkory:1;dykeor:1	0.3333333333333333	0.3333333333333333	3	3	3	2	Q_BARE+BARE	Q_BARE+BARE:2;BOUND_E+BARE:1	P:3	qkor:1;qkory:1;dykeor:1	0.3333333333333333	0.3333333333333333	2	2	2	2	Q_BARE+BARE	Q_BARE+BARE:2	P:2	qkor:1;qkory:1	0.5	0.5
k+os	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			L:1	sykos:1	0.0	0.0	1	1	1	1	Q_BARE+BARE	Q_BARE+BARE:1	P:1	qkos:1	0.0	1.0	2	1	2	2	BOUND_E+BARE	BOUND_E+BARE:1	L:1;P:1	sykos:1;dykeos:1	0.0	0.0
kair	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	Q_BARE	Q_BARE:1	P:1	qkair:1	0.0	0.0											1	1	1	1	Q_BARE	Q_BARE:1	P:1	qkair:1	0.0	0.0
kar	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			L:1	dykaran:1	0.0	0.0																				
kh	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	2	2	2	BARE	BARE:1;Q_BOUND_E:1	P:2	yskhy:1;qkhey:1	0.5	0.5										
kh+ol	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	Q_BARE+BARE	Q_BARE+BARE:1	P:1	qkhol:1	0.0	0.0										
kh+ol+d	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	Q_BARE+BARE+BARE	Q_BARE+BARE+BARE:1	P:1	qkholdy:1	0.0	0.0										
l	1	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	293	259	95	8	BARE	BARE:211;REL_I:23;FREE_R:13;FREE_A:6;FREE_L:6	P:261;C:23;L:8;R:1	l:192;dl:21;laiin:14;ly:12;lar:8;lal:7;lam:5;lain:5	0.02702702702702703	0.1583011583011583	162	130	75	8	BARE	BARE:85;REL_I:23;FREE_R:10;FREE_A:6;FREE_L:6	P:132;C:23;L:7	l:58;dl:20;ly:14;laiin:13;lal:7;lam:6;lar:6;lain:5	0.06153846153846154	0.27692307692307694	378	328	118	8	BARE	BARE:281;REL_I:20;FREE_R:16;FREE_L:7;FREE_A:4	P:331;C:29;L:17;R:1	l:277;ly:20;dl:15;lar:13;laiin:10;lal:9;lain:5;yl:3	0.042682926829268296	0.17682926829268292
l+H	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	341	338	68	6	BARE+BOUND_D	BARE+BOUND_D:198;BARE+BOUND_E:98;BARE+BARE:18;BARE+FREE_L:12;BARE+FREE_R:10;BARE+REL_I:1;BARE+FREE_A:1	P:338;L:2;C:1	lchedy:116;lchey:49;lshedy:40;lshey:17;lcheey:13;lchy:9;lcheedy:9;lsheedy:7	0.07692307692307693	0.14201183431952663	347	345	66	6	BARE+BOUND_D	BARE+BOUND_D:203;BARE+BOUND_E:98;BARE+BARE:18;BARE+FREE_L:12;BARE+FREE_R:11;BARE+REL_I:2;BARE+FREE_A:1	P:345;L:1;C:1	lchedy:119;lchey:45;lshedy:42;lshey:18;lcheey:13;lcheedy:9;lchy:8;lsheey:8	0.07536231884057971	0.13623188405797101	347	342	72	6	BARE+BOUND_E	BARE+BOUND_E:147;BARE+BOUND_D:142;BARE+BARE:28;BARE+FREE_L:12;BARE+FREE_R:10;BARE+REL_I:2;BARE+FREE_A:1	P:343;L:2;R:1;C:1	lchedy:80;lchey:41;lche:38;lshedy:29;lshey:16;lcheey:13;lshe:12;lch:9	0.08187134502923976	0.1286549707602339
l+H+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1;BARE+FREE_L+BARE:1	P:2	lshechy:1;lshalshy:1	0.5	0.0	2	2	2	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1;BARE+FREE_L+BARE:1	P:2	lshechy:1;lshalshy:1	0.5	0.0	3	3	2	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:2;BARE+BOUND_D+FREE_L:1	P:3	lshechy:1;lchech:1;lfchedypchal:1	0.3333333333333333	0.3333333333333333
l+H+Hd	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lchechdy:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lchechdy:1	0.0	0.0										
l+H+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	8	8	5	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:5;BARE+BOUND_E+BOUND_D:2;BARE+BOUND_E+BOUND_E:1	P:8	lcheckhy:3;lsheckhy:2;lcheckhey:1;lsheckhedy:1;lcheckhedy:1	0.0	0.0	8	8	5	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:5;BARE+BOUND_E+BOUND_D:2;BARE+BOUND_E+BOUND_E:1	P:8	lcheckhy:3;lsheckhy:2;lcheckhey:1;lsheckhedy:1;lcheckhedy:1	0.0	0.0	7	7	4	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:4;BARE+BOUND_E+BOUND_D:2;BARE+BOUND_E+BOUND_E:1	P:7	lcheckhy:3;lcheckhey:1;lsheckhedy:1;lsheckhy:1;lcheckhedy:1	0.0	0.0
l+H+k	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	2	BARE+BOUND_D+BOUND_D	BARE+BOUND_D+BOUND_D:1;BARE+BOUND_E+REL_I:1;BARE+FREE_L+REL_I:1	P:3	lchedykedy:1;lshekain:1;lcholkaiin:1	0.0	0.0	2	2	2	1	BARE+BOUND_E+REL_I	BARE+BOUND_E+REL_I:1;BARE+FREE_L+REL_I:1	P:2	lshekain:1;lcholkaiin:1	0.0	0.0	2	2	2	1	BARE+BOUND_E+REL_I	BARE+BOUND_E+REL_I:1;BARE+FREE_L+REL_I:1	P:2	lshekain:1;lcholkaiin:1	0.0	0.0
l+H+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	7	5	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:5;BARE+FREE_R+BARE:1;BARE+BOUND_D+BARE:1	P:7	lcheo:3;lchorom:1;lpcheo:1;lsheo:1;lchedo:1	0.0	0.14285714285714285	7	7	6	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:6;BARE+BOUND_D+BARE:1	P:7	lcheo:4;lpcheo:1;lsheo:1;lchedo:1	0.0	0.0	7	7	6	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:6;BARE+BOUND_D+BARE:1	P:7	lcheo:4;lpcheo:1;lsheo:1;lchedo:1	0.0	0.0
l+H+o+k	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+BOUND_E+FREE_A	BARE+BOUND_E+BOUND_E+FREE_A:1	P:1	lcheoekam:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BOUND_E+FREE_A	BARE+BOUND_E+BOUND_E+FREE_A:1	P:1	lcheoekam:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BOUND_E+FREE_A	BARE+BOUND_E+BOUND_E+FREE_A:1	P:1	lcheoekam:1	0.0	0.0
l+H+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	7	7	7	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:7	P:7	lsheody:3;lcheody:2;lcheod:2	0.42857142857142855	0.0	8	8	8	5	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:8	P:8	lsheody:3;lcheody:3;lcheod:2	0.375	0.0	7	7	7	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:7	P:7	lsheody:3;lcheody:2;lcheod:2	0.42857142857142855	0.0
l+H+ok	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lsheok:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lsheok:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lsheok:1	0.0	0.0
l+H+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	9	8	3	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:9	P:9	lcheol:8;lsheol:1	0.2222222222222222	0.0	12	12	10	3	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:12	P:12	lcheol:8;lsheol:2;lfcheol:1;lcheeol:1	0.16666666666666666	0.0	11	11	10	3	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:11	P:11	lcheol:8;lsheol:2;lfcheol:1	0.18181818181818182	0.0
l+H+ol+H	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+BARE+BOUND_D	BARE+BOUND_E+BARE+BOUND_D:1	P:1	lcheolshedy:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BARE+BOUND_D	BARE+BOUND_E+BARE+BOUND_D:1	P:1	lcheolshedy:1	0.0	0.0	1	1	1	1	BARE+BOUND_E+BARE+BOUND_D	BARE+BOUND_E+BARE+BOUND_D:1	P:1	lcheolshedy:1	0.0	0.0
l+H+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	4	4	3	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:3;BARE+BOUND_D+BARE:1	P:4	lcheor:2;lcheeor:1;lchedor:1	0.0	0.0	4	4	4	3	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:3;BARE+BOUND_D+BARE:1	P:4	lcheor:2;lcheeor:1;ylchedor:1	0.0	0.0	3	3	3	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:3	P:3	lcheor:2;lcheeor:1	0.0	0.0
l+H+os	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lcheos:1	1.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lcheos:1	1.0	0.0	1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	lcheos:1	1.0	0.0
l+H+ot	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	0	1	1			C:1	lsheotey:1	0.0	0.0	1	0	1	1			C:1	lsheotey:1	0.0	0.0	1	0	1	1			C:1	lsheotey:1	0.0	0.0
