locus	page	section	currier	hand	kind	readings_present	reading_status	exact_surface_all	exact_root_sequence_all	exact_role_sequence_all	word_counts	stable_core_atoms	union_core_atoms	stable_confirmed_edges	union_confirmed_edges	minimum_core34_word_coverage	minimum_hybrid95_word_coverage
f68r2.10	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;o	H;o			1.0	1.0
f68r2.11	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	Hd	Hd			1.0	1.0
f68r2.12	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H	H			1.0	1.0
f68r2.13	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1					0.0	0.0
f68r2.14	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	e;ol	e;ol			0.0	0.0
f68r2.15	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;ok	H;ok			1.0	1.0
f68r2.16	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	o;ot	o;ot			1.0	1.0
f68r2.17	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	H	H;od			1.0	1.0
f68r2.18	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	od;ok	H;od;ok			1.0	1.0
f68r2.19	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1					0.0	1.0
f68r2.2	f68r2	A		4	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:8;IT2a:8;RF1b:8	H;Hk;Hok;e;od;ok;or;r	H;Hk;Hok;e;od;ok;or;r			1.0	1.0
f68r2.20	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;d;ol	H;d;ol			1.0	1.0
f68r2.21	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:2	ot	or;ot;r			1.0	1.0
f68r2.22	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	o	Ho;e;o;ot;t			1.0	1.0
f68r2.23	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	o;od	H;o;od			0.0	0.0
f68r2.24	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;od;ot	H;od;ot			1.0	1.0
f68r2.25	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	H	H			0.5	1.0
f68r2.26	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	cph	cph			0.0	0.0
f68r2.27	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;o;ot	H;o;ot			1.0	1.0
f68r2.28	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	Hod	Hod			1.0	1.0
f68r2.29	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		H			0.0	1.0
f68r2.3	f68r2	A		4	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:7;IT2a:7;RF1b:7	H;Hd;Hod;Hok;ok;ol;or;os;ot	H;Hd;Hod;Hok;ok;ol;or;os;ot			1.0	0.8571428571428571
f68r2.30	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1		H;ok;or			0.0	0.0
f68r2.31	f68r2	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:11;RF1b:9	H;o;ok;ol;r	H;e;k;o;oii;ok;ol;r			1.0	1.0
f68r2.4	f68r2	A		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;ckh;o;ok;ol	H;ckh;d;e;o;ok;ol;or			0.625	0.875
f68r2.5	f68r2	A		4	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:5;IT2a:5;RF1b:5	H;Hk;ai;e;o;od	H;Hk;ai;e;o;od			1.0	1.0
f68r2.6	f68r2	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	o;ok	H;o;ok;ol;or;s			0.5	0.5
f68r2.7	f68r2	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:1;RF1b:2	ol	H;Hcth;o;ol;ot			1.0	0.0
f68r2.8	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;ol;or	H;ol;or			1.0	1.0
f68r2.9	f68r2	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	od	od			1.0	1.0
f68r3.1	f68r3	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:38;IT2a:38;RF1b:38	H;Hod;Hok;aii;al;ckh;e;l;o;od;ok;ol;or;os;ot;s;t	H;Hd;Hod;Hok;Hot;a;aii;al;ar;ckh;cth;e;l;o;od;ok;ol;or;os;ot;s;t			0.868421052631579	0.8421052631578947
f68r3.10	f68r3	A		4	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:2;IT2a:2;RF1b:2	H	H;a;al			1.0	1.0
f68r3.11	f68r3	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	o	o			1.0	1.0
f68r3.12	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;o;ol	H;o;ol			1.0	1.0
f68r3.13	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ok;os	ok;os			1.0	1.0
f68r3.14	f68r3	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:1	ot	or;ot			1.0	1.0
f68r3.15	f68r3	A		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:1;RF1b:1		Hd;Hk;ok			1.0	1.0
f68r3.16	f68r3	A		4	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:2;IT2a:2;RF1b:2	cph	a;cph;e			1.0	1.0
f68r3.17	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;ok;ol	H;ok;ol			1.0	1.0
f68r3.18	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	o	o			0.5	1.0
f68r3.19	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:1;IT2a:1;RF1b:1					0.0	1.0
f68r3.2	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:4;RF1b:4	H;Hd;e;o;ok;ol	H;Hd;e;o;ok;ol			0.75	1.0
f68r3.20	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1					0.0	0.0
f68r3.21	f68r3	A		4	L	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	0	ZL3b:1;IT2a:1;RF1b:1	Hod;ok	Hod;ok			1.0	1.0
f68r3.22	f68r3	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:10;IT2a:10;RF1b:10	H;Ho;Hok;ar;e;ok;ol;ot	H;Ho;Hod;Hok;ar;e;od;ok;ol;ot			1.0	1.0
f68r3.3	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:5;RF1b:5	Hd;d;ok	H;Hd;Ho;cph;d;l;o;ok;ol			0.4	0.8
f68r3.4	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:4;RF1b:4	H;Hok;o	H;Hk;Hok;o			0.5	0.75
f68r3.5	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:5;RF1b:6	H;Hd;ok;ol;ot	H;Hd;e;k;o;ok;ol;ot;t			1.0	1.0
f68r3.6	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:5;RF1b:4	H;Hok;ok;ol;os;ot	H;Hok;ok;ol;os;ot			0.6	0.6
f68r3.7	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:4;RF1b:6	H;Hod;ok;ol	H;Hod;d;l;o;ok;ol;ot			0.75	0.75
f68r3.8	f68r3	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:5;IT2a:5;RF1b:5	H;aii;od;ot	H;Hot;aii;e;od;ot			1.0	1.0
f68r3.9	f68r3	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:5;IT2a:5;RF1b:5	H;ok;ot	H;ok;ot			0.8	1.0
f68v1.1	f68v1	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:37;IT2a:36;RF1b:37	H;Hk;Ho;Hok;Hot;aii;air;al;e;k;od;ok;ol;or;os;ot;s;t	H;Hk;Ho;Hok;Hot;a;aii;air;al;ckh;e;k;od;ok;ol;or;os;ot;s;t			0.6666666666666666	0.8333333333333334
f68v1.10	f68v1	A		4	R	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:2;IT2a:2;RF1b:2	od;ot	a;ar;od;ot			1.0	1.0
f68v1.2	f68v1	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:38;IT2a:38;RF1b:37	H;Hk;Ho;ai;aii;al;ckh;e;k;o;od;ok;ol;or;os;ot;s	H;Hk;Ho;ai;aii;al;ckh;e;k;l;o;od;ok;ol;or;os;ot;r;s			0.8947368421052632	0.8947368421052632
f68v1.3	f68v1	A		4	R	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:2;IT2a:2;RF1b:2	air;t	H;a;air;e;t			0.5	0.5
f68v1.4	f68v1	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:3	air;ar	air;ar;o;ol;os;r;s			0.5	0.5
f68v1.5	f68v1	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:2	ar;ot	ar;or;os;ot			1.0	1.0
f68v1.6	f68v1	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	ok	ok			0.0	0.0
f68v1.7	f68v1	A		4	R	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:3;IT2a:3;RF1b:3	ol;ot	ol;ot			0.6666666666666666	0.6666666666666666
f68v1.8	f68v1	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:4;RF1b:3	H;k;ok	H;e;k;ok			0.6666666666666666	0.6666666666666666
f68v1.9	f68v1	A		4	R	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:3;IT2a:3;RF1b:3	Hok;ar	Hok;ar			0.6666666666666666	1.0
f68v2.1	f68v2	A		4	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:8;IT2a:8;RF1b:8	H;Hcth;Hd;Ho;Hot;cth;e;od	H;Hcth;Hd;Ho;Hot;cth;e;od			1.0	1.0
f68v2.10	f68v2	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	H;o;t	H;o;t			0.5	0.5
f68v2.11	f68v2	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:2	os;ot	or;os;ot;s			0.5	1.0
f68v2.12	f68v2	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	H;e;od;t	H;e;od;t			1.0	1.0
f68v2.13	f68v2	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:2	H;al;ot	H;al;os;ot			0.5	0.5
f68v2.14	f68v2	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	H;Hd;ot;t	H;Hd;ot;t			1.0	1.0
f68v2.15	f68v2	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:3	Hd;aii	Hd;a;aii			0.5	0.5
f68v2.16	f68v2	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:3	H;aii	H;aii;al			1.0	1.0
f68v2.17	f68v2	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	H;e;ol	H;e;ol			1.0	1.0
f68v2.18	f68v2	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:2	Hot;ar	Hot;ar;o			1.0	1.0
f68v2.2	f68v2	A		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;al;d;ok;t	H;al;d;k;ok;t			0.875	0.875
f68v2.3	f68v2	A		4	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:9;IT2a:9;RF1b:9	H;Hk;a;al;cth;k;o;od;ot;s	H;Hk;a;al;cth;k;o;od;ot;s			0.8888888888888888	0.8888888888888888
f68v2.4	f68v2	A		4	P	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:9;IT2a:9;RF1b:9	H;e;o;od;ok;ol;t	H;e;k;o;od;ok;ol;t			1.0	1.0
f68v2.5	f68v2	A		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:8	H;Hd;al;k;o;ok;os	H;Hd;Ho;Hod;al;ar;e;k;o;ok;os			0.875	0.875
f68v2.6	f68v2	A		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:33;IT2a:32;RF1b:34	H;Hd;Hk;Ho;Hok;aii;al;ckh;cph;cth;e;k;o;od;ok;or;ot;t	H;Hd;Hk;Ho;Hok;aii;al;ar;ckh;cph;cth;d;e;k;o;od;ok;or;os;ot;r;s;t			0.8125	0.875
f68v2.7	f68v2	A		4	R	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:2;IT2a:2;RF1b:2	al;ot	al;ot			1.0	1.0
f68v2.8	f68v2	A		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	ar;e;os;ot	ar;e;os;ot			1.0	1.0
f68v2.9	f68v2	A		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:3	H;ar	H;ar;os;s			0.6666666666666666	0.6666666666666666
f68v3.1	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:14;IT2a:12;RF1b:14	H;Ho;Hod;Hot;aii;d;e;o;ol;ot;s;t	H;Ho;Hod;Hot;aii;d;e;o;ol;ot;s;t			0.9166666666666666	0.9166666666666666
f68v3.10	f68v3	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:6;RF1b:6	H;Hckh;k;od;ok	H;Hckh;k;o;od;ok			1.0	1.0
f68v3.11	f68v3	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:4;IT2a:4;RF1b:4	H;e;o;ok	H;e;o;ok			1.0	1.0
f68v3.12	f68v3	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:6;IT2a:6;RF1b:6	H;e;k;o	H;e;k;o;ok;ol			0.8333333333333334	1.0
f68v3.13	f68v3	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:4;RF1b:4	Hd;ok;ol	H;Hd;Hok;k;ok;ol			0.75	0.75
f68v3.14	f68v3	C		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:12;RF1b:13	H;Ho;e;k;o;ok;ol;or;os	H;Ho;e;k;o;ok;ol;or;os			0.9166666666666666	0.9166666666666666
f68v3.15	f68v3	C		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:1;IT2a:1;RF1b:2	ot	al;o;od;ol;ot			1.0	1.0
f68v3.16	f68v3	C		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;d;o	H;d;o			1.0	1.0
f68v3.17	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:4;RF1b:4	al;ar;e;o;ol	al;ar;e;o;ol;r			1.0	1.0
f68v3.18	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:3;RF1b:2	e;k;ol	e;k;ol;r			0.6666666666666666	0.6666666666666666
f68v3.19	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:3	ar;cth;e;ol	H;ar;cth;e;o;ol			1.0	1.0
f68v3.2	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:15;IT2a:14;RF1b:14	H;aii;e;od;ok;ol;ot;t	H;Ho;aii;e;k;od;ok;ol;ot;t			0.7857142857142857	0.9285714285714286
f68v3.3	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:12;IT2a:11;RF1b:12	H;Ho;Hok;a;aii;e;k;ol;t	H;Ho;Hok;a;aii;ar;e;k;ol;or;s;t			0.9166666666666666	1.0
f68v3.4	f68v3	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:3	H;Hd;o	H;Hd;o			0.6666666666666666	0.6666666666666666
f68v3.5	f68v3	C		4	C	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:51;IT2a:46;RF1b:50	H;Hd;Ho;Hod;Hot;aii;al;ar;e;k;o;od;ok;ol;os;ot;s	H;Hd;Ho;Hod;Hot;a;ai;aii;air;al;ar;e;k;o;od;ok;ol;or;os;ot;s			0.8260869565217391	0.8695652173913043
f68v3.6	f68v3	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:7;IT2a:7;RF1b:7	H;e;o;od;ok;ot	H;Ho;Hod;e;o;od;ok;ol;ot			1.0	0.8571428571428571
f68v3.7	f68v3	C		4	R	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:5;IT2a:5;RF1b:5	H;al;k;ok;ol;r	H;al;k;o;od;ok;ol;r			0.8	0.8
f68v3.8	f68v3	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:8;IT2a:8;RF1b:8	H;k;o;od;ok;ol;os	H;Hd;Hod;e;k;o;od;ok;ol;os			1.0	1.0
f68v3.9	f68v3	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:4;RF1b:5	H;Ho;k;ok;ol	H;Ho;d;k;o;ok;ol			1.0	1.0
f69r.1	f69r	C		4	P	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:10;IT2a:10;RF1b:10	H;Hd;ar;o;ok;ol;os;ot	H;Hd;ar;o;ok;ol;os;ot			1.0	1.0
f69r.10	f69r	C		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	air;al	air;al			1.0	1.0
f69r.11	f69r	C		4	L	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:2;IT2a:2;RF1b:2	H	H			0.5	0.5
f69r.12	f69r	C		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:1;RF1b:2	o;t	o;t			1.0	1.0
f69r.13	f69r	C		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	e	e			0.5	1.0
f69r.14	f69r	C		4	L	ZL3b;IT2a;RF1b	ROLE_SEQUENCE_ONLY	0	0	1	ZL3b:4;IT2a:4;RF1b:4	air;ar;e	H;Hd;air;ar;e			1.0	1.0
f69r.15	f69r	C		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	air;os	air;os			0.6666666666666666	1.0
f69r.16	f69r	C		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:4;RF1b:2		H;al;o;ol;os;s			0.5	0.5
f69r.17	f69r	C		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:3;RF1b:2	H;ar;t	H;al;ar;t			1.0	1.0
f69r.18	f69r	C		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:3;RF1b:2	al	air;al;o;od			0.6666666666666666	0.6666666666666666
f69r.19	f69r	C		4	L	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:2	al	aii;al;d;ol;ot			0.6666666666666666	1.0
f69r.2	f69r	C		4	P	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:10;IT2a:10;RF1b:10	H;Hk;aii;cth;e;ok;ol;ot	H;Hk;aii;cth;e;ok;ol;ot			1.0	1.0
f69r.20	f69r	C		4	L	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:1;IT2a:1;RF1b:1	H;od;or;t	H;od;or;t			1.0	1.0
f69r.21	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:3	H;Hot	H;Ho;Hod;Hot			1.0	0.5
f69r.22	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	Ho;o;ok;ot	Ho;o;ok;ot			1.0	1.0
f69r.23	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:2;IT2a:2;RF1b:3	od;ok;ot	ar;o;od;ok;ot			1.0	1.0
f69r.24	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:4;RF1b:3	al;ar;e;os	air;al;ar;e;os			0.6666666666666666	0.6666666666666666
f69r.25	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	al;e;ok	al;e;ok			1.0	1.0
f69r.26	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:4;IT2a:4;RF1b:4	Hk;al;ar;ol	Hk;al;ar;ol			1.0	1.0
f69r.27	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:3	H;al;ok;ol	H;al;o;ok;ol			1.0	1.0
f69r.28	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:2;IT2a:2;RF1b:2	Hod;e;ot	Hod;e;ot			1.0	0.5
f69r.29	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	al;ar;ol	al;ar;ol			1.0	1.0
f69r.3	f69r	C		4	P	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:9;IT2a:8;RF1b:8	H;Ho;ar;ok;os;ot;t	H;Ho;aii;ar;ok;os;ot;t			0.875	0.875
f69r.30	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:3	ar;cth;ok	Ho;ar;cth;o;ok			1.0	1.0
f69r.31	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:4;RF1b:3	H;ar	H;ar;or			0.6666666666666666	0.6666666666666666
f69r.32	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_ROOT_SEQUENCE	0	1	1	ZL3b:3;IT2a:3;RF1b:3	H;air;k	H;air;k			1.0	1.0
f69r.33	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:4;IT2a:4;RF1b:4	al;ar;ok	Ho;al;ar;o;ok			1.0	1.0
f69r.34	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	ok;ol;t	ok;ol;t			0.6666666666666666	1.0
f69r.35	f69r	C		4	R	ZL3b;IT2a;RF1b	READING_DISAGREEMENT	0	0	0	ZL3b:3;IT2a:3;RF1b:3	al;ar;ok;os	al;ar;d;ok;os			1.0	1.0
f69r.36	f69r	C		4	R	ZL3b;IT2a;RF1b	EXACT_SURFACE	1	1	1	ZL3b:3;IT2a:3;RF1b:3	H;ar;o;od	H;ar;o;od			1.0	1.0
