left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
l+k	l+k+Hes	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k	l+k+od	1		2	2	2	BOUND_D>BARE:2	2	2	2	BOUND_D>BARE:2	2	2	2	BOUND_E>BARE:1;BOUND_D>BARE:1
l+k	l+k+or	1		1	1	1	BOUND_E>BARE:1	2	2	1	BOUND_D>BARE:1;BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+k	l+kl	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
l+k	l+s	0						1	1	1	BARE>BARE:1				
l+k	l+t	1		2	2	1	BARE>BARE:1;BOUND_E>BARE:1	2	2	1	BARE>BARE:1;BOUND_E>BARE:1	2	2	1	BARE>BARE:1;BOUND_E>BARE:1
l+k	lr+or	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+k	o	1	BOUND_D>Q_BOUND_E	4	4	1	BOUND_E>BARE:1;BOUND_D>Q_BOUND_E:1;BOUND_D>Q_BARE:1;BOUND_D>BARE:1	1	1	1	BOUND_D>Q_BOUND_E:1	2	2	1	BOUND_D>Q_BOUND_E:1;BOUND_D>Q_BARE:1
l+k	o+H	1		3	3	2	BOUND_E>BARE:2;BARE>BARE:1	2	2	1	BOUND_E>BARE:2	2	2	1	BOUND_E>BARE:2
l+k	o+Hox	0						1	1	1	REL_I>BARE:1				
l+k	o+cth	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
l+k	oe	0						1	1	1	BOUND_D>Q_BOUND_E:1				
l+k	ok	1	BOUND_D>Q_BARE;BOUND_D>Q_BOUND_E;BOUND_E>Q_BOUND_E	34	21	3	BOUND_D>Q_BOUND_D:4;BOUND_E>Q_REL_I:3;BOUND_D>BOUND_E:2;BOUND_D>Q_BARE:2;REL_I>REL_I:2;BOUND_D>Q_FREE_L:2;BOUND_E>FREE_R:2;BOUND_D>Q_BOUND_E:2;BOUND_D>BOUND_D:2;BOUND_E>BOUND_E:2;REL_I>Q_FREE_L:1;BOUND_E>Q_FREE_L:1;BOUND_D>Q_REL_I:1;BOUND_E>Q_BOUND_E:1;REL_I>FREE_R:1;REL_I>Q_REL_I:1;FREE_R>FREE_L:1;REL_I>Q_BARE:1;BOUND_D>FREE_R:1;REL_I>FREE_L:1;BOUND_D>BARE:1	38	20	3	BOUND_D>BOUND_E:4;BOUND_E>Q_REL_I:4;BOUND_D>Q_BOUND_D:3;BOUND_E>BOUND_E:3;BOUND_D>Q_BARE:2;REL_I>REL_I:2;BOUND_D>Q_FREE_L:2;BOUND_E>FREE_R:2;BOUND_D>Q_BOUND_E:2;BOUND_D>BOUND_D:2;REL_I>Q_FREE_L:1;BOUND_E>Q_FREE_L:1;BOUND_D>Q_REL_I:1;BOUND_E>Q_BOUND_E:1;REL_I>FREE_R:1;REL_I>Q_REL_I:1;FREE_R>FREE_L:1;FREE_L>REL_I:1;REL_I>Q_BARE:1;BOUND_E>BOUND_D:1;BOUND_D>FREE_R:1;REL_I>FREE_L:1	35	20	3	BOUND_E>Q_REL_I:4;BOUND_E>BOUND_E:4;BOUND_E>Q_BOUND_E:3;BOUND_D>Q_BARE:2;BOUND_E>Q_FREE_L:2;BOUND_E>FREE_R:2;BOUND_D>BOUND_D:2;BOUND_D>Q_BOUND_E:2;BOUND_D>BOUND_E:2;BOUND_D>Q_FREE_L:1;REL_I>FREE_R:1;BOUND_E>BOUND_D:1;REL_I>Q_REL_I:1;FREE_R>FREE_L:1;FREE_L>REL_I:1;REL_I>Q_BARE:1;REL_I>REL_I:1;BOUND_E>Q_BOUND_D:1;BOUND_D>FREE_R:1;REL_I>FREE_L:1;BOUND_D>Q_FREE_R:1
l+k	ok+H	1	BOUND_D>Q_BARE;BOUND_D>Q_BOUND_E	4	4	3	BOUND_D>BARE:1;BOUND_D>Q_BARE:1;BOUND_D>Q_BOUND_E:1;BOUND_D>BOUND_E:1	4	4	3	BOUND_D>BARE:2;BOUND_D>Q_BARE:1;BOUND_D>Q_BOUND_E:1	4	4	3	BOUND_E>BARE:2;BOUND_D>Q_BARE:1;BOUND_D>Q_BOUND_E:1
l+k	ok+Hd	0						1	1	1	BOUND_D>BARE:1				
l+k	ok+k	0		1	1	1	BOUND_E>BOUND_D:1					1	1	1	BOUND_E>BOUND_D:1
l+k	ok+o	1		4	3	1	REL_I>BOUND_E:1;REL_I>Q_BOUND_E:1;BOUND_D>FREE_L:1;BOUND_E>BOUND_E:1	3	2	1	REL_I>BOUND_E:1;REL_I>Q_BOUND_E:1;BOUND_E>BOUND_E:1	2	2	1	REL_I>Q_BOUND_E:1;BOUND_E>FREE_L:1
l+k	ok+ol	1		2	2	1	REL_I>BOUND_E:1;BOUND_E>BOUND_E:1	3	3	1	REL_I>BOUND_E:1;BOUND_D>FREE_L:1;BOUND_E>BOUND_E:1	2	2	1	REL_I>BOUND_E:1;BOUND_E>BOUND_E:1
l+k	ok+ol+k	0										1	1	1	BOUND_E>BOUND_E:1
l+k	okair	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+k	okar	0		1	1	1	FREE_R>FREE_L:1	1	1	1	FREE_R>FREE_L:1				
l+k	okd	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
l+k	okeees+e	0						1	1	1	BOUND_D>BARE:1				
l+k	ol	1		7	7	3	REL_I>BARE:4;FREE_R>BARE:1;BOUND_E>BARE:1;BOUND_E>REL_I:1	3	3	2	REL_I>BARE:2;BOUND_E>REL_I:1	6	6	3	REL_I>BARE:2;BOUND_E>BARE:2;FREE_R>BARE:1;BOUND_E>REL_I:1
l+k	ol+H	1		1	1	1	BARE>BARE:1	1	1	1	REL_I>BARE:1	3	3	2	REL_I>BARE:1;BARE>BARE:1;BOUND_D>BARE:1
l+k	ol+k	1		2	2	2	REL_I>BARE:1;BOUND_E>BARE:1	2	2	2	REL_I>BARE:1;BOUND_E>BARE:1	2	2	2	REL_I>BARE:1;BOUND_E>BARE:1
l+k	ol+o	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+k	ol+t	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+k	oox	0										1	1	1	REL_I>BARE:1
l+k	or	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+k	os	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+k	ot	1	BOUND_D>Q_REL_I	23	14	3	BOUND_D>Q_BOUND_D:3;BOUND_D>BOUND_E:3;FREE_R>FREE_L:2;BARE>REL_I:2;BOUND_D>BOUND_D:2;BOUND_E>BOUND_D:2;REL_I>REL_I:1;BOUND_D>Q_REL_I:1;BOUND_E>Q_FREE_L:1;REL_I>FREE_L:1;FREE_L>REL_I:1;BOUND_D>REL_I:1;BOUND_E>REL_I:1;BOUND_D>Q_FREE_L:1;REL_I>BOUND_D:1	25	14	3	REL_I>BOUND_D:3;BOUND_D>Q_BOUND_D:3;BOUND_D>BOUND_E:3;FREE_R>FREE_L:2;BARE>REL_I:2;BOUND_D>BOUND_D:2;BOUND_E>BOUND_D:2;REL_I>REL_I:1;BOUND_D>Q_REL_I:1;BOUND_D>Q_BARE:1;BOUND_E>Q_FREE_L:1;REL_I>FREE_L:1;BOUND_D>REL_I:1;BOUND_E>REL_I:1;BOUND_D>Q_FREE_L:1	24	17	3	BOUND_E>REL_I:3;BOUND_D>Q_BOUND_E:3;BOUND_D>BOUND_E:3;FREE_R>FREE_L:2;BARE>REL_I:2;BOUND_E>BOUND_D:2;REL_I>Q_FREE_L:1;BOUND_E>Q_BOUND_D:1;REL_I>REL_I:1;BOUND_D>Q_REL_I:1;REL_I>FREE_L:1;BOUND_E>BOUND_E:1;REL_I>BARE:1;BOUND_D>Q_FREE_L:1;REL_I>BOUND_E:1
l+k	ot+H	1		2	2	2	REL_I>BARE:1;REL_I>BOUND_E:1	2	2	2	REL_I>BARE:2	1	1	1	REL_I>BARE:1
l+k	ot+Hd	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
l+k	ot+o	0										1	1	1	REL_I>BARE:1
l+k	ot+od	0		1	1	1	REL_I>BARE:1								
l+k	ot+s	1		1	1	1	REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1
l+k	otair	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+k	otar	0										1	1	1	FREE_R>FREE_L:1
l+k	r	1		3	3	1	BARE>REL_I:1;BOUND_D>FREE_A:1;BOUND_E>REL_I:1	4	4	2	BARE>BARE:1;BARE>REL_I:1;BOUND_D>FREE_A:1;BOUND_E>REL_I:1	4	4	1	BARE>BARE:1;BARE>REL_I:1;BOUND_D>FREE_A:1;BOUND_E>REL_I:1
l+k	r+oiir	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+k	r+ol+H	0						1	1	1	BOUND_D>BARE:1				
l+k	r+ol+k	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+k	rar	1		2	2	1	BOUND_D>REL_I:1;BARE>FREE_A:1	2	2	1	BOUND_D>REL_I:1;BARE>FREE_A:1	2	2	1	BOUND_D>REL_I:1;BARE>FREE_A:1
l+k+H	H+k	0		1	1	1	BOUND_D>BOUND_E:1	1	1	1	BOUND_D>BOUND_E:1				
l+k+H	Hd	1		2	2	1	BOUND_D>BARE:1;BOUND_D>FREE_A:1	2	2	1	BOUND_D>BARE:1;BOUND_D>FREE_A:1	2	2	1	BOUND_D>BARE:1;BOUND_D>FREE_A:1
l+k+H	Ho+ckh	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+k+H	Ho+cth	0										2	2	1	BOUND_E>BARE:1;BARE>BARE:1
l+k+H	Hod	1		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1
l+k+H	Hok	0		1	1	1	BOUND_D>FREE_L:1					1	1	1	BOUND_D>FREE_L:1
l+k+H	a	0						1	1	1	BOUND_D>BARE:1				
l+k+H	ai	0		1	1	1	FREE_R>BARE:1								
l+k+H	aii	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+k+H	ar	1		1	1	1	BOUND_D>REL_I:1	1	1	1	BOUND_D>REL_I:1	2	2	2	BOUND_D>BARE:2
l+k+H	e+k	0										1	1	1	BOUND_D>BOUND_E:1
l+k+H	l	0		1	1	1	BOUND_E>BARE:1								
l+k+H	l+H	1		2	2	1	BARE>BARE:1;BOUND_E>BARE:1	2	2	1	BOUND_E>BARE:2	1	1	1	BOUND_E>BARE:1
l+k+H	l+H+o	0		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1				
l+k+H	l+Ho	0		1	1	1	BOUND_E>BARE:1								
l+k+H	l+Hod	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+k+H	l+Hor	0										1	1	1	BOUND_E>BARE:1
l+k+H	l+k	1		4	4	1	BOUND_E>BARE:2;FREE_L>BARE:1;BOUND_D>BARE:1	4	4	1	BOUND_E>BARE:2;FREE_L>BARE:1;BOUND_D>BARE:1	4	4	1	BOUND_E>BARE:3;FREE_L>BARE:1
l+k+H	l+k+H	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
l+k+H	o+H	0						1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
l+k+H	o+Hr	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+H	ok	1	BOUND_D>Q_BOUND_D;BOUND_D>Q_REL_I	12	8	2	BOUND_D>Q_REL_I:3;BOUND_E>Q_BOUND_D:1;BOUND_D>Q_BOUND_D:1;BOUND_E>BOUND_E:1;BOUND_E>Q_FREE_R:1;BOUND_E>Q_FREE_L:1;BOUND_D>REL_I:1;BOUND_E>REL_I:1;BOUND_D>Q_FREE_R:1;BARE>BOUND_E:1	13	9	2	BOUND_D>Q_REL_I:3;BOUND_E>Q_BOUND_D:1;BOUND_D>Q_BOUND_D:1;BOUND_E>BOUND_E:1;FREE_R>REL_I:1;BOUND_E>Q_FREE_R:1;BOUND_E>Q_FREE_L:1;BOUND_D>REL_I:1;BOUND_E>REL_I:1;BOUND_D>Q_FREE_R:1;BARE>BOUND_E:1	13	9	3	BOUND_D>Q_REL_I:3;BOUND_E>BOUND_E:2;BOUND_E>Q_BOUND_D:1;BOUND_D>Q_BOUND_D:1;BOUND_D>BOUND_E:1;BOUND_E>Q_FREE_R:1;BOUND_E>Q_FREE_L:1;BOUND_D>REL_I:1;BOUND_E>REL_I:1;BARE>BOUND_E:1
l+k+H	ok+H	0						1	1	1	BOUND_D>BARE:1	1	1	1	BARE>Q_BARE:1
l+k+H	ok+Ho	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
l+k+H	ok+k	0		1	1	1	BOUND_D>BOUND_E:1								
l+k+H	ok+k+H	0						1	1	1	BOUND_D>BOUND_E:1				
l+k+H	ok+od	0						1	1	1	BOUND_E>BOUND_E:1				
l+k+H	ok+ol	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+k+H	ol	0		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1				
l+k+H	or	1		1	1	1	BOUND_D>REL_I:1	1	1	1	BOUND_D>REL_I:1	1	1	1	BOUND_D>REL_I:1
l+k+H	ot	0										1	1	1	BARE>BOUND_E:1
l+k+H	ot+H	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
l+k+H	ot+Hd	1		1	1	1	BOUND_D>BOUND_E:1	1	1	1	BOUND_D>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1
l+k+H	ot+Hod	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
l+k+H	ot+o	0						1	1	1	BOUND_D>BOUND_E:1				
l+k+H	ot+od	1	BOUND_D>Q_BARE	2	2	2	BOUND_D>Q_BARE:1;BOUND_D>BOUND_E:1	1	1	1	BOUND_D>Q_BARE:1	2	2	2	BOUND_D>Q_BARE:1;BOUND_D>BOUND_E:1
l+k+H	r+H	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+k+H+o	l+H	1		1	1	1	BARE>BARE:1	2	2	1	BARE>BARE:2	1	1	1	BARE>BARE:1
l+k+H+o	ok	0						1	1	1	BARE>BOUND_E:1				
l+k+H+ol	l+k+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+Hd	H+o	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
l+k+Hd	Hd	0										1	1	1	BARE>BARE:1
l+k+Hd	Hdd	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+Hd	Ho	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+Hd	Ho+cth	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+Hd	l+k	0										1	1	1	BARE>BARE:1
l+k+Hd	l+k+H	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+Hd	ok	1		1	1	1	BARE>Q_FREE_R:1	1	1	1	BARE>Q_FREE_R:1	1	1	1	BARE>Q_FREE_R:1
l+k+Hd	ok+H	0		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1				
l+k+Hd	ot+ol	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+k+Hees	ol+k	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+Hes	ar	0						1	1	1	BARE>BARE:1				
l+k+Hes	l	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+k+Hes	l+k+ol	0						1	1	1	BARE>BARE:1				
l+k+Hes	ok+od	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
l+k+Ho	r+or	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+Hs	ar	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+e	aii	0						1	1	1	BARE>BARE:1				
l+k+e	ed	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+e	ok	1		1	1	1	BOUND_D>BOUND_D:1	1	1	1	BOUND_D>BOUND_D:1	1	1	1	BOUND_D>BOUND_D:1
l+k+ed	ok+H	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+k+o	H	0						1	1	1	BARE>BOUND_E:1	2	2	1	BARE>BOUND_E:2
l+k+o	H+or	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+k+o	Hod	1		1	1	1	FREE_R>REL_I:1	1	1	1	FREE_R>REL_I:1	1	1	1	FREE_R>REL_I:1
l+k+o	ai	0						1	1	1	BARE>BARE:1				
l+k+o	aiii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+o	ar	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+o	e	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+k+o	l	0		1	1	1	BARE>BARE:1								
l+k+o	l+H+o	0		1	1	1	BARE>BARE:1								
l+k+o	l+Ho	0										1	1	1	BARE>BARE:1
l+k+o	l+Hr	0						1	1	1	BARE>BARE:1				
l+k+o	l+e+o	0						1	1	1	BARE>BARE:1				
l+k+o	o+H	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+o	o+or	1		1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1
l+k+o	r	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+k+o	r+ok	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+o	rar	0						1	1	1	BARE>REL_I:1				
l+k+od	H	1		1	1	1	BARE>BOUND_E:1	2	2	1	BARE>BOUND_E:1;BARE>BOUND_D:1	1	1	1	BARE>BOUND_E:1
l+k+od	H+od	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+k+od	Hcth	1		1	1	1	REL_I>BOUND_D:1	1	1	1	REL_I>BOUND_D:1	1	1	1	REL_I>BOUND_D:1
l+k+od	aii	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+od	ok	1		2	2	2	BARE>Q_BOUND_D:1;BARE>Q_REL_I:1	2	2	2	BARE>Q_BOUND_D:1;BARE>Q_REL_I:1	2	2	2	BARE>Q_BOUND_E:1;BARE>Q_REL_I:1
l+k+od	ok+o	1		1	1	1	REL_I>Q_BOUND_E:1	1	1	1	REL_I>Q_BOUND_E:1	1	1	1	REL_I>Q_BOUND_E:1
l+k+od	ok+od	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+od	okair	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
l+k+od	or	1		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1
l+k+od	ot	1		2	2	1	BARE>REL_I:1;BARE>BOUND_D:1	2	2	1	BARE>REL_I:1;BARE>BOUND_D:1	2	2	1	BARE>REL_I:1;BARE>BOUND_D:1
l+k+od	ot+o	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
l+k+od+ol	o	0		1	1	1	BARE>FREE_A:1	1	1	1	BARE>FREE_A:1				
l+k+od+ol	o+k+or+olr	0										1	1	1	BARE>FREE_A:1
l+k+ol	H	1		3	3	2	BARE>BOUND_D:2;BARE>BOUND_E:1	3	3	2	BARE>BOUND_D:2;BARE>BOUND_E:1	1	1	1	BARE>BOUND_D:1
l+k+ol	H+ol	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
l+k+ol	Hd	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
l+k+ol	aii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+ol	air	0						1	1	1	BARE>BARE:1				
l+k+ol	e+ol	0										1	1	1	BARE>BARE:1
l+k+ol	l+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+ol	l+k	1		1	1	1	BARE>BARE:1	2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2
l+k+ol	l+k+H+ol	0						1	1	1	BARE>BARE:1				
l+k+ol	l+t+H	0										1	1	1	BARE>BARE:1
l+k+ol	l+t+Hd	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+ol	ok+ol	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
l+k+ol	ot	0										1	1	1	BARE>FREE_R:1
l+k+ol	ot+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+ol	ot+or	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+k+ol+H	ok	0										1	1	1	BOUND_D>BOUND_E:1
l+k+ol+d	aii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+or	H	1		1	1	1	BARE>BOUND_D:1	2	2	1	BARE>BOUND_D:2	1	1	1	BARE>BOUND_D:1
l+k+or	aii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+or	al	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+or	oees+e	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+k+or	ok	1		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1
l+k+or	ot	0		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1				
l+k+os	aii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kaiir	H+o	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+kaiir	Hok	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
l+kair	H	0		1	1	1	BARE>BOUND_D:1	2	2	1	BARE>BOUND_D:2				
l+kair	al+k	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kair	ar	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kair	otaiil+od	0		1	1	1	BARE>BARE:1								
l+ke	ok+od	0		1	1	1	BOUND_E>BOUND_E:1					1	1	1	BOUND_E>BOUND_E:1
l+kedl+k	e	1		1	1	1	BOUND_E>BOUND_D:1	1	1	1	BOUND_E>BOUND_D:1	1	1	1	BOUND_E>BOUND_E:1
l+keees	ckh	0		1	1	1	BARE>BARE:1								
l+keees	or	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kees	ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+keii	H+os	0										1	1	1	BARE>BOUND_E:1
l+keii	l	0										1	1	1	BARE>FREE_L:1
l+keiii	ok	0										1	1	1	BARE>REL_I:1
l+kii	H+o	0										1	1	1	BARE>BOUND_E:1
l+kl	H	1		1	1	1	BARE>FREE_L:1	2	2	2	BARE>BOUND_E:1;BARE>FREE_L:1	2	2	2	BARE>BOUND_E:1;BARE>FREE_L:1
l+kl	H+o	0										1	1	1	BARE>BOUND_E:1
l+kl	H+od+ees	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
l+kl	ai	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl	l	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl	l+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl	l+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl	ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl	r+od	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl+H	l+H	0		1	1	1	BOUND_E>BARE:1								
l+kl+H+ol	ok	1		1	1	1	BARE>Q_FREE_R:1	1	1	1	BARE>Q_FREE_R:1	1	1	1	BARE>Q_FREE_R:1
l+kl+d	lr	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+kl+or	aiii+ol+k	0						1	1	1	BARE>BARE:1				
l+kl+or	iii	0		1	1	1	BARE>BARE:1								
l+kl+or	iii+ol+k	0										1	1	1	BARE>BARE:1
l+o	H+cth	0						1	1	1	BOUND_D>BOUND_E:1				
l+o	H+o	0		1	1	1	BOUND_D>BOUND_E:1								
l+o	H+os	1		1	1	1	FREE_R>BOUND_E:1	1	1	1	FREE_R>BOUND_E:1	1	1	1	FREE_R>BOUND_E:1
l+o	ai	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+o	aii	0										1	1	1	BARE>BARE:1
l+o	aii+al	0										1	1	1	BOUND_E>BARE:1
l+o	air	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+o	ar	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	2	2	1	BARE>BARE:2
l+o	e	0						1	1	1	BOUND_E>BOUND_E:1				
