source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
131	bc495692-c392-4069-b581-05db25bdb6f9	4a196f207943613df8fc2710f98a10a5d49f48e6437933d3ce541a4e6f98328e	The Moon and the Zodiac	2/891, p. 198	1613 AD		Astronomy	This diagram is composed of three rotating circles of paper, set up in order to find the true location of the moon in the zodiac in longitude degrees. These diagrammatical instruments, commonly called volvelles, have been used for centuries for the combination of related elements, in all subject of human knowledge, in manuscript and in printed books alike. In this case, it is possible to move two circles on top of a larger one, printed on page 198. In the previous page, the author explains how to use it: the base contains the names of the zodiac signs around a large circle (beneath each, a scale represents 30 degrees) called the circle of the middle distance of the moon from the sun; the second largest circle, labelled M, located immediately on top of the printed one, represents the deferential of the epicycle of the moon (it also contains a scale of 30), and it contains a line radiating from its centre to its edges called the medium movement line; a third circle, much smaller, rotates on the outer edge of the medium movement line, called the circle of the equations of the moon, and is divided into twelve parts each divided in three sections with regular intervals of ten degrees.	1	0	1	0	0
132	21ede6a8-f1c5-4b28-a560-d06aa034ecbb	b5e29f2355a36f78000bb6f41ad852cf783737e920dece4c0c58171aafdc6d41	Computus diagram	Arundel 501, f. 26v	c. 1300 AD	Classical Winds | Wind Rose	Computistics	Diagram, at the end of an explanation to the Tables used for finding the moveable feasts, the age of the moon, the golden number and the hour of the new moon. In the Church’s calendar, Christmas and saints’ days have fixed dates in the solar cycle, whereas Easter’s feasts are calculated according to the lunar cycle. Easter was celebrated on the first Sunday after the first full moon following the vernal equinox (the spring date of equal lenghts of day and night). With the Tables it is possible to calculate the dates of moveable feasts in the liturgical Year. It is possible to find the date for Easter by using the golden number and dominical letter.	0	0	0	0	0
133	c4fcf660-03ac-4922-8a8d-75bf90457f43	f35245f79977037c33fd85f310bd986fa7c9df798d2e5575287afa341ded509e	Beatitudes	B.2.27, f. 3r	c. 1100 AD	Beatitudes	Christian Doctrine	Large rotae on folio 3r, divided in seven parts with colour (green and red), containing an outer circle: Subscriptus patrie reditum docet ordo figure; a second circle: Peticiones; a third circle: Sancti spiritus dona; and an inner most circle: Beatitudines. It functions both as a memory aid (with easily traceable parts) and as an emblem (an image of God’s Works of Mercy). The outer circle contains the seven verses of the Pater Noster, the second circle shows petitions to God and the third circle contains the gifts of the holy spirit (Augustine had already aligned petitions, gifts and beatitudes with one-another and here we see them also aligned to the Pater Noster); the Beatitudes or blessings, refer to the Sermon on the Mount and were originally eight in number - here they are seven and we find them connected to the corresponding virtues: pax; paupertas; mansuetudo; luctus; Iusticia; Misericordia; Munditia. So, in this case, virtues and beatitudes are one and the same.	1	0	0	0	0
134	289bcf1d-77cd-4b63-8290-1786c14688b7	245b8ba38ece47d926c545df9dba43dfd7356c56c97ab943b5f7ad1d642c2cb8	Table of Philosophy	Royal 7 D II, f. 9v	c. 1150 AD	Liberal Arts	Philosophy	From folios 3-9v, the manuscript includes the 'Liber de philosophia Salomonis', an anonymous text which is a compilation on the divisions of philosophy. It contains extracts of Origen's prologue of his commentary on the Canticle of Canticles and of Cassian's Collatio XIV. The diagram of the division of philosophy (divisio philosophyae) presents three parts: (1) theoretica, id est contemplativa; (2) pratica, id est actualis; (3) logica, id est rationalis. And then more subdivisions appear in the diagram, being these of theoretica, pratica and logica. The diagram also gives rise to Mathematics’s subdivision into four parts: (1) Geometria, in spaciorum et formarum dimensione; (2) Arithmetica, ad numeros cognoscendos; (3) Astronomia, ad cognitionem stelarum; (4) Musica, ad modulationes sonorum.	0	0	0	0	0
135	c79b2823-1056-4a51-a342-b55d58c6659b	415b6d1998fd3b690e559cfb7b2b8e8354f1ed5076b2109c91b8207cbc4fc488	World map	Mapping Boston Collection, 06_01_001149 (Liber cronicarum, f. XIII)	1493 AD		Cartography	'Secunda etas mundi': incunabula world map published by Hartmann Schedel and printed by Anton Koberger in July 1493, from the first edition, published in Latin, of the 'Liber Chronicarum' (popularly referred to as the Nuremberg Chronicle, based upon the city of its publication). Schedel's work is illustrated with over 1800 woodcut images (by Michael Wohlgemut and Wilhelm Pleydenwurff) and this map is not only one of the earliest world maps but also the last to be produced without any indication of the New World (in fact, the book was published some months after Columbus returned to Spain after discovering the New World, but it doesn’t include the discoveries of Columbus in the Americas). Although not giving particular attention to details, these are some features of the map: the shape of it is based on Ptolemy's “Geographia”; Europe is shown with the Mediterranean countries, northern Africa, the Middle East and southern Asia; Jerusalem is at the center of the map; the Indian Ocean is an enclosed area; Scandinavia, southern Africa and the Far East are not shown; etc. Twelve 'windheads' (whose mouths blow wind) surround the map (a decorative motif that is found on many early printed world maps), they and major places are named, and the outline of the map is held up by Noah's sons (Japhet, Shem, and Ham – biblical figures), from whom humanity in the three known continents (Asia, Africa, and Europe) was believed to descend (given that they were the ones who repopulated the earth after the Flood, according to the Old Testament). To the left of the map is a panel representing seven grotesque, bizarre creatures situated to suggest that such beings/peoples inhabit the edges of the earth, in unexplored areas of Asia and Africa (as the text describes). Such mythological humanoid creatures have their origin not only in ancient cosmographies (Pliny, Pomponius Mela, Solinus, and Herodotus), but also, probably, in popular legends based on medieval travellers' tales. The seven figures include: (1) a six-armed man; (2) a hairy woman; (3) a six-fingered hands man; (4) a centaur; (5) a bald but bearded lady; (6) a four-eyed man; (7) a bird man (creature with long S-shaped neck and beak in lieu of mouth).	0	0	0	0	0
136	35da3d5d-a3be-4231-ac83-f5e2d6ecc35a	af7286979dae23fd1d8577d8af06bd5b3697476901d5210293b7329cbfd1b894	Map of the world	Harley 218, f. 104v	c. 1200-1250 AD	T-O Map	Cartography	Round world map almost exclusively with words – with references to Paradisus, India, Asia, Jerusalem, Roma, Francia, Europa, Caledónia, Hispânia, Mauritânia and Africa – and surrounded by water.	0	0	0	1	0
137	c9aadc69-6523-4c3d-9154-618bb7f2da04	29cb8bd1fc4abd1685cd1b9a59d156cc55ff756d8573028f26e3a518f346a34d	Map of Virginia	hg-2612-a_4 (12119)	c. 1600 AD		Cartography	The first map to appear in the third part of the Historia Americae: sive Novi orbis (1590 - 1634) is the map of Virginia, in a series of engravings with an opening suggestive name: 'Vivae imagines'. Theodore de Bry, born in Liége but established in Frankfurt, was the engraver of the plates of this monumental work in 2o, compiled from 1590 to 1634 (after his death in 1621, it was completed by his sons). The work, based on Thomas Harriot's accounts, compiles information about places, indigenous peoples and their culture, encounters with Europeans and more. In this map, all referential points are drawn and labelled: geographical features, islands, mountains, forests, villages and tribes, harbours. The scale (1/25 'leuges') is located on the bottom-left corner of the engraving. The following folio shows a close-up of 'Trinety harbor', with different types of trees across the lands and a vineyard, and Roanoac, in the centre, is depicted in greater detail; the image highlights the difficulties of entering the inner bays with shipwrecks along the small islands, but beyond it, a land that is mastered by the indigenous people.	0	0	0	0	0
138	ca0fa31f-ea9a-4a0e-a49a-4c65bad32f3c	a863552e60e2248f5c8fc58cfe1b19215ee506be3e6b3212c2cc23cadb71cea6	Diagram of Tides	W.73	c. 1150-1200 AD	Classical Winds | Wind Rose	Natural Philosophy | Cosmology	Large circular diagram containing information about monthly tidal movements and their relationship to the ages of the Moon (the cycle of the synodic month), often present in manuscript copies of 'De natura rerum', by Bede. This particular diagram contains a T-O map in the centre, and descriptions about the twelve winds. Four small circles around the diagram highlight the two highest and lowest tides. The author used colours (black, yellow, red and green) to help the reader find and discern the different levels of information.	1	0	0	0	0
139	cd0e8040-044b-42c3-a974-77123250d2ec	0f59820e564b60f24f4ccd13352b9cd22f8082df19e4d6334bfea22eecee18d7	Six-winged cherub	1037 reserve, fol. 2r	c. 1300-1350 AD		Theology	Standing on a wheel, one sees a six-winged cherub with headings on the wings and subheadings on the feathers ('Cherub iste habens sex alas legatur per numerum ale cuilibet assignatum'). The legends on the wings/feathers are: 1st wing – Dilectio Dei: omnia propter Deum relinquere; proprie voluntati renunciare; sua egenis distribuere; aliena non concupiscere; ablata restituere. 2nd wing – Dilectio proximi: nemini unquam obesse; omnibus velle prodesse; pro amico animam ponere; pro fratre dampnum sustinere; iniurias patienter forte. 3rd wing – Confessio: vera cordis contritio; sancta premeditatio; simplex collocutio; integra recognitio; obedientia promptitudo. 4th wing – Satisfatio: orationum devotio; vigiliarum actio; disciplinarum susceptio; elemosinarum largitio; ieumiorum frequentatio. 5th wing – Puritas mentis: sursum fitta humiliatio; peccati certa abrenuntiatio; in spe mera confirmatio; integritas pra perfectio; virtutum perpes dilectio. 6th wing – Munditia carnis: sohibitio auditus, modestia visus, retentio odoratus, temperantia gustus, refrenatio tactus. The picture is related to medieval sermon-meditations and it works as a memory aid for the teachers, confessors, chaplains or preachers to know the fundamental message they will convey in their speeches about the sacrament of penitence. Then, simply taking into account the particularities of the audience, they can adapt and amplify the scheme.	1	0	0	0	0
140	4cd0249a-f966-4302-8919-88b47c2e46aa	076c810a8cc5b7f05d3f70dbc4f3afddcc7aa3da1428ca2526aa74c4730043f6	Climate Zones	Egerton 3088, f. 23v	c. 1200-1250 AD	Five Circles | Climate Zones	Natural Philosophy	Parchment gothic manuscript containing works by different authors, decorated with vividly multicoloured diagrams, tables and illustrations. It is a codex that can be related to Walters MS. W.73 or St. John's College Ms. 17, not only for its arrangement/text miscellany, but also because of its diagrams. The diagram of the five zones of the Earth on f.23v, presents the globe in an upside-down manner (the North Pole is the point of view of the reader); it displays the main geographical zones, associated not only to Bede, but also to Isidorus, according to a conventional latitudinal division). It is a circular diagram, containing off-centred circles (or arches) inside it. The circulus Australis (number I) on the outmost side is described as cold and inhabitable, followed by three temperate zones: number II - hot and habitable; number III - hot and inhabitable and number IIII - temperate and habitable; finally, the last circle (number V) is again cold and inhabitable. Number IIII circle contains also an illustration of the Riphean Mountains, located in northern Eurasia, according to classical and medieval traditions.	1	0	1	0	0
141	d0762df2-2c47-4b0e-a27e-fae12b21680d	2388c8420034e82dbf9bd9cf7f4b6570b4af1a011e986604fbc36a82232310b7	Zodiac Man	MS. Selden Supra 90, f. 11v	c. 1400-1450 AD	Zodiac Man	Medicine	Diagram of the human body on folio 11v, showing the zodiac that governs each part: Aries (head), Taurus (neck), Gemini (shoulders), Cancer (chest), Leo (sides), Virgo (belly), Libra (buttocks), Scorpio (genitalia), Sagittarius (thighs), Capricorn (knees), Aquarius (lower leg), and Pisces (feet). The figure is inside a frame in the centre of a gothic-hand text block and occupies 29 lines of text (hight). The Zodiac Man represents the relationship between the macro and micro-cosmos and the astrological influence of stelar objects (the heavens) onhuman physiology and health. This diagram with the zodiac symbolic images/objects on top of the human body parts is an established icon of the medieval vision of the order of the world.	0	0	0	0	0
142	5565b5ec-21cb-450e-a4d0-eb0b3a8b2f31	c63a6d2256a226e39a14fedf357ade892f5fed5f8a053a037479fd0e999d6c51	Wheel of Pythagoras	Latin 7486, f. 67v	c. 1300 AD		Astrology | Numerology	Located last on the chapter 'Canon supra rotam Pythagorae', on the bottom of folio 67v, this diagram is identified as 'ratio sphere pictagore phi.' The work is part of a codex dedicated to divinatory subjects. It is a rotae with three levels of information: a) inside a circle in the centre there are three columns of numbers, on the top half there are six numbers in each column and the expressions vita longa, vita minor and vita maior; on the bottom half there are four numbers per column and the expressions mors minor, mors maior and mors media, b) surrounding the central circle there are seven specific number of days for each astral body (except the earth), c) on the outer ring there are 22 divisions, each for a letter of the alphabet and a number that is attached to it (the letter Z is located bellow A, a mistake in the drawing perhaps). The numbers in the centre are arranged in a non-sequential order, from 1 to 30; these are the lucky and unlucky numbers (vita and mors). The letters in the outer ring should be chosen according to the first letter of the name of the person doing the divination exercise, e.i. John would be 14. The middle circle relates the influence of the planets, sun and moon to the calculations that should be done with all these numbers (sometimes they are also connected to other diagrams), in order to foresee the outcome of any question posed.	1	0	0	0	0
143	57e715ca-5789-4ef0-9b82-ca735fc73b8c	3af544c72d36a94e3e805f8c226bd1ca1de7a48fb64f4a0634f0b4bacefe3869	Gnomon	VLF 48, f. 92r	c. 0800 AD	Horologium	Geometry | Astronomy	The book IX of this copy of the encyclopaedic work of Capella ends with additional diagrams based on book VI (geometry) and VIII (astronomy), which indicates the interconnection of all disciplines within the liberal arts and the fact that this work was a major didactic reference for centuries. On folio 92r, there is a gnomon circular diagram, in the centre of the folio, surrounded by smaller drawings of geometrical figures with their corresponding nomenclature. The circular diagram is composed of four concentric circles with a gnomon in the centre (ray length, horizontal, to the left) extending only to the first two circles: a) first smaller circle: circum summitatem stili; b) second circle: umbra ex medietatem stili / circum umbra / umbra metitur istum sexies; c) third circle: istum duo decies / istum decies octies; d) fourth circle: istum dicies quarter. These labels around the circle indicate a relationship to the annotations by Iohannis Scotii to Capella's work, who tried to explain, in a very close wording, how this tool could be used to find the hours of daylight throughout the year, using shadow measurements.	1	0	0	1	0
144	6c82f6be-a25d-459e-a189-96451e574aa9	979bcf6eba4c82c3d9e4d188e97829287cafdf8c578582d3c0d99d5537c05fb9	Perennial Calendar	Libr. pict. A 92	c. 1400 AD	Horologium	Astrology	This perennial or perpetual calendar was designed as a folded brochure (concertina calendars were typical in late medieval times): it is a long rectangular chart, folded in half (in length) and then in 12 vertical sections (for each month), fitting the palm of the hand when fully closed. On one side there are drawings/representations of Saints and the dominical calendar (the liturgical routine), on the other side there are: on top, drawings of the zodiac sign for each month surrounding a corresponding circular diagram showing the hours of sunlight and darkness for each month. Bellow, agricultural scenes (known as the labours of the months) complete and identify the changing seasons.	1	0	0	0	0
145	d8b821c5-af30-4336-8732-ea0289d689ec	434821cdf7e0e169a054e784ddcc3c06162f88947f4b3a6af9ea44f181393d93	Sunday Letter and Golden Number	B.13.14, f. 238v	c. 1400-1450 AD		Computistics	Small composite manuscript, largely dedicate to the adoration of the Virgin Mary, with a miscellaneous variety of prayers and other biblical texts. On folio 238v (the last one), in a gothic hand, there are two visually simplified rotae for finding the 'Littera dominicalis' (on top), and the Golden Number (bellow), for finding the position of a calendar year in the Metonic cycle. Inside each circle a specific year was written and then struckthrough. This kind of visual tool for quick information access was typical in computus, here it seems displaced.	1	0	0	0	0
146	db262474-bdc4-4169-b55c-9e1da8502e9a	a57c875454965630d5920106206a30e9f65201913e17f398ee10bc404e3fead8	Orologium Viatorum	Cod. Sang. 459, f. 141r	c. 0800-0900 AD	Horologium	Astronomy | Computistics	Miscellany compilation of texts on calendar calculations and astronomy, copied on parchment, with more than 360 folios. The diagram of the Horologium Viatorum is present on folio 141r and is part of the codicological unit 'Excerpta ex Isidoro et Beda Venerabili, De cyclo paschali'. It is a device used to learn the time based on the hours of daylight throughout the year, measuring the length of the shadow of the sun, taking the human body as a gnomon. These diagrams are common in computus made for monastic schools, especially in central Europe.	0	0	0	0	0
147	0a306958-e92d-4fb6-9824-68e58c932c6d	8612f851688d0beaf4479ffd612309633801ec63f77982a8e080d701499716d0	The hierarchies of the Angels	RES/203, f. 21v	c. 1300-1400 AD	Hierarchy of Angels	Christian Doctrine	More than 150 depictions of the Old and New Testament, using the grisaille technique (and some details in colour), can be found in this manuscript copy of the Breviari d'Amor, a work about natural philosophy, Christian doctrine and courtly love. The diagram of the nine orders of the Angels (three triads) is located on folio 21v (p.44). It is a hierarchical structure of 3 orders and 3 levels/hierarchies: the lowest order is composed of four angels in each of the three niches (Principalities; Archangels and Angels); the following order contains five angels in the middle niche (Virtues) and four angles in each of the outer niches (Dominions and Powers) and finally the highest order, the third, contains seven angels in the middle niche and five angels to the left niche and four angles to the right niche (Seraphim; Cherubim and Thrones), that now touch and form a circle. In the middle of the circle, Christ is represented sitting down; around him (clockwise) are Joseph, symbols of the crucifixion (spear, nails and thorn crown), and Mary. This division is attributed to Pseudo-Dionysius.	1	0	0	0	0
148	db4352b0-ae88-4fef-bb4a-c79b1fb826cc	855f13fb75bfbb77d65a40cfe951664b22b4cc4a70fb1ae66609f7646ccd81c0	Canon tables	Additional 9381, f. 10	c. 0800-1000 AD	Canon Tables	Christian Doctrine	"Showing arcaded forms, decorated canon tables in brown and red presenting the ""Canon II in Quo III"": establishing relationships between the Gospels of Matthew, Mark and Luke, showing at a glance where each Gospel agreed with or differed from the others. The tabular format with the numbered sections was useful for reference and comparison, since the textual knowledge was ordered in order to show the parallelism between texts."	0	0	0	0	0
149	e0e0263a-7572-450d-8f30-98e2b62fd3b1	3407c020699482f4e07828bcbd4c0366351c4c916f162a78e92514770fa30a5e	Cantino Planisphere	C.G.A.2	1502 AD		Cartography	This map is the oldest surviving nautical chart picturing the recently discovered Brazilian coast, produced in Portugal but taken to Italy by Alberto Cantino (for the duque of Ferrara) in 1502. It is a very large map (over 2 meters long), hand drawn, coloured and full of details (geological and geographical, fauna and flora included) of the Portuguese recent discoveries (Brazil had been reached in 1500) and established positions in Africa and in the East. It is more a work of art and a political affirmation, rather than a useful cartographical instrument: labels across the planisphere reveal historical details, small flags identify Portuguese settlements and other kingdoms', a blue line depicts the artificial division of the known world between Spain and Portugal (established in the Tordesillas treatise, 1494). It is most likely a copy based on the Royal Pattern (featured on the walls of colonial administrative offices, in Lisbon), and it includes wind roses and their loxodromic lines.	0	0	0	1	0
150	ea3d802c-c90a-42ab-81b0-fc6bc91a92af	940db5dbe245f95392542da462e931c3c8317b70b7687ec233931dc9aa2300c0	Moonlight	Cotton MS Tiberius E IV, f. 142	c. 1100 AD		Astronomy	This diagram of the duration of moonlight (in hours) through the course of the lunar month systematises the chapter 'Quot horas luna luceat'. It presents two types of information that are correlated, in a creative design that highlights the full moon, and that decorates an already elegant codex. Diagrams of moonlight duration are commonly found in Bede’s De temporum ratione text, and in this case it is part of a miscellany of works by Abbo de Flery and Bede, traditional calendars and computus materials, and also the Winchcombe Chronicle.	0	0	0	0	0
151	ee133cb6-670b-4405-b8c0-d8b33560e1f4	a4ead3cbfdf58e734671c44cc787110f2c466490520f25ad10255042312d4783	Table of the Ten Commandments	Arundel 83 II, f. 127v	c. 1300 AD		Theology	The central column of medallions enumerates the Ten Commandments (Decem legis mandata), which Moses received from God when he went up to Mount Sinai and which are the means by which the Israelites would live in covenant relationship with God and have access to Him (for instance: unum, crede deum; sablata sanctifices; et venerare patres; etc). In the upper corners, one sees Ihesus involved in a tree holding in his hand the stone tablets containing the Ten Commandments and reaching out to Moyses who is seated, with one hand raised and ready to receive them and the other holding the footwear which he took off his foot. On the right of the central column of medallions, there is a register of ten Mosaic law’s transgressions (Decem plebis abusiones, for instance: contra ydolatriam, contra juramenta, contra inobedientes, contra adulteros, etc), and on the left are the ten plagues of Egypt (Decem plage egypti). The bottom of the page shows Moses (again, depicted with hair horns) with his people (represented by five more human figures) and the raising of the brazen/golden calf: Moses is pointing to the calf – which became to be worshipped, seen as a god –, reminding that idolatry is condemnable.	0	1	0	0	0
152	f04938ac-b951-4a6a-9c15-dfafe67256a9	6dec71e9c8fb6b7f201ed2f99e6deedc1b90d5ce561b763ff9f0cc9835239df2	Fortune-telling diagram	MS. Digby 46, f. 109r	c. 1300 AD		Geomancy	This fortune telling diagram, used for geomantic predictions, presents a geometric composition for determining conjunctions of elemental qualities, zodiacs and planetary influences, according to the location of key numbers inside the patters of the composition. The illustrations of this copy follow the illuminations of Matthew Paris, created for MS. Ashmole 304, from the 13th century, produced at St. Albans (although the geometric diagrams such as this one are not present). Bernardus Silvestris (active in the first half of the 12th century) was influenced by Platonic themes; his best known are the Cosmographia (divided into two parts: Megacosmus and Microcosmus), and a commentary on the Aeneid.	0	0	0	0	0
153	73e8cb2e-74d6-4c31-94b0-d585718e2953	01594c1bd254b4e1a65d9a442df6bc27c4550f91a70628d350fa26aad036081c	Universe's geocentric model	Egerton 844, f. 8r	c. 1300-1350 AD		Cosmology	"Astronomical table of the universe’s geocentric model – the Ptolemaic system – with the nine concentric heavenly spheres, in order of increasing distance from the Earth: first, Moon; second, Mercury; third, Venus; fourth, Sun; fifth, Mars; sixth, Jupiter; seventh, Saturn; eight, Fixed Stars (the ""firmament""); and ninth and the ultimate sphere, Prime Mover. The Primum Mobile was the outermost moving sphere, to which the daily rotation of all the heavenly bodies is attributed. As Johannes de Sacro Bosco (John of Holywood) says in Chapter One of De sphaera: 'The seven spheres of the seven planets, of which some are larger, some smaller, according as they the more approach, or recede from, the firmament. Wherefore, among them the sphere of Saturn is the largest, the sphere of the moon the smallest, as is shown in the accompanying figure.'"	1	0	0	0	0
154	f22f44e9-c34f-47a7-9052-49781141cd95	cbb75f5f847961ff57237a9e8bd5bc8d4fed491bfc86f9849b23df6dcfdbbf53	Astrological chart	Arundel 66, f. 89r	1490 AD		Astrology	The manuscript includes Guido Bonatti’s Decem tractatus astronomiae. The image shows an astrological chart detailing the zodiac signs (such as Taurus, Aquarius, Sagittarius, Libra, etc), planets (like Saturnus, Venus, etc) and numbers. This is because making an astrological chart implies dividing the celestial sphere into four equal parts by the Meridian and Horizon, and again into four quadrants, and every quadrant again, until the whole Heaven is divided into twelve equal segments, which the astrologers call Houses. There are twelve signs of the zodiac and also twelve houses of Heaven. Like a clock, the houses represent the 24 hours of the day and each house is ruled by a different sign and so each house is associated with a set of traits. To be able to interpret an astrological chart, not only the meaning of each planet but also the house it is in and the sign it is in must be taken into account, and the study of the chart’s elements helps to explain aspects of the interpreter's life. Astrology gives a particular meaning to every house and the judgment of the Houses, Planets and Signs, explains that which might appear to be purely accidental in a person's life but is not, since everything has, in one way or other, a relation to one of the twelve houses of Heaven.	0	0	1	0	0
155	fcc3abc9-c183-402e-a17a-5b713c2dbf43	b4d637d71db5192a649975153c4fdc094da9def02a6b3d0defdbf218dec15d63	Zodiac planisphere	Harley 647, f. 21v	c. 0800 AD	Aratea | Zodiac	Astrology	Geruvigus’s circular planisphere with the constellations positioned in the band of the zodiac, mapping the heavens with human figures, animals and objects.	1	1	0	0	0
156	f9da9a71-12c0-4832-b444-c61654ef6b5c	f12210f639dd9ed180e645d4b41ee3eb317fe26d0e1b987ee3d1985394872d98	Mnemonic Hands	B.15.38, f. 147	c. 1200 AD	Finger Reckoning | Mnemonic Hand | Guidonian Hand	Christian Doctrine	In a miscellany of sermons from the 13th century, there are four mnemonic hands: a) Timor domini, b) Amor dei, c) Meditacio nocturna, d) Meditacio diurna. Mnemonic hands were an established graphical form that facilitated memorisation, especially visible in ecclesiastical books throughout the Middle Ages. This form of diagrams was suitable for a variety of contents, associating each finger (and/or knuckles/carpal bones) with one word, verse, calculation, etc., making it easy to remember quantities, order and frequency of the information. For example, on the first two hands, each metacarpal bone is associated with one interrogative adverb: quod, quare, quantum, quomodo and quasque, on the subject of the Fear of God and Love of God, then, each phalange contains the answers (3 per finger). Remnants of these strategies are still used today such as the counting of the knuckles to determine/remember the length (number of days) of each month.	0	0	0	1	0
157	83a7933b-b44f-4681-be6b-6c5afd6a14a2	76f0fec9201de3f08f3dbdb987b8e0f34f1dba7c561ae0d4ddbb9da2c87b5131	Elemental Properties	MS. Digby 23a, f. 54v	1125 AD	Four Elements	Natural Philosophy	Designed according to an established graphical formula associated with the theme of the Harmony of the Spheres, this diagram presents the relationships between elements of matter and their properties (according to Proclus). The central axis contains six circles for the properties: Acutus/sharp, Subtilis/subtle, Mobilis/mobile, Obtusus/blunt, Corpolenta/dense and Immobilis/immobile. Connecting pairs of properties, there are four arches to the left which in turn are connected to the four elements (which in turn are also connected by smaller arches to their left: these connections are related to Empedoclean diagrams (elemental qualities: hot, dry, cold, wet). There are also three arches to the right containing labels with the notation 'Conntraria'. Relationships are therefore established between elements and their sensible qualities and neoplatonic properties. Bellow the elements diagram, there is a second circular diagram establishing the relationship between elements, their qualities and the seasons of the year.	1	0	1	1	0
158	20c9ff3b-8d5d-48a6-84f7-70891f1ed906	f192e99f8d06720f490c2088439cbbf12ceacf917f52ec04ed3478f9085379f4	The sky and the four elements	Harley 2407, f. 57	c. 1450-1500 AD	Four Elements	Natural Philosophy	Diagram of the sun, moon, Zodiac constellations and the four elements (the latter represented inside of big circles: air and fire above, earth and water below).	0	0	1	0	0
159	940e2e32-82bc-43c2-a725-5a8310a6d625	34badd3c971b0bd19567791bcba2688c9ac45c21758066325dcb89571320302f	The Earth, Heaven and Hell	Egerton 2781, f. 1v	c. 1300-1350 AD	Harmony of the Spheres	Theology | Cosmology	Full-page miniature, in colours and gold, of the universe, the earth, the spheres between heaven and hell (here depicted are not only the spheres through which the celestial bodies were thought to travel but also four others, to highlight the elements of matter), with God and angels at the top of the image in heaven, and falling angels becoming devils (angels who were cast out of heaven or who sinned against God, seen falling and in hell below the cosmos). A Book of Hours contains a collection of prayers and psalms for Christian devotion and this image reminds of the need to live a life in conformity to God’s will.	0	0	1	0	0
160	348774a7-9a48-418c-8d7b-69761a52385f	6846b9a5724c7e94be135e4313c852a184ccf2b7db876b1a7d851b60c12e65ba	Elements, Qualities, Seasons and Humours	Harley 2660, f. 37	1136 AD	Four Elements	Natural Philosophy	Circular diagram linking the four elements with qualities, seasons and humours. At the centre, the latin words for 'world', 'year', and 'man'. The structure of the diagram shall be read like this example: the fire (element) is dry and hot (qualities), qualities which predominate in summer (season) as so does colera (bodily humour). Predominant humours in the nature of human beings are related with natural phenomena (such as age) and would determine specific physical and temperamental characteristics.	1	0	1	1	0
161	42832b34-d539-4631-b7e2-38d989676e1d	83f064bcd94c03e827c1077c64c3716348cfdcf3722a941565d96caca8ca55f1	Cube of Properties	Cotton MS Tiberius C I, f. 6v	c. 1100-1150 AD	Four Elements	Natural Philosophy	One example of the use of three dimensional diagrams in medieval manuscripts is the diagram of the Elements of Isidorus (haec figura solida est secundum geometricam rationem) present in the work De natura rerum, which is based on the properties of elements as transmitted from Plato: fire (thin, sharp, and mobile); air (thick, sharp, and mobile); water (thick, blunt, and mobile); and earth (thick, blunt, and immobile). The Cube of Properties is a diagram that establishes relationships between shared and distinct properties of the four elements, using the position of each inside specific parts of a cube to make it visually explicit. A diagonal line crosses the oblique projection, connecting to lower-left front corner to the upper-right back corner, disrupting the perspective, but enabling Elements to sit inside triangles, where each corner represents a property. In this manner, elements (or the sides of the triangles) sometimes touch (where they share properties) and sometimes do not (where they have opposite properties) The precise shape and verbal information on these diagrams varied in some copies, in this case for example, the Sun is labelled as an enneagon, and the Moon as an heptagon (although they are both round circles); and in manuscript BSB Clm 14300, fol. 7v. (8th c.), there is an extra oblique line in the back side of the cube that enhances the triangularity of the Elements; and in many variants of this diagram, the three-dimensionality is even totally lost.	0	0	1	0	0
162	65009837-8ae0-4c22-a992-e7d5c61e004d	5b2ad27207bb8d956d4d733d2f8c1d6f4f91b621872a4c578a09404a8670fa15	Constellations	Egerton MS 845, f. 21v	c. 1500-1550 AD		Astronomy	This astrological drawing shows the sun, the moon and Zodiac constellations not in a diagram, depicting the heavens by their orbits as a series of concentric circles, but onto a sort of graph, which also includes the classical elements in four bigger circles.	1	0	1	0	0
163	b4b74b3c-b403-4363-844b-e2f2348ef659	fd68741d447b74683fafc01735a110124580df862e042ed2a3395e27d38bcc5e	The four elements	Harley 3577, f. 160	1481 AD	Four Elements	Natural philosophy	Within a frame and inside of each of the four squares, one finds drawings in colours depicting the four elements in a very simple way. Since ancient philosophy, air, fire, earth and water were belived to be on the base of all matter, in different proportions. By the way, as also written in verse, Empedocles’ poem On Nature presents the generation or destruction of any matter as being aggregation or separation of four basic elements through the forces of Love or Strife.	0	0	1	0	0
