unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	unit_program_word_ids	unit_program_words_de	anchor_mix	provenance_warning
452	CELESTIAL_ALMANAC	f67r2	A1	f67r2.28:2	A1:G071	A1_LEFT_LOCAL_FIELD_28 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_28.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
453	CELESTIAL_ALMANAC	f67r2	A1	f67r2.29:1	A1:G072	A1_LEFT_LOCAL_FIELD_29 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_29.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
454	CELESTIAL_ALMANAC	f67r2	A1	f67r2.29:2	A1:G073	A1_LEFT_LOCAL_FIELD_29 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_29.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
455	CELESTIAL_ALMANAC	f67r2	A1	f67r2.30:1	A1:G074	A1_LEFT_LOCAL_FIELD_30 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_30.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
456	CELESTIAL_ALMANAC	f67r2	A1	f67r2.30:2	A1:G075	A1_LEFT_LOCAL_FIELD_30 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_30.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
457	CELESTIAL_ALMANAC	f67r2	A1	f67r2.31:1	A1:G076	A1_LEFT_LOCAL_FIELD_31 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_31.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
458	CELESTIAL_ALMANAC	f67r2	A1	f67r2.32:1	A1:G077	A1_LEFT_LOCAL_FIELD_32 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_32.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
459	CELESTIAL_ALMANAC	f67r2	A1	f67r2.32:2	A1:G078	A1_LEFT_LOCAL_FIELD_32 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_32.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
460	CELESTIAL_ALMANAC	f67r2	A1	f67r2.32:3	A1:G079	A1_LEFT_LOCAL_FIELD_32 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_32.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
461	CELESTIAL_ALMANAC	f67r2	A1	f67r2.32:4	A1:G080	A1_LEFT_LOCAL_FIELD_32 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_32.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
462	CELESTIAL_ALMANAC	f67r2	A1	f67r2.33:1	A1:G081	A1_LEFT_LOCAL_FIELD_33 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_33.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
463	CELESTIAL_ALMANAC	f67r2	A1	f67r2.33:2	A1:G082	A1_LEFT_LOCAL_FIELD_33 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_33.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
464	CELESTIAL_ALMANAC	f67r2	A1	f67r2.33:3	A1:G083	A1_LEFT_LOCAL_FIELD_33 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_33.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
465	CELESTIAL_ALMANAC	f67r2	A1	f67r2.34:1	A1:G084	A1_LEFT_LOCAL_FIELD_34 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_34.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
466	CELESTIAL_ALMANAC	f67r2	A1	f67r2.34:2	A1:G085	A1_LEFT_LOCAL_FIELD_34 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_34.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
467	CELESTIAL_ALMANAC	f67r2	A1	f67r2.35:1	A1:G086	A1_LEFT_LOCAL_FIELD_35 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_35.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
468	CELESTIAL_ALMANAC	f67r2	A1	f67r2.35:2	A1:G087	A1_LEFT_LOCAL_FIELD_35 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_35.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
469	CELESTIAL_ALMANAC	f67r2	A1	f67r2.35:3	A1:G088	A1_LEFT_LOCAL_FIELD_35 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_35.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
470	CELESTIAL_ALMANAC	f67r2	A1	f67r2.36:1	A1:G089	A1_LEFT_LOCAL_FIELD_36 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_36.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
471	CELESTIAL_ALMANAC	f67r2	A1	f67r2.36:2	A1:G090	A1_LEFT_LOCAL_FIELD_36 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_36.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
472	CELESTIAL_ALMANAC	f67r2	A1	f67r2.36:3	A1:G091	A1_LEFT_LOCAL_FIELD_36 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_36.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
473	CELESTIAL_ALMANAC	f67r2	A1	f67r2.37:1	A1:G092	A1_LEFT_LOCAL_FIELD_37 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_37.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
474	CELESTIAL_ALMANAC	f67r2	A1	f67r2.38:1	A1:G093	A1_LEFT_LOCAL_FIELD_38 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_38.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
475	CELESTIAL_ALMANAC	f67r2	A1	f67r2.38:2	A1:G094	A1_LEFT_LOCAL_FIELD_38 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_38.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
476	CELESTIAL_ALMANAC	f67r2	A1	f67r2.39:1	A1:G095	A1_LEFT_LOCAL_FIELD_39 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_39.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
477	CELESTIAL_ALMANAC	f67r2	A1	f67r2.39:2	A1:G096	A1_LEFT_LOCAL_FIELD_39 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_39.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
478	CELESTIAL_ALMANAC	f67r2	A1	f67r2.39:3	A1:G097	A1_LEFT_LOCAL_FIELD_39 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_39.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
479	CELESTIAL_ALMANAC	f67r2	A1	f67r2.40:1	A1:G098	A1_LEFT_LOCAL_FIELD_40 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_40.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
