unit_id	page	owner_class	template_id	surface_sequence	card_reading_de	content_phrase_ids	fixed_generated_prose_de	previous_fluent_working_reading_de	sentence_specific_lexical_insertions	generation_layers
B3-S020	f83r	UNRESOLVED_GAP_STATION	T08	dal lchedy	dorthin; abführen; Schluss	FLUESSIGKEIT	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: dorthin; abführen; Schluss. Der Meister ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S021	f83r	UNRESOLVED_GAP_STATION	T08	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	auf Sollmaß einstellen; bereit; dorthin; dieser Posten; Sollmaß; dort absetzen; kurz bereit halten; dieser Posten; dorthin; bereit; dorthin umsetzen; Schluss	WASSER|STELLE|PORTION	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: auf Sollmaß einstellen; bereit; dorthin; dieser Posten; Sollmaß; dort absetzen; kurz bereit halten; dieser Posten; dorthin; bereit; dorthin umsetzen; Schluss. Der Meister ergänzt dabei: das für den Gang vorgesehene Wasser; die bezeichnete örtliche Stelle; eine abgeteilte Portion.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S022	f83r	UNRESOLVED_GAP_STATION	T08	qotchedy	nächsten Posten überführen; Schluss	TEIL	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: nächsten Posten überführen; Schluss. Der Meister ergänzt dabei: der abgeteilte Teil.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Mische zu gleichen Teilen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S023	f83r	UNRESOLVED_GAP_STATION	T08	lchedy	abführen; Schluss	FLUESSIGKEIT	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: abführen; Schluss. Der Meister ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S024	f83r	UNRESOLVED_GAP_STATION	T08	tchedy	Posten überführen; Schluss	GEFAESS	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: Posten überführen; Schluss. Der Meister ergänzt dabei: das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S025	f83r	UNRESOLVED_GAP_STATION	T07	qokchdy	Umsetzung ansetzen; Schluss	NONE	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: Umsetzung ansetzen; Schluss.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme es einmal und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B3-S026	f83r	CONNECTED_STRUCTURE	T06	cheedar chldaiin chedy qokain checthy chealror solkeedy	von dort umsetzen; Absetzmaß; laufenden Posten umsetzen; eine Portion zugeben; bereit; Ansatz von dort zur Zielstelle; länger sammeln; Schluss	FLUESSIGKEIT|BECKEN|GEFAESS|STELLE|TEIL	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: von dort umsetzen; Absetzmaß; laufenden Posten umsetzen; eine Portion zugeben; bereit; Ansatz von dort zur Zielstelle; länger sammeln; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle; der abgeteilte Teil.	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. [[STATIONSWECHSEL: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S027	f83r	CONNECTED_STRUCTURE	T06	qoteedy	lange Folge; Schluss	TUCH|STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: lange Folge; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S028	f83r	CONNECTED_STRUCTURE	T06	qokeey qokedy	länger ansetzen; kurz ansetzen; Schluss	STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: länger ansetzen; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S029	f83r	CONNECTED_STRUCTURE	T06	sol cheeety qokedy	fortsetzen; ganzen Teilposten; kurz ansetzen; Schluss	STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: fortsetzen; ganzen Teilposten; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S030	f83r	CONNECTED_STRUCTURE	T06	qoky saiin schedair otchedy	aktuellen Posten ansetzen; Sollmaß; Wasser weiterleiten; nächsten Posten überführen; Schluss	FLUESSIGKEIT|BECKEN|TEIL	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: aktuellen Posten ansetzen; Sollmaß; Wasser weiterleiten; nächsten Posten überführen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; der abgeteilte Teil.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S031	f83r	CONNECTED_STRUCTURE	T06	qokeedy	länger ansetzen; Schluss	BECKEN	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: länger ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbar adressierte Becken.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S032	f83r	CONNECTED_STRUCTURE	T06	chedain chedy qotedaiin otaiin otedy	Portion umsetzen; laufenden Posten umsetzen; kurzes Folgemass; Folgemaß; kurze Folge; Schluss	GEFAESS	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Portion umsetzen; laufenden Posten umsetzen; kurzes Folgemass; Folgemaß; kurze Folge; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B3-S033	f83r	CONNECTED_STRUCTURE	T05	ldy	abziehen; Ende	NONE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: abziehen; Ende.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Ziehe es ab und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B3-S034	f83r	CONNECTED_STRUCTURE	T06	soiiin checthy chety otaiin olsaly shedy	Sollstufe; bereit; Teil abtrennen; Folgemaß; untere Zielstelle; kurz absetzen lassen; Schluss	BECKEN|STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Sollstufe; bereit; Teil abtrennen; Folgemaß; untere Zielstelle; kurz absetzen lassen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbar adressierte Becken; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S001	f83r	CONNECTED_STRUCTURE	T06	qokeedy	länger ansetzen; Schluss	FLUESSIGKEIT|TUCH	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: länger ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das für den Durchgang vorgesehene Tuch.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S002	f83r	CONNECTED_STRUCTURE	T06	qolchey qokeey qokedy	diesen Posten weiterfuehren; länger ansetzen; kurz ansetzen; Schluss	GEFAESS|STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: diesen Posten weiterfuehren; länger ansetzen; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S003	f83r	CONNECTED_STRUCTURE	T06	chedy otal otchey qokeey qoky tol shedy	laufenden Posten umsetzen; danach dorthin; nächster Teilposten; länger ansetzen; aktuellen Posten ansetzen; fortsetzen; kurz absetzen lassen; Schluss	ABLAUF|STELLE|TEIL	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: laufenden Posten umsetzen; danach dorthin; nächster Teilposten; länger ansetzen; aktuellen Posten ansetzen; fortsetzen; kurz absetzen lassen; Schluss. Die sichtbare Verbindung setzt dabei voraus: der lokale sichtbare Auslauf; die bezeichnete örtliche Stelle; der abgeteilte Teil.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S004	f83r	CONNECTED_STRUCTURE	T06	qokylddy	aktuellen Posten befestigen; Schluss	TUCH|STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: aktuellen Posten befestigen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S005	f83r	CONNECTED_STRUCTURE	T06	dain chedy qokeedy	Tuch; laufenden Posten umsetzen; länger ansetzen; Schluss	FLUESSIGKEIT|TUCH	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Tuch; laufenden Posten umsetzen; länger ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das für den Durchgang vorgesehene Tuch.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S006	f83r	CONNECTED_STRUCTURE	T06	shckhedy	seihen; Schluss	TUCH	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: seihen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S007	f83r	CONNECTED_STRUCTURE	T06	shckhedy	seihen; Schluss	TUCH	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: seihen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S008	f83r	CONNECTED_STRUCTURE	T06	saiin cheeky sheey qokedy	Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss	OEFFNUNG|STELLE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die sichtbar bezeichnete Öffnung; die bezeichnete örtliche Stelle.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S009	f83r	CONNECTED_STRUCTURE	T05	shedy	kurz absetzen lassen; Schluss	NONE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B4-S010	f83r	CONNECTED_STRUCTURE	T05	oldy	Fortsetzung abschließen	NONE	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Fortsetzung abschließen.	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	0	VISIBLE_OWNER|CARD_READING
B4-S011	f83r	GENERIC_WORKPIECE	T10	saiin cheky okeeol okain chdy sol lkedy	Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss	GEFAESS|TEIL	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss. Die Werkstatt ergänzt dabei: das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S012	f83r	GENERIC_WORKPIECE	T10	lchedy	abführen; Schluss	FLUESSIGKEIT	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: abführen; Schluss. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S013	f83r	GENERIC_WORKPIECE	T09	qokol shedy	Fortsetzung ansetzen; kurz absetzen lassen; Schluss	NONE	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: Fortsetzung ansetzen; kurz absetzen lassen; Schluss.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B4-S014	f83r	GENERIC_WORKPIECE	T10	or chey qockhey dairydy	Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss	STELLE|PORTION	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss. Die Werkstatt ergänzt dabei: die bezeichnete örtliche Stelle; eine abgeteilte Portion.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S015	f83r	GENERIC_WORKPIECE	T10	qokain shey kain chckhal solkey lchedy	eine Portion zugeben; klarer Auszug; eine Portion; zur Zielstelle durchleiten; kurz sammeln; abführen; Schluss	FLUESSIGKEIT|GEFAESS|STELLE|TEIL	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: eine Portion zugeben; klarer Auszug; eine Portion; zur Zielstelle durchleiten; kurz sammeln; abführen; Schluss. Die Werkstatt ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle; der abgeteilte Teil.	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. [[STATIONSWECHSEL: linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B4-S016	f83r	GENERIC_WORKPIECE	T10	qolkain dal skar shedy	weitere Portion; dorthin; vom Ausgang ausgießen; kurz absetzen lassen; Schluss	WASSER|BECKEN	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: weitere Portion; dorthin; vom Ausgang ausgießen; kurz absetzen lassen; Schluss. Die Werkstatt ergänzt dabei: das für den Gang vorgesehene Wasser; das sichtbar adressierte Becken.	[[LOKALER BESITZER: rechte S-Lauf-/Mehrarmknotenstation]] Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B5-S001	f83r	GENERIC_WORKPIECE	T09	otchdy	Folgegang vollziehen; Schluss	NONE	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: Folgegang vollziehen; Schluss.	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Ziehe es ab und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B5-S002	f83r	GENERIC_WORKPIECE	T09	qokchdy	Umsetzung ansetzen; Schluss	NONE	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: Umsetzung ansetzen; Schluss.	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Erwärme es einmal und beende den Schritt.	0	VISIBLE_OWNER|CARD_READING
B5-S003	f83r	GENERIC_WORKPIECE	T10	shedal dal cheol lol chdal aiin sol daiiin chedy	dort absetzen; dorthin; fortsetzen; von dort weiterfuehren; dort umsetzen; Sollmaß; fortsetzen; Öffnungsstufe; laufenden Posten umsetzen	OEFFNUNG	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: dort absetzen; dorthin; fortsetzen; von dort weiterfuehren; dort umsetzen; Sollmaß; fortsetzen; Öffnungsstufe; laufenden Posten umsetzen. Die Werkstatt ergänzt dabei: die sichtbar bezeichnete Öffnung.	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
B6-S001	f83r	GENERIC_WORKPIECE	T10	solkeey qekey raly ol daiin ol dain chey ldalor	länger sammeln; aktuellen Posten kurz bearbeiten; diesen Posten dorthin; fortsetzen; Sollmaß; fortsetzen; Tuch; dieser Posten; Endziel	BECKEN|TUCH|OEFFNUNG|STELLE|PORTION	Arbeitsbesitzer: dieses Werkstück. Kartenfolge: länger sammeln; aktuellen Posten kurz bearbeiten; diesen Posten dorthin; fortsetzen; Sollmaß; fortsetzen; Tuch; dieser Posten; Endziel. Die Werkstatt ergänzt dabei: das sichtbar adressierte Becken; das für den Durchgang vorgesehene Tuch; die sichtbar bezeichnete Öffnung; die bezeichnete örtliche Stelle; eine abgeteilte Portion.	[[LOKALER BESITZER: rechter S-Lauf-/Mehrarm-Endposten]] Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	0	VISIBLE_OWNER|CARD_READING|FIXED_CONTENT_PHRASE
