realization_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	state_requirement	composed_state_default	composed_working_phrase_de	evidence_status	display_phrase_de	display_phrase_provenance	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	composed_phrase_observed_in_exact_cell	selected_phrase_equals_composed_phrase	display_phrase_is_observed_clause	display_phrase_is_composed_working	composed_working_label_visible	all_recipe_value_cells_observed	new_slot_value_required
G493-C094	G493-F10	@ACTION+Y	T	T+Y	CELESTIAL	EINSTELLEN · POSTEN	T=WERT EINSTELLEN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Positionsposten ein.	COMPOSED_WORKING	Stelle den Positionsposten ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C095	G493-F10	@ACTION+Y	T	T+Y	PHARMA	EINSTELLEN · POSTEN	T=ANSATZWERT EINSTELLEN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Stelle den Drogenposten ein.	COMPOSED_WORKING	Stelle den Drogenposten ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C096	G493-F10	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	MARKIEREN · POSTEN	R=KENNZEICHNEN · Y=LAUFENDER EINTRAG	SELF_CONTAINED_ARGUMENT	NONE	Kennzeichne den laufenden Eintrag.	COMPOSED_WORKING	Kennzeichne den laufenden Eintrag.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C097	G493-F10	@ACTION+Y	R	R+Y	HERBAL	MARKIEREN · POSTEN	R=TEIL MARKIEREN · Y=PFLANZENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Pflanzenposten.	COMPOSED_WORKING	Markiere den Pflanzenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C098	G493-F10	@ACTION+Y	R	R+Y	BIOLOGICAL	MARKIEREN · POSTEN	R=STATION MARKIEREN · Y=STATIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Stationsposten.	OBSERVED_CLAUSE	Markiere den Stationsposten.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	2	1	2	f75r|f82r	G407-E1598|G407-E3385	Markiere den Stationsposten.	NONE	YES	YES	YES	NO	NOT_APPLICABLE	YES	NO
G493-C099	G493-F10	@ACTION+Y	R	R+Y	CELESTIAL	MARKIEREN · POSTEN	R=POSITION MARKIEREN · Y=POSITIONSPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Positionsposten.	COMPOSED_WORKING	Markiere den Positionsposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C100	G493-F10	@ACTION+Y	R	R+Y	PHARMA	MARKIEREN · POSTEN	R=POSTEN MARKIEREN · Y=DROGENPOSTEN	SELF_CONTAINED_ARGUMENT	NONE	Markiere den Drogenposten.	COMPOSED_WORKING	Markiere den Drogenposten.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C101	G493-F11	CH+@ACTION	T	CH+T	SOURCE_SECTION_T	NEHMEN · EINSTELLEN	CH=ENTNEHMEN · T=FESTLEGEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest.	COMPOSED_WORKING	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C102	G493-F11	CH+@ACTION	T	CH+T	HERBAL	NEHMEN · EINSTELLEN	CH=PFLANZENTEIL NEHMEN · T=ARBEITSSTUFE EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Nimm den Pflanzenposten [wie zuvor] und stelle den Pflanzenposten [wie zuvor] ein.	OBSERVED_CLAUSE	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f10r	G407-E0273	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein.	AIIN	NO	NO	YES	NO	NOT_APPLICABLE	YES	NO
G493-C103	G493-F11	CH+@ACTION	T	CH+T	BIOLOGICAL	NEHMEN · EINSTELLEN	CH=POSTEN ENTNEHMEN · T=STATIONSWERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	COMPOSED_WORKING	Entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C104	G493-F11	CH+@ACTION	T	CH+T	CELESTIAL	NEHMEN · EINSTELLEN	CH=POSITION AUFNEHMEN · T=WERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Nimm den Positionsposten [wie zuvor] auf und stelle den Positionsposten [wie zuvor] ein.	COMPOSED_WORKING	Nimm den Positionsposten [wie zuvor] auf und stelle den Positionsposten [wie zuvor] ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C105	G493-F11	CH+@ACTION	T	CH+T	PHARMA	NEHMEN · EINSTELLEN	CH=DROGENPOSTEN NEHMEN · T=ANSATZWERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	COMPOSED_WORKING	Nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C106	G493-F11	CH+@ACTION	R	CH+R	SOURCE_SECTION_T	NEHMEN · MARKIEREN	CH=ENTNEHMEN · R=KENNZEICHNEN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor].	COMPOSED_WORKING	Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C107	G493-F11	CH+@ACTION	R	CH+R	HERBAL	NEHMEN · MARKIEREN	CH=PFLANZENTEIL NEHMEN · R=TEIL MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor].	COMPOSED_WORKING	Nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C108	G493-F11	CH+@ACTION	R	CH+R	BIOLOGICAL	NEHMEN · MARKIEREN	CH=POSTEN ENTNEHMEN · R=STATION MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Entnimm den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor].	OBSERVED_CLAUSE	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	GDT416_EXACT_RECIPE_REGISTER_CLAUSE	1	1	1	f77r	G407-E2689	Entnimm den Stationswert [wie zuvor] und markiere den Stationswert [wie zuvor].	AIIN	NO	NO	YES	NO	NOT_APPLICABLE	YES	NO
G493-C109	G493-F11	CH+@ACTION	R	CH+R	CELESTIAL	NEHMEN · MARKIEREN	CH=POSITION AUFNEHMEN · R=POSITION MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	COMPOSED_WORKING	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
G493-C110	G493-F11	CH+@ACTION	R	CH+R	PHARMA	NEHMEN · MARKIEREN	CH=DROGENPOSTEN NEHMEN · R=POSTEN MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	Y=POSTEN [wie zuvor]	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor].	COMPOSED_WORKING	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor].	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUE_CELLS	0	0	0	NONE	NONE	NONE	NONE	NO_EXACT_CELL	NO_EXACT_CELL	NO	YES	YES	YES	NO
