surface_id	visible_surface	register_status	observed_groups	pages	atom_sequence	teaching_class	short_spoken_value_de	owner_rule_de	apprentice_action_de	memorized_body_or_residue	example_group	example_owner	example_value_de	original_classification
SF0151	keol	PROSE_ONLY	1	f56r	E+OL	PRODUCTIVE_COMMON_COMPOSITION	kurz weiterbearbeiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E099	H5	kurz weiterbearbeiten	PRODUCTIVE_BREVIGRAPH
SF0152	lar	PROSE_ONLY	1	f82r	L+AR	PRODUCTIVE_COMMON_COMPOSITION	von dort abfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E211	B2	von dort abfuehren	PRODUCTIVE_BREVIGRAPH
SF0153	lcheckhedy	PROSE_ONLY	1	f82r	L+CKHE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	abseihen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E176	B2	abseihen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0154	lcheckhy	PROSE_ONLY	1	f82r	L+CKH+Y	PRODUCTIVE_COMMON_COMPOSITION	Ausgangsdurchlass	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E173	B2	Ausgangsdurchlass	PRODUCTIVE_CORE_PLUS_EDGE
SF0155	lched	PROSE_ONLY	1	f82r	L+CHD	PRODUCTIVE_COMMON_COMPOSITION	abführen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E174	B2	abführen	PRODUCTIVE_CORE_PLUS_EDGE
SF0156	lchedal	PROSE_ONLY	1	f81v	L+CHD+AL	PRODUCTIVE_COMMON_COMPOSITION	zur Ablaufstelle führen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E147	B1	zur Ablaufstelle führen	PRODUCTIVE_CORE_PLUS_EDGE
SF0157	lchedar	PROSE_ONLY	1	f82r	L+CHD+AR	PRODUCTIVE_COMMON_COMPOSITION	von dort abführen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E215	B2	von dort abführen	PRODUCTIVE_CORE_PLUS_EDGE
SF0158	lchedy	PROSE_ONLY	8	f82r|f83r	L+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	abführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E210	B2	abführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0159	lcheey	PROSE_ONLY	1	f82r	L+CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E206	B2	Klarlauf abfuehren	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0160	lchy	PROSE_ONLY	1	f82r	L+Y	PRODUCTIVE_COMMON_COMPOSITION	abziehen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E202	B2	abziehen	PRODUCTIVE_BREVIGRAPH
SF0161	ldalor	PROSE_ONLY	1	f83r	AL	PRODUCTIVE_COMMON_COMPOSITION	Endziel	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E381	B6	Endziel	PRODUCTIVE_BREVIGRAPH
SF0162	ldy	PROSE_ONLY	2	f82r|f83r	L+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	abziehen; Ende	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E184	B2	abziehen; Ende	PRODUCTIVE_CORE_PLUS_EDGE
SF0163	lkedy	PROSE_ONLY	1	f83r	L+E+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	kurz abführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E344	B4	kurz abführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0164	lkshy	ASTRO_ONLY	1	f67r2	SH+Y	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Posten halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G021	A1_RIGHT_SECTOR_SLOT_10	aktuellen Posten halten	CROSS_REGISTER_PRODUCTIVE_SH_HOLD_ROOT
SF0165	lo	PROSE_ONLY	1	f83r	L	PRODUCTIVE_COMMON_COMPOSITION	abfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E263	B3	abfuehren	PRODUCTIVE_BREVIGRAPH
SF0166	lochedy	PROSE_ONLY	1	f82r	L+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Rest abfuehren; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E228	B2	Rest abfuehren; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0167	lol	PROSE_ONLY	1	f83r	L+OL	PRODUCTIVE_COMMON_COMPOSITION	von dort weiterfuehren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E367	B5	von dort weiterfuehren	PRODUCTIVE_BREVIGRAPH
SF0168	ls	PROSE_ONLY	1	f82r	L	PRODUCTIVE_COMMON_COMPOSITION	Durchlassöffnung	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E196	B2	Durchlassöffnung	PRODUCTIVE_BREVIGRAPH
SF0169	lshedy	PROSE_ONLY	2	f81v	WASH+CLOSE	LEARNED_TECHNICAL_BODY	waschen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	WASH=WASCHEN	E143	B1	waschen; Schluss	COMPOSED_LEARNED_PROSE_BODY
SF0170	lsho	PROSE_ONLY	1	f81v	WASH+START	LEARNED_TECHNICAL_BODY	Waschgang beginnen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	NONE	E141	B1	Waschgang beginnen	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT
SF0171	ly	PROSE_ONLY	1	f81v	L+Y	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Posten abführen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E159	B1	aktuellen Posten abführen	PRODUCTIVE_BREVIGRAPH
SF0172	o	ASTRO_ONLY	2	f69v	O	TABLE_LOCAL_CODE	Grundwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G011	A3_LEFT_WHEEL_RING_TEXT	Grundwert	ASTRO_LOCAL_PRIMITIVE_MICROCODE
SF0173	oaiin	ASTRO_ONLY	1	f67r2	AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G174	A1_RIGHT_OUTER_RING_TEXT	Sollwert	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0174	oar	ASTRO_ONLY	1	f69v	AR	REGISTERED_RENDERER_ALLOGRAPH	Quelle	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G139	A3_LEFT_RADIAL_SLOT_28	Quelle	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0175	oaram	ASTRO_ONLY	1	f69v	AR+AM	TABLE_LOCAL_CODE	Quellaspekt	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G051	A3_MIDDLE_WHEEL_RING_TEXT	Quellaspekt	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0176	ochol	ASTRO_ONLY	1	f67r2	HO	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G074	A1_LEFT_LOCAL_FIELD_30	im selben Ring, Band oder Satz fortsetzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0177	ochoyk	ASTRO_ONLY	1	f69v	HO	REGISTERED_RENDERER_ALLOGRAPH	Himmelsobjekt oder Eingangsbedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G112	A3_LEFT_RADIAL_SLOT_03	Himmelsobjekt oder Eingangsbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0178	ockhy	ASTRO_ONLY	3	f67r2|f68r1|f69v	CKH	REGISTERED_RENDERER_ALLOGRAPH	durch Sektor, Ring oder Pruefweg fuehren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G105	A1_LEFT_LOCAL_FIELD_42	durch Sektor, Ring oder Pruefweg fuehren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0179	ocphy	ASTRO_ONLY	1	f68r1	O+CPH_ASTRO+Y	LEARNED_TECHNICAL_BODY	aktuelle Grundauswahl	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Fachkörper als Einheit lernen und Argumente anhängen	NONE	A2:G055	A2_STAR_STATION_23	aktuelle Grundauswahl	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT
SF0180	octheol	PROSE_ONLY	1	f82r	CTH+OL	PRODUCTIVE_COMMON_COMPOSITION	bereitgestellten Gang fortsetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E182	B2	bereitgestellten Gang fortsetzen	PRODUCTIVE_CORE_PLUS_EDGE
SF0181	octhey	ASTRO_ONLY	1	f68r1	CTH	REGISTERED_RENDERER_ALLOGRAPH	ausgewählte Grundbedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G037	A2_STAR_STATION_05	ausgewählte Grundbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0182	octhole	ASTRO_ONLY	1	f67r2	CTH+OL	REGISTERED_RENDERER_ALLOGRAPH	Bereitwert + Fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G094	A1_LEFT_LOCAL_FIELD_38	Bereitwert + Fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0183	octhys	ASTRO_ONLY	1	f67r2	CTH	REGISTERED_RENDERER_ALLOGRAPH	sekundäre Grundbedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G141	A1_LEFT_OUTER_STAR_STATION_09	sekundäre Grundbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0184	odaeiin	ASTRO_ONLY	1	f67r2	OD+IIN	TABLE_LOCAL_CODE	Arbeits- oder Bedingungsstufe markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G037	A1_LEFT_LOCAL_FIELD_16	Arbeits- oder Bedingungsstufe markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0185	odaiiin	ASTRO_ONLY	1	f67r2	OD+IIN	TABLE_LOCAL_CODE	Stufe markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G115	A1_LEFT_LOCAL_FIELD_45	Stufe markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0186	odain	ASTRO_ONLY	1	f67r2	OD+AIN	TABLE_LOCAL_CODE	Portion markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G187	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Portion markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0187	odair	ASTRO_ONLY	1	f69v	OD+AIR	TABLE_LOCAL_CODE	Lauf oder Bahn markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G033	A3_LEFT_WHEEL_RING_TEXT	Lauf oder Bahn markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0188	odal	ASTRO_ONLY	1	f67r2	OD+AL	TABLE_LOCAL_CODE	Ziel markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G083	A1_LEFT_LOCAL_FIELD_33	Ziel markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0189	odas	ASTRO_ONLY	1	f67r2	OD	TABLE_LOCAL_CODE	Nebenwert markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G078	A1_LEFT_LOCAL_FIELD_32	Nebenwert markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0190	odchecthy	ASTRO_ONLY	1	f68r1	OD+CTH	TABLE_LOCAL_CODE	Bereitbedingung markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G033	A2_STAR_STATION_01	Bereitbedingung markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0191	ody	PROSE_AND_ASTRO	2	f55v|f69v	PROSE:ODY_WHOLE|ASTRO:OD+Y	REGISTER_SPLIT	diesen Posten eintragen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Register zuerst bestimmen und dann getrennte Lesung wählen	PROSE:ODY_WHOLE	E060	H4	kühlen	REGISTER_SPLIT_ASTRO_OD_PROSE_WHOLE
SF0192	oear	ASTRO_ONLY	1	f67r2	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G082	A1_LEFT_LOCAL_FIELD_33	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0193	oeeody	ASTRO_ONLY	1	f68r1	EE+OD+Y	TABLE_LOCAL_CODE	diesen Posten in langer Stufe eintragen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G054	A2_STAR_STATION_22	diesen Posten in langer Stufe eintragen	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0194	oeeos	ASTRO_ONLY	1	f67r2	EE+OS	TABLE_LOCAL_CODE	langes oder zweites Feld	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G181	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	langes oder zweites Feld	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0195	oeesy	ASTRO_ONLY	1	f69v	EE+Y	BOUND_MODIFIER_COMPOSITION	diesen Posten länger halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G115	A3_LEFT_RADIAL_SLOT_06	diesen Posten länger halten	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0196	oekain	ASTRO_ONLY	1	f67r2	AIN	REGISTERED_RENDERER_ALLOGRAPH	gezaehlter Teil oder Unterabschnitt	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G039	A1_LEFT_LOCAL_FIELD_16	gezaehlter Teil oder Unterabschnitt	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0197	oeoldan	ASTRO_ONLY	1	f67r2	OL	REGISTERED_RENDERER_ALLOGRAPH	im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G085	A1_LEFT_LOCAL_FIELD_34	im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0198	oepchod	ASTRO_ONLY	1	f67r2	HO	REGISTERED_RENDERER_ALLOGRAPH	Himmelsobjekt oder Eingangsbedingung	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G150	A1_RIGHT_PHASE_STATION_05	Himmelsobjekt oder Eingangsbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0199	ofar	ASTRO_ONLY	2	f67r2	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G060	A1_LEFT_LOCAL_FIELD_24	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0200	ofcheor	ASTRO_ONLY	1	f68r1	CHEO	REGISTERED_RENDERER_ALLOGRAPH	Bedingungs-, Tabellen- oder Wahlansatz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G046	A2_STAR_STATION_14	Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0201	ofydy	ASTRO_ONLY	1	f67r2	O+Y+DY	TABLE_LOCAL_CODE	aktuellen Grundwert festhalten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G110	A1_LEFT_LOCAL_FIELD_44	aktuellen Grundwert festhalten	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0202	og	ASTRO_ONLY	1	f67r2	G	TABLE_LOCAL_CODE	Grundgrad	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G100	A1_LEFT_LOCAL_FIELD_40	Grundgrad	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0203	oiiin	PROSE_ONLY	1	f81v	IIN	PRODUCTIVE_COMMON_COMPOSITION	Sollstufe	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E161	B1	Sollstufe	PRODUCTIVE_BREVIGRAPH
SF0204	oiin	ASTRO_ONLY	1	f67r2	IIN	REGISTERED_RENDERER_ALLOGRAPH	Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G099	A1_LEFT_LOCAL_FIELD_40	Tabellenstufe	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0205	oiinar	ASTRO_ONLY	1	f68r1	IIN+AR	REGISTERED_RENDERER_ALLOGRAPH	Stufe mit Quellenbezug	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G051	A2_STAR_STATION_19	Stufe mit Quellenbezug	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0206	okaiiin	ASTRO_ONLY	1	f68r1	OK+IIN	REGISTERED_RENDERER_ALLOGRAPH	Stufe aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G028	A2_MULTIPANEL_HEADER_FRAGMENT_04	Stufe aktivieren	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0207	okaiin	PROSE_ONLY	1	f81v	OK+AIIN	PRODUCTIVE_COMMON_COMPOSITION	auf Sollmaß einstellen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E102	B1	auf Sollmaß einstellen	PRODUCTIVE_BREVIGRAPH
SF0208	okain	PROSE_AND_ASTRO	4	f67r2|f82r|f83r	OK+AIN	PRODUCTIVE_COMMON_COMPOSITION	eine Portion zugeben	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E198	B2	eine Portion zugeben	PRODUCTIVE_BREVIGRAPH
SF0209	okair	PROSE_ONLY	1	f83r	OK+AIR	PRODUCTIVE_COMMON_COMPOSITION	Wasser einlassen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E260	B3	Wasser einlassen	PRODUCTIVE_BREVIGRAPH
SF0210	okal	PROSE_AND_ASTRO	3	f55v|f67r2|f81v	OK+AL	PRODUCTIVE_COMMON_COMPOSITION	dort ansetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E069	H4	dort ansetzen	PRODUCTIVE_BREVIGRAPH
SF0211	okar	ASTRO_ONLY	4	f67r2|f69v	OK+AR	PRODUCTIVE_COMMON_COMPOSITION	Quelle aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G009	A1_RIGHT_SECTOR_SLOT_03	Quelle aktivieren	PRODUCTIVE_ASTRO_COMPOSITION
SF0212	okardy	ASTRO_ONLY	1	f68r1	OK+AR+DY_BOUND	BOUND_MODIFIER_COMPOSITION	Quelle aktivieren und Auswahl festhalten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A2:G063	A2_CENTRAL_LEGEND_UNRESOLVED	Quelle aktivieren und Auswahl festhalten	BOUND_MODIFIER_COMPOSITION
SF0213	okchdy	ASTRO_ONLY	1	f68r1	KCH	REGISTERED_RENDERER_ALLOGRAPH	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G062	A2_CENTRAL_LEGEND_UNRESOLVED	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0214	okchedy	PROSE_ONLY	1	f81v	OK+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	angesetzten Inhalt überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E151	B1	angesetzten Inhalt überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0215	okcheys	ASTRO_ONLY	1	f69v	KCH	REGISTERED_RENDERER_ALLOGRAPH	Diagrammplatz berechnen oder bearbeiten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G138	A3_LEFT_RADIAL_SLOT_27	Diagrammplatz berechnen oder bearbeiten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0216	okchoal	ASTRO_ONLY	1	f68r1	KCH+AL	REGISTERED_RENDERER_ALLOGRAPH	Bearbeiten + Ziel	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G009	A2_LEFT_PANEL_HEADER	Bearbeiten + Ziel	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0217	okchol	PROSE_ONLY	1	f11r	OK+OL	PRODUCTIVE_COMMON_COMPOSITION	weiterlaufenden Posten aufnehmen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E053	H3	weiterlaufenden Posten aufnehmen	PRODUCTIVE_BREVIGRAPH
SF0218	okchy	PROSE_AND_ASTRO	2	f56r|f67r2	OK+Y	REGISTERED_RENDERER_ALLOGRAPH	Posten zur Weiterbearbeitung ansetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E091	H5	Posten zur Weiterbearbeitung ansetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0219	okeal	ASTRO_ONLY	1	f69v	OK+E+AL	BOUND_MODIFIER_COMPOSITION	Ziel kurz aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G119	A3_LEFT_RADIAL_SLOT_10	Ziel kurz aktivieren	BOUND_MODIFIER_COMPOSITION
SF0220	okear	ASTRO_ONLY	1	f68r1	OK+E+AR	BOUND_MODIFIER_COMPOSITION	Quelle kurz aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A2:G040	A2_STAR_STATION_08	Quelle kurz aktivieren	BOUND_MODIFIER_COMPOSITION
SF0221	okedy	ASTRO_ONLY	1	f69v	OK	REGISTERED_RENDERER_ALLOGRAPH	Diagrammposten setzen oder aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A3:G022	A3_LEFT_WHEEL_RING_TEXT	Diagrammposten setzen oder aktivieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0222	okeeodal	ASTRO_ONLY	1	f68r1	OK+EE+OD+AL	TABLE_LOCAL_CODE	markiertes Ziel länger aktivieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G056	A2_STAR_STATION_24	markiertes Ziel länger aktivieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0223	okeeody	ASTRO_ONLY	2	f67r2|f69v	OK+EE+OD+Y	TABLE_LOCAL_CODE	diesen Posten länger aktivieren und eintragen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G185	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	diesen Posten länger aktivieren und eintragen	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0224	okeeol	PROSE_ONLY	1	f83r	OK+EE+OL	PRODUCTIVE_COMMON_COMPOSITION	länger fortführen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E340	B4	länger fortführen	PRODUCTIVE_BREVIGRAPH
