bath_action_ordinal	primary_governor_key	action_slot_id	source_event_id	statement_id	physical_page	locus	paragraph_key	paragraph_locus_range	bath_segment_key	host_ordinal_in_statement	surface	component_recipe	carrier_slot_count	carrier_slot_ids	carrier_root_sequence	aiin_fill_present	body_blockers_present	state_before_object_class	state_before_source_event_id	reset_before	object_selection_route	gdt592_object_class	gdt592_object_lemma_de	gdt592_object_form_de	gdt592_object_source_event_id	gdt592_reference_origin_route	gdt592_reference_origin_event_id	carry_source_event_id	carry_source_action_slot_id	carry_source_primary_governor_key	carry_source_locus	carry_host_ordinal_distance	carry_intervening_host_count	carry_intervening_event_number_count	carry_locus_line_distance	carry_reference_class	carry_working_strength	handoff_donor_anchor_event_id	handoff_donor_carrier_source_event_id	handoff_source_action_slot_id	handoff_source_carrier_slot_ids	handoff_source_primary_governor_key	handoff_donor_host_ordinal_in_statement	handoff_source_root	handoff_source_locus	handoff_host_ordinal_distance	handoff_anchor_intervening_event_number_count	handoff_intervening_event_number_count	handoff_locus_line_distance	handoff_manual_visible_span	handoff_donor_clause_de	handoff_donor_phrase_provenance	retained_episode_alternative_de	gdt569_state_join_status	gdt569_state_edition_ordinal	gdt569_argument_carry	gdt569_action_carry	gdt569_argument_source_type	gdt569_inherited_argument_root	gdt569_explicit_argument_phrase_de	gdt569_carried_argument_phrase_de	gdt569_parallel_relation	gdt569_parallel_note_de	gdt590_current_clause_de	gdt592_completed_clause_de	clause_patch_required	retained_alternative_de	retained_generic_alternative_de	paragraph_boundary_after	guard
199	ACTION:G407-E3396@2:SH	RUNNING:G407-E3396@2	G407-E3396	G407-S540	f82r	f82r.27	f82r:P3	f82r.20–.33	G407-S540:BSEG01	2	rsheal	R+SH+E+AL	0	NONE	NONE	NO	AL	NONE	NONE	NONE	BODY_BLOCKER_STATION	STATION	Stationsansatz	den Stationsansatz	G407-E3396	BODY_BLOCKER_STATION	G407-E3396	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
200	ACTION:G407-E3399@2:SH	RUNNING:G407-E3399@2	G407-E3399	G407-S542	f82r	f82r.27	f82r:P3	f82r.20–.33	G407-S542:BSEG01	2	rshedy	R+SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3399	COLD_BATH_OBJECT_DEFAULT	G407-E3399	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1131	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
201	ACTION:G407-E3404@1:SH	RUNNING:G407-E3404@1	G407-E3404	G407-S546	f82r	f82r.28	f82r:P3	f82r.20–.33	G407-S546:BSEG01	2	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3404	COLD_BATH_OBJECT_DEFAULT	G407-E3404	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1135	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
202	ACTION:G407-E3413@1:SH	RUNNING:G407-E3413@1	G407-E3413	G407-S548	f82r	f82r.29	f82r:P3	f82r.20–.33	G407-S548:BSEG03	11	cheey	SH+EE+Y	1	RUNNING:G407-E3413@3	Y	NO	NONE	NONE	NONE	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E3413	WRITTEN_Y_GDT590	G407-E3413	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
203	ACTION:G407-E3426@1:SH	RUNNING:G407-E3426@1	G407-E3426	G407-S552	f82r	f82r.30	f82r:P3	f82r.20–.33	G407-S552:BSEG05	10	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3426	COLD_BATH_OBJECT_DEFAULT	G407-E3426	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1148	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
204	ACTION:G407-E3428@2:SH	RUNNING:G407-E3428@2	G407-E3428	G407-S553	f82r	f82r.30	f82r:P3	f82r.20–.33	G407-S553:BSEG01	2	lshedy	L+SH+E+DY	0	NONE	NONE	NO	L	NONE	NONE	NONE	BODY_BLOCKER_STATION	STATION	Stationsansatz	den Stationsansatz	G407-E3428	BODY_BLOCKER_STATION	G407-E3428	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1149	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_CARRY_CLASS_ALIGNED	Die ältere Argumentwurzel und die neue Objektklasse sind kompatibel; Identität wird nicht behauptet.	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
205	ACTION:G407-E3433@2:SH	RUNNING:G407-E3433@2	G407-E3433	G407-S555	f82r	f82r.31	f82r:P3	f82r.20–.33	G407-S555:BSEG01	5	rsheedy	R+SH+EE+D_ADDR+Y	1	RUNNING:G407-E3433@5	Y	NO	D_ADDR	NONE	NONE	NONE	WRITTEN_Y_GDT590	STATION	Stationsansatz	den Stationsansatz	G407-E3433	WRITTEN_Y_GDT590	G407-E3433	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
206	ACTION:G407-E3441@1:SH	RUNNING:G407-E3441@1	G407-E3441	G407-S556	f82r	f82r.32	f82r:P3	f82r.20–.33	G407-S556:BSEG02	7	shedaiin	SH+E+AIIN	1	RUNNING:G407-E3441@3	AIIN	YES	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3441	COLD_BATH_OBJECT_DEFAULT	G407-E3441	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte die Badfüllung auf Grad I	Halte das zu badende Gut im Bad bei der angegebenen Füllung auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
207	ACTION:G407-E3445@1:SH	RUNNING:G407-E3445@1	G407-E3445	G407-S556	f82r	f82r.32	f82r:P3	f82r.20–.33	G407-S556:BSEG02	13	sheey	SH+EE+Y	1	RUNNING:G407-E3445@3	Y	NO	NONE	BATH_OBJECT	G407-E3441	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E3445	WRITTEN_Y_GDT590	G407-E3445	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
208	ACTION:G407-E3460@1:SH	RUNNING:G407-E3460@1	G407-E3460	G407-S558	f83r	f83r.1	f83r:P1	f83r.1–.8	G407-S558:BSEG01	7	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3460	COLD_BATH_OBJECT_DEFAULT	G407-E3460	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1157	YES	NO	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	GDT569_SPECIFIC_CANDIDATE_OVER_GENERIC_DEFAULT	Die ältere Wurzel ist ein konkreter Kandidat für das noch neutrale Badegut und wird für den nächsten Pass behalten.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
209	ACTION:G407-E3463@1:SH	RUNNING:G407-E3463@1	G407-E3463	G407-S559	f83r	f83r.2	f83r:P1	f83r.1–.8	G407-S559:BSEG01	4	cheey	SH+EE+Y	1	RUNNING:G407-E3463@3	Y	NO	NONE	NONE	NONE	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E3463	WRITTEN_Y_GDT590	G407-E3463	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
210	ACTION:G407-E3467@1:SH	RUNNING:G407-E3467@1	G407-E3467	G407-S559	f83r	f83r.2	f83r:P1	f83r.1–.8	G407-S559:BSEG01	10	shey	SH+E+Y	1	RUNNING:G407-E3467@3	Y	NO	NONE	BODY	G407-E3463	NONE	WRITTEN_Y_GDT590	BODY	Körper	den Körper	G407-E3467	WRITTEN_Y_GDT590	G407-E3467	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
211	ACTION:G407-E3483@2:SH	RUNNING:G407-E3483@2	G407-E3483	G407-S563	f83r	f83r.4	f83r:P1	f83r.1–.8	G407-S563:BSEG02	4	qokshedy	OK+SH+E+DY	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3483	COLD_BATH_OBJECT_DEFAULT	G407-E3483	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1166	YES	NO	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	GDT569_CARRY_FILL_PARALLEL	AIIN bleibt Füllung/Wertspur und wird nicht mit dem Badegut gleichgesetzt.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
212	ACTION:G407-E3488@1:SH	RUNNING:G407-E3488@1	G407-E3488	G407-S565	f83r	f83r.4	f83r:P1	f83r.1–.8	G407-S565:BSEG01	3	shetar	SH+E+T+AR	0	NONE	NONE	NO	NONE	NONE	NONE	NONE	COLD_BATH_OBJECT_DEFAULT	BATH_OBJECT	Badegut	das zu badende Gut	G407-E3488	COLD_BATH_OBJECT_DEFAULT	G407-E3488	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte im Bad auf Grad I	Halte das zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
213	ACTION:G407-E3489@1:SH	RUNNING:G407-E3489@1	G407-E3489	G407-S565	f83r	f83r.4	f83r:P1	f83r.1–.8	G407-S565:BSEG01	5	shedy	SH+E+DY	0	NONE	NONE	NO	NONE	BATH_OBJECT	G407-E3488	NONE	EPISODE_CARRY	BATH_OBJECT	Badegut	dasselbe zu badende Gut	G407-E3488	COLD_BATH_OBJECT_DEFAULT	G407-E3488	G407-E3488	RUNNING:G407-E3488@1	ACTION:G407-E3488@1:SH	f83r.4	2	1	0	0	NEUTRAL_DEFAULT_REUSE	ADJACENT_VISIBLE_EVENT	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	MATCHED	1168	YES	NO	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	GDT569_CARRY_FILL_PARALLEL	AIIN bleibt Füllung/Wertspur und wird nicht mit dem Badegut gleichgesetzt.	Halte im Bad auf Grad I	Halte dasselbe zu badende Gut im Bad auf Grad I	YES	NOT_APPLICABLE	Badegut	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
214	ACTION:G407-E3512@2:SH	RUNNING:G407-E3512@2	G407-E3512	G407-S572	f83r	f83r.7	f83r:P1	f83r.1–.8	G407-S572:BSEG01	6	lsheedy	L+SH+EE+D_ADDR+Y	2	RUNNING:G407-E3512@5|RUNNING:G407-E3513@4	Y|Y	NO	CARRIER_Q|D_ADDR|L	NONE	NONE	NONE	WRITTEN_Y_GDT590	STATION	Stationsansatz	den Stationsansatz	G407-E3512	WRITTEN_Y_GDT590	G407-E3512	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
215	ACTION:G407-E3517@2:SH	RUNNING:G407-E3517@2	G407-E3517	G407-S572	f83r	f83r.7	f83r:P1	f83r.1–.8	G407-S572:BSEG01	11	rsheedy	R+SH+EE+D_ADDR+Y	1	RUNNING:G407-E3517@5	Y	NO	D_ADDR	STATION	G407-E3512	NONE	WRITTEN_Y_GDT590	STATION	Stationsansatz	den Stationsansatz	G407-E3517	WRITTEN_Y_GDT590	G407-E3517	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NONE	NONE	NONE	NONE	NOT_APPLICABLE	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_STATE_ROW	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO_GDT569_STATE_ROW	Keine ältere GDT569-State-Zeile für dieses Event.	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	WRITTEN_OBJECT_FIRST__BLOCKER_THEN_13_EXACT_LOCAL_HANDOFFS__THEN_SAME_SEGMENT_BATH_CARRY__THEN_NEUTRAL_DEFAULT
