bath_episode_ordinal	bath_segment_key	statement_id	physical_page	paragraph_key	paragraph_locus_range	bath_action_count	action_slot_sequence	primary_governor_sequence	source_event_sequence	surface_sequence	object_class_sequence	object_lemma_sequence_de	selection_route_sequence	patch_count	carry_count	local_handoff_count	cold_start_route	guard
128	G407-S495:BSEG01	G407-S495	f82r	f82r:P1	f82r.1–.9	3	RUNNING:G407-E3177@3|RUNNING:G407-E3182@1|RUNNING:G407-E3184@1	ACTION:G407-E3177@3:SH|ACTION:G407-E3182@1:SH|ACTION:G407-E3184@1:SH	G407-E3177|G407-E3182|G407-E3184	qosheedy|cheey|shey	STATION→BODY→BODY	Stationsansatz→Körper→Körper	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
129	G407-S499:BSEG02	G407-S499	f82r	f82r:P1	f82r.1–.9	1	RUNNING:G407-E3205@1	ACTION:G407-E3205@1:SH	G407-E3205	sheckhy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
130	G407-S501:BSEG01	G407-S501	f82r	f82r:P1	f82r.1–.9	1	RUNNING:G407-E3216@1	ACTION:G407-E3216@1:SH	G407-E3216	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
131	G407-S502:BSEG01	G407-S502	f82r	f82r:P1	f82r.1–.9	3	RUNNING:G407-E3218@1|RUNNING:G407-E3219@1|RUNNING:G407-E3221@1	ACTION:G407-E3218@1:SH|ACTION:G407-E3219@1:SH|ACTION:G407-E3221@1:SH	G407-E3218|G407-E3219|G407-E3221	shedaiin|sheckhy|sheky	BATH_OBJECT→BATH_OBJECT→STATION	Badegut→Badegut→Stationsansatz	COLD_BATH_OBJECT_DEFAULT→EPISODE_CARRY→INTERVENING_OBJECT_HANDOFF	3	1	1	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
132	G407-S502:BSEG02	G407-S502	f82r	f82r:P1	f82r.1–.9	1	RUNNING:G407-E3224@1	ACTION:G407-E3224@1:SH	G407-E3224	dshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
133	G407-S503:BSEG02	G407-S503	f82r	f82r:P1	f82r.1–.9	1	RUNNING:G407-E3227@1	ACTION:G407-E3227@1:SH	G407-E3227	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
134	G407-S505:BSEG01	G407-S505	f82r	f82r:P1	f82r.1–.9	2	RUNNING:G407-E3232@1|RUNNING:G407-E3234@1	ACTION:G407-E3232@1:SH|ACTION:G407-E3234@1:SH	G407-E3232|G407-E3234	cheey|sheedy	BODY→STATION	Körper→Stationsansatz	WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF	1	0	1	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
135	G407-S507:BSEG01	G407-S507	f82r	f82r:P1	f82r.1–.9	1	RUNNING:G407-E3238@1	ACTION:G407-E3238@1:SH	G407-E3238	cheey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
136	G407-S507:BSEG03	G407-S507	f82r	f82r:P1	f82r.1–.9	2	RUNNING:G407-E3243@2|RUNNING:G407-E3243@5	ACTION:G407-E3243@2:SH|ACTION:G407-E3243@5:SH	G407-E3243|G407-E3243	ssholshecthy|ssholshecthy	STATION→STATION	Stationsansatz→Stationsansatz	BODY_BLOCKER_STATION→BODY_BLOCKER_STATION	2	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
137	G407-S513:BSEG01	G407-S513	f82r	f82r:P2	f82r.11–.19	1	RUNNING:G407-E3270@1	ACTION:G407-E3270@1:SH	G407-E3270	cheey	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
138	G407-S521:BSEG01	G407-S521	f82r	f82r:P2	f82r.11–.19	2	RUNNING:G407-E3295@1|RUNNING:G407-E3304@1	ACTION:G407-E3295@1:SH|ACTION:G407-E3304@1:SH	G407-E3295|G407-E3304	cheey|dshedy	BODY→STATION	Körper→Stationsansatz	WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF	1	0	1	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
139	G407-S524:BSEG02	G407-S524	f82r	f82r:P2	f82r.11–.19	1	RUNNING:G407-E3314@1	ACTION:G407-E3314@1:SH	G407-E3314	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
140	G407-S525:BSEG01	G407-S525	f82r	f82r:P2	f82r.11–.19	1	RUNNING:G407-E3315@1	ACTION:G407-E3315@1:SH	G407-E3315	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
141	G407-S527:BSEG02	G407-S527	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3329@6	ACTION:G407-E3329@6:SH	G407-E3329	posalshy	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
142	G407-S528:BSEG01	G407-S528	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3332@1	ACTION:G407-E3332@1:SH	G407-E3332	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
143	G407-S529:BSEG01	G407-S529	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3336@1	ACTION:G407-E3336@1:SH	G407-E3336	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
144	G407-S531:BSEG01	G407-S531	f82r	f82r:P3	f82r.20–.33	3	RUNNING:G407-E3341@4|RUNNING:G407-E3350@1|RUNNING:G407-E3357@1	ACTION:G407-E3341@4:SH|ACTION:G407-E3350@1:SH|ACTION:G407-E3357@1:SH	G407-E3341|G407-E3350|G407-E3357	salshey|sheey|cheey	STATION→BODY→BODY	Stationsansatz→Körper→Körper	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
145	G407-S536:BSEG01	G407-S536	f82r	f82r:P3	f82r.20–.33	2	RUNNING:G407-E3378@1|RUNNING:G407-E3379@1	ACTION:G407-E3378@1:SH|ACTION:G407-E3379@1:SH	G407-E3378|G407-E3379	sheeal|sheedy	STATION→STATION	Stationsansatz→Stationsansatz	BODY_BLOCKER_STATION→EPISODE_CARRY	2	1	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
146	G407-S537:BSEG01	G407-S537	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3380@2	ACTION:G407-E3380@2:SH	G407-E3380	lshed	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
147	G407-S538:BSEG01	G407-S538	f82r	f82r:P3	f82r.20–.33	2	RUNNING:G407-E3384@1|RUNNING:G407-E3386@1	ACTION:G407-E3384@1:SH|ACTION:G407-E3386@1:SH	G407-E3384|G407-E3386	sheey|tshey	STATION→BODY	Stationsansatz→Körper	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
148	G407-S540:BSEG01	G407-S540	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3396@2	ACTION:G407-E3396@2:SH	G407-E3396	rsheal	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
149	G407-S542:BSEG01	G407-S542	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3399@2	ACTION:G407-E3399@2:SH	G407-E3399	rshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
150	G407-S546:BSEG01	G407-S546	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3404@1	ACTION:G407-E3404@1:SH	G407-E3404	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
151	G407-S548:BSEG03	G407-S548	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3413@1	ACTION:G407-E3413@1:SH	G407-E3413	cheey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
152	G407-S552:BSEG05	G407-S552	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3426@1	ACTION:G407-E3426@1:SH	G407-E3426	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
153	G407-S553:BSEG01	G407-S553	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3428@2	ACTION:G407-E3428@2:SH	G407-E3428	lshedy	STATION	Stationsansatz	BODY_BLOCKER_STATION	1	0	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
154	G407-S555:BSEG01	G407-S555	f82r	f82r:P3	f82r.20–.33	1	RUNNING:G407-E3433@2	ACTION:G407-E3433@2:SH	G407-E3433	rsheedy	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
155	G407-S556:BSEG02	G407-S556	f82r	f82r:P3	f82r.20–.33	2	RUNNING:G407-E3441@1|RUNNING:G407-E3445@1	ACTION:G407-E3441@1:SH|ACTION:G407-E3445@1:SH	G407-E3441|G407-E3445	shedaiin|sheey	BATH_OBJECT→BODY	Badegut→Körper	COLD_BATH_OBJECT_DEFAULT→WRITTEN_Y_GDT590	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
156	G407-S558:BSEG01	G407-S558	f83r	f83r:P1	f83r.1–.8	1	RUNNING:G407-E3460@1	ACTION:G407-E3460@1:SH	G407-E3460	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
157	G407-S559:BSEG01	G407-S559	f83r	f83r:P1	f83r.1–.8	2	RUNNING:G407-E3463@1|RUNNING:G407-E3467@1	ACTION:G407-E3463@1:SH|ACTION:G407-E3467@1:SH	G407-E3463|G407-E3467	cheey|shey	BODY→BODY	Körper→Körper	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
158	G407-S563:BSEG02	G407-S563	f83r	f83r:P1	f83r.1–.8	1	RUNNING:G407-E3483@2	ACTION:G407-E3483@2:SH	G407-E3483	qokshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
159	G407-S565:BSEG01	G407-S565	f83r	f83r:P1	f83r.1–.8	2	RUNNING:G407-E3488@1|RUNNING:G407-E3489@1	ACTION:G407-E3488@1:SH|ACTION:G407-E3489@1:SH	G407-E3488|G407-E3489	shetar|shedy	BATH_OBJECT→BATH_OBJECT	Badegut→Badegut	COLD_BATH_OBJECT_DEFAULT→EPISODE_CARRY	2	1	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
160	G407-S572:BSEG01	G407-S572	f83r	f83r:P1	f83r.1–.8	2	RUNNING:G407-E3512@2|RUNNING:G407-E3517@2	ACTION:G407-E3512@2:SH|ACTION:G407-E3517@2:SH	G407-E3512|G407-E3517	lsheedy|rsheedy	STATION→STATION	Stationsansatz→Stationsansatz	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
161	G407-S576:BSEG01	G407-S576	f83r	f83r:P1	f83r.1–.8	1	RUNNING:G407-E3523@1	ACTION:G407-E3523@1:SH	G407-E3523	shecthedchy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
162	G407-S578:BSEG01	G407-S578	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3530@2	ACTION:G407-E3530@2:SH	G407-E3530	lsheedy	STATION	Stationsansatz	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
163	G407-S579:BSEG01	G407-S579	f83r	f83r:P2	f83r.9–.17	3	RUNNING:G407-E3533@1|RUNNING:G407-E3534@4|RUNNING:G407-E3550@1	ACTION:G407-E3533@1:SH|ACTION:G407-E3534@4:SH|ACTION:G407-E3550@1:SH	G407-E3533|G407-E3534|G407-E3550	shedkedy|qopshdy|shedy	BATH_OBJECT→STATION→BATH_UNIT	Badegut→Stationsansatz→Stationseinheit	COLD_BATH_OBJECT_DEFAULT→WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF	2	0	1	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
164	G407-S581:BSEG01	G407-S581	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3556@1	ACTION:G407-E3556@1:SH	G407-E3556	sheedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
165	G407-S583:BSEG01	G407-S583	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3560@1	ACTION:G407-E3560@1:SH	G407-E3560	sheckhy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
166	G407-S583:BSEG02	G407-S583	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3563@1	ACTION:G407-E3563@1:SH	G407-E3563	sheckhdy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
167	G407-S585:BSEG01	G407-S585	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3570@1	ACTION:G407-E3570@1:SH	G407-E3570	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
168	G407-S590:BSEG01	G407-S590	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3580@1	ACTION:G407-E3580@1:SH	G407-E3580	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
169	G407-S591:BSEG01	G407-S591	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3581@2	ACTION:G407-E3581@2:SH	G407-E3581	qokshedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
170	G407-S593:BSEG01	G407-S593	f83r	f83r:P2	f83r.9–.17	2	RUNNING:G407-E3589@1|RUNNING:G407-E3590@1	ACTION:G407-E3589@1:SH|ACTION:G407-E3590@1:SH	G407-E3589|G407-E3590	shedal|shecthy	STATION→STATION	Stationsansatz→Stationsansatz	BODY_BLOCKER_STATION→EPISODE_CARRY	2	1	0	BODY_BLOCKER_STATION	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
171	G407-S597:BSEG01	G407-S597	f83r	f83r:P2	f83r.9–.17	1	RUNNING:G407-E3609@1	ACTION:G407-E3609@1:SH	G407-E3609	shechy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
172	G407-S597:BSEG02	G407-S597	f83r	f83r:P3	f83r.18–.24	2	RUNNING:G407-E3611@4|RUNNING:G407-E3612@1	ACTION:G407-E3611@4:SH|ACTION:G407-E3612@1:SH	G407-E3611|G407-E3612	pdalshdy|shocphedy	STATION→STATION	Stationsansatz→Stationsansatz	WRITTEN_Y_GDT590→BODY_BLOCKER_STATION	1	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
173	G407-S598:BSEG02	G407-S598	f83r	f83r:P3	f83r.18–.24	1	RUNNING:G407-E3614@1	ACTION:G407-E3614@1:SH	G407-E3614	shedy	BATH_UNIT	Badeinheit	WRITTEN_OR_UNIT	0	0	0	WRITTEN_OR_UNIT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
174	G407-S599:BSEG01	G407-S599	f83r	f83r:P3	f83r.18–.24	1	RUNNING:G407-E3615@3	ACTION:G407-E3615@3:SH	G407-E3615	opshedy	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
175	G407-S599:BSEG02	G407-S599	f83r	f83r:P3	f83r.18–.24	4	RUNNING:G407-E3616@2|RUNNING:G407-E3618@1|RUNNING:G407-E3621@1|RUNNING:G407-E3625@1	ACTION:G407-E3616@2:SH|ACTION:G407-E3618@1:SH|ACTION:G407-E3621@1:SH|ACTION:G407-E3625@1:SH	G407-E3616|G407-E3618|G407-E3621|G407-E3625	otshdy|shdy|shedaiin|shedy	STATION→STATION→STATION→PORTION	Stationsansatz→Stationsansatz→Stationsansatz→Anwendungsportion	WRITTEN_Y_GDT590→WRITTEN_Y_GDT590→INTERVENING_OBJECT_HANDOFF→INTERVENING_OBJECT_HANDOFF	2	0	2	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
176	G407-S600:BSEG01	G407-S600	f83r	f83r:P3	f83r.18–.24	1	RUNNING:G407-E3628@1	ACTION:G407-E3628@1:SH	G407-E3628	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
177	G407-S601:BSEG01	G407-S601	f83r	f83r:P3	f83r.18–.24	1	RUNNING:G407-E3629@1	ACTION:G407-E3629@1:SH	G407-E3629	shey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
178	G407-S614:BSEG01	G407-S614	f83r	f83r:P3	f83r.18–.24	1	RUNNING:G407-E3662@1	ACTION:G407-E3662@1:SH	G407-E3662	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
179	G407-S616:BSEG01	G407-S616	f83r	f83r:P3	f83r.18–.24	2	RUNNING:G407-E3664@1|RUNNING:G407-E3665@1	ACTION:G407-E3664@1:SH|ACTION:G407-E3665@1:SH	G407-E3664|G407-E3665	shecthedy|shecthy	BATH_OBJECT→STATION	Badegut→Stationsansatz	COLD_BATH_OBJECT_DEFAULT→INTERVENING_OBJECT_HANDOFF	2	0	1	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
180	G407-S616:BSEG03	G407-S616	f83r	f83r:P3	f83r.18–.24	1	RUNNING:G407-E3673@1	ACTION:G407-E3673@1:SH	G407-E3673	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
181	G407-S619:BSEG03	G407-S619	f83r	f83r:P4	f83r.25–.30	1	RUNNING:G407-E3684@1	ACTION:G407-E3684@1:SH	G407-E3684	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
182	G407-S624:BSEG01	G407-S624	f83r	f83r:P4	f83r.25–.30	1	RUNNING:G407-E3693@1	ACTION:G407-E3693@1:SH	G407-E3693	sheey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
183	G407-S625:BSEG01	G407-S625	f83r	f83r:P4	f83r.25–.30	1	RUNNING:G407-E3695@1	ACTION:G407-E3695@1:SH	G407-E3695	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
184	G407-S627:BSEG01	G407-S627	f83r	f83r:P4	f83r.25–.30	1	RUNNING:G407-E3698@1	ACTION:G407-E3698@1:SH	G407-E3698	cheey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
185	G407-S635:BSEG01	G407-S635	f83r	f83r:P5	f83r.31–.44	1	RUNNING:G407-E3718@1	ACTION:G407-E3718@1:SH	G407-E3718	sheekchy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
186	G407-S636:BSEG01	G407-S636	f83r	f83r:P5	f83r.31–.44	2	RUNNING:G407-E3733@1|RUNNING:G407-E3734@2	ACTION:G407-E3733@1:SH|ACTION:G407-E3734@2:SH	G407-E3733|G407-E3734	shey|lshedy	BODY→STATION	Körper→Stationsansatz	WRITTEN_Y_GDT590→BODY_BLOCKER_STATION	1	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
187	G407-S639:BSEG01	G407-S639	f83r	f83r:P5	f83r.31–.44	1	RUNNING:G407-E3740@1	ACTION:G407-E3740@1:SH	G407-E3740	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
188	G407-S641:BSEG01	G407-S641	f83r	f83r:P5	f83r.31–.44	1	RUNNING:G407-E3746@1	ACTION:G407-E3746@1:SH	G407-E3746	shey	BODY	Körper	WRITTEN_Y_GDT590	0	0	0	WRITTEN_Y_GDT590	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
189	G407-S643:BSEG02	G407-S643	f83r	f83r:P5	f83r.31–.44	1	RUNNING:G407-E3768@1	ACTION:G407-E3768@1:SH	G407-E3768	shedy	BATH_OBJECT	Badegut	COLD_BATH_OBJECT_DEFAULT	1	0	0	COLD_BATH_OBJECT_DEFAULT	ONE_STATEMENT_AND_ONE_READER_PHYSICAL_SEGMENT__NO_BOUNDARY_CARRY
