surface	working_meaning_de	source	strength	scope_state	priority
qokeeo	heißer Ansatz, Bindungsstufe II	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
qokeey	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokey	heiß in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokor	heiße Drogenportion	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
qokshdy	heiß und feucht am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokshedy	heiß und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qoksheedy	heiß und feucht am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
qokshey	heiß und feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qokshy	heiß und feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qoky	heiß am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qoor	Drogenportion	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
qotaiiin	kalt im qo-Rahmen, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
qotaiin	kalt, Grad III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
qotain	kalt im qo-Rahmen, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
qotainol	kaltes Material, Grad II	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
qotal	Rohstoffklasse I, kalt am Gradanfang	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
qotan	kalt im qo-Rahmen, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
qotar	kalte Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
qotchdy	kalt und trocken am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotchedy	kalt und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotcheedy	kalt und trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotcheey	kalt und trocken am Ende des Grades	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
qotchey	kalt und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotchod	kalt-trockene Zubereitung, fertig gebunden	GDT644:ROUND_04	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
qotchol	Material: kalt und trocken	GDT638:ROUND_05	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
qotchor	kalt-trockene Drogenportion	GDT639:ROUND_01	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
qotchy	kalt und trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotdy	kalt am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION_READER_WARNING	ZL3B_QUALITY_SUBDEGREE_READER_WARNING	KNOWN_READER_VARIANT_WHOLE	130
qoteal	Rohstoffklasse I, kalt in der Gradmitte	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
qotedy	kalt in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qoteedy	kalt am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qoteey	kalt am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotey	kalt in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotol	kaltes Material	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
qotor	kalte Drogenportion	GDT640:ROUND_02	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	KNOWN_EXACT_WHOLE	121
qotshdy	kalt und feucht am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotshedy	kalt und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotshey	kalt und feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qotshy	kalt und feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
qoty	kalt am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
raiin	Wurzel, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
raiir	Wurzeldroge: Teil-/Sortierklasse III	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
rair	Wurzelfraktion II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
ral	Wurzelrohstoff I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rar	Wurzelfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rchdy	Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rcheald	getrockneter Wurzelstoff	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
rchedy	getrocknete Wurzel	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rcheey	Wurzel/Wurzeldroge, trocken gebunden, Form II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rcheo	trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rchey	Wurzel/Wurzeldroge, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rchol	trockener Wurzel/Wurzeldrogestoff/Trockengut	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rchy	Wurzel/Wurzeldroge, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rkar	heiße Wurzelfraktion I	GDT654:NEW_EXACT_WHOLE	EXACT_WHOLE_AR_OR_CONSOLIDATION	KNOWN_EXACT_WHOLE	150
roaiin	Wurzel/Wurzeldrogezubereitung, Charge III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rodaiin	Wurzel/Wurzeldrogezubereitung, Dosis III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rody	Wurzel/Wurzeldroge, fertig aufbereitet	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
roiiin	Wurzeldroge: Formklasse IV	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
roiin	Wurzel/Wurzeldrogezubereitung, Form III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rol	Wurzelstoff	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rolchedy	getrockneter Wurzel/Wurzeldrogestoff/-ansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
ror	Wurzelportion	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
roraiin	Wurzelportion III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
roral	Wurzel-Rohstoffportion	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rshedy	eingeweichte Wurzel	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
rshey	eingeweichte Wurzel, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
ry	rohe Wurzel	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
saiim	Samendroge: Mengenklasse III	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
saiin	Samen/Saatgut, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
saiir	Samendroge: Teil-/Sortierklasse III	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
saim	Samendroge: Mengenklasse II	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
sair	Samenfraktion II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sal	Saat-Rohstoff I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sam	Samen/Saatgut: Maß-/Einheitsform I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sar	Samenfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
schdy	Samen/Saatgut, getrocknete Kurz-/Kompaktform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
schedy	getrocknete Samen/Saat	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
scheey	Samen/Saatgut, trocken gebunden, Form II	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
scheo	trockene Samen/Saatgutzubereitung/Trockenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
schey	Samen/Saatgut, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
schol	trockener Samen/Saatgutstoff/Trockengut	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
schos	trockene Arzneimischung aus Samen	GDT658:EXACT_TWO_SLOTS_S_WHOLE	EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION	KNOWN_EXACT_WHOLE	156
schy	Samen/Saatgut, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
shaiiin	feucht, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
shaiin	feucht, Grad III	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
shain	feucht, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
shal	Rohstoffklasse I, feucht am Gradanfang	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
shan	feucht, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
shckhdy	Arzneikompositum: feucht, Gradanfang, abgeschlossen	GDT651:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
shckhedy	Arzneikompositum: feucht, Gradmitte, abgeschlossen	GDT651:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
shckhey	Arzneikompositum: feucht, Gradmitte	GDT651:STRONG_LEARNED_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
shckhy	Arzneikompositum: feucht, Gradanfang	GDT651:STRONG_LEARNED_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
shcthy	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	V13:MOIST_CTH_MATERIAL	NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL	KNOWN_CONTEXT_LICENSED	60
shdal	feuchte abgemessene Rohstoffmenge I am Gradanfang	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
shdy	feucht am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
she	feucht, attributiv gebunden	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
sheal	Rohstoffklasse I, feucht in der Gradmitte	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
sheckhedy	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	GDT651:REVISED_FOUR_SHELL_CKH_GRID	EXACT_WHOLE_FAMILY_REVISION	KNOWN_EXACT_WHOLE	147
sheckhey	feuchtes Arzneikompositum in der Gradmitte	GDT651:REVISED_FOUR_SHELL_CKH_GRID	EXACT_WHOLE_FAMILY_REVISION	KNOWN_EXACT_WHOLE	147
sheckhy	feuchtes Arzneikompositum am Gradanfang	GDT651:REVISED_FOUR_SHELL_CKH_GRID	EXACT_WHOLE_FAMILY_REVISION	KNOWN_EXACT_WHOLE	147
shecthy	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	V13:MOIST_BOUND_CTH_MATERIAL	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
shedal	feuchte abgemessene Rohstoffmenge I in der Gradmitte	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
shedefam	ein Maß eingeweichter Blütendroge	GDT658:READER_WARNING_BOUND_F_WHOLE	EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION	KNOWN_EXACT_WHOLE	156
shedy	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
sheeal	Rohstoffklasse I, feucht am Gradende	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
sheecthey	feuchtes CTH-Drogenmaterial, Form I, mit erweiterter Bindungsstufe II	V13:MOIST_EXTENDED_BOUND_CTH_FORM_I	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
sheedy	feucht am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
sheey	feucht am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
shekal	Rohstoffklasse I: feucht in der Gradmitte; heiß am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
sheo	Feuchtzubereitung	GDT650:STRONG_COMPOSITIONAL_SHELL	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
sheoal	feucht angesetzte Zubereitung aus Rohstoffklasse I	GDT657:EXACT_PREPARATION_HEAD_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
sheockhey	feucht angesetztes Arzneikompositum in der Gradmitte	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
sheockhy	feucht angesetztes Arzneikompositum am Gradanfang	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
sheocthy	attributiv feuchte CTH-Drogenzubereitung	V13:MOIST_BOUND_CTH_PREPARATION	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
sheokeedy	feucht angesetzte heiße Zubereitung am Gradende, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
sheokey	feucht angesetzte heiße Zubereitung in der Gradmitte	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
sheoky	feucht angesetzte heiße Zubereitung am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
sheol	feuchtes Material	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
sheor	feuchter Drogenteil	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
sheotal	feucht angesetzte Zubereitung aus kaltem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_PREPARATION_HEAD_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
shey	feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
sho	feuchter Ansatz	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
shockhey	Arzneikompositum im Feuchtansatz in der Gradmitte	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
shockhy	Arzneikompositum im Feuchtansatz am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
shocthy	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	V13:MOIST_CTH_PREPARATION	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
shoiin	Feuchtansatz, Form III	GDT649:STRONG_FAMILY_DEFAULT	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
shokaiin	feucht-heißer Ansatz, Grad III	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
shokal	Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
shokeey	heiß-feuchter Ansatz am Gradende	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
shokey	heiß-feuchter Ansatz in der Gradmitte	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
shoky	heiß-feuchter Ansatz am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
shol	feucht; nominal feuchtes Gut/Material	V13:MOIST_OL_FORM	NEW_PRIMARY_DEFAULT	KNOWN_CONTEXT_LICENSED	60
shor	Blüten-/Fruchtstand; reproduktiver Teil	V13:PART_OR_FORM	INHERITED_CONTEXT_SPLIT	KNOWN_CONTEXT_LICENSED	60
shtal	Rohstoffklasse I, feucht-kalt am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
shy	feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
skar	heiße Samenfraktion I	GDT653:EXPLORATORY_SINGLETON_COMPOUND	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
soaiin	Samen/Saatgutzubereitung, Charge III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sodaiin	Samen/Saatgutzubereitung, Dosis III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sodal	abgemessene Saat-Rohstoffmenge I im Ansatz	GDT655:REVISE_DAL_MODEL	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
sody	Samen/Saatgut, fertig aufbereitet	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
soiiin	Samendroge: Formklasse IV	GDT637:ATTESTED_LADDER_CELL	SCOPED_LADDER_EXTENSION	KNOWN_EXACT_WHOLE	100
soiin	Samen/Saatgutzubereitung, Form III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sol	Samenmaterial/Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
solchedy	getrockneter Samen/Saatgutstoff/-ansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sor	Samenportion	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
soraiin	Samenportion III	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
soral	Samen-Rohstoffportion	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
soysar	Samenzubereitung, Grundform; Samenfraktion I	GDT643:ROUND_04	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
sshedy	eingeweichte Samen/Saat	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sshey	eingeweichte Saat, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sy	Saatgut in Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
taiiin	kalt, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
