page	locus	section	language	hand	ordinal	surface	before_v50_gloss_de	v50_gloss_de	information_category	licensed_action	literal_narrow_carrier	literal_narrow_match_count	assigned_extended_class_carrier	working_chunk_de	working_narrow_carrier	working_narrow_match_count	literal_hard_generic_hits	working_hard_generic_hits	new_card_surface	new_card_render_mode	new_card_reader_support
f56r	f56r.6	H	A	1	3	dchey	[dchey:?]	abgemessene Trockendroge der Mittelstufe, abgeschlossen	NEW_V50	0	0	0	1	abgemessene Trockendroge der Mittelstufe, abgeschlossen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f56r	f56r.6	H	A	1	4	keey	heiß am Ende des Grades	heiß am Ende des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Endstufe	0	0	0	0	NONE	NONE	NONE
f56r	f56r.6	H	A	1	5	daiin	Grad-/Maßwert III	Grad-/Maßwert III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß III	0	0	0	0	NONE	NONE	NONE
f56r	f56r.6	H	A	1	6	y	Eintrag abgeschlossen	Eintrag abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	Eintrag abgeschlossen	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	1	qokain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	Heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	2	chal	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I, trocken, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	3	orchey	[orchey:?]	[orchey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦orchey:?⟧	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	4	qey	[qey:?]	[qey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qey:?⟧	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	5	kain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	6	sheeky	vollständig einweichen, erhitzen und abschließen	vollständig einweichen, erhitzen und abschließen	INHERITED_OTHER_ASSIGNED	1	0	0	0	vollständig einweichen, erhitzen und abschließen	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	7	ltain	[ltain:?]	[ltain:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ltain:?⟧	0	0	0	0	NONE	NONE	NONE
f75r	f75r.3	B	B	2	8	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f75r	f75r.3	B	B	2	9	or	Drogenportion	Drogenportion	INHERITED_OTHER_ASSIGNED	0	0	0	1	Drogenportion	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	1	cphdor	[cphdor:?]	[cphdor:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦cphdor:?⟧	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	2	shedal	feuchte abgemessene Rohstoffmenge I in der Gradmitte	feuchte abgemessene Rohstoffmenge I in der Gradmitte	INHERITED_OTHER_ASSIGNED	0	0	0	1	feuchte abgemessene Rohstoffmenge I, Mittelstufe	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	3	qopchdy	nimm fertig getrocknetes Pulver	nimm fertig getrocknetes Pulver	INHERITED_OTHER_ASSIGNED	1	0	0	0	fertig getrocknetes Pulver nehmen	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	4	dshedy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	INHERITED_OTHER_ASSIGNED	1	0	0	1	eine Dosis Droge bis Mittelstufe einweichen und abschließen	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	5	shedy	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	6	tchedy	kalt und trocken in der Mitte des Grades, abgeschlossen	kalt und trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt-trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	7	lsheetal	[lsheetal:?]	[lsheetal:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦lsheetal:?⟧	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	8	shecphy	[shecphy:?]	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	NEW_V50	0	1	1	1	bis Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	1	1	0	0	shecphy	EXTERNAL_NOMINAL_RESULT	ONE_EXACT
f76v	f76v.10	B	B	2	9	daiin	Grad-/Maßwert III	Grad-/Maßwert III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß III	0	0	0	0	NONE	NONE	NONE
f76v	f76v.10	B	B	2	10	dy	Qualitäts-/Wertfeld geschlossen	Qualitäts-/Wertfeld geschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	Qualitäts-/Wertfeld geschlossen	0	0	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	1	pol	Pulverstoff	Pulverstoff	INHERITED_OTHER_ASSIGNED	0	0	0	1	Pulverstoff	0	0	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	2	shedy	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	3	qoeedy	nimm den vollständig fertiggestellten Ansatz	nimm den vollständig fertiggestellten Ansatz	INHERITED_NARROW_CARRIER	1	1	1	1	vollständig fertiggestellten Ansatz nehmen	1	1	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	4	qokaiin	heiß, Grad III	heiß, Grad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad III	0	0	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	5	chcphey	[chcphey:?]	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	NEW_V50	0	1	1	1	bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	1	1	0	0	chcphey	EXTERNAL_NOMINAL_RESULT	BOTH_EXACT
f77r	f77r.38	B	B	2	6	qol	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_NARROW_CARRIER	1	1	1	1	Drogenstoff zugeben	1	1	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	7	ltaiin	[ltaiin:?]	[ltaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ltaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	8	shedy	feucht in der Mitte des Grades, abgeschlossen	feucht in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f77r	f77r.38	B	B	2	9	qol	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_NARROW_CARRIER	1	1	1	1	Drogenstoff zugeben	1	1	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	1	olshedy	Holzdroge im Ansatz vollständig eingeweicht	Holzdroge im Ansatz vollständig eingeweicht	INHERITED_NARROW_CARRIER	0	1	1	1	Holzdroge im Ansatz, vollständig eingeweicht	1	1	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	2	qolsheedy	[qolsheedy:?]	vollständig eingeweichten und fertigen Drogenstoff zugeben	NEW_V50	1	1	1	1	vollständig eingeweichten und fertigen Drogenstoff zugeben	1	1	0	0	qolsheedy	QOL_ACTION_SHEEDY_RESULT	ONE_EXACT
f77v	f77v.7	B	B	2	3	qy	[qy:?]	[qy:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qy:?⟧	0	0	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	4	rr	[rr:?]	[rr:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦rr:?⟧	0	0	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	5	ycheedy	trockne hiervon vollständig und stelle es fertig	trockne hiervon vollständig und stelle es fertig	INHERITED_OTHER_ASSIGNED	1	0	0	0	hiervon vollständig trocknen und fertigstellen	0	0	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	6	okedy	heißer Ansatz in der Mitte des Grades, abgeschlossen	heißer Ansatz in der Mitte des Grades, abgeschlossen	INHERITED_NARROW_CARRIER	0	1	1	1	heißer Ansatz, Mittelstufe, abgeschlossen	1	1	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	7	lshedy	eingeweichtes Drogenholz	eingeweichtes Drogenholz	INHERITED_OTHER_ASSIGNED	0	0	0	1	eingeweichtes Drogenholz	0	0	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	8	chs	Trockengut, Grundform	Trockengut, Grundform	INHERITED_NARROW_CARRIER	0	1	1	1	Trockengut, Grundform	1	1	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	9	shdal	feuchte abgemessene Rohstoffmenge I am Gradanfang	feuchte abgemessene Rohstoffmenge I am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	feuchte abgemessene Rohstoffmenge I, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	10	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f77v	f77v.7	B	B	2	11	qolky	leicht erhitzten Drogenstoff hinzugeben	leicht erhitzten Drogenstoff hinzugeben	INHERITED_NARROW_CARRIER	1	1	1	1	leicht erhitzten Drogenstoff zugeben	1	1	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	1	dcheey	eine Dosis vollständig trocknen und abschließen	eine Dosis vollständig trocknen und abschließen	INHERITED_OTHER_ASSIGNED	1	0	0	0	Eine Dosis vollständig trocknen und abschließen	0	0	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	2	keo	[keo:?]	[keo:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦keo:?⟧	0	0	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	3	r	Wurzel	Wurzel	INHERITED_OTHER_ASSIGNED	0	0	0	0	Wurzel	0	0	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	4	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	INHERITED_OTHER_ASSIGNED	0	0	0	1	Blüten-/Fruchtstand	0	0	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	5	dold	[dold:?]	[dold:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦dold:?⟧	0	0	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	6	dchey	[dchey:?]	abgemessene Trockendroge der Mittelstufe, abgeschlossen	NEW_V50	0	0	0	1	abgemessene Trockendroge der Mittelstufe, abgeschlossen	0	0	0	0	dchey	INITIAL_ACTION_ELSE_NOMINAL	BOTH_EXACT
f7r	f7r.2	H	A	1	7	kchey	heiß und trocken in der Mitte des Grades	heiß und trocken in der Mitte des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß-trocken, Mittelstufe	0	0	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	8	otchy	kalt-trockener Ansatz am Anfang des Grades	kalt-trockener Ansatz am Anfang des Grades	INHERITED_NARROW_CARRIER	0	1	1	1	kalt-trockener Ansatz, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f7r	f7r.2	H	A	1	9	cheody	getrockneter Ansatz	getrockneter Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	getrockneter Ansatz	1	1	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	1	solky	[solky:?]	[solky:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦solky:?⟧	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	2	sheckhy	feuchtes Arzneikompositum am Gradanfang	feuchtes Arzneikompositum am Gradanfang	INHERITED_NARROW_CARRIER	0	1	1	1	feuchtes Arzneikompositum, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	3	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	bis zur Mittelstufe einweichen, erhitzen und abschließen	INHERITED_OTHER_ASSIGNED	1	0	0	0	bis Mittelstufe einweichen, erhitzen und abschließen	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	4	shkeol	[shkeol:?]	[shkeol:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦shkeol:?⟧	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	5	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiße Drogenfraktion I	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	6	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	bis zur Mittelstufe einweichen, erhitzen und abschließen	INHERITED_OTHER_ASSIGNED	1	0	0	0	bis Mittelstufe einweichen, erhitzen und abschließen	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	7	chetain	[chetain:?]	[chetain:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦chetain:?⟧	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	8	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Ansatz/Gut	1	1	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	9	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f80r	f80r.17	B	B	2	10	okain	heiß im Zubereitungsrahmen, Grad II	heiß im Zubereitungsrahmen, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	11	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	bis zur Mittelstufe einweichen, erhitzen und abschließen	INHERITED_OTHER_ASSIGNED	1	0	0	0	bis Mittelstufe einweichen, erhitzen und abschließen	0	0	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	12	qokal	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I, heiß am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I im heißen Anfangsansatz	1	1	0	0	NONE	NONE	NONE
f80r	f80r.17	B	B	2	13	da	[da:?]	[da:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦da:?⟧	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	1	pshol	eingeweichter Pulverstoff	eingeweichter Pulverstoff	INHERITED_OTHER_ASSIGNED	0	0	0	1	Eingeweichter Pulverstoff	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	2	kain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	3	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	ONE_EXACT
f80v	f80v.27	B	B	2	4	shey	feucht in der Mitte des Grades	feucht in der Mitte des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Mittelstufe	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	5	qokain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	6	dal	abgemessene Rohstoffmenge I	abgemessene Rohstoffmenge I	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Rohstoffmenge I	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	7	oltaiin	[oltaiin:?]	[oltaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦oltaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	8	okain	heiß im Zubereitungsrahmen, Grad II	heiß im Zubereitungsrahmen, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II, im Zubereitungsrahmen	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	9	shal	Rohstoffklasse I, feucht am Gradanfang	Rohstoffklasse I, feucht am Gradanfang	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I, feucht, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f80v	f80v.27	B	B	2	10	qoty	kalt am Anfang des Grades	kalt am Anfang des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	kalt, Anfangsstufe	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	1	tol	kalt; nominal kaltes Gut/Material	kalt; nominal kaltes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Kaltes Gut	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	2	oltain	[oltain:?]	[oltain:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦oltain:?⟧	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	3	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f80v	f80v.35	B	B	2	4	y	hierzu:	hierzu:	INHERITED_OTHER_ASSIGNED	0	0	0	0	hierzu	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	5	qol	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_NARROW_CARRIER	1	1	1	1	Drogenstoff zugeben	1	1	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	6	qol	Drogenstoff zugeben	Drogenstoff zugeben	INHERITED_NARROW_CARRIER	1	1	1	1	Drogenstoff zugeben	1	1	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	7	kain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	8	okiin	[okiin:?]	[okiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦okiin:?⟧	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	9	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_NARROW_CARRIER	0	1	1	1	Ansatz/Gut	1	1	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	10	kain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	11	shey	feucht in der Mitte des Grades	feucht in der Mitte des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Mittelstufe	0	0	0	0	NONE	NONE	NONE
f80v	f80v.35	B	B	2	12	ldy	Holzdroge, fertig aufbereitet	Holzdroge, fertig aufbereitet	INHERITED_OTHER_ASSIGNED	0	0	0	1	Holzdroge, fertig aufbereitet	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	1	daiin	Grad-/Maßwert III	Grad-/Maßwert III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Grad/Maß III	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	2	shckhy	Arzneikompositum: feucht, Gradanfang	Arzneikompositum: feucht, Gradanfang	INHERITED_NARROW_CARRIER	0	1	1	1	feuchtes Arzneikompositum, Anfangsstufe	1	1	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	3	qoeeo	[qoeeo:?]	[qoeeo:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦qoeeo:?⟧	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	4	lldar	[lldar:?]	[lldar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦lldar:?⟧	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	5	cheey	trocken am Ende des Grades	trocken am Ende des Grades	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Endstufe	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	6	qoal	Rohstoffklasse I	Rohstoffklasse I	INHERITED_OTHER_ASSIGNED	0	0	0	1	Rohstoffklasse I	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	7	qokeedy	heiß am Ende des Grades, abgeschlossen	heiß am Ende des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Endstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	8	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f83v	f83v.12	B	B	2	9	sheedy	feucht am Ende des Grades, abgeschlossen	feucht am Ende des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	feucht, Endstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	10	qokain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f83v	f83v.12	B	B	2	11	olal	Ansatz aus Holzrohstoff, Form I	Ansatz aus Holzrohstoff, Form I	INHERITED_NARROW_CARRIER	0	1	1	1	Holzrohstoffansatz, Form I	1	1	0	0	NONE	NONE	NONE
f85r2	f85r2.5	C	B	2	1	ockhdar	[ockhdar:?]	[ockhdar:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦ockhdar:?⟧	0	0	0	0	NONE	NONE	NONE
f85r2	f85r2.5	C	B	2	2	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; Leser-Rivale olkor/ar)	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	NEITHER_EXACT
f85r2	f85r2.5	C	B	2	3	shoral	[shoral:?]	[shoral:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦shoral:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	1	osheey	[osheey:?]	[osheey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦osheey:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	2	orsheey	[orsheey:?]	[orsheey:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦orsheey:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	3	tcheody	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	INHERITED_OTHER_ASSIGNED	1	0	0	0	abkühlen, bis Mittelstufe trocknen, ansetzen und fertigstellen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	4	qokain	heiß, Grad II	heiß, Grad II	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß, Grad II	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	5	qodaiin	Qualitätsgrad III	Qualitätsgrad III	INHERITED_OTHER_ASSIGNED	0	0	0	1	Qualitätsgrad III	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	6	olkar	[olkar:?]	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	NEW_V50	0	1	1	1	erste erhitzte Drogenfraktion im Ansatz	1	1	0	0	olkar	OL_BOUNDARY_AND_READER_OPEN	BOTH_EXACT
f86v3	f86v3.13	C	B	2	7	chedaiin	abgemessene Trockendroge, Dosis III	abgemessene Trockendroge, Dosis III	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Trockendroge, Dosis III	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	8	y	hierzu:	hierzu:	INHERITED_OTHER_ASSIGNED	0	0	0	0	hierzu	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	9	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	trocken, Mittelstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	10	qokady	erhitze einen gleichen Teil und schließe ab	erhitze einen gleichen Teil und schließe ab	INHERITED_OTHER_ASSIGNED	1	0	0	1	einen gleichen Teil erhitzen und abschließen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.13	C	B	2	11	cholkain	[cholkain:?]	[cholkain:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦cholkain:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.18	C	B	2	1	pchedaiin	[pchedaiin:?]	[pchedaiin:?]	RESIDUAL_UNKNOWN	0	0	0	0	⟦pchedaiin:?⟧	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.18	C	B	2	2	dchedy	abgemessene Trockendroge, fertig	abgemessene Trockendroge, fertig	INHERITED_OTHER_ASSIGNED	0	0	0	1	abgemessene Trockendroge, fertig	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.18	C	B	2	3	qokchdy	heiß und trocken am Anfang des Grades, abgeschlossen	heiß und trocken am Anfang des Grades, abgeschlossen	INHERITED_OTHER_ASSIGNED	0	0	0	1	heiß-trocken, Anfangsstufe, abgeschlossen	0	0	0	0	NONE	NONE	NONE
f86v3	f86v3.18	C	B	2	4	qopchol	[qopchol:?]	nimm getrockneten Pulverstoff	NEW_V50	1	0	0	1	getrockneten Pulverstoff nehmen	0	0	0	0	qopchol	ACTION_HOLD	BOTH_EXACT
f86v3	f86v3.18	C	B	2	5	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	INHERITED_OTHER_ASSIGNED	0	0	0	1	Feuchtgut	0	0	0	0	NONE	NONE	NONE
