unified_serial	register	page	source_group_id	visible_surface	autonomy	classification
573	ASTRO	f68r1	A2:G002	chteey	NONE	LOCAL_ASTRO_NOMENCLATOR
574	ASTRO	f68r1	A2:G003	choteey	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
575	ASTRO	f68r1	A2:G004	cphol	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
576	ASTRO	f68r1	A2:G005	cheor	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
577	ASTRO	f68r1	A2:G006	opcheeol	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
578	ASTRO	f68r1	A2:G007	otor	FULL	PRODUCTIVE_ASTRO_COMPOSITION
579	ASTRO	f68r1	A2:G008	choctheeey	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
580	ASTRO	f68r1	A2:G009	okchoal	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
581	ASTRO	f68r1	A2:G010	tochso	NONE	LOCAL_ASTRO_NOMENCLATOR
582	ASTRO	f68r1	A2:G011	otchl	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
583	ASTRO	f68r1	A2:G012	qokeeedy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
584	ASTRO	f68r1	A2:G013	cheey	NONE	NOMENCLATOR_WHOLE_SIGN
585	ASTRO	f68r1	A2:G014	cheeteey	NONE	LOCAL_ASTRO_NOMENCLATOR
586	ASTRO	f68r1	A2:G015	yteody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
587	ASTRO	f68r1	A2:G016	chpor	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
588	ASTRO	f68r1	A2:G017	cheokorchey	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
589	ASTRO	f68r1	A2:G018	chod	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
590	ASTRO	f68r1	A2:G019	ykor	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
591	ASTRO	f68r1	A2:G020	shey	NONE	NOMENCLATOR_WHOLE_SIGN
592	ASTRO	f68r1	A2:G021	qocheey	NONE	LOCAL_ASTRO_NOMENCLATOR
593	ASTRO	f68r1	A2:G022	chokal	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
594	ASTRO	f68r1	A2:G023	okeey	FULL	PRODUCTIVE_BREVIGRAPH
595	ASTRO	f68r1	A2:G024	ror	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
596	ASTRO	f68r1	A2:G025	eckhear	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
597	ASTRO	f68r1	A2:G026	daram	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
598	ASTRO	f68r1	A2:G027	dchor	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
599	ASTRO	f68r1	A2:G028	okaiiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
600	ASTRO	f68r1	A2:G029	yky	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
601	ASTRO	f68r1	A2:G030	dary	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
602	ASTRO	f68r1	A2:G031	chkchykoly	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
603	ASTRO	f68r1	A2:G032	okodaly	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
604	ASTRO	f68r1	A2:G033	odchecthy	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
605	ASTRO	f68r1	A2:G034	otcheody	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
606	ASTRO	f68r1	A2:G035	okoaly	FULL	BOUND_MODIFIER_COMPOSITION
607	ASTRO	f68r1	A2:G036	chocfhy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
608	ASTRO	f68r1	A2:G037	octhey	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
609	ASTRO	f68r1	A2:G038	otshey	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
610	ASTRO	f68r1	A2:G039	otydy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
611	ASTRO	f68r1	A2:G040	okear	FULL	BOUND_MODIFIER_COMPOSITION
612	ASTRO	f68r1	A2:G041	cphocthy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
613	ASTRO	f68r1	A2:G042	ytchody	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
614	ASTRO	f68r1	A2:G043	otys	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
615	ASTRO	f68r1	A2:G044	olor	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
616	ASTRO	f68r1	A2:G045	ockhy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
617	ASTRO	f68r1	A2:G046	ofcheor	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
618	ASTRO	f68r1	A2:G047	otchdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
619	ASTRO	f68r1	A2:G048	otykchs	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
620	ASTRO	f68r1	A2:G049	otol	FULL	PRODUCTIVE_BREVIGRAPH
621	ASTRO	f68r1	A2:G050	otor	FULL	PRODUCTIVE_ASTRO_COMPOSITION
622	ASTRO	f68r1	A2:G051	oiinar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
623	ASTRO	f68r1	A2:G052	okoldy	FULL	BOUND_MODIFIER_COMPOSITION
624	ASTRO	f68r1	A2:G053	ykchdy	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
625	ASTRO	f68r1	A2:G054	oeeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
626	ASTRO	f68r1	A2:G055	ocphy	NONE	LOCAL_ASTRO_NOMENCLATOR
627	ASTRO	f68r1	A2:G056	okeeodal	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
628	ASTRO	f68r1	A2:G057	okshor	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
629	ASTRO	f68r1	A2:G058	osdaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
630	ASTRO	f68r1	A2:G059	otochedy	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
631	ASTRO	f68r1	A2:G060	dolchedy	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
632	ASTRO	f68r1	A2:G061	oky	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
633	ASTRO	f68r1	A2:G062	okchdy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
634	ASTRO	f68r1	A2:G063	okardy	FULL	BOUND_MODIFIER_COMPOSITION
635	ASTRO	f68r1	A2:G064	qear	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
636	ASTRO	f68r1	A2:G065	oygy	NONE	LOCAL_ASTRO_NOMENCLATOR
637	ASTRO	f69v	A3:G001	dair	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
638	ASTRO	f69v	A3:G002	cheyky	NONE	LOCAL_ASTRO_NOMENCLATOR
639	ASTRO	f69v	A3:G003	otaza	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
640	ASTRO	f69v	A3:G004	sar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
641	ASTRO	f69v	A3:G005	ar	FULL	PRODUCTIVE_CORE_SIGN
642	ASTRO	f69v	A3:G006	chykar	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
643	ASTRO	f69v	A3:G007	okoirsh	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
644	ASTRO	f69v	A3:G008	ar	FULL	PRODUCTIVE_CORE_SIGN
645	ASTRO	f69v	A3:G009	chetody	NONE	LOCAL_ASTRO_NOMENCLATOR
646	ASTRO	f69v	A3:G010	okeeos	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
647	ASTRO	f69v	A3:G011	o	NONE	LOCAL_ASTRO_NOMENCLATOR
648	ASTRO	f69v	A3:G012	tey	NONE	LOCAL_ASTRO_NOMENCLATOR
649	ASTRO	f69v	A3:G013	otokeeey	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
650	ASTRO	f69v	A3:G014	okeeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
651	ASTRO	f69v	A3:G015	okeey	FULL	PRODUCTIVE_BREVIGRAPH
652	ASTRO	f69v	A3:G016	doiir	NONE	LOCAL_ASTRO_NOMENCLATOR
653	ASTRO	f69v	A3:G017	teeo	NONE	LOCAL_ASTRO_NOMENCLATOR
654	ASTRO	f69v	A3:G018	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
655	ASTRO	f69v	A3:G019	chey	FULL	PRODUCTIVE_BREVIGRAPH
656	ASTRO	f69v	A3:G020	ot	FULL	PRODUCTIVE_CORE_SIGN
657	ASTRO	f69v	A3:G021	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
658	ASTRO	f69v	A3:G022	okedy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
659	ASTRO	f69v	A3:G023	chsdy	NONE	LOCAL_ASTRO_NOMENCLATOR
660	ASTRO	f69v	A3:G024	okeod	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
661	ASTRO	f69v	A3:G025	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
662	ASTRO	f69v	A3:G026	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
663	ASTRO	f69v	A3:G027	choaiin	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
664	ASTRO	f69v	A3:G028	okar	FULL	PRODUCTIVE_ASTRO_COMPOSITION
665	ASTRO	f69v	A3:G029	okar	FULL	PRODUCTIVE_ASTRO_COMPOSITION
666	ASTRO	f69v	A3:G030	chol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
667	ASTRO	f69v	A3:G031	chees	NONE	LOCAL_ASTRO_NOMENCLATOR
668	ASTRO	f69v	A3:G032	yto	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
669	ASTRO	f69v	A3:G033	odair	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
670	ASTRO	f69v	A3:G034	oty	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
671	ASTRO	f69v	A3:G035	oteeo	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
672	ASTRO	f69v	A3:G036	dar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
673	ASTRO	f69v	A3:G037	o	NONE	LOCAL_ASTRO_NOMENCLATOR
674	ASTRO	f69v	A3:G038	eykeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
675	ASTRO	f69v	A3:G039	dchor	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
676	ASTRO	f69v	A3:G040	char	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
677	ASTRO	f69v	A3:G041	yka	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
678	ASTRO	f69v	A3:G042	chol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
679	ASTRO	f69v	A3:G043	ykar	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
680	ASTRO	f69v	A3:G044	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
681	ASTRO	f69v	A3:G045	ykady	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
682	ASTRO	f69v	A3:G046	iokeeor	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
683	ASTRO	f69v	A3:G047	cheey	NONE	NOMENCLATOR_WHOLE_SIGN
684	ASTRO	f69v	A3:G048	choly	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
685	ASTRO	f69v	A3:G049	ykeeal	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
686	ASTRO	f69v	A3:G050	cheo	FULL	PRODUCTIVE_CORE_SIGN
687	ASTRO	f69v	A3:G051	oaram	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
688	ASTRO	f69v	A3:G052	ockhy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
689	ASTRO	f69v	A3:G053	sheey	FULL	PRODUCTIVE_CORE_PLUS_EDGE
690	ASTRO	f69v	A3:G054	aiin	FULL	PRODUCTIVE_BREVIGRAPH
691	ASTRO	f69v	A3:G055	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
692	ASTRO	f69v	A3:G056	daiial	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
693	ASTRO	f69v	A3:G057	cheody	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
694	ASTRO	f69v	A3:G058	cheal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
695	ASTRO	f69v	A3:G059	yetey	NONE	LOCAL_ASTRO_NOMENCLATOR
696	ASTRO	f69v	A3:G060	chear	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
697	ASTRO	f69v	A3:G061	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
698	ASTRO	f69v	A3:G062	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
699	ASTRO	f69v	A3:G063	ykey	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
700	ASTRO	f69v	A3:G064	ch	NONE	LOCAL_ASTRO_NOMENCLATOR
701	ASTRO	f69v	A3:G065	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
702	ASTRO	f69v	A3:G066	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
703	ASTRO	f69v	A3:G067	chol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
704	ASTRO	f69v	A3:G068	ykar	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
705	ASTRO	f69v	A3:G069	ol	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
706	ASTRO	f69v	A3:G070	y	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
707	ASTRO	f69v	A3:G071	ykeeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
708	ASTRO	f69v	A3:G072	chey	FULL	PRODUCTIVE_BREVIGRAPH
709	ASTRO	f69v	A3:G073	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
710	ASTRO	f69v	A3:G074	ody	FULL	REGISTER_SPLIT_ASTRO_OD_PROSE_WHOLE
711	ASTRO	f69v	A3:G075	airchy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
712	ASTRO	f69v	A3:G076	choky	FULL	PRODUCTIVE_BREVIGRAPH
713	ASTRO	f69v	A3:G077	ychey	NONE	LOCAL_ASTRO_NOMENCLATOR
714	ASTRO	f69v	A3:G078	chey	FULL	PRODUCTIVE_BREVIGRAPH
715	ASTRO	f69v	A3:G079	doair	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
716	ASTRO	f69v	A3:G080	otaldal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
717	ASTRO	f69v	A3:G081	dair	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
718	ASTRO	f69v	A3:G082	chdy	FULL	PRODUCTIVE_CORE_PLUS_EDGE
719	ASTRO	f69v	A3:G083	otoar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
720	ASTRO	f69v	A3:G084	ar	FULL	PRODUCTIVE_CORE_SIGN
721	ASTRO	f69v	A3:G085	chy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
722	ASTRO	f69v	A3:G086	qoteor	FULL	BOUND_MODIFIER_COMPOSITION
723	ASTRO	f69v	A3:G087	cho	NONE	NOMENCLATOR_WHOLE_SIGN
724	ASTRO	f69v	A3:G088	qotair	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
725	ASTRO	f69v	A3:G089	chda	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
726	ASTRO	f69v	A3:G090	oteeal	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
727	ASTRO	f69v	A3:G091	cheor	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
728	ASTRO	f69v	A3:G092	ar	FULL	PRODUCTIVE_CORE_SIGN
729	ASTRO	f69v	A3:G093	air	FULL	PRODUCTIVE_CORE_SIGN
730	ASTRO	f69v	A3:G094	oteody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
731	ASTRO	f69v	A3:G095	ytyd	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
732	ASTRO	f69v	A3:G096	a	NONE	LOCAL_ASTRO_NOMENCLATOR
733	ASTRO	f69v	A3:G097	dchy	NONE	LOCAL_ASTRO_NOMENCLATOR
734	ASTRO	f69v	A3:G098	otoly	FULL	BOUND_MODIFIER_COMPOSITION
735	ASTRO	f69v	A3:G099	okeodal	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
736	ASTRO	f69v	A3:G100	oteoarar	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
737	ASTRO	f69v	A3:G101	cheteeser	NONE	LOCAL_ASTRO_NOMENCLATOR
738	ASTRO	f69v	A3:G102	dair	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
739	ASTRO	f69v	A3:G103	chey	FULL	PRODUCTIVE_BREVIGRAPH
740	ASTRO	f69v	A3:G104	okody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
741	ASTRO	f69v	A3:G105	dal	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
742	ASTRO	f69v	A3:G106	oteey	FULL	PRODUCTIVE_BREVIGRAPH
743	ASTRO	f69v	A3:G107	oteey	FULL	PRODUCTIVE_BREVIGRAPH
744	ASTRO	f69v	A3:G108	okeey	FULL	PRODUCTIVE_BREVIGRAPH
745	ASTRO	f69v	A3:G109	sar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
746	ASTRO	f69v	A3:G110	okeo	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
747	ASTRO	f69v	A3:G111	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
748	ASTRO	f69v	A3:G112	ochoyk	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
749	ASTRO	f69v	A3:G113	ykeey	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
750	ASTRO	f69v	A3:G114	ytory	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
751	ASTRO	f69v	A3:G115	oeesy	NONE	LOCAL_ASTRO_NOMENCLATOR
752	ASTRO	f69v	A3:G116	ytody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
753	ASTRO	f69v	A3:G117	okody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
754	ASTRO	f69v	A3:G118	otody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
755	ASTRO	f69v	A3:G119	okeal	FULL	BOUND_MODIFIER_COMPOSITION
756	ASTRO	f69v	A3:G120	okeod	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
757	ASTRO	f69v	A3:G121	oteeys	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
758	ASTRO	f69v	A3:G122	oteol	FULL	BOUND_MODIFIER_COMPOSITION
759	ASTRO	f69v	A3:G123	ykeydy	FULL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
760	ASTRO	f69v	A3:G124	okeod	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
761	ASTRO	f69v	A3:G125	saral	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
762	ASTRO	f69v	A3:G126	saiir	NONE	LOCAL_ASTRO_NOMENCLATOR
763	ASTRO	f69v	A3:G127	okolar	PARTIAL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT
764	ASTRO	f69v	A3:G128	ykeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
765	ASTRO	f69v	A3:G129	sarydy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
766	ASTRO	f69v	A3:G130	otchy	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
767	ASTRO	f69v	A3:G131	okeey	FULL	PRODUCTIVE_BREVIGRAPH
768	ASTRO	f69v	A3:G132	dy	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
769	ASTRO	f69v	A3:G133	okey	FULL	PRODUCTIVE_BREVIGRAPH
770	ASTRO	f69v	A3:G134	d	NONE	LOCAL_ASTRO_NOMENCLATOR
771	ASTRO	f69v	A3:G135	okeod	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
772	ASTRO	f69v	A3:G136	okodchy	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
773	ASTRO	f69v	A3:G137	okeody	FULL	ASTRO_OD_PRODUCTIVE_MODIFIER
774	ASTRO	f69v	A3:G138	okcheys	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
775	ASTRO	f69v	A3:G139	oar	FULL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
776	ASTRO	f69v	A3:G140	alys	PARTIAL	LOCAL_NOMENCLATOR_WITH_CORE_HINT
